流水ID	星域ID	buffId	buff单价	是否商店必出
605	11	buff6_startrace00::buff004	26,35	0
606	11	buff6_startrace00::buff005	26,35	0
607	11	buff6_startrace00::buff006	26,35	0
608	11	buff6_startrace00::buff007	26,35	0
609	11	buff6_startrace00::buff008	26,35	0
610	11	buff6_startrace00::buff009	26,35	0
611	11	buff6_startrace00::buff010	26,35	0
612	11	buff6_startrace00::buff011	26,35	0
613	11	buff6_startrace00::buff012	26,35	0
614	11	buff6_startrace00::buff013	26,35	0
615	11	buff6_startrace00::buff014	26,35	0
616	11	buff6_startrace00::buff015	26,35	0
617	11	buff6_startrace00::buff016	26,35	0
618	11	buff6_startrace00::buff017	26,35	0
619	11	buff6_startrace00::buff018	26,35	0
620	11	buff6_startrace00::buff019	26,35	0
621	11	buff6_startrace01::buff000	26,65	0
622	11	buff6_startrace01::buff001	26,65	0
623	11	buff6_startrace01::buff002	26,65	0
624	11	buff6_startrace01::buff003	26,65	0
625	11	buff6_startrace01::buff004	26,65	0
626	11	buff6_startrace01::buff005	26,65	0
627	11	buff6_startrace01::buff006	26,65	0
628	11	buff6_startrace01::buff007	26,65	0
629	11	buff6_startrace01::buff008	26,65	0
630	11	buff6_startrace01::buff009	26,65	0
631	11	buff6_startrace01::buff010	26,65	0
632	11	buff6_startrace01::buff011	26,65	0
633	11	buff6_startrace01::buff012	26,65	0
634	11	buff6_startrace01::buff013	26,65	0
635	11	buff6_startrace01::buff014	26,65	0
636	11	buff6_startrace01::buff015	26,65	0
637	11	buff6_startrace01::buff016	26,65	0
638	11	buff6_startrace01::buff017	26,65	0
639	11	buff6_startrace01::buff018	26,65	0
640	11	buff6_startrace01::buff019	26,65	0
641	11	buff6_startrace02::buff000	26,90	0
642	11	buff6_startrace02::buff001	26,90	1
643	11	buff6_startrace02::buff002	26,90	0
644	11	buff6_startrace02::buff003	26,90	0
645	11	buff6_startrace02::buff004	26,90	0
646	11	buff6_startrace02::buff005	26,90	0
647	11	buff6_startrace02::buff006	26,90	0
648	11	buff6_startrace02::buff007	26,90	0
649	11	buff6_startrace02::buff008	26,90	0
650	11	buff6_startrace02::buff009	26,90	0
651	11	buff6_startrace02::buff010	26,90	0
652	11	buff6_startrace02::buff011	26,90	0
653	11	buff6_startrace02::buff012	26,90	0
654	11	buff6_startrace02::buff013	26,90	0
655	11	buff6_startrace02::buff014	26,90	0
656	11	buff6_startrace02::buff015	26,90	0
657	11	buff6_startrace02::buff016	26,90	0
658	11	buff6_startrace02::buff017	26,90	0
659	11	buff6_startrace02::buff018	26,90	0
660	11	buff6_startrace02::buff019	26,90	0
661	12	buff6_startrace00::buff000	26,35	0
662	12	buff6_startrace00::buff001	26,35	0
663	12	buff6_startrace00::buff002	26,35	0
664	12	buff6_startrace00::buff003	26,35	0
665	12	buff6_startrace00::buff004	26,35	0
666	12	buff6_startrace00::buff005	26,35	0
667	12	buff6_startrace00::buff006	26,35	0
668	12	buff6_startrace00::buff007	26,35	0
669	12	buff6_startrace00::buff008	26,35	0
670	12	buff6_startrace00::buff009	26,35	0
671	12	buff6_startrace00::buff010	26,35	0
672	12	buff6_startrace00::buff011	26,35	0
673	12	buff6_startrace00::buff012	26,35	0
674	12	buff6_startrace00::buff013	26,35	0
675	12	buff6_startrace00::buff014	26,35	0
676	12	buff6_startrace00::buff015	26,35	0
677	12	buff6_startrace00::buff016	26,35	0
678	12	buff6_startrace00::buff017	26,35	0
679	12	buff6_startrace00::buff018	26,35	0
680	12	buff6_startrace00::buff019	26,35	0
681	12	buff6_startrace01::buff000	26,65	0
682	12	buff6_startrace01::buff001	26,65	0
683	12	buff6_startrace01::buff002	26,65	0
684	12	buff6_startrace01::buff003	26,65	0
685	12	buff6_startrace01::buff004	26,65	0
686	12	buff6_startrace01::buff005	26,65	0
687	12	buff6_startrace01::buff006	26,65	0
688	12	buff6_startrace01::buff007	26,65	0
689	12	buff6_startrace01::buff008	26,65	0
690	12	buff6_startrace01::buff009	26,65	0
691	12	buff6_startrace01::buff010	26,65	0
692	12	buff6_startrace01::buff011	26,65	0
693	12	buff6_startrace01::buff012	26,65	0
694	12	buff6_startrace01::buff013	26,65	0
695	12	buff6_startrace01::buff014	26,65	0
696	12	buff6_startrace01::buff015	26,65	0
697	12	buff6_startrace01::buff016	26,65	0
698	12	buff6_startrace01::buff017	26,65	0
699	12	buff6_startrace01::buff018	26,65	0
700	12	buff6_startrace01::buff019	26,65	0
701	12	buff6_startrace02::buff000	26,90	0
702	12	buff6_startrace02::buff001	26,90	1
703	12	buff6_startrace02::buff002	26,90	0
704	12	buff6_startrace02::buff003	26,90	0
705	12	buff6_startrace02::buff004	26,90	0
706	12	buff6_startrace02::buff005	26,90	0
707	12	buff6_startrace02::buff006	26,90	0
708	12	buff6_startrace02::buff007	26,90	0
709	12	buff6_startrace02::buff008	26,90	0
710	12	buff6_startrace02::buff009	26,90	0
711	12	buff6_startrace02::buff010	26,90	0
712	12	buff6_startrace02::buff011	26,90	0
713	12	buff6_startrace02::buff012	26,90	0
714	12	buff6_startrace02::buff013	26,90	0
715	12	buff6_startrace02::buff014	26,90	0
716	12	buff6_startrace02::buff015	26,90	0
717	12	buff6_startrace02::buff016	26,90	0
718	12	buff6_startrace02::buff017	26,90	0
719	12	buff6_startrace02::buff018	26,90	0
720	12	buff6_startrace02::buff019	26,90	0
721	13	buff6_startrace00::buff000	26,35	0
722	13	buff6_startrace00::buff001	26,35	0
723	13	buff6_startrace00::buff002	26,35	0
724	13	buff6_startrace00::buff003	26,35	0
725	13	buff6_startrace00::buff004	26,35	0
726	13	buff6_startrace00::buff005	26,35	0
727	13	buff6_startrace00::buff006	26,35	0
728	13	buff6_startrace00::buff007	26,35	0
729	13	buff6_startrace00::buff008	26,35	0
730	13	buff6_startrace00::buff009	26,35	0
731	13	buff6_startrace00::buff010	26,35	0
732	13	buff6_startrace00::buff011	26,35	0
733	13	buff6_startrace00::buff012	26,35	0
734	13	buff6_startrace00::buff013	26,35	0
735	13	buff6_startrace00::buff014	26,35	0
736	13	buff6_startrace00::buff015	26,35	0
737	13	buff6_startrace00::buff016	26,35	0
738	13	buff6_startrace00::buff017	26,35	0
739	13	buff6_startrace00::buff018	26,35	0
740	13	buff6_startrace00::buff019	26,35	0
741	13	buff6_startrace01::buff000	26,65	0
742	13	buff6_startrace01::buff001	26,65	0
743	13	buff6_startrace01::buff002	26,65	0
744	13	buff6_startrace01::buff003	26,65	0
745	13	buff6_startrace01::buff004	26,65	0
746	13	buff6_startrace01::buff005	26,65	0
747	13	buff6_startrace01::buff006	26,65	0
748	13	buff6_startrace01::buff007	26,65	0
749	13	buff6_startrace01::buff008	26,65	0
750	13	buff6_startrace01::buff009	26,65	0
751	13	buff6_startrace01::buff010	26,65	0
752	13	buff6_startrace01::buff011	26,65	0
753	13	buff6_startrace01::buff012	26,65	0
754	13	buff6_startrace01::buff013	26,65	0
755	13	buff6_startrace01::buff014	26,65	0
756	13	buff6_startrace01::buff015	26,65	0
757	13	buff6_startrace01::buff016	26,65	0
758	13	buff6_startrace01::buff017	26,65	0
759	13	buff6_startrace01::buff018	26,65	0
760	13	buff6_startrace01::buff019	26,65	0
761	13	buff6_startrace02::buff000	26,90	0
762	13	buff6_startrace02::buff001	26,90	1
763	13	buff6_startrace02::buff002	26,90	0
764	13	buff6_startrace02::buff003	26,90	0
765	13	buff6_startrace02::buff004	26,90	0
766	13	buff6_startrace02::buff005	26,90	0
767	13	buff6_startrace02::buff006	26,90	0
768	13	buff6_startrace02::buff007	26,90	0
769	13	buff6_startrace02::buff008	26,90	0
770	13	buff6_startrace02::buff009	26,90	0
771	13	buff6_startrace02::buff010	26,90	0
772	13	buff6_startrace02::buff011	26,90	0
773	13	buff6_startrace02::buff012	26,90	0
774	13	buff6_startrace02::buff013	26,90	0
775	13	buff6_startrace02::buff014	26,90	0
776	13	buff6_startrace02::buff015	26,90	0
777	13	buff6_startrace02::buff016	26,90	0
778	13	buff6_startrace02::buff017	26,90	0
779	13	buff6_startrace02::buff018	26,90	0
780	13	buff6_startrace02::buff019	26,90	0
781	14	buff6_startrace00::buff000	26,35	0
782	14	buff6_startrace00::buff001	26,35	0
783	14	buff6_startrace00::buff002	26,35	0
784	14	buff6_startrace00::buff003	26,35	0
785	14	buff6_startrace00::buff004	26,35	0
786	14	buff6_startrace00::buff005	26,35	0
787	14	buff6_startrace00::buff006	26,35	0
788	14	buff6_startrace00::buff007	26,35	0
789	14	buff6_startrace00::buff008	26,35	0
790	14	buff6_startrace00::buff009	26,35	0
791	14	buff6_startrace00::buff010	26,35	0
792	14	buff6_startrace00::buff011	26,35	0
793	14	buff6_startrace00::buff012	26,35	0
794	14	buff6_startrace00::buff013	26,35	0
795	14	buff6_startrace00::buff014	26,35	0
796	14	buff6_startrace00::buff015	26,35	0
797	14	buff6_startrace00::buff016	26,35	0
798	14	buff6_startrace00::buff017	26,35	0
799	14	buff6_startrace00::buff018	26,35	0
800	14	buff6_startrace00::buff019	26,35	0
801	14	buff6_startrace01::buff000	26,65	0
802	14	buff6_startrace01::buff001	26,65	0
803	14	buff6_startrace01::buff002	26,65	0
804	14	buff6_startrace01::buff003	26,65	0
805	14	buff6_startrace01::buff004	26,65	0
806	14	buff6_startrace01::buff005	26,65	0
807	14	buff6_startrace01::buff006	26,65	0
808	14	buff6_startrace01::buff007	26,65	0
809	14	buff6_startrace01::buff008	26,65	0
810	14	buff6_startrace01::buff009	26,65	0
811	14	buff6_startrace01::buff010	26,65	0
812	14	buff6_startrace01::buff011	26,65	0
813	14	buff6_startrace01::buff012	26,65	0
814	14	buff6_startrace01::buff013	26,65	0
815	14	buff6_startrace01::buff014	26,65	0
816	14	buff6_startrace01::buff015	26,65	0
817	14	buff6_startrace01::buff016	26,65	0
818	14	buff6_startrace01::buff017	26,65	0
819	14	buff6_startrace01::buff018	26,65	0
820	14	buff6_startrace01::buff019	26,65	0
821	14	buff6_startrace02::buff000	26,90	0
822	14	buff6_startrace02::buff001	26,90	1
823	14	buff6_startrace02::buff002	26,90	0
824	14	buff6_startrace02::buff003	26,90	0
825	14	buff6_startrace02::buff004	26,90	0
826	14	buff6_startrace02::buff005	26,90	0
827	14	buff6_startrace02::buff006	26,90	0
828	14	buff6_startrace02::buff007	26,90	0
829	14	buff6_startrace02::buff008	26,90	0
830	14	buff6_startrace02::buff009	26,90	0
831	14	buff6_startrace02::buff010	26,90	0
832	14	buff6_startrace02::buff011	26,90	0
833	14	buff6_startrace02::buff012	26,90	0
834	14	buff6_startrace02::buff013	26,90	0
835	14	buff6_startrace02::buff014	26,90	0
836	14	buff6_startrace02::buff015	26,90	0
837	14	buff6_startrace02::buff016	26,90	0
838	14	buff6_startrace02::buff017	26,90	0
839	14	buff6_startrace02::buff018	26,90	0
840	14	buff6_startrace02::buff019	26,90	0
841	15	buff6_startrace00::buff000	26,35	0
842	15	buff6_startrace00::buff001	26,35	0
843	15	buff6_startrace00::buff002	26,35	0
844	15	buff6_startrace00::buff003	26,35	0
845	15	buff6_startrace00::buff004	26,35	0
846	15	buff6_startrace00::buff005	26,35	0
847	15	buff6_startrace00::buff006	26,35	0
848	15	buff6_startrace00::buff007	26,35	0
849	15	buff6_startrace00::buff008	26,35	0
850	15	buff6_startrace00::buff009	26,35	0
851	15	buff6_startrace00::buff010	26,35	0
852	15	buff6_startrace00::buff011	26,35	0
853	15	buff6_startrace00::buff012	26,35	0
854	15	buff6_startrace00::buff013	26,35	0
855	15	buff6_startrace00::buff014	26,35	0
856	15	buff6_startrace00::buff015	26,35	0
857	15	buff6_startrace00::buff016	26,35	0
858	15	buff6_startrace00::buff017	26,35	0
859	15	buff6_startrace00::buff018	26,35	0
860	15	buff6_startrace00::buff019	26,35	0
861	15	buff6_startrace01::buff000	26,65	0
862	15	buff6_startrace01::buff001	26,65	0
863	15	buff6_startrace01::buff002	26,65	0
864	15	buff6_startrace01::buff003	26,65	0
865	15	buff6_startrace01::buff004	26,65	0
866	15	buff6_startrace01::buff005	26,65	0
867	15	buff6_startrace01::buff006	26,65	0
868	15	buff6_startrace01::buff007	26,65	0
869	15	buff6_startrace01::buff008	26,65	0
870	15	buff6_startrace01::buff009	26,65	0
871	15	buff6_startrace01::buff010	26,65	0
872	15	buff6_startrace01::buff011	26,65	0
873	15	buff6_startrace01::buff012	26,65	0
874	15	buff6_startrace01::buff013	26,65	0
875	15	buff6_startrace01::buff014	26,65	0
876	15	buff6_startrace01::buff015	26,65	0
877	15	buff6_startrace01::buff016	26,65	0
878	15	buff6_startrace01::buff017	26,65	0
879	15	buff6_startrace01::buff018	26,65	0
880	15	buff6_startrace01::buff019	26,65	0
881	15	buff6_startrace02::buff000	26,90	0
882	15	buff6_startrace02::buff001	26,90	1
883	15	buff6_startrace02::buff002	26,90	0
884	15	buff6_startrace02::buff003	26,90	0
885	15	buff6_startrace02::buff004	26,90	0
886	15	buff6_startrace02::buff005	26,90	0
887	15	buff6_startrace02::buff006	26,90	0
888	15	buff6_startrace02::buff007	26,90	0
889	15	buff6_startrace02::buff008	26,90	0
890	15	buff6_startrace02::buff009	26,90	0
891	15	buff6_startrace02::buff010	26,90	0
892	15	buff6_startrace02::buff011	26,90	0
893	15	buff6_startrace02::buff012	26,90	0
894	15	buff6_startrace02::buff013	26,90	0
895	15	buff6_startrace02::buff014	26,90	0
896	15	buff6_startrace02::buff015	26,90	0
897	15	buff6_startrace02::buff016	26,90	0
898	15	buff6_startrace02::buff017	26,90	0
899	15	buff6_startrace02::buff018	26,90	0
900	15	buff6_startrace02::buff019	26,90	0
901	16	buff6_startrace00::buff000	26,35	0
902	16	buff6_startrace00::buff001	26,35	0
903	16	buff6_startrace00::buff002	26,35	0
904	16	buff6_startrace00::buff003	26,35	0
905	16	buff6_startrace00::buff004	26,35	0
906	16	buff6_startrace00::buff005	26,35	0
907	16	buff6_startrace00::buff006	26,35	0
908	16	buff6_startrace00::buff007	26,35	0
909	16	buff6_startrace00::buff008	26,35	0
910	16	buff6_startrace00::buff009	26,35	0
911	16	buff6_startrace00::buff010	26,35	0
912	16	buff6_startrace00::buff011	26,35	0
913	16	buff6_startrace00::buff012	26,35	0
914	16	buff6_startrace00::buff013	26,35	0
915	16	buff6_startrace00::buff014	26,35	0
916	16	buff6_startrace00::buff015	26,35	0
917	16	buff6_startrace00::buff016	26,35	0
918	16	buff6_startrace00::buff017	26,35	0
919	16	buff6_startrace00::buff018	26,35	0
920	16	buff6_startrace00::buff019	26,35	0
921	16	buff6_startrace01::buff000	26,65	0
922	16	buff6_startrace01::buff001	26,65	0
923	16	buff6_startrace01::buff002	26,65	0
924	16	buff6_startrace01::buff003	26,65	0
925	16	buff6_startrace01::buff004	26,65	0
926	16	buff6_startrace01::buff005	26,65	0
927	16	buff6_startrace01::buff006	26,65	0
928	16	buff6_startrace01::buff007	26,65	0
929	16	buff6_startrace01::buff008	26,65	0
930	16	buff6_startrace01::buff009	26,65	0
931	16	buff6_startrace01::buff010	26,65	0
932	16	buff6_startrace01::buff011	26,65	0
933	16	buff6_startrace01::buff012	26,65	0
934	16	buff6_startrace01::buff013	26,65	0
935	16	buff6_startrace01::buff014	26,65	0
936	16	buff6_startrace01::buff015	26,65	0
937	16	buff6_startrace01::buff016	26,65	0
938	16	buff6_startrace01::buff017	26,65	0
939	16	buff6_startrace01::buff018	26,65	0
940	16	buff6_startrace01::buff019	26,65	0
941	16	buff6_startrace02::buff000	26,90	0
942	16	buff6_startrace02::buff001	26,90	1
943	16	buff6_startrace02::buff002	26,90	0
944	16	buff6_startrace02::buff003	26,90	0
945	16	buff6_startrace02::buff004	26,90	0
946	16	buff6_startrace02::buff005	26,90	0
947	16	buff6_startrace02::buff006	26,90	0
948	16	buff6_startrace02::buff007	26,90	0
949	16	buff6_startrace02::buff008	26,90	0
950	16	buff6_startrace02::buff009	26,90	0
951	16	buff6_startrace02::buff010	26,90	0
952	16	buff6_startrace02::buff011	26,90	0
953	16	buff6_startrace02::buff012	26,90	0
954	16	buff6_startrace02::buff013	26,90	0
955	16	buff6_startrace02::buff014	26,90	0
956	16	buff6_startrace02::buff015	26,90	0
957	16	buff6_startrace02::buff016	26,90	0
958	16	buff6_startrace02::buff017	26,90	0
959	16	buff6_startrace02::buff018	26,90	0
960	16	buff6_startrace02::buff019	26,90	0
