种族编号	npc编号
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	20,32,44,56
1	8,32,44,56
1	8,20,32,56
1	8,20,32,56
1	8,20,32,44
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	19,31,43,55
1	7,31,43,55
1	7,19,31,55
1	7,19,31,55
1	7,19,31,43
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	18,30,42,54
1	6,30,42,54
1	6,18,30,54
1	6,18,30,54
1	6,18,30,42
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
