物件id	物件类型	物品是否上升级预告	物品长（列）	物品宽（行）	物品高	是否可以放置在其他物体上	是否可以放置其他物体	交互格	交互位置组	交互ID	解锁家园等级	物品是否可收回	移动选择序列	清除1份CD的时间	清除1份CD的价格	物品内放置物	物品可转朝向	工厂产物摆放位置	物件外观	模型动作集	动作集对应ID	阻挡信息	有效阻挡长格子	有效阻挡宽格子	响应面板的范围	状态特效id	状态特效	特效缩放	对应的itemid	物件图标	物件名字	快速购买的价格	预览标签偏移	烹饪用道具图标偏移	挂壁格子偏移
12005	12	0	0	0	0	0	0			0	1	0	0	0					JY_christmas_002_inner_floor	0			0.000000	0.000000	0			0.000000	item144300012005	item_144300012005	ObjectName12005				0.000000
12006	12	0	0	0	0	0	0			0	1	0	0	0					JY_christmas_003_inner_floor	0			0.000000	0.000000	0			0.000000	item144300012006	item_144300012006	ObjectName12006				0.000000
12007	12	0	0	0	0	0	0			0	4	0	0	0					JY_cj_house_inner_floor_005	0			0.000000	0.000000	0			0.000000	item144300012007	item_144300012007	ObjectName12007				0.000000
12008	12	0	0	0	0	0	0			0	8	0	0	0					JY_cj_house_inner_floor_006	0			0.000000	0.000000	0			0.000000	item144300012008	item_144300012008	ObjectName12008				0.000000
12009	12	0	0	0	0	0	0			0	11	0	0	0					JY_cj_house_inner_floor_007	0			0.000000	0.000000	0			0.000000	item144300012009	item_144300012009	ObjectName12009				0.000000
12010	12	0	0	0	0	0	0			0	18	0	0	0					JY_qrj_house_inner_floor_004	0			0.000000	0.000000	0			0.000000	item144300012010	item_144300012010	ObjectName12010				0.000000
12011	12	0	0	0	0	0	0			0	18	0	0	0					JY_bx_house_inner_floor_008	0			0.000000	0.000000	0			0.000000	item144300012011	item_144300012011	ObjectName12011				0.000000
12012	12	0	0	0	0	0	0			0	20	0	0	0					JY_bx_house_inner_floor_009	0			0.000000	0.000000	0			0.000000	item144300012012	item_144300012012	ObjectName12012				0.000000
12013	12	0	0	0	0	0	0			0	22	0	0	0					JY_bx_house_inner_floor_010	0			0.000000	0.000000	0			0.000000	item144300012013	item_144300012013	ObjectName12013				0.000000
13001	13	0	0	0	0	0	0			0	1	0	0	0					JY_qiang_001_t1	0			0.000000	0.000000	0			0.000000	item144300013001	item_144300013001	ObjectName13001				0.000000
13002	13	0	0	0	0	0	0			0	1	0	0	0					JY_house_002_inner_wall	0			0.000000	0.000000	0			0.000000	item144300013002	item_144300013002	ObjectName13002				0.890000
13003	13	0	0	0	0	0	0			0	1	0	0	0					JY_house_003_inner_wall	0			0.000000	0.000000	0			0.000000	item144300013003	item_144300013003	ObjectName13003				0.400000
13004	13	0	0	0	0	0	0			0	1	0	0	0					JY_christmas_003_inner_wall	0			0.000000	0.000000	0			0.000000	item144300013004	item_144300013004	ObjectName13004				0.890000
13005	13	0	0	0	0	0	0			0	1	0	0	0					JY_christmas_001_inner_wall	0			0.000000	0.000000	0			0.000000	item144300013005	item_144300013005	ObjectName13005				0.890000
13006	13	0	0	0	0	0	0			0	1	0	0	0					JY_christmas_002_inner_wall	0			0.000000	0.000000	0			0.000000	item144300013006	item_144300013006	ObjectName13006				0.890000
13007	13	0	0	0	0	0	0			0	4	0	0	0					JY_cj_house_inner_wall_005	0			0.000000	0.000000	0			0.000000	item144300013007	item_144300013007	ObjectName13007				0.890000
13008	13	0	0	0	0	0	0			0	18	0	0	0					JY_cj_house_inner_wall_006	0			0.000000	0.000000	0			0.000000	item144300013008	item_144300013008	ObjectName13008				0.890000
13009	13	0	0	0	0	0	0			0	14	0	0	0					JY_cj_house_inner_wall_007	0			0.000000	0.000000	0			0.000000	item144300013009	item_144300013009	ObjectName13009				0.890000
13010	13	0	0	0	0	0	0			0	14	0	0	0					JY_qrj_house_inner_wall_004	0			0.000000	0.000000	0			0.000000	item144300013010	item_144300013010	ObjectName13010				0.890000
13011	13	0	0	0	0	0	0			0	18	0	0	0					JY_bx_house_inner_wall_008	0			0.000000	0.000000	0			0.000000	item144300013011	item_144300013011	ObjectName13011				0.890000
13012	13	0	0	0	0	0	0			0	20	0	0	0					JY_bx_house_inner_wall_009	0			0.000000	0.000000	0			0.000000	item144300013012	item_144300013012	ObjectName13012				0.890000
13013	13	0	0	0	0	0	0			0	22	0	0	0					JY_bx_house_inner_wall_010	0			0.000000	0.000000	0			0.000000	item144300013013	item_144300013013	ObjectName13013				0.890000
7003	7	0	1	1	1	1	0			0	8	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100026		0.500000	item144300007003	item_144300007003	ObjectName7003	17,1000	0,0.75,0		0.000000
7004	7	0	2	2	1	0	0			0	5	1	0	0			1;2;3;4			0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100027		1.000000	item144300007004	item_144300007004	ObjectName7004		0,0.75,0		0.000000
7005	7	0	4	1	4	0	0			0	8	1	0	0			1;2;3;4			0		2,3,0.75,3	4.000000	1.000000	12	4100028		1.500000	item144300007005	item_144300007005	ObjectName7005		0,3,0		0.000000
7006	7	0	1	1	1	0	0			0	5	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100029		0.500000	item144300007006	item_144300007006	ObjectName7006	17,1000	0,0.75,0		0.000000
7007	7	0	4	1	4	0	0			0	8	1	0	0			1;2;3;4			0		2,3,0.75,3	4.000000	1.000000	12	4100030		1.500000	item144300007007	item_144300007007	ObjectName7007	17,1000	0,3,0		0.000000
7008	7	0	4	4	2	0	0	1,-1,i001;2,-1,i001;1,4,i002;2,4,i002	1,2;3,4	4	5	1	0	0			1;2;3;4			0		2,3,3,1.5	4.000000	4.000000	12	4100031		1.500000	item144300007008	item_144300007008	ObjectName7008		0,1.5,0		0.000000
7009	7	0	1	1	1	0	0	0,-1,i001;-1,0,i002;0,1,i003;1,0,i004	1,2,3,4	2	4	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100032		0.500000	item144300007009	item_144300007009	ObjectName7009		0,0.75,0		0.000000
7010	7	0	2	4	2	0	0	1,-1,i001;2,-1,i001;1,2,i001;2,2,i001	1,2,3,4	3	1	1	0	0			1;2;3;4			0		2,1.5,3,1.5	2.000000	4.000000	12	4100033		1.500000	item144300007010	item_144300007010	ObjectName7010		0,1.5,0		0.000000
7011	7	0	1	1	2	0	0			0	4	1	0	0			1;2;3;4			0		2,0.75,0.75,1.5	1.000000	1.000000	12	4100034		1.000000	item144300007011	item_144300007011	ObjectName7011	17,1500	0,1.5,0		0.000000
7012	7	0	1	1	1	0	0			0	4	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100035		0.500000	item144300007012	item_144300007012	ObjectName7012		0,0.75,0		0.000000
7013	7	0	2	1	1	0	0			0	5	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100036		1.000000	item144300007013	item_144300007013	ObjectName7013		0,0.75,0		0.000000
7014	7	0	2	1	1	0	0			0	5	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100037		1.000000	item144300007014	item_144300007014	ObjectName7014		0,0.75,0		0.000000
7015	16	0	2	2	0	0	0			0	8	1	0	0			1;2;3;4			0		2,1.5,1.5,0	0.000000	0.000000	12	4100038		1.000000	item144300007015	item_144300007015	ObjectName7015		0,0,0		0.000000
7016	7	0	1	1	1	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100045		0.500000	item144300007016	item_144300007016	ObjectName7016		0,0.75,0		0.000000
7017	7	0	2	2	1	0	0			0	5	1	0	0			1;2;3;4			0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100046		1.000000	item144300007017	item_144300007017	ObjectName7017	17,500	0,0.75,0		0.000000
7018	7	0	2	2	1	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100047		1.000000	item144300007018	item_144300007018	ObjectName7018	17,300	0,0.75,0		0.000000
7019	7	0	2	2	3	0	0			0	5	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	12	4100048		1.250000	item144300007019	item_144300007019	ObjectName7019	17,1000	0,2.25,0		0.000000
7020	7	0	2	2	3	0	0			0	1	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	12	4100049		1.250000	item144300007020	item_144300007020	ObjectName7020	17,500	0,2.25,0		0.000000
7022	7	0	1	1	1	0	0			0	4	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100051		0.500000	item144300007022	item_144300007022	ObjectName7022	17,500	0,0.75,0		0.000000
7023	7	0	1	1	1	0	0			0	5	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100052		0.500000	item144300007023	item_144300007023	ObjectName7023	17,1000	0,0.75,0		0.000000
7024	16	0	3	1	0	0	0			0	8	1	0	0			1;2;3;4			0		2,2.25,0.75,0	0.000000	0.000000	12	4100053		1.250000	item144300007024	item_144300007024	ObjectName7024		0,0,0		0.000000
7025	7	0	1	1	1	1	0			0	8	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100054		0.500000	item144300007025	item_144300007025	ObjectName7025	17,2000	0,0.75,0		0.000000
7026	7	0	1	1	1	0	0			0	11	1	0	0						0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100055		0.500000	item144300007026	item_144300007026	ObjectName7026	17,1500	0,0.75,0		0.000000
7027	7	0	2	1	1	0	0			0	11	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100056		1.000000	item144300007027	item_144300007027	ObjectName7027		0,0.75,0		0.000000
7028	7	0	1	1	1	0	0			0	11	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100065		0.500000	item144300007028	item_144300007028	ObjectName7028	17,1800	0,0.75,0		0.000000
7029	7	0	2	1	2	0	0			0	8	1	0	0			1;2;3;4			0		2,1.5,0.75,1.5	2.000000	1.000000	12	4100058		1.000000	item144300007029	item_144300007029	ObjectName7029		0,1.5,0		0.000000
7030	7	0	3	2	1	0	0			0	11	1	0	0			1;2;3;4			0		2,2.25,1.5,0.75	3.000000	2.000000	12	4100059		1.250000	item144300007030	item_144300007030	ObjectName7030	17,2500	0,0.75,0		0.000000
7031	7	0	2	2	3	0	0			0	11	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	12	4100060		1.250000	item144300007031	item_144300007031	ObjectName7031		0,2.25,0		0.000000
7032	7	0	2	4	2	0	0	1,-1,i001;2,-1,i001;1,2,i001;2,2,i001	1,2,3,4	3	11	1	0	0			1;2;3;4			0		2,1.5,3,1.5	2.000000	4.000000	12	4100061		1.500000	item144300007032	item_144300007032	ObjectName7032		0,1.5,0		0.000000
7033	7	0	1	1	2	0	0	1,0,i001	1	2	11	1	0	0			1;2;3;4			0		2,0.75,0.75,1.5	1.000000	1.000000	12	4100062		1.000000	item144300007033	item_144300007033	ObjectName7033		0,1.5,0		0.000000
7034	7	0	4	4	2	0	0	1,-1,i002;2,-1,i002;1,4,i001;2,4,i001	1,2;3,4	4	11	1	0	0			1;2;3;4			0		2,3,3,1.5	4.000000	4.000000	12	4100063		1.500000	item144300007034	item_144300007034	ObjectName7034	17,10000	0,1.5,0		0.000000
7035	7	0	3	2	4	0	0			0	11	1	0	0			1;2;3;4			0		2,2.25,1.5,3	3.000000	2.000000	12	4100064		1.500000	item144300007035	item_144300007035	ObjectName7035		0,3,0		0.000000
7036	7	0	2	1	1	0	0			0	11	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100057		1.000000	item144300007036	item_144300007036	ObjectName7036	17,1500	0,0.75,0		0.000000
7037	7	0	3	2	4	0	0			0	11	1	0	0			1;2;3;4			0		2,2.25,1.5,3	3.000000	2.000000	12	4100066		1.500000	item144300007037	item_144300007037	ObjectName7037		0,3,0		0.000000
7038	7	0	3	1	1	0	0			0	11	1	0	0			1;2;3;4			0		2,2.25,0.75,0.75	3.000000	1.000000	12	4100067		1.250000	item144300007038	item_144300007038	ObjectName7038	17,3000	0,0.75,0		0.000000
7039	7	0	4	2	2	0	0			0	20	1	0	0			1;2;3;4			0		2,3,1.5,1.5	4.000000	2.000000	12	4100068		1.500000	item144300007039	item_144300007039	ObjectName7039	17,2000	0,1.5,0.1		0.000000
7040	7	0	2	2	2	0	0			0	20	1	0	0						0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100069		1.000000	item144300007040	item_144300007040	ObjectName7040	17,3000	0,1.5,0.1		0.000000
7041	7	0	2	2	1	0	0			0	18	1	0	0						0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100070		1.000000	item144300007041	item_144300007041	ObjectName7041	17,6000	0,0.75,0.1		0.000000
7042	7	0	1	1	1	0	0			0	14	1	0	0						0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100071		0.500000	item144300007042	item_144300007042	ObjectName7042	17,4000	0,0.75,0.1		0.000000
7043	7	0	2	2	2	0	0			0	18	1	0	0						0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100072		1.000000	item144300007043	item_144300007043	ObjectName7043	17,6000	0,1.5,0.1		0.000000
7044	7	0	2	2	2	0	0			0	20	1	0	0						0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100073		1.000000	item144300007044	item_144300007044	ObjectName7044	17,2000	0,1.5,0.1		0.000000
7045	7	0	2	3	2	0	0	0,-1;1,-1;2,-1;3,0;3,1;2,2;1,2;0,2;-1,1;-1,0		7	1	1	0	0			1;2;3;4			0		2,1.5,2.25,1.5	2.000000	3.000000	12	4100074		1.250000	item144300007045	item_144300007045	ObjectName7045	17,3000	0,1.5,0		0.000000
7046	7	0	2	3	2	0	0	0,-1;1,-1;2,-1;3,0;3,1;2,2;1,2;0,2;-1,1;-1,0		7	18	1	0	0			1;2;3;4			0		2,1.5,2.25,1.5	2.000000	3.000000	12	4100075		1.250000	item144300007046	item_144300007046	ObjectName7046		0,1.5,0		0.000000
7047	7	0	2	3	2	0	0	0,-1;1,-1;2,-1;3,0;3,1;2,2;1,2;0,2;-1,1;-1,0		7	20	1	0	0			1;2;3;4			0		2,1.5,2.25,1.5	2.000000	3.000000	12	4100076		1.250000	item144300007047	item_144300007047	ObjectName7047		0,1.5,0		0.000000
7048	7	0	2	2	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100077		1.000000	item144300007048	item_144300007048	ObjectName7048	17,6000	0,1.5,0		0.000000
7049	7	0	2	3	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,2.25,1.5	2.000000	3.000000	12	4100078		1.250000	item144300007049	item_144300007049	ObjectName7049		0,1.5,0		0.000000
7050	7	0	2	3	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,2.25,1.5	2.000000	3.000000	12	4100079		1.250000	item144300007050	item_144300007050	ObjectName7050		0,1.5,0		0.000000
7051	7	0	2	2	2	0	0			0	14	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100080		1.000000	item144300007051	item_144300007051	ObjectName7051	17,10000	0,1.5,0		0.000000
7052	7	0	2	2	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100081		1.000000	item144300007052	item_144300007052	ObjectName7052	17,30000	0,1.5,0		0.000000
7053	7	0	2	2	2	0	0			0	18	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100082		1.000000	item144300007053	item_144300007053	ObjectName7053	17,12000	0,1.5,0		0.000000
7054	7	0	2	2	2	0	0			0	14	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100083		1.000000	item144300007054	item_144300007054	ObjectName7054	17,5000	0,1.5,0		0.000000
7055	7	0	2	2	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100084		1.000000	item144300007055	item_144300007055	ObjectName7055	17,6000	0,1.5,0		0.000000
7056	7	0	2	2	2	0	0			0	18	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100085		1.000000	item144300007056	item_144300007056	ObjectName7056	17,5500	0,1.5,0		0.000000
7057	7	0	2	2	2	0	0			0	20	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100086		1.000000	item144300007057	item_144300007057	ObjectName7057	17,5500	0,1.5,0		0.000000
7058	7	0	2	2	2	0	0			0	1	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100087		1.000000	item144300007058	item_144300007058	ObjectName7058		0,1.5,0		0.000000
7059	16	0	3	1	0	0	0			0	1	1	0	0			1;2;3;4			0		2,2.25,0.75,0	3.000000	1.000000	12	4100099		1.250000	item144300007059	item_144300007059	ObjectName7059		0,1.5,0		0.000000
7060	16	0	2	2	0	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,0	2.000000	2.000000	12	4100100		1.000000	item144300007060	item_144300007060	ObjectName7060	17,1000	0,1.5,0		0.000000
7061	7	0	3	3	1	0	0			0	8	1	0	0			1;2;3;4			0		2,2.25,2.25,0.75	3.000000	3.000000	12	4100101		1.250000	item144300007061	item_144300007061	ObjectName7061	17,200	0,1.5,0		0.000000
7062	7	0	3	1	1	0	0			0	14	1	0	0						0		2,2.25,0.75,0.75	3.000000	1.000000	12	4100102		1.250000	item144300007062	item_144300007062	ObjectName7062		0,1.5,0.1		0.000000
7063	7	0	3	1	1	0	0			0	14	1	0	0						0		2,2.25,0.75,0.75	3.000000	1.000000	12	4100103		1.250000	item144300007063	item_144300007063	ObjectName7063		0,1.5,0.1		0.000000
7064	7	0	1	1	1	0	0			0	14	1	0	0						0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100104		0.500000	item144300007064	item_144300007064	ObjectName7064	17,2000	0,1.5,0.1		0.000000
7065	7	0	2	2	0	0	0			0	18	1	0	0						0		2,1.5,1.5,0	2.000000	2.000000	12	4100105		1.000000	item144300007065	item_144300007065	ObjectName7065	17,3000	0,1.5,0.1		0.000000
7066	7	0	2	2	0	0	0			0	1	1	0	0						0		2,1.5,1.5,0	2.000000	2.000000	12	4100106		0.250000	item144300007066	item_144300007066	ObjectName7066		0,1.5,0.1		0.000000
7067	7	0	3	2	0	0	0			0	6	1	0	0						0		2,2.25,1.5,0	3.000000	2.000000	12	4100107		1.250000	item144300007067	item_144300007067	ObjectName7067	17,1000	0,1.5,0.1		0.000000
7068	7	0	2	1	1	0	0			0	14	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100108		1.000000	item144300007068	item_144300007068	ObjectName7068	17,3000	0,1.5,0		0.000000
7069	7	0	1	1	1	0	0			0	14	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100109		0.500000	item144300007069	item_144300007069	ObjectName7069	17,3000	0,1.5,0		0.000000
7070	7	0	2	4	2	0	0	1,-1,i001;2,-1,i001;1,2,i001;2,2,i001	1,2,3,4	3	14	1	0	0			1;2;3;4			0		2,1.5,3,1.5	2.000000	4.000000	12	4100110		1.500000	item144300007070	item_144300007070	ObjectName7070		0,1.5,0		0.000000
7071	7	0	3	2	2	0	0			0	18	1	0	0			1;2;3;4			0		2,2.25,1.5,1.5	3.000000	2.000000	12	4100111		1.250000	item144300007071	item_144300007071	ObjectName7071	17,6000	0,1.5,0		0.000000
7072	7	0	2	1	1	0	0	1,1,i001;1,0,i002;0,-1,i003;-1,0,i004;-1,1,i005;0,2,i006	2,3,4;1,5,6	2	14	1	0	0			1;2;3;4			0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100112		1.000000	item144300007072	item_144300007072	ObjectName7072	17,10000	0,1.5,0		0.000000
7073	7	0	4	2	2	0	0	2,0,i002;2,1,i002;2,2,i001;2,3,i001	1,2;3,4	2	18	1	0	0			1;2;3;4			0		2,3,1.5,1.5	4.000000	2.000000	12	4100113		1.500000	item144300007073	item_144300007073	ObjectName7073		0,1.5,0		0.000000
7074	7	0	3	4	2	0	0	1,-1,i002;2,-1,i002;1,3,i001;2,3,i001	1,2;3,4	4	14	1	0	0			1;2;3;4			0		2,2.25,3,1.5	3.000000	4.000000	12	4100114		1.500000	item144300007074	item_144300007074	ObjectName7074		0,1.5,0		0.000000
7075	7	0	2	2	4	0	0			0	14	1	0	0			1;2;3;4			0		2,1.5,1.5,3	2.000000	2.000000	12	4100115		1.500000	item144300007075	item_144300007075	ObjectName7075	17,9000	0,1.5,0		0.000000
7076	7	0	2	2	2	0	0			0	14	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100116		1.000000	item144300007076	item_144300007076	ObjectName7076	17,8000	0,1.5,0		0.000000
7077	7	0	3	2	4	0	0			0	18	1	0	0			1;2;3;4			0		2,2.25,1.5,3	3.000000	2.000000	12	4100117		1.500000	item144300007077	item_144300007077	ObjectName7077	17,7000	0,1.5,0		0.000000
7078	7	0	1	1	1	0	0	0,-1,i004;-1,0,i001;0,1,i002;1,0,i003	1,2,3,4	2	11	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100118		0.500000	item144300007078	item_144300007078	ObjectName7078	17,7000	0,1.5,0		0.000000
7079	7	0	2	1	2	0	0	1,0,i001;1,1,i002	1,2	2	14	1	0	0			1;2;3;4			0		2,1.5,0.75,1.5	2.000000	1.000000	12	4100119		1.000000	item144300007079	item_144300007079	ObjectName7079		0,1.5,0		0.000000
7080	7	0	2	2	3	0	0			0	1	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	12	4100120		1.000000	item144300007080	item_144300007080	ObjectName7080		0,3,0		0.000000
7081	7	0	1	1	3	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,2.25	1.000000	1.000000	12	4100121		1.000000	item144300007081	item_144300007081	ObjectName7081		0,3,0		0.000000
7082	7	0	1	1	1	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100122		0.750000	item144300007082	item_144300007082	ObjectName7082		0,1.5,0		0.000000
7083	7	0	2	2	1	0	0			0	1	1	0	0						0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100123		1.000000	item144300007083	item_144300007083	ObjectName7083		0,1.5,0.1		0.000000
7084	7	0	4	2	1	0	0			0	1	1	0	0			1;2;3;4			0		2,3,1.5,0.75	4.000000	2.000000	12	4100124		1.000000	item144300007084	item_144300007084	ObjectName7084		0,1.5,0		0.000000
7085	7	0	2	2	1	0	0			0	1	1	0	0						0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100125		1.000000	item144300007085	item_144300007085	ObjectName7085		0,1.5,0.1		0.000000
7086	7	0	4	4	2	0	0			0	1	1	0	0			1;2;3;4			0		2,3,3,1.5	4.000000	4.000000	12	4100126		1.000000	item144300007086	item_144300007086	ObjectName7086		0,3,0		0.000000
7087	7	0	2	2	2	0	0			0	1	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100127		1.000000	item144300007087	item_144300007087	ObjectName7087		0,1.5,0		0.000000
7088	7	0	2	2	1	0	0			0	1	1	0	0			1;2;3;4			0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100128		1.000000	item144300007088	item_144300007088	ObjectName7088		0,1.5,0		0.000000
7089	7	0	1	1	1	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100129		1.000000	item144300007089	item_144300007089	ObjectName7089		0,1.5,0		0.000000
7090	7	0	1	1	1	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100130		0.750000	item144300007090	item_144300007090	ObjectName7090		0,1.5,0		0.000000
7091	7	0	1	1	1	0	0			0	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100131		1.000000	item144300007091	item_144300007091	ObjectName7091		0,1.5,0		0.000000
7092	7	0	1	2	1	0	0			0	6	1	0	0			1;2;3;4			0		2,0.75,1.5,0.75	1.000000	2.000000	12	4100132		1.000000	item144300007092	item_144300007092	ObjectName7092		0,0.75,0		0.000000
7093	7	0	5	5	4	0	0	0,5,i001;1,5,i001;3,5,i002;4,5,i002	1,2;3,4	4	4	1	0	0			1;2;3;4			0		2,3.75,3.75,3	5.000000	5.000000	12	4100133		1.000000	item144300007093	item_144300007093	ObjectName7093		0,3,0		0.000000
7094	7	0	5	2	1	0	0			0	14	1	0	0			1;2;3;4			0		2,3.75,1.5,0.75	5.000000	2.000000	12	4100134		1.000000	item144300007094	item_144300007094	ObjectName7094		0,0.75,0		0.000000
7095	7	0	5	2	1	0	0			0	14	1	0	0			1;2;3;4			0		2,3.75,1.5,0.75	5.000000	2.000000	12	4100135		1.000000	item144300007095	item_144300007095	ObjectName7095		0,0.75,0		0.000000
7096	7	0	1	2	1	0	0			0	4	1	0	0						0		2,0.75,1.5,0.75	1.000000	2.000000	12	4100136		1.000000	item144300007096	item_144300007096	ObjectName7096		0,1.5,0.1		0.000000
7097	7	0	1	2	1	0	0			0	18	1	0	0						0		2,0.75,1.5,0.75	1.000000	2.000000	12	4100137		1.000000	item144300007097	item_144300007097	ObjectName7097		0,1.5,0.1		0.000000
7098	7	0	1	1	1	0	0			0	20	1	0	0						0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100138		1.000000	item144300007098	item_144300007098	ObjectName7098		0,0.75,0.1		0.000000
7099	7	0	2	2	1	0	0			0	18	1	0	0						0		2,1.5,1.5,0.75	1.000000	1.000000	12	4100139		1.000000	item144300007099	item_144300007099	ObjectName7099		0,1.5,0.1		0.000000
7100	7	0	1	1	1	0	0			0	4	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100140		1.000000	item144300007100	item_144300007100	ObjectName7100		0,0.75,0		0.000000
7101	7	0	3	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,2.25,1.5,1.5	3.000000	2.000000	12	4100141		1.000000	item144300007101	item_144300007101	ObjectName7101		0,1.5,0		0.000000
7102	7	0	3	2	4	0	0			0	4	1	0	0			1;2;3;4			0		2,2.25,1.5,3	3.000000	2.000000	12	4100142		1.000000	item144300007102	item_144300007102	ObjectName7102		0,3,0		0.000000
7103	16	0	5	5	0	0	0			0	11	1	0	0			1;2;3;4			0		2,3.75,3.75,0	5.000000	5.000000	12	4100143		1.000000	item144300007103	item_144300007103	ObjectName7103		0,0,0		0.000000
7104	7	0	3	1	3	0	0			0	14	1	0	0			1;2;3;4			0		2,2.25,0.75,2.25	3.000000	1.000000	12	4100144		1.000000	item144300007104	item_144300007104	ObjectName7104		0,2.25,0		0.000000
7105	7	0	3	3	2	0	0			0	11	1	0	0			1;2;3;4			0		2,2.25,2.25,1.5	3.000000	3.000000	12	4100145		1.000000	item144300007105	item_144300007105	ObjectName7105		0,1.5,0		0.000000
7106	7	0	1	1	1	0	0	0,-1,i001;-1,0,i002;0,1,i003;1,0,i004	1,2,3,4	2	6	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100146		1.000000	item144300007106	item_144300007106	ObjectName7106		0,0.75,0		0.000000
7107	7	0	2	2	2	0	0	2,0,i001;2,1,i001	1,2	2	11	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100147		1.000000	item144300007107	item_144300007107	ObjectName7107		0,1.5,0		0.000000
7108	7	0	4	1	4	0	0			0	4	1	0	0			1;2;3;4			0		2,3,0.75,3	4.000000	1.000000	12	4100148		1.000000	item144300007108	item_144300007108	ObjectName7108		0,3,0		0.000000
