流水id	使者id	使者等级	人物等级	到当前级属性加成	负重	升下一级所需经验
462	envoy_5002	2	0	301,1500;331,100;4,10	0	110
463	envoy_5002	3	0	301,1500;331,100;4,10	0	120
464	envoy_5002	4	0	301,1500;331,100;4,10	0	130
465	envoy_5002	5	0	301,1500;331,100;4,10	0	140
466	envoy_5002	6	0	301,1500;331,100;4,10	0	150
467	envoy_5002	7	0	301,1500;331,100;4,10	0	160
468	envoy_5002	8	0	301,1500;331,100;4,10	0	170
469	envoy_5002	9	0	301,1500;331,100;4,10	0	180
470	envoy_5002	10	0	301,1500;331,100;4,10	0	190
471	envoy_5002	11	0	301,1500;331,100;4,10	0	200
472	envoy_5002	12	0	301,1500;331,100;4,10	0	210
473	envoy_5002	13	0	301,1500;331,100;4,10	0	220
474	envoy_5002	14	0	301,1500;331,100;4,10	0	230
475	envoy_5002	15	0	301,1500;331,100;4,10	0	240
476	envoy_5002	16	0	301,1500;331,100;4,10	0	250
477	envoy_5002	17	0	301,1500;331,100;4,10	0	260
478	envoy_5002	18	0	301,1500;331,100;4,10	0	270
479	envoy_5002	19	0	301,1500;331,100;4,10	0	280
480	envoy_5002	20	0	301,1500;331,100;4,10	0	290
481	envoy_5002	21	0	301,1500;331,100;4,10	0	300
482	envoy_5002	22	0	301,1500;331,100;4,10	0	310
483	envoy_5002	23	0	301,1500;331,100;4,10	0	320
484	envoy_5002	24	0	301,1500;331,100;4,10	0	330
485	envoy_5002	25	0	301,1500;331,100;4,10	0	340
486	envoy_5002	26	0	301,1500;331,100;4,10	0	350
487	envoy_5002	27	0	301,1500;331,100;4,10	0	360
488	envoy_5002	28	0	301,1500;331,100;4,10	0	370
489	envoy_5002	29	0	301,1500;331,100;4,10	0	380
490	envoy_5002	30	0	301,1500;331,100;4,10	0	390
491	envoy_5002	31	0	301,1500;331,100;4,10	0	400
492	envoy_5002	32	0	301,1500;331,100;4,10	0	410
493	envoy_5002	33	0	301,1500;331,100;4,10	0	420
494	envoy_5002	34	0	301,1500;331,100;4,10	0	430
495	envoy_5002	35	0	301,1500;331,100;4,10	0	440
496	envoy_5002	36	0	301,1500;331,100;4,10	0	450
497	envoy_5002	37	0	301,1500;331,100;4,10	0	460
498	envoy_5002	38	0	301,1500;331,100;4,10	0	470
499	envoy_5002	39	0	301,1500;331,100;4,10	0	480
500	envoy_5002	40	0	301,1500;331,100;4,10	0	490
501	envoy_5002	41	0	301,1500;331,100;4,10	0	500
502	envoy_5002	42	0	301,1500;331,100;4,10	0	510
503	envoy_5002	43	0	301,1500;331,100;4,10	0	520
504	envoy_5002	44	0	301,1500;331,100;4,10	0	530
505	envoy_5002	45	0	301,1500;331,100;4,10	0	540
506	envoy_5002	46	0	301,1500;331,100;4,10	0	550
507	envoy_5002	47	0	301,1500;331,100;4,10	0	560
508	envoy_5002	48	0	301,1500;331,100;4,10	0	570
509	envoy_5002	49	0	301,1500;331,100;4,10	0	580
510	envoy_5002	50	0	301,1500;331,100;4,10	0	590
511	envoy_5002	51	0	301,1500;331,100;4,10	0	600
512	envoy_5002	52	0	301,1500;331,100;4,10	0	610
513	envoy_5002	53	0	301,1500;331,100;4,10	0	620
514	envoy_5002	54	0	301,1500;331,100;4,10	0	630
515	envoy_5002	55	0	301,1500;331,100;4,10	0	640
516	envoy_5002	56	0	301,1500;331,100;4,10	0	650
517	envoy_5002	57	0	301,1500;331,100;4,10	0	660
518	envoy_5002	58	0	301,1500;331,100;4,10	0	670
519	envoy_5002	59	0	301,1500;331,100;4,10	0	680
520	envoy_5002	60	0	301,3000;331,200;4,20	0	690
521	envoy_5002	61	0	301,1500;331,100;4,10	0	720
522	envoy_5002	62	0	301,1500;331,100;4,10	0	740
523	envoy_5002	63	0	301,1500;331,100;4,10	0	760
524	envoy_5002	64	0	301,1500;331,100;4,10	0	780
525	envoy_5002	65	0	301,1500;331,100;4,10	0	800
526	envoy_5002	66	0	301,1500;331,100;4,10	0	820
527	envoy_5002	67	0	301,1500;331,100;4,10	0	840
528	envoy_5002	68	0	301,1500;331,100;4,10	0	860
529	envoy_5002	69	0	301,1500;331,100;4,10	0	880
530	envoy_5002	70	0	301,1500;331,100;4,10	0	900
531	envoy_5002	71	0	301,1500;331,100;4,10	0	920
532	envoy_5002	72	0	301,1500;331,100;4,10	0	940
533	envoy_5002	73	0	301,1500;331,100;4,10	0	960
534	envoy_5002	74	0	301,1500;331,100;4,10	0	980
535	envoy_5002	75	0	301,1500;331,100;4,10	0	1000
536	envoy_5002	76	0	301,1500;331,100;4,10	0	1020
537	envoy_5002	77	0	301,1500;331,100;4,10	0	1040
538	envoy_5002	78	0	301,1500;331,100;4,10	0	1060
539	envoy_5002	79	0	301,1500;331,100;4,10	0	1080
540	envoy_5002	80	0	301,1500;331,100;4,10	0	1130
541	envoy_5002	81	0	301,1500;331,100;4,10	0	1160
542	envoy_5002	82	0	301,1500;331,100;4,10	0	1190
543	envoy_5002	83	0	301,1500;331,100;4,10	0	1220
544	envoy_5002	84	0	301,1500;331,100;4,10	0	1250
545	envoy_5002	85	0	301,1500;331,100;4,10	0	1280
546	envoy_5002	86	0	301,1500;331,100;4,10	0	1310
547	envoy_5002	87	0	301,1500;331,100;4,10	0	1340
548	envoy_5002	88	0	301,1500;331,100;4,10	0	1370
549	envoy_5002	89	0	301,1500;331,100;4,10	0	1400
550	envoy_5002	90	0	301,1500;331,100;4,10	0	1430
551	envoy_5002	91	0	301,1500;331,100;4,10	0	1460
552	envoy_5002	92	0	301,1500;331,100;4,10	0	1490
553	envoy_5002	93	0	301,1500;331,100;4,10	0	1520
554	envoy_5002	94	0	301,1500;331,100;4,10	0	1550
555	envoy_5002	95	0	301,1500;331,100;4,10	0	1580
556	envoy_5002	96	0	301,1500;331,100;4,10	0	1610
557	envoy_5002	97	0	301,1500;331,100;4,10	0	1640
558	envoy_5002	98	0	301,1500;331,100;4,10	0	1670
559	envoy_5002	99	0	301,1500;331,100;4,10	0	1700
560	envoy_5002	100	0	301,1500;331,100;4,10	0	1740
561	envoy_5002	101	0	301,1500;331,100;4,10	0	1780
562	envoy_5002	102	0	301,1500;331,100;4,10	0	1820
563	envoy_5002	103	0	301,1500;331,100;4,10	0	1860
564	envoy_5002	104	0	301,1500;331,100;4,10	0	1900
565	envoy_5002	105	0	301,1500;331,100;4,10	0	1940
566	envoy_5002	106	0	301,1500;331,100;4,10	0	1980
567	envoy_5002	107	0	301,1500;331,100;4,10	0	2020
568	envoy_5002	108	0	301,1500;331,100;4,10	0	2060
569	envoy_5002	109	0	301,1500;331,100;4,10	0	2100
570	envoy_5002	110	0	301,1500;331,100;4,10	0	2140
571	envoy_5002	111	0	301,1500;331,100;4,10	0	2180
572	envoy_5002	112	0	301,1500;331,100;4,10	0	2220
573	envoy_5002	113	0	301,1500;331,100;4,10	0	2260
574	envoy_5002	114	0	301,1500;331,100;4,10	0	2300
575	envoy_5002	115	0	301,1500;331,100;4,10	0	2340
576	envoy_5002	116	0	301,1500;331,100;4,10	0	2380
577	envoy_5002	117	0	301,1500;331,100;4,10	0	2420
578	envoy_5002	118	0	301,1500;331,100;4,10	0	2460
579	envoy_5002	119	0	301,1500;331,100;4,10	0	2500
580	envoy_5002	120	0	301,1500;331,100;4,10	0	2550
581	envoy_5002	121	0	301,1500;331,100;4,10	0	2600
582	envoy_5002	122	0	301,1500;331,100;4,10	0	2650
583	envoy_5002	123	0	301,1500;331,100;4,10	0	2700
584	envoy_5002	124	0	301,1500;331,100;4,10	0	2750
585	envoy_5002	125	0	301,1500;331,100;4,10	0	2800
586	envoy_5002	126	0	301,1500;331,100;4,10	0	2850
587	envoy_5002	127	0	301,1500;331,100;4,10	0	2900
588	envoy_5002	128	0	301,1500;331,100;4,10	0	2950
589	envoy_5002	129	0	301,1500;331,100;4,10	0	3000
590	envoy_5002	130	0	301,1500;331,100;4,10	0	3050
591	envoy_5002	131	0	301,1500;331,100;4,10	0	3100
592	envoy_5002	132	0	301,1500;331,100;4,10	0	3150
593	envoy_5002	133	0	301,1500;331,100;4,10	0	3200
594	envoy_5002	134	0	301,1500;331,100;4,10	0	3250
595	envoy_5002	135	0	301,1500;331,100;4,10	0	3300
596	envoy_5002	136	0	301,1500;331,100;4,10	0	3350
597	envoy_5002	137	0	301,1500;331,100;4,10	0	3400
598	envoy_5002	138	0	301,1500;331,100;4,10	0	3450
599	envoy_5002	139	0	301,1500;331,100;4,10	0	3500
600	envoy_5002	140	0	301,1500;331,100;4,10	0	3560
601	envoy_5002	141	0	301,1500;331,100;4,10	0	3620
602	envoy_5002	142	0	301,1500;331,100;4,10	0	3680
603	envoy_5002	143	0	301,1500;331,100;4,10	0	3740
604	envoy_5002	144	0	301,1500;331,100;4,10	0	3800
605	envoy_5002	145	0	301,1500;331,100;4,10	0	3860
606	envoy_5002	146	0	301,1500;331,100;4,10	0	3920
607	envoy_5002	147	0	301,1500;331,100;4,10	0	3980
608	envoy_5002	148	0	301,1500;331,100;4,10	0	4040
609	envoy_5002	149	0	301,1500;331,100;4,10	0	4100
610	envoy_5002	150	0	301,1500;331,100;4,10	0	4160
611	envoy_5002	151	0	301,1500;331,100;4,10	0	4220
612	envoy_5002	152	0	301,1500;331,100;4,10	0	4280
613	envoy_5002	153	0	301,1500;331,100;4,10	0	4340
614	envoy_5002	154	0	301,1500;331,100;4,10	0	4400
615	envoy_5002	155	0	301,1500;331,100;4,10	0	4460
616	envoy_5002	156	0	301,1500;331,100;4,10	0	4520
617	envoy_5002	157	0	301,1500;331,100;4,10	0	4580
618	envoy_5002	158	0	301,1500;331,100;4,10	0	4640
619	envoy_5002	159	0	301,1500;331,100;4,10	0	4700
620	envoy_5002	160	0	301,1500;331,100;4,10	0	0
621	envoy_5003	1	0		0	100
622	envoy_5003	2	0	301,1500;331,100;4,10	0	110
623	envoy_5003	3	0	301,1500;331,100;4,10	0	120
624	envoy_5003	4	0	301,1500;331,100;4,10	0	130
625	envoy_5003	5	0	301,1500;331,100;4,10	0	140
626	envoy_5003	6	0	301,1500;331,100;4,10	0	150
627	envoy_5003	7	0	301,1500;331,100;4,10	0	160
628	envoy_5003	8	0	301,1500;331,100;4,10	0	170
629	envoy_5003	9	0	301,1500;331,100;4,10	0	180
630	envoy_5003	10	0	301,1500;331,100;4,10	0	190
631	envoy_5003	11	0	301,1500;331,100;4,10	0	200
632	envoy_5003	12	0	301,1500;331,100;4,10	0	210
633	envoy_5003	13	0	301,1500;331,100;4,10	0	220
634	envoy_5003	14	0	301,1500;331,100;4,10	0	230
635	envoy_5003	15	0	301,1500;331,100;4,10	0	240
636	envoy_5003	16	0	301,1500;331,100;4,10	0	250
637	envoy_5003	17	0	301,1500;331,100;4,10	0	260
638	envoy_5003	18	0	301,1500;331,100;4,10	0	270
639	envoy_5003	19	0	301,1500;331,100;4,10	0	280
640	envoy_5003	20	0	301,1500;331,100;4,10	0	290
641	envoy_5003	21	0	301,1500;331,100;4,10	0	300
642	envoy_5003	22	0	301,1500;331,100;4,10	0	310
643	envoy_5003	23	0	301,1500;331,100;4,10	0	320
644	envoy_5003	24	0	301,1500;331,100;4,10	0	330
645	envoy_5003	25	0	301,1500;331,100;4,10	0	340
646	envoy_5003	26	0	301,1500;331,100;4,10	0	350
647	envoy_5003	27	0	301,1500;331,100;4,10	0	360
648	envoy_5003	28	0	301,1500;331,100;4,10	0	370
649	envoy_5003	29	0	301,1500;331,100;4,10	0	380
650	envoy_5003	30	0	301,1500;331,100;4,10	0	390
651	envoy_5003	31	0	301,1500;331,100;4,10	0	400
652	envoy_5003	32	0	301,1500;331,100;4,10	0	410
653	envoy_5003	33	0	301,1500;331,100;4,10	0	420
654	envoy_5003	34	0	301,1500;331,100;4,10	0	430
655	envoy_5003	35	0	301,1500;331,100;4,10	0	440
656	envoy_5003	36	0	301,1500;331,100;4,10	0	450
657	envoy_5003	37	0	301,1500;331,100;4,10	0	460
658	envoy_5003	38	0	301,1500;331,100;4,10	0	470
659	envoy_5003	39	0	301,1500;331,100;4,10	0	480
660	envoy_5003	40	0	301,1500;331,100;4,10	0	490
661	envoy_5003	41	0	301,1500;331,100;4,10	0	500
662	envoy_5003	42	0	301,1500;331,100;4,10	0	510
663	envoy_5003	43	0	301,1500;331,100;4,10	0	520
664	envoy_5003	44	0	301,1500;331,100;4,10	0	530
665	envoy_5003	45	0	301,1500;331,100;4,10	0	540
666	envoy_5003	46	0	301,1500;331,100;4,10	0	550
667	envoy_5003	47	0	301,1500;331,100;4,10	0	560
668	envoy_5003	48	0	301,1500;331,100;4,10	0	570
669	envoy_5003	49	0	301,1500;331,100;4,10	0	580
670	envoy_5003	50	0	301,1500;331,100;4,10	0	590
671	envoy_5003	51	0	301,1500;331,100;4,10	0	600
672	envoy_5003	52	0	301,1500;331,100;4,10	0	610
673	envoy_5003	53	0	301,1500;331,100;4,10	0	620
674	envoy_5003	54	0	301,1500;331,100;4,10	0	630
675	envoy_5003	55	0	301,1500;331,100;4,10	0	640
676	envoy_5003	56	0	301,1500;331,100;4,10	0	650
677	envoy_5003	57	0	301,1500;331,100;4,10	0	660
678	envoy_5003	58	0	301,1500;331,100;4,10	0	670
679	envoy_5003	59	0	301,1500;331,100;4,10	0	680
680	envoy_5003	60	0	301,3000;331,200;4,20	0	690
681	envoy_5003	61	0	301,1500;331,100;4,10	0	720
682	envoy_5003	62	0	301,1500;331,100;4,10	0	740
683	envoy_5003	63	0	301,1500;331,100;4,10	0	760
684	envoy_5003	64	0	301,1500;331,100;4,10	0	780
685	envoy_5003	65	0	301,1500;331,100;4,10	0	800
686	envoy_5003	66	0	301,1500;331,100;4,10	0	820
687	envoy_5003	67	0	301,1500;331,100;4,10	0	840
688	envoy_5003	68	0	301,1500;331,100;4,10	0	860
689	envoy_5003	69	0	301,1500;331,100;4,10	0	880
690	envoy_5003	70	0	301,1500;331,100;4,10	0	900
691	envoy_5003	71	0	301,1500;331,100;4,10	0	920
692	envoy_5003	72	0	301,1500;331,100;4,10	0	940
693	envoy_5003	73	0	301,1500;331,100;4,10	0	960
694	envoy_5003	74	0	301,1500;331,100;4,10	0	980
695	envoy_5003	75	0	301,1500;331,100;4,10	0	1000
696	envoy_5003	76	0	301,1500;331,100;4,10	0	1020
697	envoy_5003	77	0	301,1500;331,100;4,10	0	1040
698	envoy_5003	78	0	301,1500;331,100;4,10	0	1060
699	envoy_5003	79	0	301,1500;331,100;4,10	0	1080
700	envoy_5003	80	0	301,1500;331,100;4,10	0	1130
701	envoy_5003	81	0	301,1500;331,100;4,10	0	1160
702	envoy_5003	82	0	301,1500;331,100;4,10	0	1190
703	envoy_5003	83	0	301,1500;331,100;4,10	0	1220
704	envoy_5003	84	0	301,1500;331,100;4,10	0	1250
705	envoy_5003	85	0	301,1500;331,100;4,10	0	1280
706	envoy_5003	86	0	301,1500;331,100;4,10	0	1310
707	envoy_5003	87	0	301,1500;331,100;4,10	0	1340
708	envoy_5003	88	0	301,1500;331,100;4,10	0	1370
709	envoy_5003	89	0	301,1500;331,100;4,10	0	1400
710	envoy_5003	90	0	301,1500;331,100;4,10	0	1430
711	envoy_5003	91	0	301,1500;331,100;4,10	0	1460
712	envoy_5003	92	0	301,1500;331,100;4,10	0	1490
713	envoy_5003	93	0	301,1500;331,100;4,10	0	1520
714	envoy_5003	94	0	301,1500;331,100;4,10	0	1550
715	envoy_5003	95	0	301,1500;331,100;4,10	0	1580
716	envoy_5003	96	0	301,1500;331,100;4,10	0	1610
717	envoy_5003	97	0	301,1500;331,100;4,10	0	1640
718	envoy_5003	98	0	301,1500;331,100;4,10	0	1670
719	envoy_5003	99	0	301,1500;331,100;4,10	0	1700
720	envoy_5003	100	0	301,1500;331,100;4,10	0	1740
721	envoy_5003	101	0	301,1500;331,100;4,10	0	1780
722	envoy_5003	102	0	301,1500;331,100;4,10	0	1820
723	envoy_5003	103	0	301,1500;331,100;4,10	0	1860
724	envoy_5003	104	0	301,1500;331,100;4,10	0	1900
725	envoy_5003	105	0	301,1500;331,100;4,10	0	1940
726	envoy_5003	106	0	301,1500;331,100;4,10	0	1980
727	envoy_5003	107	0	301,1500;331,100;4,10	0	2020
728	envoy_5003	108	0	301,1500;331,100;4,10	0	2060
729	envoy_5003	109	0	301,1500;331,100;4,10	0	2100
730	envoy_5003	110	0	301,1500;331,100;4,10	0	2140
731	envoy_5003	111	0	301,1500;331,100;4,10	0	2180
732	envoy_5003	112	0	301,1500;331,100;4,10	0	2220
733	envoy_5003	113	0	301,1500;331,100;4,10	0	2260
734	envoy_5003	114	0	301,1500;331,100;4,10	0	2300
735	envoy_5003	115	0	301,1500;331,100;4,10	0	2340
736	envoy_5003	116	0	301,1500;331,100;4,10	0	2380
737	envoy_5003	117	0	301,1500;331,100;4,10	0	2420
738	envoy_5003	118	0	301,1500;331,100;4,10	0	2460
739	envoy_5003	119	0	301,1500;331,100;4,10	0	2500
740	envoy_5003	120	0	301,1500;331,100;4,10	0	2550
741	envoy_5003	121	0	301,1500;331,100;4,10	0	2600
742	envoy_5003	122	0	301,1500;331,100;4,10	0	2650
743	envoy_5003	123	0	301,1500;331,100;4,10	0	2700
744	envoy_5003	124	0	301,1500;331,100;4,10	0	2750
745	envoy_5003	125	0	301,1500;331,100;4,10	0	2800
746	envoy_5003	126	0	301,1500;331,100;4,10	0	2850
747	envoy_5003	127	0	301,1500;331,100;4,10	0	2900
748	envoy_5003	128	0	301,1500;331,100;4,10	0	2950
749	envoy_5003	129	0	301,1500;331,100;4,10	0	3000
750	envoy_5003	130	0	301,1500;331,100;4,10	0	3050
751	envoy_5003	131	0	301,1500;331,100;4,10	0	3100
752	envoy_5003	132	0	301,1500;331,100;4,10	0	3150
753	envoy_5003	133	0	301,1500;331,100;4,10	0	3200
754	envoy_5003	134	0	301,1500;331,100;4,10	0	3250
755	envoy_5003	135	0	301,1500;331,100;4,10	0	3300
756	envoy_5003	136	0	301,1500;331,100;4,10	0	3350
757	envoy_5003	137	0	301,1500;331,100;4,10	0	3400
758	envoy_5003	138	0	301,1500;331,100;4,10	0	3450
759	envoy_5003	139	0	301,1500;331,100;4,10	0	3500
760	envoy_5003	140	0	301,1500;331,100;4,10	0	3560
761	envoy_5003	141	0	301,1500;331,100;4,10	0	3620
762	envoy_5003	142	0	301,1500;331,100;4,10	0	3680
763	envoy_5003	143	0	301,1500;331,100;4,10	0	3740
764	envoy_5003	144	0	301,1500;331,100;4,10	0	3800
765	envoy_5003	145	0	301,1500;331,100;4,10	0	3860
766	envoy_5003	146	0	301,1500;331,100;4,10	0	3920
767	envoy_5003	147	0	301,1500;331,100;4,10	0	3980
768	envoy_5003	148	0	301,1500;331,100;4,10	0	4040
769	envoy_5003	149	0	301,1500;331,100;4,10	0	4100
770	envoy_5003	150	0	301,1500;331,100;4,10	0	4160
771	envoy_5003	151	0	301,1500;331,100;4,10	0	4220
772	envoy_5003	152	0	301,1500;331,100;4,10	0	4280
773	envoy_5003	153	0	301,1500;331,100;4,10	0	4340
774	envoy_5003	154	0	301,1500;331,100;4,10	0	4400
775	envoy_5003	155	0	301,1500;331,100;4,10	0	4460
776	envoy_5003	156	0	301,1500;331,100;4,10	0	4520
777	envoy_5003	157	0	301,1500;331,100;4,10	0	4580
778	envoy_5003	158	0	301,1500;331,100;4,10	0	4640
779	envoy_5003	159	0	301,1500;331,100;4,10	0	4700
780	envoy_5003	160	0	301,1500;331,100;4,10	0	0
781	envoy_5004	1	0		0	100
782	envoy_5004	2	0	301,1500;331,100;4,10	0	110
783	envoy_5004	3	0	301,1500;331,100;4,10	0	120
784	envoy_5004	4	0	301,1500;331,100;4,10	0	130
785	envoy_5004	5	0	301,1500;331,100;4,10	0	140
786	envoy_5004	6	0	301,1500;331,100;4,10	0	150
787	envoy_5004	7	0	301,1500;331,100;4,10	0	160
788	envoy_5004	8	0	301,1500;331,100;4,10	0	170
789	envoy_5004	9	0	301,1500;331,100;4,10	0	180
790	envoy_5004	10	0	301,1500;331,100;4,10	0	190
791	envoy_5004	11	0	301,1500;331,100;4,10	0	200
792	envoy_5004	12	0	301,1500;331,100;4,10	0	210
793	envoy_5004	13	0	301,1500;331,100;4,10	0	220
794	envoy_5004	14	0	301,1500;331,100;4,10	0	230
795	envoy_5004	15	0	301,1500;331,100;4,10	0	240
796	envoy_5004	16	0	301,1500;331,100;4,10	0	250
797	envoy_5004	17	0	301,1500;331,100;4,10	0	260
798	envoy_5004	18	0	301,1500;331,100;4,10	0	270
799	envoy_5004	19	0	301,1500;331,100;4,10	0	280
800	envoy_5004	20	0	301,1500;331,100;4,10	0	290
801	envoy_5004	21	0	301,1500;331,100;4,10	0	300
802	envoy_5004	22	0	301,1500;331,100;4,10	0	310
803	envoy_5004	23	0	301,1500;331,100;4,10	0	320
804	envoy_5004	24	0	301,1500;331,100;4,10	0	330
805	envoy_5004	25	0	301,1500;331,100;4,10	0	340
806	envoy_5004	26	0	301,1500;331,100;4,10	0	350
807	envoy_5004	27	0	301,1500;331,100;4,10	0	360
808	envoy_5004	28	0	301,1500;331,100;4,10	0	370
809	envoy_5004	29	0	301,1500;331,100;4,10	0	380
810	envoy_5004	30	0	301,1500;331,100;4,10	0	390
811	envoy_5004	31	0	301,1500;331,100;4,10	0	400
812	envoy_5004	32	0	301,1500;331,100;4,10	0	410
813	envoy_5004	33	0	301,1500;331,100;4,10	0	420
814	envoy_5004	34	0	301,1500;331,100;4,10	0	430
815	envoy_5004	35	0	301,1500;331,100;4,10	0	440
816	envoy_5004	36	0	301,1500;331,100;4,10	0	450
817	envoy_5004	37	0	301,1500;331,100;4,10	0	460
818	envoy_5004	38	0	301,1500;331,100;4,10	0	470
819	envoy_5004	39	0	301,1500;331,100;4,10	0	480
820	envoy_5004	40	0	301,1500;331,100;4,10	0	490
821	envoy_5004	41	0	301,1500;331,100;4,10	0	500
822	envoy_5004	42	0	301,1500;331,100;4,10	0	510
823	envoy_5004	43	0	301,1500;331,100;4,10	0	520
824	envoy_5004	44	0	301,1500;331,100;4,10	0	530
825	envoy_5004	45	0	301,1500;331,100;4,10	0	540
826	envoy_5004	46	0	301,1500;331,100;4,10	0	550
827	envoy_5004	47	0	301,1500;331,100;4,10	0	560
828	envoy_5004	48	0	301,1500;331,100;4,10	0	570
829	envoy_5004	49	0	301,1500;331,100;4,10	0	580
830	envoy_5004	50	0	301,1500;331,100;4,10	0	590
831	envoy_5004	51	0	301,1500;331,100;4,10	0	600
832	envoy_5004	52	0	301,1500;331,100;4,10	0	610
833	envoy_5004	53	0	301,1500;331,100;4,10	0	620
834	envoy_5004	54	0	301,1500;331,100;4,10	0	630
835	envoy_5004	55	0	301,1500;331,100;4,10	0	640
836	envoy_5004	56	0	301,1500;331,100;4,10	0	650
837	envoy_5004	57	0	301,1500;331,100;4,10	0	660
838	envoy_5004	58	0	301,1500;331,100;4,10	0	670
839	envoy_5004	59	0	301,1500;331,100;4,10	0	680
840	envoy_5004	60	0	301,3000;331,200;4,20	0	690
841	envoy_5004	61	0	301,1500;331,100;4,10	0	720
842	envoy_5004	62	0	301,1500;331,100;4,10	0	740
843	envoy_5004	63	0	301,1500;331,100;4,10	0	760
844	envoy_5004	64	0	301,1500;331,100;4,10	0	780
845	envoy_5004	65	0	301,1500;331,100;4,10	0	800
846	envoy_5004	66	0	301,1500;331,100;4,10	0	820
847	envoy_5004	67	0	301,1500;331,100;4,10	0	840
848	envoy_5004	68	0	301,1500;331,100;4,10	0	860
849	envoy_5004	69	0	301,1500;331,100;4,10	0	880
850	envoy_5004	70	0	301,1500;331,100;4,10	0	900
851	envoy_5004	71	0	301,1500;331,100;4,10	0	920
852	envoy_5004	72	0	301,1500;331,100;4,10	0	940
853	envoy_5004	73	0	301,1500;331,100;4,10	0	960
854	envoy_5004	74	0	301,1500;331,100;4,10	0	980
855	envoy_5004	75	0	301,1500;331,100;4,10	0	1000
856	envoy_5004	76	0	301,1500;331,100;4,10	0	1020
857	envoy_5004	77	0	301,1500;331,100;4,10	0	1040
858	envoy_5004	78	0	301,1500;331,100;4,10	0	1060
859	envoy_5004	79	0	301,1500;331,100;4,10	0	1080
860	envoy_5004	80	0	301,1500;331,100;4,10	0	1130
861	envoy_5004	81	0	301,1500;331,100;4,10	0	1160
862	envoy_5004	82	0	301,1500;331,100;4,10	0	1190
863	envoy_5004	83	0	301,1500;331,100;4,10	0	1220
864	envoy_5004	84	0	301,1500;331,100;4,10	0	1250
865	envoy_5004	85	0	301,1500;331,100;4,10	0	1280
866	envoy_5004	86	0	301,1500;331,100;4,10	0	1310
867	envoy_5004	87	0	301,1500;331,100;4,10	0	1340
868	envoy_5004	88	0	301,1500;331,100;4,10	0	1370
869	envoy_5004	89	0	301,1500;331,100;4,10	0	1400
870	envoy_5004	90	0	301,1500;331,100;4,10	0	1430
871	envoy_5004	91	0	301,1500;331,100;4,10	0	1460
872	envoy_5004	92	0	301,1500;331,100;4,10	0	1490
873	envoy_5004	93	0	301,1500;331,100;4,10	0	1520
874	envoy_5004	94	0	301,1500;331,100;4,10	0	1550
875	envoy_5004	95	0	301,1500;331,100;4,10	0	1580
876	envoy_5004	96	0	301,1500;331,100;4,10	0	1610
877	envoy_5004	97	0	301,1500;331,100;4,10	0	1640
878	envoy_5004	98	0	301,1500;331,100;4,10	0	1670
879	envoy_5004	99	0	301,1500;331,100;4,10	0	1700
880	envoy_5004	100	0	301,1500;331,100;4,10	0	1740
881	envoy_5004	101	0	301,1500;331,100;4,10	0	1780
882	envoy_5004	102	0	301,1500;331,100;4,10	0	1820
883	envoy_5004	103	0	301,1500;331,100;4,10	0	1860
884	envoy_5004	104	0	301,1500;331,100;4,10	0	1900
885	envoy_5004	105	0	301,1500;331,100;4,10	0	1940
886	envoy_5004	106	0	301,1500;331,100;4,10	0	1980
887	envoy_5004	107	0	301,1500;331,100;4,10	0	2020
888	envoy_5004	108	0	301,1500;331,100;4,10	0	2060
889	envoy_5004	109	0	301,1500;331,100;4,10	0	2100
890	envoy_5004	110	0	301,1500;331,100;4,10	0	2140
891	envoy_5004	111	0	301,1500;331,100;4,10	0	2180
892	envoy_5004	112	0	301,1500;331,100;4,10	0	2220
893	envoy_5004	113	0	301,1500;331,100;4,10	0	2260
894	envoy_5004	114	0	301,1500;331,100;4,10	0	2300
895	envoy_5004	115	0	301,1500;331,100;4,10	0	2340
896	envoy_5004	116	0	301,1500;331,100;4,10	0	2380
897	envoy_5004	117	0	301,1500;331,100;4,10	0	2420
898	envoy_5004	118	0	301,1500;331,100;4,10	0	2460
899	envoy_5004	119	0	301,1500;331,100;4,10	0	2500
900	envoy_5004	120	0	301,1500;331,100;4,10	0	2550
901	envoy_5004	121	0	301,1500;331,100;4,10	0	2600
902	envoy_5004	122	0	301,1500;331,100;4,10	0	2650
903	envoy_5004	123	0	301,1500;331,100;4,10	0	2700
904	envoy_5004	124	0	301,1500;331,100;4,10	0	2750
905	envoy_5004	125	0	301,1500;331,100;4,10	0	2800
906	envoy_5004	126	0	301,1500;331,100;4,10	0	2850
907	envoy_5004	127	0	301,1500;331,100;4,10	0	2900
908	envoy_5004	128	0	301,1500;331,100;4,10	0	2950
909	envoy_5004	129	0	301,1500;331,100;4,10	0	3000
910	envoy_5004	130	0	301,1500;331,100;4,10	0	3050
911	envoy_5004	131	0	301,1500;331,100;4,10	0	3100
912	envoy_5004	132	0	301,1500;331,100;4,10	0	3150
913	envoy_5004	133	0	301,1500;331,100;4,10	0	3200
914	envoy_5004	134	0	301,1500;331,100;4,10	0	3250
915	envoy_5004	135	0	301,1500;331,100;4,10	0	3300
916	envoy_5004	136	0	301,1500;331,100;4,10	0	3350
917	envoy_5004	137	0	301,1500;331,100;4,10	0	3400
918	envoy_5004	138	0	301,1500;331,100;4,10	0	3450
919	envoy_5004	139	0	301,1500;331,100;4,10	0	3500
