玩具定义ID	玩具ID	系列	类型	等级	出战属性	饲养属性	专属提升等级上限	套装编号	专属魔灵	战力类型	战力计算
1501804	item101031501804	50	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_323;pet_324	1	6
1501805	item101031501805	50	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_323;pet_324	1	6
1501901	item101031501901	51	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_333	1	6
1501902	item101031501902	51	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_333	1	6
1501903	item101031501903	51	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_333	1	6
1501904	item101031501904	51	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_333	1	6
1501905	item101031501905	51	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_333	1	6
1502001	item101031502001	52	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_333	1	6
1502002	item101031502002	52	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_333	1	6
1502003	item101031502003	52	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_333	1	6
1502004	item101031502004	52	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_333	1	6
1502005	item101031502005	52	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_333	1	6
1502101	item101031502101	56	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_335	1	6
1502102	item101031502102	56	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_335	1	6
1502103	item101031502103	56	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_335	1	6
1502104	item101031502104	56	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_335	1	6
1502105	item101031502105	56	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_335	1	6
1502201	item101031502201	54	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_335	1	6
1502202	item101031502202	54	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_335	1	6
1502203	item101031502203	54	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_335	1	6
1502204	item101031502204	54	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_335	1	6
1502205	item101031502205	54	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_335	1	6
1502301	item101032404601	57	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_337;pet_381	1	6
1502302	item101032404602	57	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_337;pet_381	1	6
1502303	item101032404603	57	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_337;pet_381	1	6
1502304	item101032404604	57	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_337;pet_381	1	6
1502305	item101032404605	57	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_337;pet_381	1	6
1502401	item101032404701	58	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_337;pet_381	1	6
1502402	item101032404702	58	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_337;pet_381	1	6
1502403	item101032404703	58	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_337;pet_381	1	6
1502404	item101032404704	58	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_337;pet_381	1	6
1502405	item101032404705	58	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_337;pet_381	1	6
1502501	item101032404801	59	1	1	3,8;4,8;1,80	3,2;4,2;1,30	2	0	pet_338	1	6
1502502	item101032404802	59	1	2	3,11;4,11;1,110	3,2;4,2;1,30	4	0	pet_338	1	6
1502503	item101032404803	59	1	3	3,15;4,15;1,150	3,3;4,3;1,40	6	0	pet_338	1	6
1502504	item101032404804	59	1	4	3,19;4,19;1,190	3,4;4,4;1,50	8	0	pet_338	1	6
1502505	item101032404805	59	1	5	3,24;4,24;1,240	3,6;4,6;1,60	10	0	pet_338	1	6
1502506	item101032405001	60	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_339;pet_380	1	6
1502507	item101032405002	60	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_339;pet_380	1	6
1502508	item101032405003	60	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_339;pet_380	1	6
1502509	item101032405004	60	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_339;pet_380	1	6
1502510	item101032405005	60	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_339;pet_380	1	6
1502511	item101032405101	61	1	1	1,110;3,10;4,10	1,30;3,2;4,2	2	0	pet_339;pet_380	1	6
1502512	item101032405102	61	1	2	1,150;3,14;4,14	1,40;3,3;4,3	4	0	pet_339;pet_380	1	6
1502513	item101032405103	61	1	3	1,200;3,20;4,20	1,50;3,5;4,5	6	0	pet_339;pet_380	1	6
1502514	item101032405104	61	1	4	1,260;3,25;4,25	1,60;3,6;4,6	8	0	pet_339;pet_380	1	6
1502515	item101032405105	61	1	5	1,320;3,32;4,32	1,80;3,8;4,8	10	0	pet_339;pet_380	1	6
1502516	item101032405201	62	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_340	1	6
1502517	item101032405202	62	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_340	1	6
1502518	item101032405203	62	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_340	1	6
1502519	item101032405204	62	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_340	1	6
1502520	item101032405205	62	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_340	1	6
1502521	item101032405301	63	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_340	1	6
1502522	item101032405302	63	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_340	1	6
1502523	item101032405303	63	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_340	1	6
1502524	item101032405304	63	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_340	1	6
1502525	item101032405305	63	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_340	1	6
1502526	item101032405401	64	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_341	1	6
1502527	item101032405402	64	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_341	1	6
1502528	item101032405403	64	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_341	1	6
1502529	item101032405404	64	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_341	1	6
1502530	item101032405405	64	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_341	1	6
1502531	item101032405501	65	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_341	1	6
1502532	item101032405502	65	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_341	1	6
1502533	item101032405503	65	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_341	1	6
1502534	item101032405504	65	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_341	1	6
1502535	item101032405505	65	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_341	1	6
1502601	item101032405601	66	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_342	1	6
1502602	item101032405602	66	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_342	1	6
1502603	item101032405603	66	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_342	1	6
1502604	item101032405604	66	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_342	1	6
1502605	item101032405605	66	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_342	1	6
1502701	item101032405701	67	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_342	1	6
1502702	item101032405702	67	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_342	1	6
1502703	item101032405703	67	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_342	1	6
1502704	item101032405704	67	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_342	1	6
1502705	item101032405705	67	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_342	1	6
1502801	item101032405801	68	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_343	1	6
1502802	item101032405802	68	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_343	1	6
1502803	item101032405803	68	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_343	1	6
1502804	item101032405804	68	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_343	1	6
1502805	item101032405805	68	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_343	1	6
1502901	item101032405901	69	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_343	1	6
1502902	item101032405902	69	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_343	1	6
1502903	item101032405903	69	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_343	1	6
1502904	item101032405904	69	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_343	1	6
1502905	item101032405905	69	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_343	1	6
1503001	item101032406001	70	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_344;pet_382	1	6
1503002	item101032406002	70	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_344;pet_382	1	6
1503003	item101032406003	70	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_344;pet_382	1	6
1503004	item101032406004	70	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_344;pet_382	1	6
1503005	item101032406005	70	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_344;pet_382	1	6
1503101	item101032406101	71	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_344;pet_382	1	6
1503102	item101032406102	71	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_344;pet_382	1	6
1503103	item101032406103	71	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_344;pet_382	1	6
1503104	item101032406104	71	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_344;pet_382	1	6
1503105	item101032406105	71	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_344;pet_382	1	6
1503201	item101032406201	72	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_345;pet_378	1	6
1503202	item101032406202	72	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_345;pet_378	1	6
1503203	item101032406203	72	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_345;pet_378	1	6
1503204	item101032406204	72	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_345;pet_378	1	6
1503205	item101032406205	72	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_345;pet_378	1	6
1503301	item101032406301	73	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_345;pet_378	1	6
1503302	item101032406302	73	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_345;pet_378	1	6
1503303	item101032406303	73	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_345;pet_378	1	6
1503304	item101032406304	73	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_345;pet_378	1	6
1503305	item101032406305	73	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_345;pet_378	1	6
1503401	item101032406401	74	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_346	1	6
1503402	item101032406402	74	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_346	1	6
1503403	item101032406403	74	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_346	1	6
1503404	item101032406404	74	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_346	1	6
1503405	item101032406405	74	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_346	1	6
1503501	item101032406501	75	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_346	1	6
1503502	item101032406502	75	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_346	1	6
1503503	item101032406503	75	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_346	1	6
1503504	item101032406504	75	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_346	1	6
1503505	item101032406505	75	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_346	1	6
1503601	item101032406601	76	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_347	1	6
1503602	item101032406602	76	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_347	1	6
1503603	item101032406603	76	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_347	1	6
1503604	item101032406604	76	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_347	1	6
1503605	item101032406605	76	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_347	1	6
1503701	item101032406701	77	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_347	1	6
1503702	item101032406702	77	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_347	1	6
1503703	item101032406703	77	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_347	1	6
1503704	item101032406704	77	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_347	1	6
1503705	item101032406705	77	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_347	1	6
1503801	item101032406801	78	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_348	1	6
1503802	item101032406802	78	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_348	1	6
1503803	item101032406803	78	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_348	1	6
1503804	item101032406804	78	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_348	1	6
1503805	item101032406805	78	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_348	1	6
1503901	item101032406901	79	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_348	1	6
1503902	item101032406902	79	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_348	1	6
1503903	item101032406903	79	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_348	1	6
1503904	item101032406904	79	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_348	1	6
1503905	item101032406905	79	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_348	1	6
1504001	item101032407001	80	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_349;pet_383	1	6
1504002	item101032407002	80	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_349;pet_383	1	6
1504003	item101032407003	80	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_349;pet_383	1	6
1504004	item101032407004	80	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_349;pet_383	1	6
1504005	item101032407005	80	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_349;pet_383	1	6
1504101	item101032407101	81	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_349;pet_383	1	6
1504102	item101032407102	81	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_349;pet_383	1	6
1504103	item101032407103	81	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_349;pet_383	1	6
1504104	item101032407104	81	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_349;pet_383	1	6
1504105	item101032407105	81	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_349;pet_383	1	6
2201101	item101032201101	101	2	1	3,4;26,4	3,2;26,2	0	2201		1	6
2201102	item101032201102	101	2	2	3,5;26,5	3,2;26,2	0	2201		1	6
2201103	item101032201103	101	2	3	3,7;26,7	3,3;26,3	0	2201		1	6
2201104	item101032201104	101	2	4	3,9;26,9	3,4;26,4	0	2201		1	6
2201105	item101032201105	101	2	5	3,12;26,13	3,6;26,6	0	2201		1	6
2201201	item101032201201	102	2	1	4,4;21,4	4,2;21,2	0	2201		1	6
2201202	item101032201202	102	2	2	4,5;21,5	4,2;21,2	0	2201		1	6
2201203	item101032201203	102	2	3	4,7;21,7	4,3;21,3	0	2201		1	6
2201204	item101032201204	102	2	4	4,9;21,9	4,4;21,4	0	2201		1	6
2201205	item101032201205	102	2	5	4,12;21,13	4,6;21,6	0	2201		1	6
2201301	item101032201301	103	2	1	1,40;25,4	1,20;25,2	0	2201		1	6
2201302	item101032201302	103	2	2	1,50;25,5	1,25;25,2	0	2201		1	6
2201303	item101032201303	103	2	3	1,70;25,7	1,35;25,3	0	2201		1	6
2201304	item101032201304	103	2	4	1,90;25,9	1,45;25,4	0	2201		1	6
2201305	item101032201305	103	2	5	1,120;25,13	1,60;25,6	0	2201		1	6
2202101	item101032202101	104	2	1	3,4;26,4	3,2;26,2	0	2202		1	6
2202102	item101032202102	104	2	2	3,5;26,5	3,2;26,2	0	2202		1	6
2202103	item101032202103	104	2	3	3,7;26,7	3,3;26,3	0	2202		1	6
2202104	item101032202104	104	2	4	3,9;26,9	3,4;26,4	0	2202		1	6
2202105	item101032202105	104	2	5	3,12;26,13	3,6;26,6	0	2202		1	6
2202201	item101032202201	105	2	1	4,4;21,4	4,2;21,2	0	2202		1	6
2202202	item101032202202	105	2	2	4,5;21,5	4,2;21,2	0	2202		1	6
2202203	item101032202203	105	2	3	4,7;21,7	4,3;21,3	0	2202		1	6
2202204	item101032202204	105	2	4	4,9;21,9	4,4;21,4	0	2202		1	6
2202205	item101032202205	105	2	5	4,12;21,13	4,6;21,6	0	2202		1	6
2202301	item101032202301	106	2	1	1,40;25,4	1,20;25,2	0	2202		1	6
2202302	item101032202302	106	2	2	1,50;25,5	1,25;25,2	0	2202		1	6
2202303	item101032202303	106	2	3	1,70;25,7	1,35;25,3	0	2202		1	6
2202304	item101032202304	106	2	4	1,90;25,9	1,45;25,4	0	2202		1	6
2202305	item101032202305	106	2	5	1,120;25,13	1,60;25,6	0	2202		1	6
2203101	item101032203101	107	2	1	3,4;26,4	3,2;26,2	0	2203		1	6
2203102	item101032203102	107	2	2	3,5;26,5	3,2;26,2	0	2203		1	6
2203103	item101032203103	107	2	3	3,7;26,7	3,3;26,3	0	2203		1	6
2203104	item101032203104	107	2	4	3,9;26,9	3,4;26,4	0	2203		1	6
2203105	item101032203105	107	2	5	3,12;26,13	3,6;26,6	0	2203		1	6
2203201	item101032203201	108	2	1	4,4;21,4	4,2;21,2	0	2203		1	6
2203202	item101032203202	108	2	2	4,5;21,5	4,2;21,2	0	2203		1	6
2203203	item101032203203	108	2	3	4,7;21,7	4,3;21,3	0	2203		1	6
2203204	item101032203204	108	2	4	4,9;21,9	4,4;21,4	0	2203		1	6
2203205	item101032203205	108	2	5	4,12;21,13	4,6;21,6	0	2203		1	6
2203301	item101032203301	109	2	1	1,40;25,4	1,20;25,2	0	2203		1	6
2203302	item101032203302	109	2	2	1,50;25,5	1,25;25,2	0	2203		1	6
2203303	item101032203303	109	2	3	1,70;25,7	1,35;25,3	0	2203		1	6
2203304	item101032203304	109	2	4	1,90;25,9	1,45;25,4	0	2203		1	6
2203305	item101032203305	109	2	5	1,120;25,13	1,60;25,6	0	2203		1	6
2301101	item101032301101	110	2	1	3,6;26,6	3,3;26,3	0	2301		1	6
2301102	item101032301102	110	2	2	3,8;26,8	3,4;26,4	0	2301		1	6
2301103	item101032301103	110	2	3	3,11;26,12	3,5;26,6	0	2301		1	6
2301104	item101032301104	110	2	4	3,14;26,15	3,7;26,7	0	2301		1	6
2301105	item101032301105	110	2	5	3,18;26,20	3,9;26,10	0	2301		1	6
2301201	item101032301201	111	2	1	4,6;21,6	4,3;21,3	0	2301		1	6
2301202	item101032301202	111	2	2	4,8;21,8	4,4;21,4	0	2301		1	6
2301203	item101032301203	111	2	3	4,11;21,12	4,5;21,6	0	2301		1	6
2301204	item101032301204	111	2	4	4,14;21,15	4,7;21,7	0	2301		1	6
2301205	item101032301205	111	2	5	4,18;21,20	4,9;21,10	0	2301		1	6
2301301	item101032301301	112	2	1	1,60;25,6	1,30;25,3	0	2301		1	6
2301302	item101032301302	112	2	2	1,80;25,8	1,40;25,4	0	2301		1	6
2301303	item101032301303	112	2	3	1,110;25,12	1,55;25,6	0	2301		1	6
2301304	item101032301304	112	2	4	1,140;25,15	1,70;25,7	0	2301		1	6
2301305	item101032301305	112	2	5	1,180;25,20	1,90;25,10	0	2301		1	6
2301401	item101032301401	113	2	1	1,60;22,6	1,30;22,3	0	2301		1	6
2301402	item101032301402	113	2	2	1,80;22,8	1,40;22,4	0	2301		1	6
2301403	item101032301403	113	2	3	1,110;22,12	1,55;22,6	0	2301		1	6
2301404	item101032301404	113	2	4	1,140;22,15	1,70;22,7	0	2301		1	6
2301405	item101032301405	113	2	5	1,180;22,20	1,90;22,10	0	2301		1	6
2302101	item101032302101	114	2	1	3,6;26,6	3,3;26,3	0	2302		1	6
2302102	item101032302102	114	2	2	3,8;26,8	3,4;26,4	0	2302		1	6
2302103	item101032302103	114	2	3	3,11;26,12	3,5;26,6	0	2302		1	6
2302104	item101032302104	114	2	4	3,14;26,15	3,7;26,7	0	2302		1	6
2302105	item101032302105	114	2	5	3,18;26,20	3,9;26,10	0	2302		1	6
2302201	item101032302201	115	2	1	4,6;21,6	4,3;21,3	0	2302		1	6
2302202	item101032302202	115	2	2	4,8;21,8	4,4;21,4	0	2302		1	6
2302203	item101032302203	115	2	3	4,11;21,12	4,5;21,6	0	2302		1	6
2302204	item101032302204	115	2	4	4,14;21,15	4,7;21,7	0	2302		1	6
2302205	item101032302205	115	2	5	4,18;21,20	4,9;21,10	0	2302		1	6
2302301	item101032302301	116	2	1	1,60;25,6	1,30;25,3	0	2302		1	6
2302302	item101032302302	116	2	2	1,80;25,8	1,40;25,4	0	2302		1	6
2302303	item101032302303	116	2	3	1,110;25,12	1,55;25,6	0	2302		1	6
2302304	item101032302304	116	2	4	1,140;25,15	1,70;25,7	0	2302		1	6
2302305	item101032302305	116	2	5	1,180;25,20	1,90;25,10	0	2302		1	6
2302401	item101032302401	117	2	1	1,60;22,6	1,30;22,3	0	2302		1	6
2302402	item101032302402	117	2	2	1,80;22,8	1,40;22,4	0	2302		1	6
2302403	item101032302403	117	2	3	1,110;22,12	1,55;22,6	0	2302		1	6
2302404	item101032302404	117	2	4	1,140;22,15	1,70;22,7	0	2302		1	6
2302405	item101032302405	117	2	5	1,180;22,20	1,90;22,10	0	2302		1	6
2303101	item101032303101	118	2	1	3,6;26,6	3,3;26,3	0	2303		1	6
2303102	item101032303102	118	2	2	3,8;26,8	3,4;26,4	0	2303		1	6
2303103	item101032303103	118	2	3	3,11;26,12	3,5;26,6	0	2303		1	6
2303104	item101032303104	118	2	4	3,14;26,15	3,7;26,7	0	2303		1	6
2303105	item101032303105	118	2	5	3,18;26,20	3,9;26,10	0	2303		1	6
2303201	item101032303201	119	2	1	4,6;21,6	4,3;21,3	0	2303		1	6
2303202	item101032303202	119	2	2	4,8;21,8	4,4;21,4	0	2303		1	6
2303203	item101032303203	119	2	3	4,11;21,12	4,5;21,6	0	2303		1	6
2303204	item101032303204	119	2	4	4,14;21,15	4,7;21,7	0	2303		1	6
2303205	item101032303205	119	2	5	4,18;21,20	4,9;21,10	0	2303		1	6
2303301	item101032303301	120	2	1	1,60;25,6	1,30;25,3	0	2303		1	6
2303302	item101032303302	120	2	2	1,80;25,8	1,40;25,4	0	2303		1	6
2303303	item101032303303	120	2	3	1,110;25,12	1,55;25,6	0	2303		1	6
2303304	item101032303304	120	2	4	1,140;25,15	1,70;25,7	0	2303		1	6
2303305	item101032303305	120	2	5	1,180;25,20	1,90;25,10	0	2303		1	6
2303401	item101032303401	121	2	1	1,60;22,6	1,30;22,3	0	2303		1	6
2303402	item101032303402	121	2	2	1,80;22,8	1,40;22,4	0	2303		1	6
2303403	item101032303403	121	2	3	1,110;22,12	1,55;22,6	0	2303		1	6
2303404	item101032303404	121	2	4	1,140;22,15	1,70;22,7	0	2303		1	6
2303405	item101032303405	121	2	5	1,180;22,20	1,90;22,10	0	2303		1	6
2401101	item101032401101	122	2	1	3,8;26,8	3,4;26,4	0	2401		1	6
2401102	item101032401102	122	2	2	3,11;26,11	3,5;26,5	0	2401		1	6
2401103	item101032401103	122	2	3	3,15;26,16	3,7;26,8	0	2401		1	6
2401104	item101032401104	122	2	4	3,19;26,20	3,9;26,10	0	2401		1	6
2401105	item101032401105	122	2	5	3,24;26,26	3,12;26,13	0	2401		1	6
2401201	item101032401201	123	2	1	4,8;21,8	4,4;21,4	0	2401		1	6
2401202	item101032401202	123	2	2	4,11;21,11	4,5;21,5	0	2401		1	6
2401203	item101032401203	123	2	3	4,15;21,16	4,7;21,8	0	2401		1	6
2401204	item101032401204	123	2	4	4,19;21,20	4,9;21,10	0	2401		1	6
2401205	item101032401205	123	2	5	4,24;21,26	4,12;21,13	0	2401		1	6
2401301	item101032401301	124	2	1	1,80;25,8	1,40;25,4	0	2401		1	6
2401302	item101032401302	124	2	2	1,110;25,11	1,55;25,5	0	2401		1	6
2401303	item101032401303	124	2	3	1,150;25,16	1,75;25,8	0	2401		1	6
2401304	item101032401304	124	2	4	1,190;25,20	1,95;25,10	0	2401		1	6
2401305	item101032401305	124	2	5	1,240;25,26	1,120;25,13	0	2401		1	6
2401401	item101032401401	125	2	1	1,80;22,8	1,40;22,4	0	2401		1	6
2401402	item101032401402	125	2	2	1,110;22,11	1,55;22,5	0	2401		1	6
2401403	item101032401403	125	2	3	1,150;22,16	1,75;22,8	0	2401		1	6
2401404	item101032401404	125	2	4	1,190;22,20	1,95;22,10	0	2401		1	6
2401405	item101032401405	125	2	5	1,240;22,26	1,120;22,13	0	2401		1	6
2401501	item101032401501	126	2	1	3,5;4,5	3,2;4,2	0	2401		1	6
2401502	item101032401502	126	2	2	3,7;4,7	3,3;4,3	0	2401		1	6
2401503	item101032401503	126	2	3	3,10;4,10	3,5;4,5	0	2401		1	6
2401504	item101032401504	126	2	4	3,12;4,12	3,6;4,6	0	2401		1	6
2401505	item101032401505	126	2	5	3,16;4,16	3,8;4,8	0	2401		1	6
2402101	item101032402101	127	2	1	3,8;26,8	3,4;26,4	0	2402		1	6
2402102	item101032402102	127	2	2	3,11;26,11	3,5;26,5	0	2402		1	6
2402103	item101032402103	127	2	3	3,15;26,16	3,7;26,8	0	2402		1	6
2402104	item101032402104	127	2	4	3,19;26,20	3,9;26,10	0	2402		1	6
2402105	item101032402105	127	2	5	3,24;26,26	3,12;26,13	0	2402		1	6
2402201	item101032402201	128	2	1	4,8;21,8	4,4;21,4	0	2402		1	6
2402202	item101032402202	128	2	2	4,11;21,11	4,5;21,5	0	2402		1	6
2402203	item101032402203	128	2	3	4,15;21,16	4,7;21,8	0	2402		1	6
2402204	item101032402204	128	2	4	4,19;21,20	4,9;21,10	0	2402		1	6
2402205	item101032402205	128	2	5	4,24;21,26	4,12;21,13	0	2402		1	6
2402301	item101032402301	129	2	1	1,80;25,8	1,40;25,4	0	2402		1	6
2402302	item101032402302	129	2	2	1,110;25,11	1,55;25,5	0	2402		1	6
2402303	item101032402303	129	2	3	1,150;25,16	1,75;25,8	0	2402		1	6
