流水	精灵	成长度等级	成长度经验	突破阶段	饲养属性	出战属性	放生返回	技能id	展示技能Id	派遣获得奖励展示	是否公会新闻	进阶等级
1642	pet_158	12	640	0	1,191;4,5	1,382;4,11	item8101020503023,1	skill79100,12				0
1643	pet_158	13	680	0	1,195;4,5	1,389;4,11	item8101020503023,1	skill79100,13				0
1644	pet_158	14	720	0	1,198;4,5	1,396;4,12	item8101020503023,1	skill79100,14				0
1645	pet_158	15	760	0	1,202;4,5	1,403;4,12	item8101020503023,1	skill79100,15				0
1646	pet_158	16	800	0	1,205;4,6	1,410;4,12	item8101020503023,1	skill79100,16				0
1647	pet_158	17	840	0	1,209;4,6	1,417;4,13	item8101020503023,1	skill79100,17				0
1648	pet_158	18	880	0	1,212;4,6	1,424;4,13	item8101020503023,1	skill79100,18				0
1649	pet_158	19	920	0	1,216;4,6	1,431;4,14	item8101020503023,1	skill79100,19				0
1650	pet_158	20	960	0	1,219;4,6	1,438;4,14	item8101020503023,1	skill79100,20				0
1651	pet_158	21	1000	0	1,223;4,7	1,445;4,14	item8101020503023,1	skill79100,21				0
1652	pet_158	22	1040	0	1,226;4,7	1,452;4,15	item8101020503023,1	skill79100,22				0
1653	pet_158	23	1080	0	1,230;4,7	1,459;4,15	item8101020503023,1	skill79100,23				0
1654	pet_158	24	1120	0	1,233;4,7	1,466;4,16	item8101020503023,1	skill79100,24				0
1655	pet_158	25	1160	0	1,237;4,7	1,473;4,16	item8101020503023,1	skill79100,25				0
1656	pet_158	26	1200	0	1,240;4,8	1,480;4,16	item8101020503023,1	skill79100,26				0
1657	pet_158	27	1240	0	1,244;4,8	1,487;4,17	item8101020503023,1	skill79100,27				0
1658	pet_158	28	1280	0	1,247;4,8	1,494;4,17	item8101020503023,1	skill79100,28				0
1659	pet_158	29	1320	0	1,251;4,8	1,501;4,18	item8101020503023,1	skill79100,29				0
1660	pet_158	30	1360	0	1,254;4,8	1,508;4,18	item8101020503023,1	skill79100,30				0
1661	pet_158	31	1400	1	1,258;4,9	1,515;4,18	item8101020503023,1	skill79100,31				0
1662	pet_158	32	1440	1	1,261;4,9	1,522;4,19	item8101020503023,1	skill79100,32				0
1663	pet_158	33	1480	1	1,265;4,9	1,529;4,19	item8101020503023,1	skill79100,33				0
1664	pet_158	34	1520	1	1,268;4,9	1,536;4,20	item8101020503023,1	skill79100,34				0
1665	pet_158	35	1560	1	1,272;4,9	1,543;4,20	item8101020503023,1	skill79100,35				0
1666	pet_158	36	1600	1	1,275;4,10	1,550;4,20	item8101020503023,1	skill79100,36				0
1667	pet_158	37	1640	1	1,279;4,10	1,557;4,21	item8101020503023,1	skill79100,37				0
1668	pet_158	38	1680	1	1,282;4,10	1,564;4,21	item8101020503023,1	skill79100,38				0
1669	pet_158	39	1720	1	1,286;4,10	1,571;4,22	item8101020503023,1	skill79100,39				0
1670	pet_158	40	1760	1	1,289;4,10	1,578;4,22	item8101020503023,1	skill79100,40				0
1671	pet_158	41	1800	2	1,293;4,11	1,585;4,22	item8101020503023,1	skill79100,41				0
1672	pet_158	42	1840	2	1,296;4,11	1,592;4,23	item8101020503023,1	skill79100,42				0
1673	pet_158	43	1880	2	1,300;4,11	1,599;4,23	item8101020503023,1	skill79100,43				0
1674	pet_158	44	1920	2	1,303;4,11	1,606;4,24	item8101020503023,1	skill79100,44				0
1675	pet_158	45	1960	2	1,307;4,11	1,613;4,24	item8101020503023,1	skill79100,45				0
1676	pet_158	46	2000	2	1,310;4,12	1,620;4,24	item8101020503023,1	skill79100,46				0
1677	pet_158	47	2040	2	1,314;4,12	1,627;4,25	item8101020503023,1	skill79100,47				0
1678	pet_158	48	2080	2	1,317;4,12	1,634;4,25	item8101020503023,1	skill79100,48				0
1679	pet_158	49	2120	2	1,321;4,12	1,641;4,26	item8101020503023,1	skill79100,49				0
1680	pet_158	50	2160	2	1,324;4,12	1,648;4,26	item8101020503023,1	skill79100,50				0
1681	pet_158	51	2200	3	1,328;4,13	1,655;4,26	item8101020503023,1	skill79100,51				0
1682	pet_158	52	2240	3	1,331;4,13	1,662;4,27	item8101020503023,1	skill79100,52				0
1683	pet_158	53	2280	3	1,335;4,13	1,669;4,27	item8101020503023,1	skill79100,53				0
1684	pet_158	54	2320	3	1,338;4,13	1,676;4,28	item8101020503023,1	skill79100,54				0
1685	pet_158	55	2360	3	1,342;4,13	1,683;4,28	item8101020503023,1	skill79100,55				0
1686	pet_158	56	2400	3	1,345;4,14	1,690;4,28	item8101020503023,1	skill79100,56				0
1687	pet_158	57	2440	3	1,349;4,14	1,697;4,29	item8101020503023,1	skill79100,57				0
1688	pet_158	58	2480	3	1,352;4,14	1,704;4,29	item8101020503023,1	skill79100,58				0
1689	pet_158	59	2520	3	1,356;4,14	1,711;4,30	item8101020503023,1	skill79100,59				0
1690	pet_158	60	2560	3	1,359;4,14	1,718;4,30	item8101020503023,1	skill79100,60				0
1691	pet_158	61	2600	4	1,363;4,15	1,725;4,30	item8101020503023,1	skill79100,61				0
1692	pet_158	62	2640	4	1,366;4,15	1,732;4,31	item8101020503023,1	skill79100,62				0
1693	pet_158	63	2680	4	1,370;4,15	1,739;4,31	item8101020503023,1	skill79100,63				0
1694	pet_158	64	2720	4	1,373;4,15	1,746;4,32	item8101020503023,1	skill79100,64				0
1695	pet_158	65	2760	4	1,377;4,15	1,753;4,32	item8101020503023,1	skill79100,65				0
1696	pet_158	66	2800	4	1,380;4,16	1,760;4,32	item8101020503023,1	skill79100,66				0
1697	pet_158	67	2840	4	1,384;4,16	1,767;4,33	item8101020503023,1	skill79100,67				0
1698	pet_158	68	2880	4	1,387;4,16	1,774;4,33	item8101020503023,1	skill79100,68				0
1699	pet_158	69	2920	4	1,391;4,16	1,781;4,34	item8101020503023,1	skill79100,69				0
1700	pet_158	70	0	4	1,394;4,16	1,788;4,34	item8101020503023,1	skill79100,70				0
1701	pet_158	71	0	4			item8101020503023,1	skill79100,71				0
1702	pet_158	72	0	4			item8101020503023,1	skill79100,72				0
1703	pet_158	73	0	4			item8101020503023,1	skill79100,73				0
1704	pet_158	74	0	4			item8101020503023,1	skill79100,74				0
1705	pet_158	75	0	4			item8101020503023,1	skill79100,75				0
1706	pet_158	76	0	4			item8101020503023,1	skill79100,76				0
1707	pet_158	77	0	4			item8101020503023,1	skill79100,77				0
1708	pet_158	78	0	4			item8101020503023,1	skill79100,78				0
1709	pet_158	79	0	4			item8101020503023,1	skill79100,79				0
1710	pet_158	80	0	4			item8101020503023,1	skill79100,80				0
1711	pet_158	81	0	4			item8101020503023,1	skill79100,81				0
1712	pet_158	82	0	4			item8101020503023,1	skill79100,82				0
1713	pet_158	83	0	4			item8101020503023,1	skill79100,83				0
1714	pet_158	84	0	4			item8101020503023,1	skill79100,84				0
1715	pet_158	85	0	4			item8101020503023,1	skill79100,85				0
1716	pet_158	86	0	4			item8101020503023,1	skill79100,86				0
1717	pet_158	87	0	4			item8101020503023,1	skill79100,87				0
1718	pet_158	88	0	4			item8101020503023,1	skill79100,88				0
1719	pet_158	89	0	4			item8101020503023,1	skill79100,89				0
1720	pet_158	90	0	4			item8101020503023,1	skill79100,90				0
1721	pet_159	1	400	0	1,207;4,4	1,413;4,8	item8101020503108,1	skill79200,1				0
1722	pet_159	2	480	0	1,212;4,4	1,424;4,9	item8101020503108,1	skill79200,2				0
1723	pet_159	3	560	0	1,218;4,4	1,435;4,10	item8101020503108,1	skill79200,3				0
1724	pet_159	4	640	0	1,223;4,4	1,446;4,10	item8101020503108,1	skill79200,4				0
1725	pet_159	5	720	0	1,229;4,5	1,457;4,11	item8101020503108,1	skill79200,5				0
1726	pet_159	6	800	0	1,234;4,5	1,468;4,11	item8101020503108,1	skill79200,6				0
1727	pet_159	7	880	0	1,240;4,5	1,479;4,12	item8101020503108,1	skill79200,7				0
1728	pet_159	8	960	0	1,245;4,6	1,490;4,13	item8101020503108,1	skill79200,8				0
1729	pet_159	9	1040	0	1,251;4,6	1,501;4,13	item8101020503108,1	skill79200,9				0
1730	pet_159	10	1120	0	1,256;4,6	1,512;4,14	item8101020503108,1	skill79200,10				0
1731	pet_159	11	1200	0	1,262;4,7	1,523;4,14	item8101020503108,1	skill79200,11				0
1732	pet_159	12	1280	0	1,267;4,7	1,534;4,15	item8101020503108,1	skill79200,12				0
1733	pet_159	13	1360	0	1,273;4,7	1,545;4,16	item8101020503108,1	skill79200,13				0
1734	pet_159	14	1440	0	1,278;4,7	1,556;4,16	item8101020503108,1	skill79200,14				0
1735	pet_159	15	1520	0	1,284;4,8	1,567;4,17	item8101020503108,1	skill79200,15				0
1736	pet_159	16	1600	0	1,289;4,8	1,578;4,17	item8101020503108,1	skill79200,16				0
1737	pet_159	17	1680	0	1,295;4,8	1,589;4,18	item8101020503108,1	skill79200,17				0
1738	pet_159	18	1760	0	1,300;4,9	1,600;4,19	item8101020503108,1	skill79200,18				0
1739	pet_159	19	1840	0	1,306;4,9	1,611;4,19	item8101020503108,1	skill79200,19				0
1740	pet_159	20	1920	0	1,311;4,9	1,622;4,20	item8101020503108,1	skill79200,20				0
1741	pet_159	21	2000	0	1,317;4,10	1,633;4,20	item8101020503108,1	skill79200,21				0
1742	pet_159	22	2080	0	1,322;4,10	1,644;4,21	item8101020503108,1	skill79200,22				0
1743	pet_159	23	2160	0	1,328;4,10	1,655;4,22	item8101020503108,1	skill79200,23				0
1744	pet_159	24	2240	0	1,333;4,10	1,666;4,22	item8101020503108,1	skill79200,24				0
1745	pet_159	25	2320	0	1,339;4,11	1,677;4,23	item8101020503108,1	skill79200,25				0
1746	pet_159	26	2400	0	1,344;4,11	1,688;4,23	item8101020503108,1	skill79200,26				0
1747	pet_159	27	2480	0	1,350;4,11	1,699;4,24	item8101020503108,1	skill79200,27				0
1748	pet_159	28	2560	0	1,355;4,12	1,710;4,25	item8101020503108,1	skill79200,28				0
1749	pet_159	29	2640	0	1,361;4,12	1,721;4,25	item8101020503108,1	skill79200,29				0
1750	pet_159	30	2720	0	1,366;4,12	1,732;4,26	item8101020503108,1	skill79200,30				0
1751	pet_159	31	2800	1	1,372;4,13	1,743;4,26	item8101020503108,1	skill79200,31				0
1752	pet_159	32	2880	1	1,377;4,13	1,754;4,27	item8101020503108,1	skill79200,32				0
1753	pet_159	33	2960	1	1,383;4,13	1,765;4,28	item8101020503108,1	skill79200,33				0
1754	pet_159	34	3040	1	1,388;4,13	1,776;4,28	item8101020503108,1	skill79200,34				0
1755	pet_159	35	3120	1	1,394;4,14	1,787;4,29	item8101020503108,1	skill79200,35				0
1756	pet_159	36	3200	1	1,399;4,14	1,798;4,29	item8101020503108,1	skill79200,36				0
1757	pet_159	37	3280	1	1,405;4,14	1,809;4,30	item8101020503108,1	skill79200,37				0
1758	pet_159	38	3360	1	1,410;4,15	1,820;4,31	item8101020503108,1	skill79200,38				0
1759	pet_159	39	3440	1	1,416;4,15	1,831;4,31	item8101020503108,1	skill79200,39				0
1760	pet_159	40	3520	1	1,421;4,15	1,842;4,32	item8101020503108,1	skill79200,40				0
1761	pet_159	41	3600	2	1,427;4,16	1,853;4,32	item8101020503108,1	skill79200,41				0
1762	pet_159	42	3680	2	1,432;4,16	1,864;4,33	item8101020503108,1	skill79200,42				0
1763	pet_159	43	3760	2	1,438;4,16	1,875;4,34	item8101020503108,1	skill79200,43				0
1764	pet_159	44	3840	2	1,443;4,16	1,886;4,34	item8101020503108,1	skill79200,44				0
1765	pet_159	45	3920	2	1,449;4,17	1,897;4,35	item8101020503108,1	skill79200,45				0
1766	pet_159	46	4000	2	1,454;4,17	1,908;4,35	item8101020503108,1	skill79200,46				0
1767	pet_159	47	4080	2	1,460;4,17	1,919;4,36	item8101020503108,1	skill79200,47				0
1768	pet_159	48	4160	2	1,465;4,18	1,930;4,37	item8101020503108,1	skill79200,48				0
1769	pet_159	49	4240	2	1,471;4,18	1,941;4,37	item8101020503108,1	skill79200,49				0
1770	pet_159	50	4320	2	1,476;4,18	1,952;4,38	item8101020503108,1	skill79200,50				0
1771	pet_159	51	4400	3	1,482;4,19	1,963;4,38	item8101020503108,1	skill79200,51				0
1772	pet_159	52	4480	3	1,487;4,19	1,974;4,39	item8101020503108,1	skill79200,52				0
1773	pet_159	53	4560	3	1,493;4,19	1,985;4,40	item8101020503108,1	skill79200,53				0
1774	pet_159	54	4640	3	1,498;4,19	1,996;4,40	item8101020503108,1	skill79200,54				0
1775	pet_159	55	4720	3	1,504;4,20	1,1007;4,41	item8101020503108,1	skill79200,55				0
1776	pet_159	56	4800	3	1,509;4,20	1,1018;4,41	item8101020503108,1	skill79200,56				0
1777	pet_159	57	4880	3	1,515;4,20	1,1029;4,42	item8101020503108,1	skill79200,57				0
1778	pet_159	58	4960	3	1,520;4,21	1,1040;4,43	item8101020503108,1	skill79200,58				0
1779	pet_159	59	5040	3	1,526;4,21	1,1051;4,43	item8101020503108,1	skill79200,59				0
1780	pet_159	60	5120	3	1,531;4,21	1,1062;4,44	item8101020503108,1	skill79200,60				0
1781	pet_159	61	5200	4	1,537;4,22	1,1073;4,45	item8101020503108,1	skill79200,61				0
1782	pet_159	62	5280	4	1,542;4,22	1,1084;4,45	item8101020503108,1	skill79200,62				0
1783	pet_159	63	5360	4	1,548;4,22	1,1095;4,46	item8101020503108,1	skill79200,63				0
1784	pet_159	64	5440	4	1,553;4,22	1,1106;4,46	item8101020503108,1	skill79200,64				0
1785	pet_159	65	5520	4	1,559;4,23	1,1117;4,47	item8101020503108,1	skill79200,65				0
1786	pet_159	66	5600	4	1,564;4,23	1,1128;4,48	item8101020503108,1	skill79200,66				0
1787	pet_159	67	5680	4	1,570;4,23	1,1139;4,48	item8101020503108,1	skill79200,67				0
1788	pet_159	68	5760	4	1,575;4,24	1,1150;4,49	item8101020503108,1	skill79200,68				0
1789	pet_159	69	5840	4	1,581;4,24	1,1161;4,49	item8101020503108,1	skill79200,69				0
1790	pet_159	70	0	4	1,586;4,24	1,1172;4,50	item8101020503108,1	skill79200,70				0
1791	pet_159	71	0	4			item8101020503108,1	skill79200,71				0
1792	pet_159	72	0	4			item8101020503108,1	skill79200,72				0
1793	pet_159	73	0	4			item8101020503108,1	skill79200,73				0
1794	pet_159	74	0	4			item8101020503108,1	skill79200,74				0
1795	pet_159	75	0	4			item8101020503108,1	skill79200,75				0
1796	pet_159	76	0	4			item8101020503108,1	skill79200,76				0
1797	pet_159	77	0	4			item8101020503108,1	skill79200,77				0
1798	pet_159	78	0	4			item8101020503108,1	skill79200,78				0
1799	pet_159	79	0	4			item8101020503108,1	skill79200,79				0
1800	pet_159	80	0	4			item8101020503108,1	skill79200,80				0
1801	pet_159	81	0	4			item8101020503108,1	skill79200,81				0
1802	pet_159	82	0	4			item8101020503108,1	skill79200,82				0
1803	pet_159	83	0	4			item8101020503108,1	skill79200,83				0
1804	pet_159	84	0	4			item8101020503108,1	skill79200,84				0
1805	pet_159	85	0	4			item8101020503108,1	skill79200,85				0
1806	pet_159	86	0	4			item8101020503108,1	skill79200,86				0
1807	pet_159	87	0	4			item8101020503108,1	skill79200,87				0
1808	pet_159	88	0	4			item8101020503108,1	skill79200,88				0
1809	pet_159	89	0	4			item8101020503108,1	skill79200,89				0
1810	pet_159	90	0	4			item8101020503108,1	skill79200,90				0
1811	pet_160	1	400	0	1,207;4,4	1,413;4,8	item8101020503024,1	skill79200,1				0
1812	pet_160	2	480	0	1,212;4,4	1,424;4,9	item8101020503024,1	skill79200,2				0
1813	pet_160	3	560	0	1,218;4,4	1,435;4,10	item8101020503024,1	skill79200,3				0
1814	pet_160	4	640	0	1,223;4,4	1,446;4,10	item8101020503024,1	skill79200,4				0
1815	pet_160	5	720	0	1,229;4,5	1,457;4,11	item8101020503024,1	skill79200,5				0
1816	pet_160	6	800	0	1,234;4,5	1,468;4,11	item8101020503024,1	skill79200,6				0
1817	pet_160	7	880	0	1,240;4,5	1,479;4,12	item8101020503024,1	skill79200,7				0
1818	pet_160	8	960	0	1,245;4,6	1,490;4,13	item8101020503024,1	skill79200,8				0
1819	pet_160	9	1040	0	1,251;4,6	1,501;4,13	item8101020503024,1	skill79200,9				0
1820	pet_160	10	1120	0	1,256;4,6	1,512;4,14	item8101020503024,1	skill79200,10				0
1821	pet_160	11	1200	0	1,262;4,7	1,523;4,14	item8101020503024,1	skill79200,11				0
1822	pet_160	12	1280	0	1,267;4,7	1,534;4,15	item8101020503024,1	skill79200,12				0
1823	pet_160	13	1360	0	1,273;4,7	1,545;4,16	item8101020503024,1	skill79200,13				0
1824	pet_160	14	1440	0	1,278;4,7	1,556;4,16	item8101020503024,1	skill79200,14				0
1825	pet_160	15	1520	0	1,284;4,8	1,567;4,17	item8101020503024,1	skill79200,15				0
1826	pet_160	16	1600	0	1,289;4,8	1,578;4,17	item8101020503024,1	skill79200,16				0
1827	pet_160	17	1680	0	1,295;4,8	1,589;4,18	item8101020503024,1	skill79200,17				0
1828	pet_160	18	1760	0	1,300;4,9	1,600;4,19	item8101020503024,1	skill79200,18				0
1829	pet_160	19	1840	0	1,306;4,9	1,611;4,19	item8101020503024,1	skill79200,19				0
1830	pet_160	20	1920	0	1,311;4,9	1,622;4,20	item8101020503024,1	skill79200,20				0
1831	pet_160	21	2000	0	1,317;4,10	1,633;4,20	item8101020503024,1	skill79200,21				0
1832	pet_160	22	2080	0	1,322;4,10	1,644;4,21	item8101020503024,1	skill79200,22				0
1833	pet_160	23	2160	0	1,328;4,10	1,655;4,22	item8101020503024,1	skill79200,23				0
1834	pet_160	24	2240	0	1,333;4,10	1,666;4,22	item8101020503024,1	skill79200,24				0
1835	pet_160	25	2320	0	1,339;4,11	1,677;4,23	item8101020503024,1	skill79200,25				0
1836	pet_160	26	2400	0	1,344;4,11	1,688;4,23	item8101020503024,1	skill79200,26				0
1837	pet_160	27	2480	0	1,350;4,11	1,699;4,24	item8101020503024,1	skill79200,27				0
1838	pet_160	28	2560	0	1,355;4,12	1,710;4,25	item8101020503024,1	skill79200,28				0
1839	pet_160	29	2640	0	1,361;4,12	1,721;4,25	item8101020503024,1	skill79200,29				0
1840	pet_160	30	2720	0	1,366;4,12	1,732;4,26	item8101020503024,1	skill79200,30				0
1841	pet_160	31	2800	1	1,372;4,13	1,743;4,26	item8101020503024,1	skill79200,31				0
1842	pet_160	32	2880	1	1,377;4,13	1,754;4,27	item8101020503024,1	skill79200,32				0
1843	pet_160	33	2960	1	1,383;4,13	1,765;4,28	item8101020503024,1	skill79200,33				0
1844	pet_160	34	3040	1	1,388;4,13	1,776;4,28	item8101020503024,1	skill79200,34				0
1845	pet_160	35	3120	1	1,394;4,14	1,787;4,29	item8101020503024,1	skill79200,35				0
1846	pet_160	36	3200	1	1,399;4,14	1,798;4,29	item8101020503024,1	skill79200,36				0
1847	pet_160	37	3280	1	1,405;4,14	1,809;4,30	item8101020503024,1	skill79200,37				0
1848	pet_160	38	3360	1	1,410;4,15	1,820;4,31	item8101020503024,1	skill79200,38				0
1849	pet_160	39	3440	1	1,416;4,15	1,831;4,31	item8101020503024,1	skill79200,39				0
1850	pet_160	40	3520	1	1,421;4,15	1,842;4,32	item8101020503024,1	skill79200,40				0
1851	pet_160	41	3600	2	1,427;4,16	1,853;4,32	item8101020503024,1	skill79200,41				0
1852	pet_160	42	3680	2	1,432;4,16	1,864;4,33	item8101020503024,1	skill79200,42				0
1853	pet_160	43	3760	2	1,438;4,16	1,875;4,34	item8101020503024,1	skill79200,43				0
1854	pet_160	44	3840	2	1,443;4,16	1,886;4,34	item8101020503024,1	skill79200,44				0
1855	pet_160	45	3920	2	1,449;4,17	1,897;4,35	item8101020503024,1	skill79200,45				0
1856	pet_160	46	4000	2	1,454;4,17	1,908;4,35	item8101020503024,1	skill79200,46				0
1857	pet_160	47	4080	2	1,460;4,17	1,919;4,36	item8101020503024,1	skill79200,47				0
1858	pet_160	48	4160	2	1,465;4,18	1,930;4,37	item8101020503024,1	skill79200,48				0
1859	pet_160	49	4240	2	1,471;4,18	1,941;4,37	item8101020503024,1	skill79200,49				0
1860	pet_160	50	4320	2	1,476;4,18	1,952;4,38	item8101020503024,1	skill79200,50				0
1861	pet_160	51	4400	3	1,482;4,19	1,963;4,38	item8101020503024,1	skill79200,51				0
1862	pet_160	52	4480	3	1,487;4,19	1,974;4,39	item8101020503024,1	skill79200,52				0
1863	pet_160	53	4560	3	1,493;4,19	1,985;4,40	item8101020503024,1	skill79200,53				0
1864	pet_160	54	4640	3	1,498;4,19	1,996;4,40	item8101020503024,1	skill79200,54				0
1865	pet_160	55	4720	3	1,504;4,20	1,1007;4,41	item8101020503024,1	skill79200,55				0
1866	pet_160	56	4800	3	1,509;4,20	1,1018;4,41	item8101020503024,1	skill79200,56				0
1867	pet_160	57	4880	3	1,515;4,20	1,1029;4,42	item8101020503024,1	skill79200,57				0
1868	pet_160	58	4960	3	1,520;4,21	1,1040;4,43	item8101020503024,1	skill79200,58				0
1869	pet_160	59	5040	3	1,526;4,21	1,1051;4,43	item8101020503024,1	skill79200,59				0
1870	pet_160	60	5120	3	1,531;4,21	1,1062;4,44	item8101020503024,1	skill79200,60				0
1871	pet_160	61	5200	4	1,537;4,22	1,1073;4,45	item8101020503024,1	skill79200,61				0
1872	pet_160	62	5280	4	1,542;4,22	1,1084;4,45	item8101020503024,1	skill79200,62				0
1873	pet_160	63	5360	4	1,548;4,22	1,1095;4,46	item8101020503024,1	skill79200,63				0
1874	pet_160	64	5440	4	1,553;4,22	1,1106;4,46	item8101020503024,1	skill79200,64				0
1875	pet_160	65	5520	4	1,559;4,23	1,1117;4,47	item8101020503024,1	skill79200,65				0
1876	pet_160	66	5600	4	1,564;4,23	1,1128;4,48	item8101020503024,1	skill79200,66				0
1877	pet_160	67	5680	4	1,570;4,23	1,1139;4,48	item8101020503024,1	skill79200,67				0
1878	pet_160	68	5760	4	1,575;4,24	1,1150;4,49	item8101020503024,1	skill79200,68				0
1879	pet_160	69	5840	4	1,581;4,24	1,1161;4,49	item8101020503024,1	skill79200,69				0
1880	pet_160	70	0	4	1,586;4,24	1,1172;4,50	item8101020503024,1	skill79200,70				0
1881	pet_160	71	0	4			item8101020503024,1	skill79200,71				0
1882	pet_160	72	0	4			item8101020503024,1	skill79200,72				0
1883	pet_160	73	0	4			item8101020503024,1	skill79200,73				0
1884	pet_160	74	0	4			item8101020503024,1	skill79200,74				0
1885	pet_160	75	0	4			item8101020503024,1	skill79200,75				0
1886	pet_160	76	0	4			item8101020503024,1	skill79200,76				0
1887	pet_160	77	0	4			item8101020503024,1	skill79200,77				0
1888	pet_160	78	0	4			item8101020503024,1	skill79200,78				0
1889	pet_160	79	0	4			item8101020503024,1	skill79200,79				0
1890	pet_160	80	0	4			item8101020503024,1	skill79200,80				0
1891	pet_160	81	0	4			item8101020503024,1	skill79200,81				0
1892	pet_160	82	0	4			item8101020503024,1	skill79200,82				0
1893	pet_160	83	0	4			item8101020503024,1	skill79200,83				0
1894	pet_160	84	0	4			item8101020503024,1	skill79200,84				0
1895	pet_160	85	0	4			item8101020503024,1	skill79200,85				0
1896	pet_160	86	0	4			item8101020503024,1	skill79200,86				0
1897	pet_160	87	0	4			item8101020503024,1	skill79200,87				0
1898	pet_160	88	0	4			item8101020503024,1	skill79200,88				0
1899	pet_160	89	0	4			item8101020503024,1	skill79200,89				0
1900	pet_160	90	0	4			item8101020503024,1	skill79200,90				0
1901	pet_161	1	600	0	1,309;4,6	1,618;4,12	item8101020503109,1	skill79300,1				0
1902	pet_161	2	720	0	1,317;4,6	1,634;4,13	item8101020503109,1	skill79300,2				0
1903	pet_161	3	840	0	1,325;4,7	1,650;4,14	item8101020503109,1	skill79300,3				0
1904	pet_161	4	960	0	1,333;4,7	1,666;4,15	item8101020503109,1	skill79300,4				0
1905	pet_161	5	1080	0	1,341;4,8	1,682;4,16	item8101020503109,1	skill79300,5				0
1906	pet_161	6	1200	0	1,349;4,8	1,698;4,17	item8101020503109,1	skill79300,6				0
1907	pet_161	7	1320	0	1,357;4,9	1,714;4,18	item8101020503109,1	skill79300,7				0
1908	pet_161	8	1440	0	1,365;4,9	1,730;4,19	item8101020503109,1	skill79300,8				0
1909	pet_161	9	1560	0	1,373;4,10	1,746;4,20	item8101020503109,1	skill79300,9				0
1910	pet_161	10	1680	0	1,381;4,10	1,762;4,21	item8101020503109,1	skill79300,10				0
1911	pet_161	11	1800	0	1,389;4,11	1,778;4,22	item8101020503109,1	skill79300,11				0
1912	pet_161	12	1920	0	1,397;4,11	1,794;4,23	item8101020503109,1	skill79300,12				0
1913	pet_161	13	2040	0	1,405;4,12	1,810;4,24	item8101020503109,1	skill79300,13				0
1914	pet_161	14	2160	0	1,413;4,12	1,826;4,25	item8101020503109,1	skill79300,14				0
1915	pet_161	15	2280	0	1,421;4,13	1,842;4,26	item8101020503109,1	skill79300,15				0
1916	pet_161	16	2400	0	1,429;4,13	1,858;4,27	item8101020503109,1	skill79300,16				0
1917	pet_161	17	2520	0	1,437;4,14	1,874;4,28	item8101020503109,1	skill79300,17				0
1918	pet_161	18	2640	0	1,445;4,14	1,890;4,29	item8101020503109,1	skill79300,18				0
1919	pet_161	19	2760	0	1,453;4,15	1,906;4,30	item8101020503109,1	skill79300,19				0
1920	pet_161	20	2880	0	1,461;4,15	1,922;4,31	item8101020503109,1	skill79300,20				0
1921	pet_161	21	3000	0	1,469;4,16	1,938;4,32	item8101020503109,1	skill79300,21				0
1922	pet_161	22	3120	0	1,477;4,16	1,954;4,33	item8101020503109,1	skill79300,22				0
1923	pet_161	23	3240	0	1,485;4,17	1,970;4,34	item8101020503109,1	skill79300,23				0
1924	pet_161	24	3360	0	1,493;4,17	1,986;4,35	item8101020503109,1	skill79300,24				0
1925	pet_161	25	3480	0	1,501;4,18	1,1002;4,36	item8101020503109,1	skill79300,25				0
1926	pet_161	26	3600	0	1,509;4,18	1,1018;4,37	item8101020503109,1	skill79300,26				0
1927	pet_161	27	3720	0	1,517;4,19	1,1034;4,38	item8101020503109,1	skill79300,27				0
1928	pet_161	28	3840	0	1,525;4,19	1,1050;4,39	item8101020503109,1	skill79300,28				0
1929	pet_161	29	3960	0	1,533;4,20	1,1066;4,40	item8101020503109,1	skill79300,29				0
1930	pet_161	30	4080	0	1,541;4,20	1,1082;4,41	item8101020503109,1	skill79300,30				0
1931	pet_161	31	4200	1	1,549;4,21	1,1098;4,42	item8101020503109,1	skill79300,31				0
1932	pet_161	32	4320	1	1,557;4,21	1,1114;4,43	item8101020503109,1	skill79300,32				0
1933	pet_161	33	4440	1	1,565;4,22	1,1130;4,44	item8101020503109,1	skill79300,33				0
1934	pet_161	34	4560	1	1,573;4,22	1,1146;4,45	item8101020503109,1	skill79300,34				0
1935	pet_161	35	4680	1	1,581;4,23	1,1162;4,46	item8101020503109,1	skill79300,35				0
1936	pet_161	36	4800	1	1,589;4,23	1,1178;4,47	item8101020503109,1	skill79300,36				0
1937	pet_161	37	4920	1	1,597;4,24	1,1194;4,48	item8101020503109,1	skill79300,37				0
1938	pet_161	38	5040	1	1,605;4,24	1,1210;4,49	item8101020503109,1	skill79300,38				0
1939	pet_161	39	5160	1	1,613;4,25	1,1226;4,50	item8101020503109,1	skill79300,39				0
1940	pet_161	40	5280	1	1,621;4,25	1,1242;4,51	item8101020503109,1	skill79300,40				0
1941	pet_161	41	5400	2	1,629;4,26	1,1258;4,52	item8101020503109,1	skill79300,41				0
1942	pet_161	42	5520	2	1,637;4,26	1,1274;4,53	item8101020503109,1	skill79300,42				0
1943	pet_161	43	5640	2	1,645;4,27	1,1290;4,54	item8101020503109,1	skill79300,43				0
1944	pet_161	44	5760	2	1,653;4,27	1,1306;4,55	item8101020503109,1	skill79300,44				0
1945	pet_161	45	5880	2	1,661;4,28	1,1322;4,56	item8101020503109,1	skill79300,45				0
