流水	关卡ID	列数	行数	事件ID	隐藏事件ID	底图icon	格子属性
866	104	8	14	4005	0	5	
867	104	14	14	1001	0	4	
868	104	15	14	1001	0	4	
869	104	16	14	3001	0	4	
870	104	17	14	3001	0	4	
871	104	18	14	2001	0	4	
872	104	19	14	1001	0	4	
873	104	20	14	1001	0	4	
874	104	24	14	2001	0	4	
875	104	25	14	1001	0	4	
876	104	1	15	1001	0	4	
877	104	2	15	1001	0	4	
878	104	3	15	3001	0	4	
879	104	4	15	2001	0	4	
880	104	5	15	1001	0	4	
881	104	6	15	2001	0	4	
882	104	7	15	2001	0	4	
883	104	13	15	1001	0	4	
884	104	14	15	4005	0	5	
885	104	15	15	4005	0	5	
886	104	16	15	4005	0	5	
887	104	17	15	4005	0	5	
888	104	18	15	4005	0	5	
889	104	19	15	4005	0	5	
890	104	20	15	4005	0	5	
891	104	1	16	1001	0	4	
892	104	2	16	3001	0	4	
893	104	3	16	1001	0	4	
894	104	4	16	2001	0	4	
895	104	5	16	3001	0	4	
896	104	6	16	3001	0	4	
897	104	7	16	2001	0	4	
898	104	8	16	6003	0	4	
899	104	14	16	4005	0	5	
900	104	15	16	1001	0	4	
901	104	16	16	3001	0	4	
902	104	17	16	3001	0	4	
903	104	18	16	3001	0	4	
904	104	19	16	3001	0	4	
905	104	20	16	6004	0	4	
906	104	23	16	1001	0	4	
907	104	1	17	3001	0	4	
908	104	2	17	3001	0	4	
909	104	3	17	3001	0	4	
910	104	4	17	3001	0	4	
911	104	5	17	2001	0	4	
912	104	6	17	3001	0	4	
913	104	7	17	3001	0	4	
914	104	13	17	1001	0	4	
915	104	14	17	1001	0	4	
916	104	15	17	2001	0	4	
917	104	16	17	2001	0	4	
918	104	17	17	3001	0	4	
919	104	18	17	3001	0	4	
920	104	19	17	3001	0	4	
921	104	20	17	1001	0	4	
922	104	22	17	1001	0	4	
923	104	23	17	1001	0	4	
924	104	25	17	2001	0	4	
925	104	26	17	1001	0	4	
926	104	1	18	1001	0	4	
927	104	2	18	3001	0	4	
928	104	3	18	1001	0	4	
929	104	4	18	3001	0	4	
930	104	5	18	1001	0	4	
931	104	6	18	2001	0	4	
932	104	7	18	3001	0	4	
933	104	8	18	1001	0	4	
934	104	13	18	1001	0	4	
935	104	14	18	1001	0	4	
936	104	15	18	3001	0	4	
937	104	16	18	2001	0	4	
938	104	17	18	3001	0	4	
939	104	18	18	3001	0	4	
940	104	19	18	3001	0	4	
941	104	20	18	3001	0	4	
942	104	21	18	1001	0	4	
943	104	22	18	1001	0	4	
944	104	24	18	1001	0	4	
945	104	25	18	2001	0	4	
946	104	26	18	10301	0	4	
947	104	27	18	2001	0	4	
948	104	1	19	3001	0	4	
949	104	2	19	3001	0	4	
950	104	3	19	2001	0	4	
951	104	4	19	2001	0	4	
952	104	5	19	3001	0	4	
953	104	6	19	3001	0	4	
954	104	7	19	1001	0	4	
955	104	13	19	1001	0	4	
956	104	14	19	1001	0	4	
957	104	15	19	3001	0	4	
958	104	16	19	3001	0	4	
959	104	17	19	3001	0	4	
960	104	18	19	2001	0	4	
961	104	19	19	1001	0	4	
962	104	20	19	1001	0	4	
963	104	24	19	2001	0	4	
964	104	25	19	10301	0	4	
965	104	26	19	2001	0	4	
966	104	1	20	2001	0	4	
967	104	2	20	2001	0	4	
968	104	3	20	1001	0	4	
969	104	4	20	3001	0	4	
970	104	5	20	2001	0	4	
971	104	6	20	2001	0	4	
972	104	7	20	3001	0	4	
973	104	8	20	1001	0	4	
974	104	14	20	1001	0	4	
975	104	15	20	1001	0	4	
976	104	16	20	1001	0	4	
977	104	17	20	3001	0	4	
978	104	18	20	2001	0	4	
979	104	19	20	1001	0	4	
980	104	20	20	1001	0	4	
981	105	1	1	1001	0	4	
982	105	2	1	1001	0	4	
983	105	3	1	2001	0	4	
984	105	4	1	5005	0	4	
985	105	5	1	1001	0	4	
986	105	6	1	2001	0	4	
987	105	7	1	1001	0	4	
988	105	8	1	4005	0	5	
989	105	9	1	1001	0	4	
990	105	10	1	1001	0	4	
991	105	11	1	1001	0	4	
992	105	12	1	1001	0	4	
993	105	13	1	4005	0	5	
994	105	14	1	4003	0	4	
995	105	15	1	4003	0	4	
996	105	16	1	1001	0	4	
997	105	17	1	4003	0	4	
998	105	18	1	4003	0	4	
999	105	19	1	4003	0	4	
1000	105	20	1	6029	0	4	
1001	105	1	2	1001	0	4	
1002	105	2	2	1001	0	4	
1003	105	3	2	3001	0	4	
1004	105	4	2	2001	0	4	
1005	105	5	2	3001	0	4	
1006	105	6	2	2001	0	4	
1007	105	7	2	1001	0	4	
1008	105	8	2	4005	0	5	
1009	105	9	2	4003	0	4	
1010	105	10	2	4003	0	4	
1011	105	11	2	4003	0	4	
1012	105	12	2	4003	0	4	
1013	105	13	2	4003	0	4	
1014	105	14	2	4005	0	5	
1015	105	15	2	1001	0	4	
1016	105	16	2	1001	0	4	
1017	105	17	2	1001	0	4	
1018	105	18	2	4003	0	4	
1019	105	19	2	1001	0	4	
1020	105	20	2	4003	0	4	
1021	105	1	3	3001	0	4	
1022	105	2	3	2001	0	4	
1023	105	3	3	3001	0	4	
1024	105	4	3	3001	0	4	
1025	105	5	3	2001	0	4	
1026	105	6	3	1001	0	4	
1027	105	7	3	3001	0	4	
1028	105	8	3	4005	0	5	
1029	105	9	3	4003	0	4	
1030	105	10	3	2001	0	4	
1031	105	11	3	2001	0	4	
1032	105	12	3	4003	0	4	
1033	105	13	3	2001	0	4	
1034	105	14	3	4005	0	5	
1035	105	15	3	2001	0	4	
1036	105	16	3	2001	0	4	
1037	105	17	3	2001	0	4	
1038	105	18	3	2001	0	4	
1039	105	19	3	1001	0	4	
1040	105	20	3	4003	0	4	
1041	105	1	4	1001	0	4	
1042	105	2	4	2001	0	4	
1043	105	3	4	3001	0	4	
1044	105	4	4	3001	0	4	
1045	105	5	4	3001	0	4	
1046	105	6	4	3001	0	4	
1047	105	7	4	2001	0	4	
1048	105	8	4	4005	0	5	
1049	105	9	4	2001	0	4	
1050	105	10	4	2001	0	4	
1051	105	11	4	2001	0	4	
1052	105	12	4	2001	0	4	
1053	105	13	4	4003	0	4	
1054	105	14	4	4005	0	5	
1055	105	15	4	3001	0	4	
1056	105	16	4	2001	0	4	
1057	105	17	4	2001	0	4	
1058	105	18	4	9005	0	4	
1059	105	19	4	2001	0	4	
1060	105	20	4	4003	0	4	
1061	105	1	5	1001	0	4	
1062	105	2	5	2001	0	4	
1063	105	3	5	3001	0	4	
1064	105	4	5	3001	0	4	
1065	105	5	5	2001	0	4	
1066	105	6	5	2001	0	4	
1067	105	7	5	2001	0	4	
1068	105	8	5	4005	0	5	
1069	105	9	5	4003	0	4	
1070	105	10	5	2001	0	4	
1071	105	11	5	10301	0	4	
1072	105	12	5	4003	0	4	
1073	105	13	5	4005	0	5	
1074	105	14	5	3001	0	4	
1075	105	15	5	2001	0	4	
1076	105	16	5	2001	0	4	
1077	105	17	5	2001	0	4	
1078	105	18	5	2001	0	4	
1079	105	19	5	4003	0	4	
1080	105	20	5	4003	0	4	
1081	105	1	6	4005	0	5	
1082	105	2	6	1001	0	4	
1083	105	3	6	1001	0	4	
1084	105	4	6	3001	0	4	
1085	105	5	6	3001	0	4	
1086	105	6	6	2001	0	4	
1087	105	7	6	2001	0	4	
1088	105	8	6	6012	0	4	
1089	105	9	6	4005	0	5	
1090	105	10	6	4003	0	4	
1091	105	11	6	2001	0	4	
1092	105	12	6	2001	0	4	
1093	105	13	6	4003	0	4	
1094	105	14	6	4005	0	5	
1095	105	15	6	3001	0	4	
1096	105	16	6	3001	0	4	
1097	105	17	6	1001	0	4	
1098	105	18	6	3001	0	4	
1099	105	19	6	4003	0	4	
1100	105	20	6	3001	0	4	
1101	105	1	7	4005	0	5	
1102	105	2	7	4005	0	5	
1103	105	3	7	4005	0	5	
1104	105	4	7	4005	0	5	
1105	105	5	7	4005	0	5	
1106	105	6	7	4005	0	5	
1107	105	7	7	4005	0	5	
1108	105	8	7	4005	0	5	
1109	105	9	7	2001	0	4	
1110	105	10	7	2001	0	4	
1111	105	11	7	3001	0	4	
1112	105	12	7	2001	0	4	
1113	105	13	7	4003	0	4	
1114	105	14	7	4005	0	5	
1115	105	15	7	1001	0	4	
1116	105	16	7	4003	0	4	
1117	105	17	7	3001	0	4	
1118	105	18	7	4003	0	4	
1119	105	19	7	3001	0	4	
1120	105	20	7	3001	0	4	
1121	105	1	8	6011	0	4	
1122	105	2	8	2001	0	4	
1123	105	3	8	2001	0	4	
1124	105	4	8	4003	0	4	
1125	105	5	8	4003	0	4	
1126	105	6	8	4003	0	4	
1127	105	7	8	4003	0	4	
1128	105	8	8	4003	0	4	
1129	105	9	8	4005	0	5	
1130	105	10	8	4003	0	4	
1131	105	11	8	3001	0	4	
1132	105	12	8	3001	0	4	
1133	105	13	8	4003	0	4	
1134	105	14	8	4005	0	5	
1135	105	15	8	4005	0	5	
1136	105	16	8	4005	0	5	
1137	105	17	8	4005	0	5	
1138	105	18	8	4005	0	5	
1139	105	19	8	4005	0	5	
1140	105	20	8	4005	0	5	
1141	105	1	9	1001	0	4	
1142	105	2	9	3001	0	4	
1143	105	3	9	2001	0	4	
1144	105	4	9	3001	0	4	
1145	105	5	9	3001	0	4	
1146	105	6	9	3001	0	4	
1147	105	7	9	10301	0	4	
1148	105	8	9	4005	0	5	
1149	105	9	9	3001	0	4	
1150	105	10	9	3001	0	4	
1151	105	11	9	10111	0	4	
1152	105	12	9	3001	0	4	
1153	105	13	9	4005	0	5	
1154	105	14	9	1001	0	4	
1155	105	15	9	3001	0	4	
1156	105	16	9	4003	0	4	
1157	105	17	9	4003	0	4	
1158	105	18	9	4003	0	4	
1159	105	19	9	1001	0	4	
1160	105	20	9	6010	0	4	
1161	105	1	10	1001	0	4	
1162	105	2	10	3001	0	4	
1163	105	3	10	2001	0	4	
1164	105	4	10	2001	0	4	
1165	105	5	10	3001	0	4	
1166	105	6	10	3001	0	4	
1167	105	7	10	2001	0	4	
1168	105	8	10	2001	0	4	
1169	105	9	10	4005	0	5	
1170	105	10	10	3001	0	4	
1171	105	11	10	4003	0	4	
1172	105	12	10	3001	0	4	
1173	105	13	10	4005	0	5	
1174	105	14	10	2001	0	4	
1175	105	15	10	2001	0	4	
1176	105	16	10	2001	0	4	
1177	105	17	10	1001	0	4	
1178	105	18	10	3001	0	4	
1179	105	19	10	3001	0	4	
1180	105	20	10	1001	0	4	
1181	105	1	11	2001	0	4	
1182	105	2	11	3001	0	4	
1183	105	3	11	2001	0	4	
1184	105	4	11	3001	0	4	
1185	105	5	11	3001	0	4	
1186	105	6	11	3001	0	4	
1187	105	7	11	2001	0	4	
1188	105	8	11	4005	0	5	
1189	105	9	11	4003	0	4	
1190	105	10	11	4003	0	4	
1191	105	11	11	4003	0	4	
1192	105	12	11	4005	0	5	
1193	105	13	11	2001	0	4	
1194	105	14	11	3001	0	4	
1195	105	15	11	3001	0	4	
1196	105	16	11	3001	0	4	
1197	105	17	11	3001	0	4	
1198	105	18	11	2001	0	4	
1199	105	19	11	3001	0	4	
1200	105	20	11	1001	0	4	
1201	105	1	12	10122	0	4	
1202	105	2	12	2001	0	4	
1203	105	3	12	3001	0	4	
1204	105	4	12	3001	0	4	
1205	105	5	12	3001	0	4	
1206	105	6	12	3001	0	4	
1207	105	7	12	1001	0	4	
1208	105	8	12	4005	0	5	
1209	105	9	12	1001	0	4	
1210	105	10	12	10301	0	4	
1211	105	11	12	1001	0	4	
1212	105	12	12	4003	0	4	
1213	105	13	12	4005	0	5	
1214	105	14	12	2001	0	4	
1215	105	15	12	3001	0	4	
1216	105	16	12	3001	0	4	
1217	105	17	12	2001	0	4	
1218	105	18	12	10301	0	4	
1219	105	19	12	3001	0	4	
1220	105	20	12	3001	0	4	
1221	105	1	13	4005	0	5	
1222	105	2	13	4005	0	5	
1223	105	3	13	4005	0	5	
1224	105	4	13	4005	0	5	
1225	105	5	13	4005	0	5	
1226	105	6	13	4005	0	5	
1227	105	7	13	4005	0	5	
1228	105	8	13	1001	0	4	
1229	105	9	13	1001	0	4	
1230	105	10	13	4003	0	4	
1231	105	11	13	1001	0	4	
1232	105	12	13	4005	0	5	
1233	105	13	13	1001	0	4	
1234	105	14	13	1001	0	4	
1235	105	15	13	3001	0	4	
1236	105	16	13	3001	0	4	
1237	105	17	13	3001	0	4	
1238	105	18	13	2001	0	4	
1239	105	19	13	3001	0	4	
1240	105	20	13	1001	0	4	
1241	105	1	14	1001	0	4	
1242	105	2	14	1001	0	4	
1243	105	3	14	1001	0	4	
1244	105	4	14	2001	0	4	
1245	105	5	14	1001	0	4	
1246	105	6	14	10301	0	4	
1247	105	7	14	8005	0	4	
1248	105	8	14	4005	0	5	
1249	105	9	14	1001	0	4	
1250	105	10	14	4003	0	4	
1251	105	11	14	4003	0	4	
1252	105	12	14	1001	0	4	
1253	105	13	14	4005	0	5	
1254	105	14	14	1001	0	4	
1255	105	15	14	1001	0	4	
1256	105	16	14	3001	0	4	
1257	105	17	14	3001	0	4	
1258	105	18	14	2001	0	4	
1259	105	19	14	1001	0	4	
1260	105	20	14	10132	0	4	
1261	105	1	15	1001	0	4	
1262	105	2	15	1001	0	4	
1263	105	3	15	3001	0	4	
1264	105	4	15	2001	0	4	
1265	105	5	15	1001	0	4	
1266	105	6	15	2001	0	4	
1267	105	7	15	2001	0	4	
1268	105	8	15	4005	0	5	
1269	105	9	15	4003	0	4	
1270	105	10	15	1001	0	4	
1271	105	11	15	4003	0	4	
1272	105	12	15	1001	0	4	
1273	105	13	15	4005	0	5	
1274	105	14	15	4005	0	5	
1275	105	15	15	4005	0	5	
1276	105	16	15	4005	0	5	
1277	105	17	15	4005	0	5	
1278	105	18	15	4005	0	5	
1279	105	19	15	4005	0	5	
1280	105	20	15	4005	0	5	
1281	105	1	16	1001	0	4	
1282	105	2	16	3001	0	4	
1283	105	3	16	3001	0	4	
1284	105	4	16	2001	0	4	
1285	105	5	16	3001	0	4	
1286	105	6	16	1001	0	4	
1287	105	7	16	2001	0	4	
1288	105	8	16	1001	0	4	
1289	105	9	16	4005	0	5	
1290	105	10	16	4005	0	5	
1291	105	11	16	4005	0	5	
1292	105	12	16	4005	0	5	
1293	105	13	16	4005	0	5	
1294	105	14	16	4005	0	5	
1295	105	15	16	10121	0	4	
1296	105	16	16	3001	0	4	
1297	105	17	16	3001	0	4	
1298	105	18	16	3001	0	4	
1299	105	19	16	3001	0	4	
1300	105	20	16	6009	0	4	
1301	105	1	17	3001	0	4	
1302	105	2	17	3001	0	4	
1303	105	3	17	3001	0	4	
1304	105	4	17	3001	0	4	
1305	105	5	17	2001	0	4	
1306	105	6	17	3001	0	4	
1307	105	7	17	1001	0	4	
1308	105	8	17	1001	0	4	
1309	105	9	17	3001	0	4	
1310	105	10	17	2001	0	4	
1311	105	11	17	2001	0	4	
1312	105	12	17	1001	0	4	
1313	105	13	17	3001	0	4	
1314	105	14	17	4005	0	5	
1315	105	15	17	2001	0	4	
1316	105	16	17	2001	0	4	
1317	105	17	17	3001	0	4	
1318	105	18	17	3001	0	4	
1319	105	19	17	3001	0	4	
1320	105	20	17	1001	0	4	
1321	105	1	18	1001	0	4	
1322	105	2	18	3001	0	4	
1323	105	3	18	3001	0	4	
1324	105	4	18	3001	0	4	
1325	105	5	18	2001	0	4	
1326	105	6	18	2001	0	4	
1327	105	7	18	3001	0	4	
1328	105	8	18	2001	0	4	
1329	105	9	18	2001	0	4	
1330	105	10	18	3001	0	4	
1331	105	11	18	2001	0	4	
1332	105	12	18	3001	0	4	
1333	105	13	18	6008	0	4	
1334	105	14	18	3001	0	4	
1335	105	15	18	4005	0	5	
1336	105	16	18	2001	0	4	
1337	105	17	18	3001	0	4	
1338	105	18	18	3001	0	4	
1339	105	19	18	3001	0	4	
1340	105	20	18	3001	0	4	
1341	105	1	19	3001	0	4	
1342	105	2	19	3001	0	4	
1343	105	3	19	2001	0	4	
1344	105	4	19	2001	0	4	
1345	105	5	19	3001	0	4	
1346	105	6	19	3001	0	4	
1347	105	7	19	1001	0	4	
1348	105	8	19	3001	0	4	
1349	105	9	19	3001	0	4	
1350	105	10	19	1001	0	4	
1351	105	11	19	3001	0	4	
1352	105	12	19	3001	0	4	
1353	105	13	19	3001	0	4	
1354	105	14	19	2001	0	4	
1355	105	15	19	4005	0	5	
1356	105	16	19	3001	0	4	
1357	105	17	19	3001	0	4	
1358	105	18	19	2001	0	4	
1359	105	19	19	1001	0	4	
1360	105	20	19	1001	0	4	
1361	105	1	20	10124	0	4	
1362	105	2	20	2001	0	4	
1363	105	3	20	2001	0	4	
1364	105	4	20	3001	0	4	
1365	105	5	20	2001	0	4	
1366	105	6	20	2001	0	4	
1367	105	7	20	3001	0	4	
1368	105	8	20	2001	0	4	
1369	105	9	20	3001	0	4	
1370	105	10	20	2001	0	4	
1371	105	11	20	3001	0	4	
1372	105	12	20	3001	0	4	
1373	105	13	20	2001	0	4	
1374	105	14	20	3001	0	4	
1375	105	15	20	1001	0	4	
1376	105	16	20	4005	0	5	
1377	105	17	20	3001	0	4	
1378	105	18	20	2001	0	4	
1379	105	19	20	10301	0	4	
1380	105	20	20	1001	0	4	
1381	106	21	2	2001	0	2	
1382	106	22	2	4004	0	2	
1383	106	23	2	4004	0	2	
1384	106	24	2	4002	2002	2	
1385	106	25	2	4003	0	2	
1386	106	17	3	4007	10301	2	
1387	106	18	3	3001	0	2	
1388	106	19	3	3001	0	2	
1389	106	20	3	2001	0	2	
1390	106	21	3	6045	0	2	
1391	106	3	4	1001	0	2	
1392	106	4	4	2001	0	2	
1393	106	5	4	2001	0	2	
1394	106	6	4	3001	0	2	
1395	106	8	4	10301	0	2	
1396	106	19	4	2001	0	2	
1397	106	20	4	1001	0	2	
1398	106	21	4	3001	0	2	
1399	106	22	4	2001	0	2	
1400	106	23	4	1001	0	2	
1401	106	5	5	1001	0	2	
1402	106	6	5	3001	0	2	
1403	106	7	5	2001	0	2	
1404	106	21	5	2001	0	2	
1405	106	22	5	4006	0	2	
1406	106	23	5	2001	0	2	
1407	106	24	5	2001	0	2	
1408	106	25	5	6046	0	2	
1409	106	3	6	1001	0	2	
1410	106	4	6	2001	0	2	
1411	106	5	6	2001	0	2	
1412	106	6	6	1001	0	2	
1413	106	17	6	3001	0	2	
1414	106	18	6	3001	0	2	
1415	106	21	6	6044	0	2	
1416	106	22	6	2001	0	2	
1417	106	23	6	4006	0	2	
1418	106	24	6	3001	0	2	
1419	106	25	6	2001	0	2	
1420	106	1	7	3001	0	2	
1421	106	2	7	2001	0	2	
1422	106	3	7	4004	0	2	
1423	106	4	7	3001	0	2	
1424	106	5	7	3001	0	2	
1425	106	16	7	1001	0	2	
1426	106	19	7	2001	0	2	
1427	106	20	7	1001	0	2	
1428	106	21	7	2001	0	2	
1429	106	24	7	4001	0	2	
1430	106	3	8	1001	0	2	
1431	106	4	8	4004	0	2	
1432	106	5	8	6037	0	2	
1433	106	6	8	3001	0	2	
1434	106	16	8	3001	0	2	
1435	106	24	8	2001	0	2	
1436	106	2	9	4004	0	2	
1437	106	3	9	2001	0	2	
1438	106	16	9	3001	0	2	
1439	106	24	9	2001	0	2	
1440	106	2	10	4004	0	2	
1441	106	3	10	1001	0	2	
1442	106	4	10	3001	0	2	
1443	106	5	10	3001	0	2	
1444	106	6	10	3001	0	2	
1445	106	10	10	4006	0	2	
1446	106	11	10	4007	10125	2	
1447	106	12	10	4006	0	2	
1448	106	13	10	3001	0	2	
1449	106	14	10	3001	0	2	
1450	106	15	10	2001	0	2	
1451	106	16	10	6038	0	2	
1452	106	17	10	1001	0	2	
1453	106	1	11	4001	0	2	
1454	106	4	11	6043	0	2	
1455	106	5	11	2001	0	2	
1456	106	6	11	3001	0	2	
1457	106	7	11	4002	10110	2	
1458	106	9	11	4006	0	2	
1459	106	16	11	1001	0	2	
1460	106	24	11	1001	0	2	
1461	106	4	12	2001	0	2	
1462	106	5	12	2001	0	2	
1463	106	6	12	2001	0	2	
1464	106	10	12	3001	0	2	
1465	106	12	12	1001	0	2	
1466	106	13	12	1001	0	2	
1467	106	14	12	1001	0	2	
1468	106	15	12	1001	0	2	
1469	106	17	12	2001	0	2	
1470	106	22	12	2001	0	2	
1471	106	23	12	2001	0	2	
1472	106	24	12	3001	0	2	
1473	106	2	13	4006	0	2	
1474	106	9	13	3001	0	2	
1475	106	11	13	1001	0	2	
1476	106	12	13	9006	0	2	
1477	106	13	13	1001	0	2	
1478	106	14	13	1001	0	2	
1479	106	16	13	1001	0	2	
1480	106	21	13	3001	0	2	
1481	106	3	14	4004	0	2	
1482	106	4	14	3001	0	2	
1483	106	5	14	4004	0	2	
1484	106	6	14	1001	0	2	
1485	106	10	14	1001	0	2	
1486	106	12	14	1001	0	2	
1487	106	13	14	1001	0	2	
1488	106	14	14	1001	0	2	
1489	106	15	14	1001	0	2	
1490	106	17	14	2001	0	2	
1491	106	22	14	1001	0	2	
1492	106	23	14	3001	0	2	
1493	106	24	14	2001	0	2	
1494	106	25	14	4004	10118	2	
1495	106	2	15	6048	0	2	
1496	106	3	15	2001	0	2	
1497	106	4	15	4004	0	2	
1498	106	5	15	3001	0	2	
1499	106	9	15	3001	0	2	
1500	106	11	15	1001	0	2	
1501	106	12	15	1001	0	2	
1502	106	13	15	1001	0	2	
1503	106	14	15	1001	0	2	
1504	106	16	15	2001	0	2	
1505	106	21	15	1001	0	2	
1506	106	22	15	2001	0	2	
1507	106	23	15	2001	0	2	
1508	106	24	15	4004	0	2	
1509	106	3	16	2001	0	2	
1510	106	4	16	4004	0	2	
1511	106	5	16	2001	0	2	
1512	106	6	16	10301	0	2	
1513	106	10	16	3001	0	2	
1514	106	16	16	4006	0	2	
1515	106	22	16	2001	0	2	
1516	106	23	16	3001	0	2	
1517	106	24	16	4004	0	2	
1518	106	25	16	4003	0	2	
1519	106	2	17	3001	0	2	
1520	106	3	17	2001	0	2	
1521	106	4	17	4004	10123	2	
1522	106	5	17	4004	0	2	
1523	106	9	17	3001	0	2	
1524	106	10	17	6040	0	2	
1525	106	11	17	2001	0	2	
1526	106	12	17	2001	0	2	
1527	106	13	17	2001	0	2	
1528	106	14	17	2001	0	2	
1529	106	15	17	4006	0	2	
1530	106	16	17	4001	0	2	
1531	106	23	17	8006	0	2	
1532	106	24	17	4004	0	2	
1533	106	25	17	4004	0	2	
1534	106	26	17	5005	0	2	
1535	106	3	18	2001	0	2	
1536	106	4	18	3001	0	2	
1537	106	5	18	3001	0	2	
1538	106	6	18	2001	0	2	
1539	106	10	18	2001	0	2	
1540	106	22	18	6047	0	2	
1541	106	23	18	3001	0	2	
1542	106	24	18	2001	0	2	
1543	106	25	18	3001	0	2	
1544	106	2	19	6049	0	2	
1545	106	3	19	4004	0	2	
1546	106	4	19	4004	0	2	
1547	106	5	19	2001	0	2	
1548	106	9	19	1001	0	2	
1549	106	23	19	2001	0	2	
1550	106	24	19	3001	0	2	
1551	106	25	19	6039	0	2	
1552	106	3	20	10129	0	2	
1553	106	4	20	3001	0	2	
1554	106	5	20	2001	0	2	
1555	106	6	20	1001	0	2	
1556	106	9	20	1001	0	2	
1557	106	17	20	6050	0	2	
1558	106	18	20	3001	0	2	
1559	106	19	20	3001	0	2	
1560	106	20	20	3001	0	2	
1561	106	26	20	1001	0	2	
1562	106	2	21	4004	0	2	
1563	106	3	21	4004	0	2	
1564	106	4	21	4004	0	2	
1565	106	5	21	4004	0	2	
1566	106	8	21	2001	0	2	
1567	106	17	21	3001	0	2	
1568	106	18	21	3001	0	2	
1569	106	19	21	2001	0	2	
1570	106	20	21	2001	0	2	
1571	106	3	22	4004	0	2	
1572	106	5	22	2001	0	2	
1573	106	6	22	3001	0	2	
1574	106	17	22	3001	0	2	
1575	106	18	22	1001	0	2	
1576	106	19	22	2001	0	2	
1577	106	20	22	4004	0	2	
1578	106	2	23	4004	0	2	
1579	106	4	23	6041	0	2	
1580	106	5	23	2001	0	2	
1581	106	6	23	2001	0	2	
1582	106	16	23	3001	0	2	
1583	106	17	23	3001	0	2	
1584	106	18	23	1001	0	2	
1585	106	19	23	4004	0	2	
1586	106	17	24	4004	0	2	
1587	106	18	24	4004	0	2	
1588	106	19	24	4004	0	2	
1589	106	20	24	4002	6042	2	
1590	107	3	2	2002	0	2	
1591	107	4	2	1001	0	2	
1592	107	5	2	3001	0	2	
1593	107	7	2	2002	0	2	
1594	107	8	2	2002	0	2	
1595	107	10	2	2002	0	2	
1596	107	11	2	2002	0	2	
1597	107	12	2	1001	0	2	
1598	107	13	2	3001	0	2	
1599	107	14	2	3001	0	2	
1600	107	15	2	3001	0	2	
1601	107	16	2	1001	0	2	
1602	107	17	2	4004	0	2	
1603	107	18	2	2002	0	2	
1604	107	19	2	1001	0	2	
1605	107	21	2	2002	0	2	
1606	107	23	2	1001	0	2	
1607	107	24	2	2002	0	2	
1608	107	25	2	2002	0	2	
1609	107	5	3	1001	0	2	
1610	107	8	3	1001	0	2	
1611	107	15	3	1001	0	2	
1612	107	16	3	1001	0	2	
1613	107	18	3	3001	0	2	
1614	107	19	3	3001	0	2	
1615	107	20	3	1001	0	2	
1616	107	22	3	4004	0	2	
1617	107	3	4	2002	0	2	
1618	107	4	4	1001	0	2	
1619	107	5	4	1001	0	2	
1620	107	6	4	3001	0	2	
1621	107	7	4	4004	0	2	
1622	107	8	4	1001	0	2	
1623	107	9	4	3001	0	2	
1624	107	10	4	1001	0	2	
1625	107	11	4	2002	0	2	
1626	107	12	4	3001	0	2	
1627	107	13	4	1001	0	2	
1628	107	15	4	3001	0	2	
1629	107	16	4	3001	0	2	
1630	107	22	4	1001	0	2	
1631	107	23	4	1001	0	2	
1632	107	25	4	2002	0	2	
1633	107	6	5	1001	0	2	
1634	107	9	5	3001	0	2	
1635	107	10	5	2002	0	2	
1636	107	11	5	3001	0	2	
1637	107	12	5	1001	0	2	
1638	107	13	5	4004	0	2	
1639	107	15	5	2002	0	2	
1640	107	18	5	1001	0	2	
1641	107	19	5	3001	0	2	
1642	107	20	5	1001	0	2	
1643	107	21	5	3001	0	2	
1644	107	22	5	1001	0	2	
1645	107	24	5	3001	0	2	
1646	107	25	5	2002	0	2	
1647	107	3	6	1001	0	2	
1648	107	4	6	1001	0	2	
1649	107	5	6	3001	0	2	
1650	107	6	6	1001	0	2	
1651	107	7	6	4001	0	2	
1652	107	9	6	1001	0	2	
1653	107	10	6	2002	0	2	
1654	107	11	6	2002	0	2	
1655	107	14	6	1001	0	2	
1656	107	15	6	3001	0	2	
1657	107	16	6	3001	0	2	
1658	107	17	6	3001	0	2	
1659	107	18	6	1001	0	2	
1660	107	19	6	3001	0	2	
1661	107	20	6	1001	0	2	
1662	107	21	6	3001	0	2	
1663	107	22	6	4004	0	2	
1664	107	24	6	1001	0	2	
1665	107	25	6	3001	0	2	
1666	107	2	7	2002	0	2	
1667	107	4	7	1001	0	2	
1668	107	5	7	1001	0	2	
1669	107	7	7	1001	0	2	
1670	107	9	7	4004	0	2	
1671	107	10	7	1001	0	2	
1672	107	11	7	3001	0	2	
1673	107	12	7	2002	0	2	
1674	107	14	7	1001	0	2	
1675	107	15	7	2002	0	2	
1676	107	16	7	2002	0	2	
1677	107	17	7	3001	0	2	
1678	107	18	7	1001	0	2	
1679	107	22	7	1001	0	2	
1680	107	23	7	1001	0	2	
1681	107	24	7	3001	0	2	
1682	107	25	7	8007	0	2	
1683	107	3	8	1001	0	2	
1684	107	5	8	3001	0	2	
1685	107	7	8	3001	0	2	
1686	107	9	8	1001	0	2	
1687	107	14	8	2002	0	2	
1688	107	20	8	1001	0	2	
1689	107	21	8	2002	0	2	
1690	107	22	8	1001	0	2	
1691	107	23	8	3001	0	2	
1692	107	24	8	1001	0	2	
1693	107	25	8	1001	0	2	
