流水id	npc编号	佣兵等级	属性ID
1632	soldier_npc_10016	91	1400001490
1633	soldier_npc_10016	92	1400001491
1634	soldier_npc_10016	93	1400001492
1635	soldier_npc_10016	94	1400001493
1636	soldier_npc_10016	95	1400001494
1637	soldier_npc_10016	96	1400001495
1638	soldier_npc_10016	97	1400001496
1639	soldier_npc_10016	98	1400001497
1640	soldier_npc_10016	99	1400001498
1641	soldier_npc_10016	100	1400001499
1642	soldier_npc_10016	101	14000014100
1643	soldier_npc_10016	102	14000014101
1644	soldier_npc_10016	103	14000014102
1645	soldier_npc_10016	104	14000014103
1646	soldier_npc_10016	105	14000014104
1647	soldier_npc_10016	106	14000014105
1648	soldier_npc_10016	107	14000014106
1649	soldier_npc_10016	108	14000014107
1650	soldier_npc_10016	109	14000014108
1651	soldier_npc_10016	110	14000014109
1652	soldier_npc_10017	1	1400001500
1653	soldier_npc_10017	2	1400001501
1654	soldier_npc_10017	3	1400001502
1655	soldier_npc_10017	4	1400001503
1656	soldier_npc_10017	5	1400001504
1657	soldier_npc_10017	6	1400001505
1658	soldier_npc_10017	7	1400001506
1659	soldier_npc_10017	8	1400001507
1660	soldier_npc_10017	9	1400001508
1661	soldier_npc_10017	10	1400001509
1662	soldier_npc_10017	11	1400001510
1663	soldier_npc_10017	12	1400001511
1664	soldier_npc_10017	13	1400001512
1665	soldier_npc_10017	14	1400001513
1666	soldier_npc_10017	15	1400001514
1667	soldier_npc_10017	16	1400001515
1668	soldier_npc_10017	17	1400001516
1669	soldier_npc_10017	18	1400001517
1670	soldier_npc_10017	19	1400001518
1671	soldier_npc_10017	20	1400001519
1672	soldier_npc_10017	21	1400001520
1673	soldier_npc_10017	22	1400001521
1674	soldier_npc_10017	23	1400001522
1675	soldier_npc_10017	24	1400001523
1676	soldier_npc_10017	25	1400001524
1677	soldier_npc_10017	26	1400001525
1678	soldier_npc_10017	27	1400001526
1679	soldier_npc_10017	28	1400001527
1680	soldier_npc_10017	29	1400001528
1681	soldier_npc_10017	30	1400001529
1682	soldier_npc_10017	31	1400001530
1683	soldier_npc_10017	32	1400001531
1684	soldier_npc_10017	33	1400001532
1685	soldier_npc_10017	34	1400001533
1686	soldier_npc_10017	35	1400001534
1687	soldier_npc_10017	36	1400001535
1688	soldier_npc_10017	37	1400001536
1689	soldier_npc_10017	38	1400001537
1690	soldier_npc_10017	39	1400001538
1691	soldier_npc_10017	40	1400001539
1692	soldier_npc_10017	41	1400001540
1693	soldier_npc_10017	42	1400001541
1694	soldier_npc_10017	43	1400001542
1695	soldier_npc_10017	44	1400001543
1696	soldier_npc_10017	45	1400001544
1697	soldier_npc_10017	46	1400001545
1698	soldier_npc_10017	47	1400001546
1699	soldier_npc_10017	48	1400001547
1700	soldier_npc_10017	49	1400001548
1701	soldier_npc_10017	50	1400001549
1702	soldier_npc_10017	51	1400001550
1703	soldier_npc_10017	52	1400001551
1704	soldier_npc_10017	53	1400001552
1705	soldier_npc_10017	54	1400001553
1706	soldier_npc_10017	55	1400001554
1707	soldier_npc_10017	56	1400001555
1708	soldier_npc_10017	57	1400001556
1709	soldier_npc_10017	58	1400001557
1710	soldier_npc_10017	59	1400001558
1711	soldier_npc_10017	60	1400001559
1712	soldier_npc_10017	61	1400001560
1713	soldier_npc_10017	62	1400001561
1714	soldier_npc_10017	63	1400001562
1715	soldier_npc_10017	64	1400001563
1716	soldier_npc_10017	65	1400001564
1717	soldier_npc_10017	66	1400001565
1718	soldier_npc_10017	67	1400001566
1719	soldier_npc_10017	68	1400001567
1720	soldier_npc_10017	69	1400001568
1721	soldier_npc_10017	70	1400001569
1722	soldier_npc_10017	71	1400001570
1723	soldier_npc_10017	72	1400001571
1724	soldier_npc_10017	73	1400001572
1725	soldier_npc_10017	74	1400001573
1726	soldier_npc_10017	75	1400001574
1727	soldier_npc_10017	76	1400001575
1728	soldier_npc_10017	77	1400001576
1729	soldier_npc_10017	78	1400001577
1730	soldier_npc_10017	79	1400001578
1731	soldier_npc_10017	80	1400001579
1732	soldier_npc_10017	81	1400001580
1733	soldier_npc_10017	82	1400001581
1734	soldier_npc_10017	83	1400001582
1735	soldier_npc_10017	84	1400001583
1736	soldier_npc_10017	85	1400001584
1737	soldier_npc_10017	86	1400001585
1738	soldier_npc_10017	87	1400001586
1739	soldier_npc_10017	88	1400001587
1740	soldier_npc_10017	89	1400001588
1741	soldier_npc_10017	90	1400001589
1742	soldier_npc_10017	91	1400001590
1743	soldier_npc_10017	92	1400001591
1744	soldier_npc_10017	93	1400001592
1745	soldier_npc_10017	94	1400001593
1746	soldier_npc_10017	95	1400001594
1747	soldier_npc_10017	96	1400001595
1748	soldier_npc_10017	97	1400001596
1749	soldier_npc_10017	98	1400001597
1750	soldier_npc_10017	99	1400001598
1751	soldier_npc_10017	100	1400001599
1752	soldier_npc_10017	101	14000015100
1753	soldier_npc_10017	102	14000015101
1754	soldier_npc_10017	103	14000015102
1755	soldier_npc_10017	104	14000015103
1756	soldier_npc_10017	105	14000015104
1757	soldier_npc_10017	106	14000015105
1758	soldier_npc_10017	107	14000015106
1759	soldier_npc_10017	108	14000015107
1760	soldier_npc_10017	109	14000015108
1761	soldier_npc_10017	110	14000015109
1762	soldier_npc_10018	1	1400001600
1763	soldier_npc_10018	2	1400001601
1764	soldier_npc_10018	3	1400001602
1765	soldier_npc_10018	4	1400001603
1766	soldier_npc_10018	5	1400001604
1767	soldier_npc_10018	6	1400001605
1768	soldier_npc_10018	7	1400001606
1769	soldier_npc_10018	8	1400001607
1770	soldier_npc_10018	9	1400001608
1771	soldier_npc_10018	10	1400001609
1772	soldier_npc_10018	11	1400001610
1773	soldier_npc_10018	12	1400001611
1774	soldier_npc_10018	13	1400001612
1775	soldier_npc_10018	14	1400001613
1776	soldier_npc_10018	15	1400001614
1777	soldier_npc_10018	16	1400001615
1778	soldier_npc_10018	17	1400001616
1779	soldier_npc_10018	18	1400001617
1780	soldier_npc_10018	19	1400001618
1781	soldier_npc_10018	20	1400001619
1782	soldier_npc_10018	21	1400001620
1783	soldier_npc_10018	22	1400001621
1784	soldier_npc_10018	23	1400001622
1785	soldier_npc_10018	24	1400001623
1786	soldier_npc_10018	25	1400001624
1787	soldier_npc_10018	26	1400001625
1788	soldier_npc_10018	27	1400001626
1789	soldier_npc_10018	28	1400001627
1790	soldier_npc_10018	29	1400001628
1791	soldier_npc_10018	30	1400001629
1792	soldier_npc_10018	31	1400001630
1793	soldier_npc_10018	32	1400001631
1794	soldier_npc_10018	33	1400001632
1795	soldier_npc_10018	34	1400001633
1796	soldier_npc_10018	35	1400001634
1797	soldier_npc_10018	36	1400001635
1798	soldier_npc_10018	37	1400001636
1799	soldier_npc_10018	38	1400001637
1800	soldier_npc_10018	39	1400001638
1801	soldier_npc_10018	40	1400001639
1802	soldier_npc_10018	41	1400001640
1803	soldier_npc_10018	42	1400001641
1804	soldier_npc_10018	43	1400001642
1805	soldier_npc_10018	44	1400001643
1806	soldier_npc_10018	45	1400001644
1807	soldier_npc_10018	46	1400001645
1808	soldier_npc_10018	47	1400001646
1809	soldier_npc_10018	48	1400001647
1810	soldier_npc_10018	49	1400001648
1811	soldier_npc_10018	50	1400001649
1812	soldier_npc_10018	51	1400001650
1813	soldier_npc_10018	52	1400001651
1814	soldier_npc_10018	53	1400001652
1815	soldier_npc_10018	54	1400001653
1816	soldier_npc_10018	55	1400001654
1817	soldier_npc_10018	56	1400001655
1818	soldier_npc_10018	57	1400001656
1819	soldier_npc_10018	58	1400001657
1820	soldier_npc_10018	59	1400001658
1821	soldier_npc_10018	60	1400001659
1822	soldier_npc_10018	61	1400001660
1823	soldier_npc_10018	62	1400001661
1824	soldier_npc_10018	63	1400001662
1825	soldier_npc_10018	64	1400001663
1826	soldier_npc_10018	65	1400001664
1827	soldier_npc_10018	66	1400001665
1828	soldier_npc_10018	67	1400001666
1829	soldier_npc_10018	68	1400001667
1830	soldier_npc_10018	69	1400001668
1831	soldier_npc_10018	70	1400001669
1832	soldier_npc_10018	71	1400001670
1833	soldier_npc_10018	72	1400001671
1834	soldier_npc_10018	73	1400001672
1835	soldier_npc_10018	74	1400001673
1836	soldier_npc_10018	75	1400001674
1837	soldier_npc_10018	76	1400001675
1838	soldier_npc_10018	77	1400001676
1839	soldier_npc_10018	78	1400001677
1840	soldier_npc_10018	79	1400001678
1841	soldier_npc_10018	80	1400001679
1842	soldier_npc_10018	81	1400001680
1843	soldier_npc_10018	82	1400001681
1844	soldier_npc_10018	83	1400001682
1845	soldier_npc_10018	84	1400001683
1846	soldier_npc_10018	85	1400001684
1847	soldier_npc_10018	86	1400001685
1848	soldier_npc_10018	87	1400001686
1849	soldier_npc_10018	88	1400001687
1850	soldier_npc_10018	89	1400001688
1851	soldier_npc_10018	90	1400001689
1852	soldier_npc_10018	91	1400001690
1853	soldier_npc_10018	92	1400001691
1854	soldier_npc_10018	93	1400001692
1855	soldier_npc_10018	94	1400001693
1856	soldier_npc_10018	95	1400001694
1857	soldier_npc_10018	96	1400001695
1858	soldier_npc_10018	97	1400001696
1859	soldier_npc_10018	98	1400001697
1860	soldier_npc_10018	99	1400001698
1861	soldier_npc_10018	100	1400001699
1862	soldier_npc_10018	101	14000016100
1863	soldier_npc_10018	102	14000016101
1864	soldier_npc_10018	103	14000016102
1865	soldier_npc_10018	104	14000016103
1866	soldier_npc_10018	105	14000016104
1867	soldier_npc_10018	106	14000016105
1868	soldier_npc_10018	107	14000016106
1869	soldier_npc_10018	108	14000016107
1870	soldier_npc_10018	109	14000016108
1871	soldier_npc_10018	110	14000016109
1872	soldier_npc_10019	1	1400001700
1873	soldier_npc_10019	2	1400001701
1874	soldier_npc_10019	3	1400001702
1875	soldier_npc_10019	4	1400001703
1876	soldier_npc_10019	5	1400001704
1877	soldier_npc_10019	6	1400001705
1878	soldier_npc_10019	7	1400001706
1879	soldier_npc_10019	8	1400001707
1880	soldier_npc_10019	9	1400001708
1881	soldier_npc_10019	10	1400001709
1882	soldier_npc_10019	11	1400001710
1883	soldier_npc_10019	12	1400001711
1884	soldier_npc_10019	13	1400001712
1885	soldier_npc_10019	14	1400001713
1886	soldier_npc_10019	15	1400001714
1887	soldier_npc_10019	16	1400001715
1888	soldier_npc_10019	17	1400001716
1889	soldier_npc_10019	18	1400001717
1890	soldier_npc_10019	19	1400001718
1891	soldier_npc_10019	20	1400001719
1892	soldier_npc_10019	21	1400001720
1893	soldier_npc_10019	22	1400001721
1894	soldier_npc_10019	23	1400001722
1895	soldier_npc_10019	24	1400001723
1896	soldier_npc_10019	25	1400001724
1897	soldier_npc_10019	26	1400001725
1898	soldier_npc_10019	27	1400001726
1899	soldier_npc_10019	28	1400001727
1900	soldier_npc_10019	29	1400001728
1901	soldier_npc_10019	30	1400001729
1902	soldier_npc_10019	31	1400001730
1903	soldier_npc_10019	32	1400001731
1904	soldier_npc_10019	33	1400001732
1905	soldier_npc_10019	34	1400001733
1906	soldier_npc_10019	35	1400001734
1907	soldier_npc_10019	36	1400001735
1908	soldier_npc_10019	37	1400001736
1909	soldier_npc_10019	38	1400001737
1910	soldier_npc_10019	39	1400001738
1911	soldier_npc_10019	40	1400001739
1912	soldier_npc_10019	41	1400001740
1913	soldier_npc_10019	42	1400001741
1914	soldier_npc_10019	43	1400001742
1915	soldier_npc_10019	44	1400001743
1916	soldier_npc_10019	45	1400001744
1917	soldier_npc_10019	46	1400001745
1918	soldier_npc_10019	47	1400001746
1919	soldier_npc_10019	48	1400001747
1920	soldier_npc_10019	49	1400001748
1921	soldier_npc_10019	50	1400001749
1922	soldier_npc_10019	51	1400001750
1923	soldier_npc_10019	52	1400001751
1924	soldier_npc_10019	53	1400001752
1925	soldier_npc_10019	54	1400001753
1926	soldier_npc_10019	55	1400001754
1927	soldier_npc_10019	56	1400001755
1928	soldier_npc_10019	57	1400001756
1929	soldier_npc_10019	58	1400001757
1930	soldier_npc_10019	59	1400001758
1931	soldier_npc_10019	60	1400001759
1932	soldier_npc_10019	61	1400001760
1933	soldier_npc_10019	62	1400001761
1934	soldier_npc_10019	63	1400001762
1935	soldier_npc_10019	64	1400001763
1936	soldier_npc_10019	65	1400001764
1937	soldier_npc_10019	66	1400001765
1938	soldier_npc_10019	67	1400001766
1939	soldier_npc_10019	68	1400001767
1940	soldier_npc_10019	69	1400001768
1941	soldier_npc_10019	70	1400001769
1942	soldier_npc_10019	71	1400001770
1943	soldier_npc_10019	72	1400001771
1944	soldier_npc_10019	73	1400001772
1945	soldier_npc_10019	74	1400001773
1946	soldier_npc_10019	75	1400001774
1947	soldier_npc_10019	76	1400001775
1948	soldier_npc_10019	77	1400001776
1949	soldier_npc_10019	78	1400001777
1950	soldier_npc_10019	79	1400001778
1951	soldier_npc_10019	80	1400001779
1952	soldier_npc_10019	81	1400001780
1953	soldier_npc_10019	82	1400001781
1954	soldier_npc_10019	83	1400001782
1955	soldier_npc_10019	84	1400001783
1956	soldier_npc_10019	85	1400001784
1957	soldier_npc_10019	86	1400001785
1958	soldier_npc_10019	87	1400001786
1959	soldier_npc_10019	88	1400001787
1960	soldier_npc_10019	89	1400001788
1961	soldier_npc_10019	90	1400001789
1962	soldier_npc_10019	91	1400001790
1963	soldier_npc_10019	92	1400001791
1964	soldier_npc_10019	93	1400001792
1965	soldier_npc_10019	94	1400001793
1966	soldier_npc_10019	95	1400001794
1967	soldier_npc_10019	96	1400001795
1968	soldier_npc_10019	97	1400001796
1969	soldier_npc_10019	98	1400001797
1970	soldier_npc_10019	99	1400001798
1971	soldier_npc_10019	100	1400001799
1972	soldier_npc_10019	101	14000017100
1973	soldier_npc_10019	102	14000017101
1974	soldier_npc_10019	103	14000017102
1975	soldier_npc_10019	104	14000017103
1976	soldier_npc_10019	105	14000017104
1977	soldier_npc_10019	106	14000017105
1978	soldier_npc_10019	107	14000017106
1979	soldier_npc_10019	108	14000017107
1980	soldier_npc_10019	109	14000017108
1981	soldier_npc_10019	110	14000017109
1982	soldier_npc_10020	1	1400001800
1983	soldier_npc_10020	2	1400001801
1984	soldier_npc_10020	3	1400001802
1985	soldier_npc_10020	4	1400001803
1986	soldier_npc_10020	5	1400001804
1987	soldier_npc_10020	6	1400001805
1988	soldier_npc_10020	7	1400001806
1989	soldier_npc_10020	8	1400001807
1990	soldier_npc_10020	9	1400001808
1991	soldier_npc_10020	10	1400001809
1992	soldier_npc_10020	11	1400001810
1993	soldier_npc_10020	12	1400001811
1994	soldier_npc_10020	13	1400001812
1995	soldier_npc_10020	14	1400001813
1996	soldier_npc_10020	15	1400001814
1997	soldier_npc_10020	16	1400001815
1998	soldier_npc_10020	17	1400001816
1999	soldier_npc_10020	18	1400001817
2000	soldier_npc_10020	19	1400001818
2001	soldier_npc_10020	20	1400001819
2002	soldier_npc_10020	21	1400001820
2003	soldier_npc_10020	22	1400001821
2004	soldier_npc_10020	23	1400001822
2005	soldier_npc_10020	24	1400001823
2006	soldier_npc_10020	25	1400001824
2007	soldier_npc_10020	26	1400001825
2008	soldier_npc_10020	27	1400001826
2009	soldier_npc_10020	28	1400001827
2010	soldier_npc_10020	29	1400001828
2011	soldier_npc_10020	30	1400001829
2012	soldier_npc_10020	31	1400001830
2013	soldier_npc_10020	32	1400001831
2014	soldier_npc_10020	33	1400001832
2015	soldier_npc_10020	34	1400001833
2016	soldier_npc_10020	35	1400001834
2017	soldier_npc_10020	36	1400001835
2018	soldier_npc_10020	37	1400001836
2019	soldier_npc_10020	38	1400001837
2020	soldier_npc_10020	39	1400001838
2021	soldier_npc_10020	40	1400001839
2022	soldier_npc_10020	41	1400001840
2023	soldier_npc_10020	42	1400001841
2024	soldier_npc_10020	43	1400001842
2025	soldier_npc_10020	44	1400001843
2026	soldier_npc_10020	45	1400001844
2027	soldier_npc_10020	46	1400001845
2028	soldier_npc_10020	47	1400001846
2029	soldier_npc_10020	48	1400001847
2030	soldier_npc_10020	49	1400001848
2031	soldier_npc_10020	50	1400001849
2032	soldier_npc_10020	51	1400001850
2033	soldier_npc_10020	52	1400001851
2034	soldier_npc_10020	53	1400001852
2035	soldier_npc_10020	54	1400001853
2036	soldier_npc_10020	55	1400001854
2037	soldier_npc_10020	56	1400001855
2038	soldier_npc_10020	57	1400001856
2039	soldier_npc_10020	58	1400001857
2040	soldier_npc_10020	59	1400001858
2041	soldier_npc_10020	60	1400001859
2042	soldier_npc_10020	61	1400001860
2043	soldier_npc_10020	62	1400001861
2044	soldier_npc_10020	63	1400001862
2045	soldier_npc_10020	64	1400001863
2046	soldier_npc_10020	65	1400001864
2047	soldier_npc_10020	66	1400001865
2048	soldier_npc_10020	67	1400001866
2049	soldier_npc_10020	68	1400001867
2050	soldier_npc_10020	69	1400001868
2051	soldier_npc_10020	70	1400001869
2052	soldier_npc_10020	71	1400001870
2053	soldier_npc_10020	72	1400001871
2054	soldier_npc_10020	73	1400001872
2055	soldier_npc_10020	74	1400001873
2056	soldier_npc_10020	75	1400001874
2057	soldier_npc_10020	76	1400001875
2058	soldier_npc_10020	77	1400001876
2059	soldier_npc_10020	78	1400001877
2060	soldier_npc_10020	79	1400001878
2061	soldier_npc_10020	80	1400001879
2062	soldier_npc_10020	81	1400001880
2063	soldier_npc_10020	82	1400001881
2064	soldier_npc_10020	83	1400001882
2065	soldier_npc_10020	84	1400001883
2066	soldier_npc_10020	85	1400001884
2067	soldier_npc_10020	86	1400001885
2068	soldier_npc_10020	87	1400001886
2069	soldier_npc_10020	88	1400001887
2070	soldier_npc_10020	89	1400001888
2071	soldier_npc_10020	90	1400001889
2072	soldier_npc_10020	91	1400001890
2073	soldier_npc_10020	92	1400001891
2074	soldier_npc_10020	93	1400001892
2075	soldier_npc_10020	94	1400001893
2076	soldier_npc_10020	95	1400001894
2077	soldier_npc_10020	96	1400001895
2078	soldier_npc_10020	97	1400001896
2079	soldier_npc_10020	98	1400001897
2080	soldier_npc_10020	99	1400001898
2081	soldier_npc_10020	100	1400001899
2082	soldier_npc_10020	101	14000018100
2083	soldier_npc_10020	102	14000018101
2084	soldier_npc_10020	103	14000018102
2085	soldier_npc_10020	104	14000018103
2086	soldier_npc_10020	105	14000018104
2087	soldier_npc_10020	106	14000018105
2088	soldier_npc_10020	107	14000018106
2089	soldier_npc_10020	108	14000018107
2090	soldier_npc_10020	109	14000018108
2091	soldier_npc_10020	110	14000018109
2092	soldier_npc_10021	1	1400001900
2093	soldier_npc_10021	2	1400001901
2094	soldier_npc_10021	3	1400001902
2095	soldier_npc_10021	4	1400001903
2096	soldier_npc_10021	5	1400001904
2097	soldier_npc_10021	6	1400001905
2098	soldier_npc_10021	7	1400001906
2099	soldier_npc_10021	8	1400001907
2100	soldier_npc_10021	9	1400001908
2101	soldier_npc_10021	10	1400001909
2102	soldier_npc_10021	11	1400001910
2103	soldier_npc_10021	12	1400001911
2104	soldier_npc_10021	13	1400001912
2105	soldier_npc_10021	14	1400001913
2106	soldier_npc_10021	15	1400001914
2107	soldier_npc_10021	16	1400001915
2108	soldier_npc_10021	17	1400001916
2109	soldier_npc_10021	18	1400001917
2110	soldier_npc_10021	19	1400001918
2111	soldier_npc_10021	20	1400001919
2112	soldier_npc_10021	21	1400001920
2113	soldier_npc_10021	22	1400001921
2114	soldier_npc_10021	23	1400001922
2115	soldier_npc_10021	24	1400001923
2116	soldier_npc_10021	25	1400001924
2117	soldier_npc_10021	26	1400001925
2118	soldier_npc_10021	27	1400001926
2119	soldier_npc_10021	28	1400001927
2120	soldier_npc_10021	29	1400001928
2121	soldier_npc_10021	30	1400001929
2122	soldier_npc_10021	31	1400001930
2123	soldier_npc_10021	32	1400001931
2124	soldier_npc_10021	33	1400001932
2125	soldier_npc_10021	34	1400001933
2126	soldier_npc_10021	35	1400001934
2127	soldier_npc_10021	36	1400001935
2128	soldier_npc_10021	37	1400001936
2129	soldier_npc_10021	38	1400001937
2130	soldier_npc_10021	39	1400001938
2131	soldier_npc_10021	40	1400001939
2132	soldier_npc_10021	41	1400001940
2133	soldier_npc_10021	42	1400001941
2134	soldier_npc_10021	43	1400001942
2135	soldier_npc_10021	44	1400001943
2136	soldier_npc_10021	45	1400001944
2137	soldier_npc_10021	46	1400001945
2138	soldier_npc_10021	47	1400001946
2139	soldier_npc_10021	48	1400001947
2140	soldier_npc_10021	49	1400001948
2141	soldier_npc_10021	50	1400001949
2142	soldier_npc_10021	51	1400001950
2143	soldier_npc_10021	52	1400001951
2144	soldier_npc_10021	53	1400001952
2145	soldier_npc_10021	54	1400001953
2146	soldier_npc_10021	55	1400001954
2147	soldier_npc_10021	56	1400001955
2148	soldier_npc_10021	57	1400001956
2149	soldier_npc_10021	58	1400001957
2150	soldier_npc_10021	59	1400001958
2151	soldier_npc_10021	60	1400001959
2152	soldier_npc_10021	61	1400001960
2153	soldier_npc_10021	62	1400001961
2154	soldier_npc_10021	63	1400001962
2155	soldier_npc_10021	64	1400001963
2156	soldier_npc_10021	65	1400001964
2157	soldier_npc_10021	66	1400001965
2158	soldier_npc_10021	67	1400001966
2159	soldier_npc_10021	68	1400001967
2160	soldier_npc_10021	69	1400001968
2161	soldier_npc_10021	70	1400001969
2162	soldier_npc_10021	71	1400001970
2163	soldier_npc_10021	72	1400001971
2164	soldier_npc_10021	73	1400001972
2165	soldier_npc_10021	74	1400001973
2166	soldier_npc_10021	75	1400001974
2167	soldier_npc_10021	76	1400001975
2168	soldier_npc_10021	77	1400001976
2169	soldier_npc_10021	78	1400001977
2170	soldier_npc_10021	79	1400001978
2171	soldier_npc_10021	80	1400001979
2172	soldier_npc_10021	81	1400001980
2173	soldier_npc_10021	82	1400001981
2174	soldier_npc_10021	83	1400001982
2175	soldier_npc_10021	84	1400001983
2176	soldier_npc_10021	85	1400001984
2177	soldier_npc_10021	86	1400001985
2178	soldier_npc_10021	87	1400001986
2179	soldier_npc_10021	88	1400001987
2180	soldier_npc_10021	89	1400001988
2181	soldier_npc_10021	90	1400001989
2182	soldier_npc_10021	91	1400001990
2183	soldier_npc_10021	92	1400001991
2184	soldier_npc_10021	93	1400001992
2185	soldier_npc_10021	94	1400001993
2186	soldier_npc_10021	95	1400001994
2187	soldier_npc_10021	96	1400001995
2188	soldier_npc_10021	97	1400001996
2189	soldier_npc_10021	98	1400001997
2190	soldier_npc_10021	99	1400001998
2191	soldier_npc_10021	100	1400001999
2192	soldier_npc_10021	101	14000019100
2193	soldier_npc_10021	102	14000019101
2194	soldier_npc_10021	103	14000019102
2195	soldier_npc_10021	104	14000019103
2196	soldier_npc_10021	105	14000019104
2197	soldier_npc_10021	106	14000019105
2198	soldier_npc_10021	107	14000019106
2199	soldier_npc_10021	108	14000019107
2200	soldier_npc_10021	109	14000019108
2201	soldier_npc_10021	110	14000019109
2202	soldier_npc_10022	1	1400002000
2203	soldier_npc_10022	2	1400002001
2204	soldier_npc_10022	3	1400002002
2205	soldier_npc_10022	4	1400002003
2206	soldier_npc_10022	5	1400002004
2207	soldier_npc_10022	6	1400002005
2208	soldier_npc_10022	7	1400002006
2209	soldier_npc_10022	8	1400002007
2210	soldier_npc_10022	9	1400002008
2211	soldier_npc_10022	10	1400002009
2212	soldier_npc_10022	11	1400002010
2213	soldier_npc_10022	12	1400002011
2214	soldier_npc_10022	13	1400002012
2215	soldier_npc_10022	14	1400002013
2216	soldier_npc_10022	15	1400002014
2217	soldier_npc_10022	16	1400002015
2218	soldier_npc_10022	17	1400002016
2219	soldier_npc_10022	18	1400002017
2220	soldier_npc_10022	19	1400002018
2221	soldier_npc_10022	20	1400002019
2222	soldier_npc_10022	21	1400002020
2223	soldier_npc_10022	22	1400002021
2224	soldier_npc_10022	23	1400002022
2225	soldier_npc_10022	24	1400002023
2226	soldier_npc_10022	25	1400002024
2227	soldier_npc_10022	26	1400002025
2228	soldier_npc_10022	27	1400002026
2229	soldier_npc_10022	28	1400002027
2230	soldier_npc_10022	29	1400002028
2231	soldier_npc_10022	30	1400002029
2232	soldier_npc_10022	31	1400002030
2233	soldier_npc_10022	32	1400002031
2234	soldier_npc_10022	33	1400002032
2235	soldier_npc_10022	34	1400002033
2236	soldier_npc_10022	35	1400002034
2237	soldier_npc_10022	36	1400002035
2238	soldier_npc_10022	37	1400002036
2239	soldier_npc_10022	38	1400002037
2240	soldier_npc_10022	39	1400002038
2241	soldier_npc_10022	40	1400002039
2242	soldier_npc_10022	41	1400002040
2243	soldier_npc_10022	42	1400002041
2244	soldier_npc_10022	43	1400002042
2245	soldier_npc_10022	44	1400002043
2246	soldier_npc_10022	45	1400002044
2247	soldier_npc_10022	46	1400002045
2248	soldier_npc_10022	47	1400002046
2249	soldier_npc_10022	48	1400002047
2250	soldier_npc_10022	49	1400002048
2251	soldier_npc_10022	50	1400002049
2252	soldier_npc_10022	51	1400002050
2253	soldier_npc_10022	52	1400002051
2254	soldier_npc_10022	53	1400002052
2255	soldier_npc_10022	54	1400002053
2256	soldier_npc_10022	55	1400002054
2257	soldier_npc_10022	56	1400002055
2258	soldier_npc_10022	57	1400002056
2259	soldier_npc_10022	58	1400002057
2260	soldier_npc_10022	59	1400002058
2261	soldier_npc_10022	60	1400002059
2262	soldier_npc_10022	61	1400002060
2263	soldier_npc_10022	62	1400002061
2264	soldier_npc_10022	63	1400002062
2265	soldier_npc_10022	64	1400002063
2266	soldier_npc_10022	65	1400002064
2267	soldier_npc_10022	66	1400002065
2268	soldier_npc_10022	67	1400002066
2269	soldier_npc_10022	68	1400002067
2270	soldier_npc_10022	69	1400002068
2271	soldier_npc_10022	70	1400002069
2272	soldier_npc_10022	71	1400002070
2273	soldier_npc_10022	72	1400002071
2274	soldier_npc_10022	73	1400002072
2275	soldier_npc_10022	74	1400002073
2276	soldier_npc_10022	75	1400002074
2277	soldier_npc_10022	76	1400002075
2278	soldier_npc_10022	77	1400002076
2279	soldier_npc_10022	78	1400002077
2280	soldier_npc_10022	79	1400002078
2281	soldier_npc_10022	80	1400002079
2282	soldier_npc_10022	81	1400002080
2283	soldier_npc_10022	82	1400002081
2284	soldier_npc_10022	83	1400002082
2285	soldier_npc_10022	84	1400002083
2286	soldier_npc_10022	85	1400002084
2287	soldier_npc_10022	86	1400002085
2288	soldier_npc_10022	87	1400002086
2289	soldier_npc_10022	88	1400002087
2290	soldier_npc_10022	89	1400002088
2291	soldier_npc_10022	90	1400002089
2292	soldier_npc_10022	91	1400002090
2293	soldier_npc_10022	92	1400002091
2294	soldier_npc_10022	93	1400002092
2295	soldier_npc_10022	94	1400002093
2296	soldier_npc_10022	95	1400002094
2297	soldier_npc_10022	96	1400002095
2298	soldier_npc_10022	97	1400002096
2299	soldier_npc_10022	98	1400002097
2300	soldier_npc_10022	99	1400002098
2301	soldier_npc_10022	100	1400002099
2302	soldier_npc_10022	101	14000020100
2303	soldier_npc_10022	102	14000020101
2304	soldier_npc_10022	103	14000020102
2305	soldier_npc_10022	104	14000020103
2306	soldier_npc_10022	105	14000020104
2307	soldier_npc_10022	106	14000020105
2308	soldier_npc_10022	107	14000020106
2309	soldier_npc_10022	108	14000020107
2310	soldier_npc_10022	109	14000020108
2311	soldier_npc_10022	110	14000020109
2312	soldier_npc_10023	1	1400002100
2313	soldier_npc_10023	2	1400002101
2314	soldier_npc_10023	3	1400002102
2315	soldier_npc_10023	4	1400002103
2316	soldier_npc_10023	5	1400002104
2317	soldier_npc_10023	6	1400002105
2318	soldier_npc_10023	7	1400002106
2319	soldier_npc_10023	8	1400002107
2320	soldier_npc_10023	9	1400002108
2321	soldier_npc_10023	10	1400002109
2322	soldier_npc_10023	11	1400002110
2323	soldier_npc_10023	12	1400002111
2324	soldier_npc_10023	13	1400002112
2325	soldier_npc_10023	14	1400002113
2326	soldier_npc_10023	15	1400002114
2327	soldier_npc_10023	16	1400002115
2328	soldier_npc_10023	17	1400002116
2329	soldier_npc_10023	18	1400002117
