流水	功能ID	功能名	功能icon,小icon	任务条件	等级条件	公会等级	星盘纪元条件	公会圣器条件	特殊条件	区域	排或列	组	归属组	组内排序	是否生效	功能图片	大Icon	链接命令	链接参数	是否要飘icon	获取途径文字标识	是否要常驻提示	提示功能描述	是否精准链接	功能未开启特殊提示	活动预告的时间	主界面ue特效	提审模式功能是否屏蔽	对应活动ID	定制SDK开启功能
171	175	UI_FuncName_175	icon_badge		60	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgePanel;1	0		0		0		0	0	0	0	
172	176	UI_FuncName_176			29	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
173	177	UI_FuncName_177	btn_badge		60	0	0	1	0	0	0	0	0	0	1			LinkUI	GuildBadgePanel;0	0		0		0		0	0	0	0	
174	178	UI_FuncName_178	sf_xinren		29	0	0	0	0	1	2	0	0	8	1		btn_szellpeak	ClickNpc	4;npc_weddingentrance	0		0		0		0	41100028	0	0	
175	179	UI_FuncName_179			52	0	0	0	0	0	0	0	0	0	1			LinkUI	StrengthenPanel;4	0		0		0		0	0	0	0	
176	180	UI_FuncName_180			70	0	0	0	0	0	0	0	0	0	1			LinkUI	StrengthenPanel;4	0		0		0		0	0	0	0	
177	181	UI_FuncName_181			1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_181	0	0	0	0	
178	182	UI_FuncName_182			1	0	0	0	0	0	0	0	0	0	1	icon_getback_groupbox				0		0		0		0	0	0	0	
179	183	UI_FuncName_183	icon_startrace_team	10100230,1	14	0	0	0	0	0	0	0	0	0	1	icon_startrace_activity	icon_startrace_team	LinkUI	StarTracePanel	0		0		0	Msg_FuncNotOpenTips_183	0	0	0	0	
180	184	UI_FuncName_184	btn_soulmate		38	0	0	0	0	0	0	0	0	0	1	bg_steptask	btn_soulmate	ClickNpc	2;npc_10515	0		0		0		0	0	0	0	
181	185	UI_FuncName_185	btn_snowfight		31	0	0	0	0	0	0	0	0	0	1	bg_snowfight	btn_snowfight			0		0		0		0	0	0	0	
182	186	UI_FuncName_186	btn_snowfight		31	0	0	0	0	0	0	0	0	0	1	bg_snowfight	btn_snowfight			0		0		0		0	0	0	0	
183	187	UI_FuncName_187	btn_snowfight		31	0	0	0	0	0	0	0	0	0	1	bg_snowfight	btn_snowfight			0		0		0		0	0	0	0	
184	188	UI_FuncName_188	btn_recharge	2018804,0	60	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_188	0	0	0	0	
185	189	UI_FuncName_189			56	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
186	190	UI_FuncName_190			60	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
187	191	UI_FuncName_191			10	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
188	192	UI_FuncName_192			62	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
189	193	UI_FuncName_193			62	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
190	194	UI_FuncName_194	icon_starchild	590010,1	70	0	0	0	0	3	3	0	0	2	1			LinkUI	StarChildPanel;0	1		0		0		0	0	0	0	
191	195	UI_FuncName_195			70	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
192	196	UI_FuncName_196			10	0	0	0	0	0	0	0	0	0	0			LinkUI	TradingPanel;3;913;0	0		0		1		0	0	0	0	
193	201	UI_FuncName_201	btn_fuli		16	0	0	0	0	1	1	0	0	4	1			LinkUI	WelfareActivityPanel	0		1	UIFuncDes_201	0		0	0	0	0	
194	202	UI_FuncName_202			12	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;1;1	0	UI_GainWay_Des1	0		0		0	0	0	0	
195	203	UI_FuncName_203			9	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;102;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
196	204	UI_FuncName_204			9	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;205;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
197	205				9	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
198	206				99	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
199	207				60	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
200	208				1	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventurePanel;2	0		0		1		0	0	0	0	
201	209	UI_FuncName_209	btn_juanxian		35	0	0	0	0	0	0	0	0	0	1			LinkUI	MysteriousShopPanel	0		0		0		0	0	0	0	
202	210			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	0	0	
203	211	UI_FuncName_211		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;1	0		0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
204	212	UI_FuncName_211		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;1	0		0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
205	213	UI_FuncName_213	btn_recharge	11100160,1	1	0	0	0	0	1	1	0	0	5	1			OpenFirstRecharge		1		0		0	Msg_FuncNotOpenTips_110	0	10146	1	0	
206	214			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	1	0	
207	215			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	1	0	
208	216			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	1	0	
209	217				20	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
210	218	UI_FuncName_218	btn_huodong	11100160,1	22	0	0	0	0	0	0	0	0	0	1					0		0	UIFuncDes_218	0		0	0	0	0	
211	219	UI_FuncName_219		11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
212	220			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
213	221			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
214	222			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
215	223			10200120,3	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	0	0	
216	224			10200120,3	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	0	0	
217	225			10300210,4	1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	0	0	
218	226	UI_FuncName_226	btn_jingciahuodong	11100160,1	16	0	0	0	0	1	2	0	0	4	1			LinkUI	OpenServerActivityPanel	1		1	UIFuncDes_201	0		0	41100023	1	0	
219	227	UI_FuncName_227			16	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
220	228	UI_FuncName_228			20	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
221	229	UI_FuncName_229			28	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
222	230	UI_FuncName_230			31	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
223	231	UI_FuncName_231	btn_fengmo		42	0	0	0	0	0	0	0	0	0	1	bg_devilsoul	btn_fengmo	LinkUI	DisasterInvadePanel	0		0		0		0	0	0	0	
224	233	UI_FuncName_233		11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
225	234	UI_FuncName_234	btn_rechargegift	11100160,1	1	0	0	0	0	1	1	0	0	5	1			LinkUI	MallPanel;2;1	0		0		0		0	0	0	0	
226	235	UI_FuncName_235		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;2310;12	0	UI_GainWay_Des1	0		0		0	0	0	0	
227	236	UI_FuncName_236	btn_spring2020	11100160,1	1	0	0	0	0	1	2	0	0	9	1			LinkUI	FestivalActivityPanel;4511;236	0		0	UIFuncDes_237	0		0	41100023	0	0	
228	237				25	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
229	238			11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
230	239				25	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
231	240				35	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
232	241	UI_FuncName_241	btn_freebuy	11100160,1	1	0	0	0	0	1	1	0	0	5	1			LinkUI	ZeroBuyPanel	1		0		0		0	0	1	0	
233	242	UI_FuncName_238	btn_goldenautumn	11100160,1	1	0	0	0	0	1	2	0	0	9	1			LinkUI	FestivalActivityPanel;4512;242	0		0	UIFuncDes_238	0		0	0	0	0	
234	243	UI_FuncName_242		11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
235	244	UI_FuncName_244		11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
236	245			11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
237	246			11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
238	247			11100160,1	1	0	0	0		0	0	0	0	0	1							0		0		0	0	0	0	
239	248			11100160,1	1	0	0	0		0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;6106;248			0		0		0	0	0	0	
240	249			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
241	250			11100160,1	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
242	251	UI_FuncName_251			25	0	0	0	0	0	0	0	1000	0	1			LinkUI	MidsummerActivityPanel;5202;26	0	UI_GainWay_Des1	0		0		0	0	0	5222	
243	252	UI_FuncName_252			25	0	0	0	0	0	0	0	1000	0	1					0		0		0		0	0	0	5315	
244	253	UI_FuncName_253	btn_grandceremony		18	0	0	0	0	1	2	0	1000	5	1	grandceremony_panelbg001		LinkUI	CelebrationActivityPanel	0		0		0		0	0	0	0	
245	254	UI_FuncName_254	traran_system4		1	0	0	0	0	1	2	0	0	8	1	texture_fuli		LinkUI	BusinessActivityPanel;254	0		0		0		0	41100023	0	0	
246	255	UI_FuncName_255			25	0	0	0	0	1	2	0	0	4	1			LinkUI	StarBattlePassPanel	0		0		0		0	10207	0	0	
247	256	UI_FuncName_256			31	0	0	0	0	0	0	0	0	0	1					0	UI_GainWay_Des1	0		0		0	0	0	0	
248	257				1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
249	258				25	0	0	0	0	0	0	0	0	0	1			LinkUI	MidsummerActivityPanel;5202;26	0	UI_GainWay_Des1	0		0		0	0	0	0	
250	259	UI_FuncName_259	btn_danceactive		25	0	0	0	0	1	2	0	1000	8	1	texture_fuli		LinkUI	BAMasqueradePanel	0		0		0		0	41100022	0	0	
251	260				29	0	0	0	0	0	0	0	0	0	1					0	UI_GainWay_Des11	0	UIFuncDes_120	0		0	0	0	0	
252	261	UI_FuncName_261		11100160,1	1	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
253	262	UI_FuncName_235	btn_guildarea		25	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;2310;12	0	UI_GainWay_Des1	0		0		0	0	0	0	
254	263	UI_FuncName_263		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	WelfareActivityPanel;6902;39	0		0		0		0	0	0	0	
255	264	UI_FuncName_264			1	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_110	0	0	0	0	
256	265	UI_FuncName_265	btn_playerback		50	0	0	0	0	1	2	0	1000	8	1		btn_playerback_1	LinkUI	BusinessActivityPanel;265	0		0	UIFuncDes_265	0		0	0	0	0	
257	266	UI_FuncName_266			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;7902;50	0		0		0	Msg_FuncNotOpenTips_266	0	0	0	0	
258	267				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
259	268				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
260	269				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
261	270				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
262	271				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
263	272	UI_FuncName_272	btn_newyear		25	0	0	0	0	1	2	0	0	8	1			LinkUI	SevenDaysSignPanel;9105	0		0		0	Msg_FuncNotOpenTips_272	0	0	0	0	
264	273	UI_FuncName_273			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;5212;12	0		0		0	Msg_FuncNotOpenTips_273	0	0	0	0	
265	274	UI_FuncName_274			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;7803;48	0		0		0	Msg_FuncNotOpenTips_274	0	0	0	0	
266	275	UI_FuncName_275			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;2835;12	0		0		0	Msg_FuncNotOpenTips_275	0	0	0	0	
267	276	UI_FuncName_276			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
268	277	UI_FuncName_277			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
269	278	UI_FuncName_278	icon_killstar_activity		60	0	0	0	0	0	0	0	0	0	1	icon_herokillstar_act	icon_killstar_activity	LinkUI	KillStarPanel;2	0		0		0		0	0	0	0	
270	279	UI_FuncName_279		10100230,0	14	0	0	0	0	0	0	0	0	0	1			LinkUI	MercenaryPanel;2	0		0		0		0	0	0	0	
271	280	UI_FuncName_280		10100230,0	14	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
272	281	UI_FuncName_281			20	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
273	282	UI_FuncName_282	icon_zhounian		200	0	0	0	0	0	0	0	0	2	1			OpenURL	https://sr.xinghegame.com/oneyear/#/	0		0		0		0	0	0	0	
274	283				25	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
275	284				30	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
276	285	UI_FuncName_285			40	0	0	0	0	0	0	0	0	0	1					0		0		0	Msg_FuncNotOpenTips_285	0	0	0	0	
277	286	UI_FuncName_286	push_face	11100160,1	1	0	0	0	0	1	2	0	0	10	1			OpenPushGiftPanel				0		0		0	41100023	0	0	
278	287	UI_FuncName_287			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;9201;60	0		0		0	Msg_FuncNotOpenTips_287	0	0	0	0	
279	288	UI_FuncName_288	btn_contract		50	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
280	289	UI_FuncName_289	btn_contract		50	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
281	290	UI_FuncName_290	btn_contract		50	0	0	0	0	1	2	0	0	3	1			LinkUI	MauDungeonActivityPanel	0		0		0	Msg_FuncNotOpenTips_1907	0	0	0	10012	
282	291	UI_FuncName_291	btn_dungeon		25	0	0	0	0	1	2	0	0	4	1			LinkUI	DiggingTreasureActivityMainPanel			0		0		0	41100023	0	0	
283	292	UI_FuncName_292			1	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
284	293	UI_FuncName_293			25	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;2835;12	0		0		0	Msg_FuncNotOpenTips_275	0	0	0	0	
285	301				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10033	0		0	UIFuncDes_301	0		0	0	0	0	
286	302				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10036	0		0	UIFuncDes_302	0		0	0	0	0	
287	303				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10035	0		0	UIFuncDes_303	0		0	0	0	0	
288	304				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10032	0		0	UIFuncDes_304	0		0	0	0	0	
289	305				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10034	0		0	UIFuncDes_305	0		0	0	0	0	
290	306				1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_10037	0		0	UIFuncDes_306	0		0	0	0	0	
291	311	UI_FuncName_311			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;6	0	UI_GainWay_Des5	0		1		0	0	0	0	
292	312	UI_FuncName_312			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;7	0	UI_GainWay_Des5	0		1		0	0	0	0	
293	313	UI_FuncName_313			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;8	0	UI_GainWay_Des5	0		1		0	0	0	0	
294	314	UI_FuncName_314			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;9	0	UI_GainWay_Des5	0		1		0	0	0	0	
295	315	UI_FuncName_315			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;10	0	UI_GainWay_Des5	0		1		0	0	0	0	
296	316	UI_FuncName_316			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;11	0	UI_GainWay_Des5	0		1		0	0	0	0	
297	390	UI_FuncName_390	btn_choiceness_activity		16	0	0	0	0	1	2	1000	0	3	1					0		1		0		0	0	0	0	
298	391	UI_FuncName_391			10	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
299	392	UI_FuncName_392	btn_qicheng		40	0	0	0	0	0	0	0	0	0	1		btn_qicheng	LinkUI		0		0		0		0	0	0	0	
300	394	UI_FuncName_394	btn_gonggao		16	0	0	0	0	0	0	0	0	0	1			OpenURL	https://uask-v3.youzu.com/route	0		0		0		0	0	1	0	
301	395	UI_FuncName_395	btn_heraldrybuild	-1	11	0	0	0		1	1	0	0	4	1			LinkUI	WelfareActivityPanel	0		0		0		0	0	0	0	
302	401	UI_FuncName_401	btn_multi		1	0	3	0	0	0	0	0	0	0	0	icon_unlimitedsecret				0		0		0		0	0	0	0	
303	402	UI_FuncName_402	btn_paihangbang		1	0	4	0	0	0	0	0	0	0	0	bg_xueyuankaoshi				0		0		0		0	0	0	0	
304	403	UI_FuncName_403	btn_crack		1	0	5	0	0	0	0	0	0	0	0	crack_panelbg001				0		0		0		0	0	0	0	
305	404	UI_FuncName_404	btn_jineng30		6	0	0	0	0	0	0	0	0	0	1					0		1	UIFuncDes_404	0		0	0	0	0	
306	405	UI_FuncName_405	btn_jineng30		12	0	0	0	0	0	0	0	0	0	1					0		1	UIFuncDes_405	0		0	0	0	0	
307	406	UI_FuncName_406	btn_award		1	0	6	0	0	0	0	0	0	0	0	arena_panelbg001				0		0		0		0	0	0	0	
308	407	UI_FuncName_407	btn_jineng30		25	0	0	0	0	0	0	0	0	0	1					0		1	UIFuncDes_407	0		0	0	0	0	
309	408	UI_FuncName_408	btn_battlefield		1	0	7	0	0	0	0	0	0	0	0	worldtask_panelbg001				0		0		0		0	0	0	0	
310	409	UI_FuncName_409			25	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
311	410	UI_FuncName_410	btn_gashapon	10100230,0	1	0	0	0	0	1	2	0	0	5	0			LinkUI	BusinessActivityPanel;410	0		0	UIFuncDes_410	0	Msg_FuncNotOpenTips_110	0	0	0	0	
312	411	UI_FuncName_411		10100230,0	1	0	0	0	0	0	0	0	0	0	0					0		0		0		0	0	0	0	
313	412	UI_FuncName_412			1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;1;1	0	UI_GainWay_Des1	0		0		0	0	0	0	
314	413	UI_FuncName_413			1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;1;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
315	414	UI_FuncName_414	koreaforum		1	0	0	0	0	3	3	0	0	1	0							0		0		0	0	0	0	
316	415	UI_FuncName_233		10100230,0	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
317	416	UI_FuncName_416			1	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;9604;64	0		0		0	Msg_FuncNotOpenTips_416	0	0	0	0	
318	419	UI_FuncName_419	icon_hanghai		16	0	0	0	0	0	0	0	0	0	1			OpenURL	https://sr.xinghegame.com/oneyear/#/turntable	0		0		0		0	0	0	0	
319	1000	UI_FuncName_1000			20	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;3;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
320	1001	UI_FuncName_1001			30	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;2;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
321	1002	UI_FuncName_1002			36	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;1;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
322	1003	UI_FuncName_1003			45	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;4;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
323	1004	UI_FuncName_1004			55	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;5;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
324	1005	UI_FuncName_1005			65	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;6;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
325	1006	UI_FuncName_1006			81	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;7;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
326	1050	UI_FuncName_1050			20	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;3;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
327	1051	UI_FuncName_1051			30	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;2;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
328	1052	UI_FuncName_1052			36	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;1;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
329	1053	UI_FuncName_1053			45	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;4;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
330	1054	UI_FuncName_1054			55	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;5;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
331	1055	UI_FuncName_1055			65	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;6;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
332	1056	UI_FuncName_1056			81	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;7;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
333	1100	UI_FuncName_1100	btn_arena		40	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;100	0	UI_GainWay_Des1	0		0		0	0	0	0	
334	1101	UI_FuncName_1101	btn_arena		50	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;101	0	UI_GainWay_Des1	0		0		0	0	0	0	
335	1102	UI_FuncName_1102	btn_arena		60	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;102	0	UI_GainWay_Des1	0		0		0	0	0	0	
336	1103	UI_FuncName_1103	btn_arena		70	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;103	0	UI_GainWay_Des1	0		0		0	0	0	0	
337	1104	UI_FuncName_1104	btn_arena		75	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;104	0	UI_GainWay_Des1	0		0		0	0	0	0	
338	1150	UI_FuncName_1150	btn_arena		20	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
339	1151	UI_FuncName_1151	btn_arena		30	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
340	1152	UI_FuncName_1152	btn_arena		36	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;1	0	UI_GainWay_Des1	0		0		0	0	0	0	
341	1153	UI_FuncName_1153	btn_arena		45	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;4	0	UI_GainWay_Des1	0		0		0	0	0	0	
342	1154	UI_FuncName_1154	btn_arena		55	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;5	0	UI_GainWay_Des1	0		0		0	0	0	0	
343	1155	UI_FuncName_1155	btn_arena		65	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;6	0	UI_GainWay_Des1	0		0		0	0	0	0	
344	1180	UI_FuncName_1180			18	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;3;2	0	UI_GainWay_Des1	0		0		0	0	0	0	
345	1181	UI_FuncName_1181			24	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;3;3	0	UI_GainWay_Des1	0		0		0	0	0	0	
346	1182	UI_FuncName_1182			40	0	0	0	0	0	0	0	0	0	1			LinkUI	DungeonInfoPanel;100	0	UI_GainWay_Des1	0		0		0	0	0	0	
347	1200	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2	0	UI_GainWay_Des2	0		1		0	0	0	0	
348	1201	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;2;1	0	UI_GainWay_Des7	0		1		0	0	0	0	
349	1202	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;2;2	0	UI_GainWay_Des7	0		1		0	0	0	0	
350	1203	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;2;4	0	UI_GainWay_Des7	0		1		0	0	0	0	
351	1204	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;2;6	0	UI_GainWay_Des7	0		1		0	0	0	0	
352	1211	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;3;1	0	UI_GainWay_Des3	0		1		0	0	0	0	
353	1212	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;3;2	0	UI_GainWay_Des3	0		1		0	0	0	0	
354	1213	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;3;4	0	UI_GainWay_Des3	0		1		0	0	0	0	
355	1214	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;3;6	0	UI_GainWay_Des3	0		1		0	0	0	0	
356	1221	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;1;1	0	UI_GainWay_Des2	0		1		0	0	0	0	
357	1222	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;1;2	0	UI_GainWay_Des2	0		1		0	0	0	0	
358	1223	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;1;4	0	UI_GainWay_Des2	0		1		0	0	0	0	
359	1224	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;1;6	0	UI_GainWay_Des2	0		1		0	0	0	0	
360	1231	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;4;1	0	UI_GainWay_Des8	0		1		0	0	0	0	
361	1232	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;4;2	0	UI_GainWay_Des8	0		1		0	0	0	0	
362	1233	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;4;4	0	UI_GainWay_Des8	0		1		0	0	0	0	
