效果id	职业	组id	功能ID	效果类型	技能品质	名称	ICON	效果描述	持续生效事件格数	初始等级	属性参数	效果参数	buff初始层数	buff失效后是否删除	解锁类型	解锁参数	解锁描述	是否在祝福加持展示	技能回收	商店中技能回收	buff叠加参数	buff叠加显示用状态
531	1	531	466	5	5	ItemName_17901050108001	skill_1203	SkillDesskill81016	-1	1		skill81016	0	0	0			1	0	0		
532	2	500	466	5	2	ItemName_17901020201001	skill_1107	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
533	2	501	466	5	2	ItemName_17901020202001	skill_1104	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
534	2	502	466	5	2	ItemName_17901020203001	skill_1110	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
535	2	503	466	5	2	ItemName_17901020204001	skill_1109	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
536	2	504	466	5	2	ItemName_17901020205001	skill_1108	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
537	2	505	466	5	2	ItemName_17901020206001	skill_1116	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
538	2	506	466	5	2	ItemName_17901020207001	skill_1111	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
539	2	507	466	5	2	ItemName_17901020208001	skill_1101	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
540	2	508	466	5	3	ItemName_17901030201001	skill_1107	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
541	2	509	466	5	3	ItemName_17901030202001	skill_1104	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
542	2	510	466	5	3	ItemName_17901030203001	skill_1110	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
543	2	511	466	5	3	ItemName_17901030204001	skill_1109	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
544	2	512	466	5	3	ItemName_17901030205001	skill_1108	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
545	2	513	466	5	3	ItemName_17901030206001	skill_1116	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
546	2	514	466	5	3	ItemName_17901030207001	skill_1111	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
547	2	515	466	5	3	ItemName_17901030208001	skill_1101	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
548	2	516	466	5	4	ItemName_17901040201001	skill_1107	SkillDesskill81017	-1	1		skill81017	0	0	0			1	0	0		
549	2	517	466	5	4	ItemName_17901040202001	skill_1104	SkillDesskill81019	-1	1		skill81019	0	0	0			1	0	0		
550	2	518	466	5	4	ItemName_17901040203001	skill_1110	SkillDesskill81021	-1	1		skill81021	0	0	0			1	0	0		
551	2	519	466	5	4	ItemName_17901040204001	skill_1109	SkillDesskill81023	-1	1		skill81023	0	0	0			1	0	0		
552	2	520	466	5	4	ItemName_17901040205001	skill_1108	SkillDesskill81025	-1	1		skill81025	0	0	0			1	0	0		
553	2	521	466	5	4	ItemName_17901040206001	skill_1116	SkillDesskill81027	-1	1		skill81027	0	0	0			1	0	0		
554	2	522	466	5	4	ItemName_17901040207001	skill_1111	SkillDesskill81029	-1	1		skill81029	0	0	0			1	0	0		
555	2	523	466	5	4	ItemName_17901040208001	skill_1101	SkillDesskill81031	-1	1		skill81031	0	0	0			1	0	0		
556	2	524	466	5	5	ItemName_17901050201001	skill_1107	SkillDesskill81018	-1	1		skill81018	0	0	0			1	0	0		
557	2	525	466	5	5	ItemName_17901050202001	skill_1104	SkillDesskill81020	-1	1		skill81020	0	0	0			1	0	0		
558	2	526	466	5	5	ItemName_17901050203001	skill_1110	SkillDesskill81022	-1	1		skill81022	0	0	0			1	0	0		
559	2	527	466	5	5	ItemName_17901050204001	skill_1109	SkillDesskill81024	-1	1		skill81024	0	0	0			1	0	0		
560	2	528	466	5	5	ItemName_17901050205001	skill_1108	SkillDesskill81026	-1	1		skill81026	0	0	0			1	0	0		
561	2	529	466	5	5	ItemName_17901050206001	skill_1116	SkillDesskill81028	-1	1		skill81028	0	0	0			1	0	0		
562	2	530	466	5	5	ItemName_17901050207001	skill_1111	SkillDesskill81030	-1	1		skill81030	0	0	0			1	0	0		
563	2	531	466	5	5	ItemName_17901050208001	skill_1101	SkillDesskill81032	-1	1		skill81032	0	0	0			1	0	0		
564	3	500	466	5	2	ItemName_17901020301001	skill_1001	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
565	3	501	466	5	2	ItemName_17901020302001	skill_1003	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
566	3	502	466	5	2	ItemName_17901020303001	skill_1002	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
567	3	503	466	5	2	ItemName_17901020304001	skill_1006	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
568	3	504	466	5	2	ItemName_17901020305001	skill_1005	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
569	3	505	466	5	2	ItemName_17901020306001	skill_1016	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
570	3	506	466	5	2	ItemName_17901020307001	skill_1004	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
571	3	507	466	5	2	ItemName_17901020308001	skill_1008	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
572	3	508	466	5	3	ItemName_17901030301001	skill_1001	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
573	3	509	466	5	3	ItemName_17901030302001	skill_1003	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
574	3	510	466	5	3	ItemName_17901030303001	skill_1002	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
575	3	511	466	5	3	ItemName_17901030304001	skill_1006	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
576	3	512	466	5	3	ItemName_17901030305001	skill_1005	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
577	3	513	466	5	3	ItemName_17901030306001	skill_1016	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
578	3	514	466	5	3	ItemName_17901030307001	skill_1004	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
579	3	515	466	5	3	ItemName_17901030308001	skill_1008	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
580	3	516	466	5	4	ItemName_17901040301001	skill_1001	SkillDesskill81037	-1	1		skill81037	0	0	0			1	0	0		
581	3	517	466	5	4	ItemName_17901040302001	skill_1003	SkillDesskill81035	-1	1		skill81035	0	0	0			1	0	0		
582	3	518	466	5	4	ItemName_17901040303001	skill_1002	SkillDesskill81033	-1	1		skill81033	0	0	0			1	0	0		
583	3	519	466	5	4	ItemName_17901040304001	skill_1006	SkillDesskill81039	-1	1		skill81039	0	0	0			1	0	0		
584	3	520	466	5	4	ItemName_17901040305001	skill_1005	SkillDesskill81041	-1	1		skill81041	0	0	0			1	0	0		
585	3	521	466	5	4	ItemName_17901040306001	skill_1016	SkillDesskill81043	-1	1		skill81043	0	0	0			1	0	0		
586	3	522	466	5	4	ItemName_17901040307001	skill_1004	SkillDesskill81045	-1	1		skill81045	0	0	0			1	0	0		
587	3	523	466	5	4	ItemName_17901040308001	skill_1008	SkillDesskill81047	-1	1		skill81047	0	0	0			1	0	0		
588	3	524	466	5	5	ItemName_17901050301001	skill_1001	SkillDesskill81038	-1	1		skill81038	0	0	0			1	0	0		
589	3	525	466	5	5	ItemName_17901050302001	skill_1003	SkillDesskill81036	-1	1		skill81036	0	0	0			1	0	0		
590	3	526	466	5	5	ItemName_17901050303001	skill_1002	SkillDesskill81034	-1	1		skill81034	0	0	0			1	0	0		
591	3	527	466	5	5	ItemName_17901050304001	skill_1006	SkillDesskill81040	-1	1		skill81040	0	0	0			1	0	0		
592	3	528	466	5	5	ItemName_17901050305001	skill_1005	SkillDesskill81042	-1	1		skill81042	0	0	0			1	0	0		
593	3	529	466	5	5	ItemName_17901050306001	skill_1016	SkillDesskill81044	-1	1		skill81044	0	0	0			1	0	0		
594	3	530	466	5	5	ItemName_17901050307001	skill_1004	SkillDesskill81046	-1	1		skill81046	0	0	0			1	0	0		
595	3	531	466	5	5	ItemName_17901050308001	skill_1008	SkillDesskill81048	-1	1		skill81048	0	0	0			1	0	0		
596	4	500	466	5	2	ItemName_17901020401001	skill_1301	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
597	4	501	466	5	2	ItemName_17901020402001	skill_1302	buffdes_saint08	-1	1		buff6_saint01::buff_7	1	0	0			1	0	0		
598	4	502	466	5	2	ItemName_17901020403001	skill_1307	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
599	4	503	466	5	2	ItemName_17901020404001	skill_1303	buffdes_saint08	-1	1		buff6_saint01::buff_7	1	0	0			1	0	0		
600	4	504	466	5	2	ItemName_17901020405001	skill_1304	buffdes_saint08	-1	1		buff6_saint01::buff_7	1	0	0			1	0	0		
601	4	505	466	5	2	ItemName_17901020406001	skill_1305	buffdes_saint08	-1	1		buff6_saint01::buff_7	1	0	0			1	0	0		
602	4	506	466	5	2	ItemName_17901020407001	skill_1313	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
603	4	507	466	5	2	ItemName_17901020408001	skill_1308	buffdes_saint08	-1	1		buff6_saint01::buff_7	1	0	0			1	0	0		
604	4	508	466	5	3	ItemName_17901030401001	skill_1301	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
605	4	509	466	5	3	ItemName_17901030402001	skill_1302	buffdes_saint09	-1	1		buff6_saint01::buff_8	1	0	0			1	0	0		
606	4	510	466	5	3	ItemName_17901030403001	skill_1307	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
607	4	511	466	5	3	ItemName_17901030404001	skill_1303	buffdes_saint09	-1	1		buff6_saint01::buff_8	1	0	0			1	0	0		
608	4	512	466	5	3	ItemName_17901030405001	skill_1304	buffdes_saint09	-1	1		buff6_saint01::buff_8	1	0	0			1	0	0		
609	4	513	466	5	3	ItemName_17901030406001	skill_1305	buffdes_saint09	-1	1		buff6_saint01::buff_8	1	0	0			1	0	0		
610	4	514	466	5	3	ItemName_17901030407001	skill_1313	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
611	4	515	466	5	3	ItemName_17901030408001	skill_1308	buffdes_saint09	-1	1		buff6_saint01::buff_8	1	0	0			1	0	0		
612	4	516	466	5	4	ItemName_17901040401001	skill_1301	SkillDesskill81049	-1	1		skill81049	0	0	0			1	0	0		
613	4	517	466	5	4	ItemName_17901040402001	skill_1302	SkillDesskill81051	-1	1		skill81051	0	0	0			1	0	0		
614	4	518	466	5	4	ItemName_17901040403001	skill_1307	SkillDesskill81053	-1	1		skill81053	0	0	0			1	0	0		
615	4	519	466	5	4	ItemName_17901040404001	skill_1303	SkillDesskill81055	-1	1		skill81055	0	0	0			1	0	0		
616	4	520	466	5	4	ItemName_17901040405001	skill_1304	SkillDesskill81057	-1	1		skill81057	0	0	0			1	0	0		
617	4	521	466	5	4	ItemName_17901040406001	skill_1305	SkillDesskill81059	-1	1		skill81059	0	0	0			1	0	0		
618	4	522	466	5	4	ItemName_17901040407001	skill_1313	SkillDesskill81061	-1	1		skill81061	0	0	0			1	0	0		
619	4	523	466	5	4	ItemName_17901040408001	skill_1308	SkillDesskill81063	-1	1		skill81063	0	0	0			1	0	0		
620	4	524	466	5	5	ItemName_17901050401001	skill_1301	SkillDesskill81050	-1	1		skill81050	0	0	0			1	0	0		
621	4	525	466	5	5	ItemName_17901050402001	skill_1302	SkillDesskill81052	-1	1		skill81052	0	0	0			1	0	0		
622	4	526	466	5	5	ItemName_17901050403001	skill_1307	SkillDesskill81054	-1	1		skill81054	0	0	0			1	0	0		
623	4	527	466	5	5	ItemName_17901050404001	skill_1303	SkillDesskill81056	-1	1		skill81056	0	0	0			1	0	0		
624	4	528	466	5	5	ItemName_17901050405001	skill_1304	SkillDesskill81058	-1	1		skill81058	0	0	0			1	0	0		
625	4	529	466	5	5	ItemName_17901050406001	skill_1305	SkillDesskill81060	-1	1		skill81060	0	0	0			1	0	0		
626	4	530	466	5	5	ItemName_17901050407001	skill_1313	SkillDesskill81062	-1	1		skill81062	0	0	0			1	0	0		
627	4	531	466	5	5	ItemName_17901050408001	skill_1308	SkillDesskill81064	-1	1		skill81064	0	0	0			1	0	0		
628	5	500	466	5	2	ItemName_17901020501001	skill_1401	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
629	5	501	466	5	2	ItemName_17901020502001	skill_1407	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
630	5	502	466	5	2	ItemName_17901020503001	skill_1406	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
631	5	503	466	5	2	ItemName_17901020504001	skill_1408	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
632	5	504	466	5	2	ItemName_17901020505001	skill_1402	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
633	5	505	466	5	2	ItemName_17901020506001	skill_1405	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
634	5	506	466	5	2	ItemName_17901020507001	skill_1404	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
635	5	507	466	5	2	ItemName_17901020508001	skill_1403	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
636	5	508	466	5	3	ItemName_17901030501001	skill_1401	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
637	5	509	466	5	3	ItemName_17901030502001	skill_1407	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
638	5	510	466	5	3	ItemName_17901030503001	skill_1406	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
639	5	511	466	5	3	ItemName_17901030504001	skill_1408	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
640	5	512	466	5	3	ItemName_17901030505001	skill_1402	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
641	5	513	466	5	3	ItemName_17901030506001	skill_1405	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
642	5	514	466	5	3	ItemName_17901030507001	skill_1404	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
643	5	515	466	5	3	ItemName_17901030508001	skill_1403	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
644	5	516	466	5	4	ItemName_17901040501001	skill_1401	SkillDesskill81065	-1	1		skill81065	0	0	0			1	0	0		
645	5	517	466	5	4	ItemName_17901040502001	skill_1407	SkillDesskill81067	-1	1		skill81067	0	0	0			1	0	0		
646	5	518	466	5	4	ItemName_17901040503001	skill_1406	SkillDesskill81069	-1	1		skill81069	0	0	0			1	0	0		
647	5	519	466	5	4	ItemName_17901040504001	skill_1408	SkillDesskill81071	-1	1		skill81071	0	0	0			1	0	0		
648	5	520	466	5	4	ItemName_17901040505001	skill_1402	SkillDesskill81073	-1	1		skill81073	0	0	0			1	0	0		
649	5	521	466	5	4	ItemName_17901040506001	skill_1405	SkillDesskill81075	-1	1		skill81075	0	0	0			1	0	0		
650	5	522	466	5	4	ItemName_17901040507001	skill_1404	SkillDesskill81077	-1	1		skill81077	0	0	0			1	0	0		
651	5	523	466	5	4	ItemName_17901040508001	skill_1403	SkillDesskill81079	-1	1		skill81079	0	0	0			1	0	0		
652	5	524	466	5	5	ItemName_17901050501001	skill_1401	SkillDesskill81066	-1	1		skill81066	0	0	0			1	0	0		
653	5	525	466	5	5	ItemName_17901050502001	skill_1407	SkillDesskill81068	-1	1		skill81068	0	0	0			1	0	0		
654	5	526	466	5	5	ItemName_17901050503001	skill_1406	SkillDesskill81070	-1	1		skill81070	0	0	0			1	0	0		
655	5	527	466	5	5	ItemName_17901050504001	skill_1408	SkillDesskill81072	-1	1		skill81072	0	0	0			1	0	0		
656	5	528	466	5	5	ItemName_17901050505001	skill_1402	SkillDesskill81074	-1	1		skill81074	0	0	0			1	0	0		
657	5	529	466	5	5	ItemName_17901050506001	skill_1405	SkillDesskill81076	-1	1		skill81076	0	0	0			1	0	0		
658	5	530	466	5	5	ItemName_17901050507001	skill_1404	SkillDesskill81078	-1	1		skill81078	0	0	0			1	0	0		
659	5	531	466	5	5	ItemName_17901050508001	skill_1403	SkillDesskill81080	-1	1		skill81080	0	0	0			1	0	0		
660	6	500	466	5	2	ItemName_17901020601001	skill_1509	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
661	6	501	466	5	2	ItemName_17901020602001	skill_1502	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
662	6	502	466	5	2	ItemName_17901020603001	skill_1503	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
663	6	503	466	5	2	ItemName_17901020604001	skill_1501	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
664	6	504	466	5	2	ItemName_17901020605001	skill_1504	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
665	6	505	466	5	2	ItemName_17901020606001	skill_1505	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
666	6	506	466	5	2	ItemName_17901020607001	skill_1508	buffdes_saint02	-1	1		buff6_saint01::buff_1	1	0	0			1	0	0		
667	6	507	466	5	2	ItemName_17901020608001	skill_1507	buffdes_saint03	-1	1		buff6_saint01::buff_2	1	0	0			1	0	0		
668	6	508	466	5	3	ItemName_17901030601001	skill_1509	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
669	6	509	466	5	3	ItemName_17901030602001	skill_1502	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
670	6	510	466	5	3	ItemName_17901030603001	skill_1503	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
671	6	511	466	5	3	ItemName_17901030604001	skill_1501	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
672	6	512	466	5	3	ItemName_17901030605001	skill_1504	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
673	6	513	466	5	3	ItemName_17901030606001	skill_1505	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
674	6	514	466	5	3	ItemName_17901030607001	skill_1508	buffdes_saint04	-1	1		buff6_saint01::buff_3	1	0	0			1	0	0		
675	6	515	466	5	3	ItemName_17901030608001	skill_1507	buffdes_saint05	-1	1		buff6_saint01::buff_4	1	0	0			1	0	0		
676	6	516	466	5	4	ItemName_17901040601001	skill_1509	SkillDesskill81081	-1	1		skill81081	0	0	0			1	0	0		
677	6	517	466	5	4	ItemName_17901040602001	skill_1502	SkillDesskill81083	-1	1		skill81083	0	0	0			1	0	0		
678	6	518	466	5	4	ItemName_17901040603001	skill_1503	SkillDesskill81085	-1	1		skill81085	0	0	0			1	0	0		
679	6	519	466	5	4	ItemName_17901040604001	skill_1501	SkillDesskill81087	-1	1		skill81087	0	0	0			1	0	0		
680	6	520	466	5	4	ItemName_17901040605001	skill_1504	SkillDesskill81089	-1	1		skill81089	0	0	0			1	0	0		
681	6	521	466	5	4	ItemName_17901040606001	skill_1505	SkillDesskill81091	-1	1		skill81091	0	0	0			1	0	0		
682	6	522	466	5	4	ItemName_17901040607001	skill_1508	SkillDesskill81093	-1	1		skill81093	0	0	0			1	0	0		
683	6	523	466	5	4	ItemName_17901040608001	skill_1507	SkillDesskill81095	-1	1		skill81095	0	0	0			1	0	0		
684	6	524	466	5	5	ItemName_17901050601001	skill_1509	SkillDesskill81082	-1	1		skill81082	0	0	0			1	0	0		
685	6	525	466	5	5	ItemName_17901050602001	skill_1502	SkillDesskill81084	-1	1		skill81084	0	0	0			1	0	0		
686	6	526	466	5	5	ItemName_17901050603001	skill_1503	SkillDesskill81086	-1	1		skill81086	0	0	0			1	0	0		
687	6	527	466	5	5	ItemName_17901050604001	skill_1501	SkillDesskill81088	-1	1		skill81088	0	0	0			1	0	0		
688	6	528	466	5	5	ItemName_17901050605001	skill_1504	SkillDesskill81090	-1	1		skill81090	0	0	0			1	0	0		
689	6	529	466	5	5	ItemName_17901050606001	skill_1505	SkillDesskill81092	-1	1		skill81092	0	0	0			1	0	0		
690	6	530	466	5	5	ItemName_17901050607001	skill_1508	SkillDesskill81094	-1	1		skill81094	0	0	0			1	0	0		
691	6	531	466	5	5	ItemName_17901050608001	skill_1507	SkillDesskill81096	-1	1		skill81096	0	0	0			1	0	0		
701	0	701	0	6	2	buffname_skill40405_buff_01		buffdes_skill40405_buff_01	-1	1		skill40405::buff_01	1	0	0			0	0	0		
702	0	702	0	6	2	buffname_skill40405_buff_02		buffdes_skill40405_buff_02	-1	1		skill40405::buff_02	1	0	0			0	0	0		
703	0	703	0	6	2	buffname_skill40405_buff_03		buffdes_skill40405_buff_03	-1	1		skill40405::buff_03	1	0	0			0	0	0		
704	0	704	0	6	2	buffname_skill40405_buff_04		buffdes_skill40405_buff_04	-1	1		skill40405::buff_04	1	0	0			0	0	0		
705	0	705	0	6	2	buffname_skill40405_buff_05	fairycastle_talent04	buffdes_skill40405_buff_05	-1	1		skill40405::buff_05	1	0	0			0	0	0		
706	0	706	0	6	2	buffname_skill40405_buff_06	fairycastle_talent05	buffdes_skill40405_buff_06	-1	1		skill40405::buff_06	1	0	0			0	0	0		
707	0	707	0	6	2	buffname_skill40405_buff_07	fairycastle_talent06	buffdes_skill40405_buff_07	-1	1		skill40405::buff_07	1	0	0			0	0	0		
708	0	708	0	6	2		fairycastle_talent07		-1	1			1	0	0			0	0	0		
709	0	709	0	6	2		fairycastle_talent08		-1	1			1	0	0			0	0	0		
710	0	710	0	6	2	buffname_skill40405_buff_08		buffdes_skill40405_buff_08	-1	1		skill40405::buff_08	1	0	0			0	0	0		
711	0	711	0	6	2	buffname_skill40405_buff_09		buffdes_skill40405_buff_09	-1	1		skill40405::buff_09	1	0	0			0	0	0		
712	0	712	0	6	2	buffname_skill40405_buff_10		buffdes_skill40405_buff_10	-1	1		skill40405::buff_10	1	0	0			0	0	0		
713	0	713	0	6	2	buffname_skill40405_buff_12	fairycastle_talent09	buffdes_skill40405_buff_12	-1	1		skill40405::buff_12	1	1	0			0	0	0		
714	0	714	0	6	2	buffname_skill40405_buff_11		buffdes_skill40405_buff_11	-1	1		skill40405::buff_11	1	0	0			0	0	0		
715	0	715	0	6	2	buffname_skill40405_buff_13		buffdes_skill40405_buff_13	-1	1		skill40405::buff_13	1	0	0			0	0	0		
716	0	716	0	6	2	buffname_skill40405_buff_14		buffdes_skill40405_buff_14	-1	1		skill40405::buff_14	1	0	0			0	0	0		
717	0	717	0	6	2	buffname_skill40405_buff_15		buffdes_skill40405_buff_15	-1	1		skill40405::buff_15	1	0	0			0	0	0		
718	0	718	0	6	2	buffname_skill40405_buff_16		buffdes_skill40405_buff_16	-1	1		skill40405::buff_16	1	0	0			0	0	0		
719	0	719	0	6	2	buffname_skill40405_buff_17	fairycastle_talent10	buffdes_skill40405_buff_17	-1	1		skill40405::buff_17	1	0	0			0	0	0		
720	0	720	0	6	2	buffname_skill40405_buff_18	fairycastle_talent11	buffdes_skill40405_buff_18	-1	1		skill40405::buff_18	1	0	0			0	0	0		
721	0	721	0	6	2	buffname_skill40405_buff_19	fairycastle_talent12	buffdes_skill40405_buff_19	-1	1		skill40405::buff_19	1	0	0			0	0	0		
722	0	722	0	6	2	buffname_skill40405_buff_20		buffdes_skill40405_buff_20	-1	1		skill40405::buff_20	1	0	0			0	0	0		
723	0	723	0	6	2	buffname_skill40405_buff_21		buffdes_skill40405_buff_21	-1	1		skill40405::buff_21	1	0	0			0	0	0		
724	0	724	0	6	2	buffname_skill40405_buff_22		buffdes_skill40405_buff_22	-1	1		skill40405::buff_22	1	0	0			0	0	0		
725	0	725	0	6	2		fairycastle_talent13		-1	1			1	0	0			0	0	0		
726	0	726	0	6	2	buffname_skill40405_buff_23		buffdes_skill40405_buff_23	-1	1		skill40405::buff_23	1	0	0			0	0	0		
727	0	727	0	6	2	buffname_skill40405_buff_24		buffdes_skill40405_buff_24	-1	1		skill40405::buff_24	1	0	0			0	0	0		
728	0	728	0	6	2	buffname_skill40405_buff_25		buffdes_skill40405_buff_25	-1	1		skill40405::buff_25	1	0	0			0	0	0		
729	0	729	0	6	2	buffname_skill40405_buff_26		buffdes_skill40405_buff_26	-1	1		skill40405::buff_26	1	0	0			0	0	0		
730	0	730	0	6	2	buffname_skill40405_buff_27		buffdes_skill40405_buff_27	-1	1		skill40405::buff_27	1	0	0			0	0	0		
731	0	731	0	6	5	buffname_skill40407_buff_01	skill_401107	buffdes_skill40407_buff_01	5	1		skill40407::buff_01	1	1	0			1	0	0		
732	0	732	0	6	4	buffname_skill40407_buff_02	skill_402401_1	buffdes_skill40407_buff_02	5	1		skill40407::buff_02	1	1	0			1	0	0		
733	0	733	0	6	4	buffname_skill40407_buff_03	skill_400707	buffdes_skill40407_buff_03	3	1		skill40407::buff_03	1	1	0			1	0	0		
734	0	734	0	6	4	buffname_skill40407_buff_04	skill_400909	buffdes_skill40407_buff_04	5	1		skill40407::buff_04	1	1	0			1	0	0		
735	0	735	0	6	4	buffname_skill40407_buff_05	skill_400701	buffdes_skill40407_buff_05	3	1		skill40407::buff_05	1	1	0			1	0	0		
736	0	736	0	6	5	buffname_skill40407_buff_06	skill_400906	buffdes_skill40407_buff_06	5	1		skill40407::buff_06	1	1	0			1	0	0		
737	0	737	0	6	5	buffname_skill40407_buff_07	skill_401501	buffdes_skill40407_buff_07	3	1		skill40407::buff_07	1	1	0			1	0	0		
738	0	738	0	6	5	buffname_skill40407_buff_09	skill_402201_1	buffdes_skill40407_buff_09	1	1		skill40407::buff_09	1	1	0			1	0	0		
739	0	739	0	6	5	buffname_skill40407_buff_10	skill_400907	buffdes_skill40407_buff_10	-1	1		skill40407::buff_10	1	1	0			1	0	0		
740	0	740	0	6	5	buffname_skill40407_buff_11	skill_401223	buffdes_skill40407_buff_11	5	1		skill40407::buff_11	1	1	0			1	0	0		
741	0	741	0	6	5	buffname_skill40407_buff_12	skill_400709	buffdes_skill40407_buff_12	3	1		skill40407::buff_12	1	1	0			1	0	0		
742	0	742	0	7	2	buffname_skill40408_buff_01	skill_402209	buffdes_skill40408_buff_01	-1	1		skill40408::buff_01	1	0	0			0	0	0		
743	0	743	0	7	2	buffname_skill40408_buff_02	skill_401109	buffdes_skill40408_buff_02	-1	1		skill40408::buff_02	1	0	0			0	0	0		
744	0	744	0	7	2	buffname_skill40408_buff_03	skill_401803	buffdes_skill40408_buff_03	-1	1		skill40408::buff_03	1	0	0			0	0	0		
745	0	745	0	7	2	buffname_skill40408_buff_04	skill_401901	buffdes_skill40408_buff_04	-1	1		skill40408::buff_04	1	0	0			0	0	0		
746	0	746	0	7	2	buffname_skill40408_buff_05	skill_401106	buffdes_skill40408_buff_05_aoe	-1	1		skill40408::buff_05	1	0	0			0	0	0		
