流水	共鸣属性id	是否显示	显示下限	显示上限	共鸣属性品质	属性1ID	属性下限	属性上限
728	10610	0	0	0	3	26	133	150
729	10611	0	0	0	3	1	400	450
730	10612	0	0	0	4	1	400	450
731	10612	0	0	0	4	11	100	150
732	10612	0	0	0	4	174	100	200
733	10613	0	0	0	1	1	150	210
734	10614	0	0	0	2	1	220	360
735	10615	0	0	0	1	1	150	210
736	10616	0	0	0	2	1	220	360
737	10617	0	0	0	2	1	220	360
738	10618	0	0	0	3	1	400	450
739	10619	0	0	0	3	22	133	150
740	10620	0	0	0	3	24	133	150
741	10621	0	0	0	3	26	133	150
742	10622	0	0	0	3	1	400	450
743	10623	0	0	0	4	51	100	200
744	10623	0	0	0	4	52	100	150
745	10623	0	0	0	4	112	100	200
746	10623	0	0	0	4	1	400	450
747	10624	0	0	0	1	3	15	21
748	10625	0	0	0	2	3	22	36
749	10626	0	0	0	1	3	15	21
750	10627	0	0	0	2	3	22	36
751	10628	0	0	0	2	3	22	36
752	10629	0	0	0	3	3	40	45
753	10630	0	0	0	3	21	133	150
754	10631	0	0	0	3	23	133	150
755	10632	0	0	0	3	25	133	150
756	10633	0	0	0	3	3	40	45
757	10634	0	0	0	4	3	40	45
758	10634	0	0	0	4	32	100	150
759	10634	0	0	0	4	13	100	150
760	10635	0	0	0	2	3	27	27
761	10636	0	0	0	2	3	27	27
762	10637	0	0	0	3	3	33	33
763	10638	0	0	0	4	3	33	33
764	10638	0	0	0	4	51	100	100
765	10638	0	0	0	4	174	100	100
766	10639	0	0	0	2	3	27	27
767	10640	0	0	0	2	3	27	27
768	10641	0	0	0	3	3	33	33
769	10642	0	0	0	4	3	33	33
770	10642	0	0	0	4	51	100	100
771	10642	0	0	0	4	174	100	100
772	10643	0	0	0	4	3	33	33
773	10643	0	0	0	4	51	100	100
774	10643	0	0	0	4	174	100	100
775	10644	0	0	0	2	3	30	30
776	10645	0	0	0	2	3	30	30
777	10646	0	0	0	3	3	39	39
778	10647	0	0	0	4	3	33	33
779	10647	0	0	0	4	51	150	150
780	10647	0	0	0	4	174	200	200
781	10648	0	0	0	4	3	33	33
782	10648	0	0	0	4	51	150	150
783	10648	0	0	0	4	174	200	200
784	10649	0	0	0	2	3	36	36
785	10650	0	0	0	2	3	36	36
786	10651	0	0	0	3	3	45	45
787	10652	0	0	0	4	3	45	45
788	10652	0	0	0	4	51	200	200
789	10652	0	0	0	4	174	300	300
790	10653	0	0	0	4	3	45	45
791	10653	0	0	0	4	51	200	200
792	10653	0	0	0	4	174	300	300
793	10654	0	0	0	2	23	120	120
794	10655	0	0	0	2	23	120	120
795	10656	0	0	0	3	23	150	150
796	10657	0	0	0	4	23	150	150
797	10657	0	0	0	4	34	300	300
798	10658	0	0	0	4	23	150	150
799	10658	0	0	0	4	34	300	300
800	10659	0	0	0	2	22	120	120
801	10660	0	0	0	2	22	120	120
802	10661	0	0	0	3	22	150	150
803	10662	0	0	0	4	22	150	150
804	10662	0	0	0	4	33	200	200
805	10662	0	0	0	4	131	300	300
806	10663	0	0	0	4	22	150	150
807	10663	0	0	0	4	33	200	200
808	10663	0	0	0	4	131	300	300
809	10664	0	0	0	1	1	150	210
810	10665	0	0	0	2	1	220	360
811	10666	0	0	0	1	1	150	210
812	10667	0	0	0	2	1	220	360
813	10668	0	0	0	2	3	22	36
814	10669	0	0	0	3	3	40	45
815	10670	0	0	0	3	21	133	150
816	10671	0	0	0	3	23	133	150
817	10672	0	0	0	3	25	133	150
818	10673	0	0	0	3	3	40	45
819	10674	0	0	0	4	3	40	45
820	10674	0	0	0	4	12	100	200
821	10674	0	0	0	4	173	100	200
822	10675	0	0	0	1	3	15	21
823	10676	0	0	0	2	3	22	36
824	10677	0	0	0	1	3	15	21
825	10678	0	0	0	2	3	22	36
826	10679	0	0	0	2	3	22	36
827	10680	0	0	0	3	3	40	45
828	10681	0	0	0	3	21	133	150
829	10682	0	0	0	3	23	133	150
830	10683	0	0	0	3	25	133	150
831	10684	0	0	0	3	23	133	150
832	10685	0	0	0	4	32	100	150
833	10685	0	0	0	4	34	100	150
834	10685	0	0	0	4	52	50	100
835	10686	0	0	0	1	3	15	21
836	10687	0	0	0	2	3	22	36
837	10688	0	0	0	1	3	15	21
838	10689	0	0	0	2	3	22	36
839	10690	0	0	0	2	1	220	360
840	10691	0	0	0	3	1	400	450
841	10692	0	0	0	3	22	133	150
842	10693	0	0	0	3	24	133	150
843	10694	0	0	0	3	26	133	150
844	10695	0	0	0	3	4	40	45
845	10696	0	0	0	4	1	400	450
846	10696	0	0	0	4	11	150	200
847	10696	0	0	0	4	30	100	150
848	10697	0	0	0	1	3	15	21
849	10698	0	0	0	2	3	22	36
850	10699	0	0	0	1	3	15	21
851	10700	0	0	0	2	3	22	36
852	10701	0	0	0	2	3	22	36
853	10702	0	0	0	3	3	40	45
854	10703	0	0	0	3	21	133	150
855	10704	0	0	0	3	23	133	150
856	10705	0	0	0	3	25	133	150
857	10706	0	0	0	3	3	40	45
858	10707	0	0	0	4	3	40	45
859	10707	0	0	0	4	206	50	100
860	10707	0	0	0	4	174	200	400
861	10708	0	0	0	1	3	15	21
862	10709	0	0	0	2	3	22	36
863	10710	0	0	0	1	3	15	21
864	10711	0	0	0	2	3	22	36
865	10712	0	0	0	2	3	22	36
866	10713	0	0	0	3	3	40	45
867	10714	0	0	0	3	21	133	150
868	10715	0	0	0	3	23	133	150
869	10716	0	0	0	3	25	133	150
870	10717	0	0	0	3	4	40	45
871	10718	0	0	0	4	131	150	250
872	10718	0	0	0	4	132	150	250
873	10719	0	0	0	1	1	150	210
874	10720	0	0	0	2	1	220	360
875	10721	0	0	0	1	1	150	210
876	10722	0	0	0	2	1	220	360
877	10723	0	0	0	2	1	220	360
878	10724	0	0	0	3	1	400	450
879	10725	0	0	0	3	22	133	150
880	10726	0	0	0	3	24	133	150
881	10727	0	0	0	3	26	133	150
882	10728	0	0	0	3	1	400	450
883	10729	0	0	0	4	1	400	450
884	10729	0	0	0	4	11	150	200
885	10729	0	0	0	4	52	100	150
886	10730	0	0	0	1	3	6	15
887	10731	0	0	0	2	3	16	27
888	10732	0	0	0	1	3	6	15
889	10733	0	0	0	2	3	16	27
890	10734	0	0	0	2	3	16	27
891	10735	0	0	0	3	3	28	33
892	10736	0	0	0	3	21	93	110
893	10737	0	0	0	3	23	93	110
894	10738	0	0	0	3	25	93	110
895	10739	0	0	0	3	3	28	33
896	10740	1	80	120	4	3	80	80
897	10740	1	80	120	4	4	80	80
898	10740	1	400	600	4	1	400	400
899	10741	2	0	0	4	3	81	81
900	10741	2	0	0	4	4	81	81
901	10741	2	0	0	4	1	405	405
902	10742	2	0	0	4	3	82	82
903	10742	2	0	0	4	4	82	82
904	10742	2	0	0	4	1	410	410
905	10743	2	0	0	4	3	83	83
906	10743	2	0	0	4	4	83	83
907	10743	2	0	0	4	1	415	415
908	10744	2	0	0	4	3	84	84
909	10744	2	0	0	4	4	84	84
910	10744	2	0	0	4	1	420	420
911	10745	2	0	0	4	3	85	85
912	10745	2	0	0	4	4	85	85
913	10745	2	0	0	4	1	425	425
914	10746	2	0	0	4	3	86	86
915	10746	2	0	0	4	4	86	86
916	10746	2	0	0	4	1	430	430
917	10747	2	0	0	4	3	87	87
918	10747	2	0	0	4	4	87	87
919	10747	2	0	0	4	1	435	435
920	10748	2	0	0	4	3	88	88
921	10748	2	0	0	4	4	88	88
922	10748	2	0	0	4	1	440	440
923	10749	2	0	0	4	3	89	89
924	10749	2	0	0	4	4	89	89
925	10749	2	0	0	4	1	445	445
926	10750	2	0	0	4	3	90	90
927	10750	2	0	0	4	4	90	90
928	10750	2	0	0	4	1	450	450
929	10751	2	0	0	4	3	91	91
930	10751	2	0	0	4	4	91	91
931	10751	2	0	0	4	1	455	455
932	10752	2	0	0	4	3	92	92
933	10752	2	0	0	4	4	92	92
934	10752	2	0	0	4	1	460	460
935	10753	2	0	0	4	3	93	93
936	10753	2	0	0	4	4	93	93
937	10753	2	0	0	4	1	465	465
938	10754	2	0	0	4	3	94	94
939	10754	2	0	0	4	4	94	94
940	10754	2	0	0	4	1	470	470
941	10755	2	0	0	4	3	95	95
942	10755	2	0	0	4	4	95	95
943	10755	2	0	0	4	1	475	475
944	10756	2	0	0	4	3	96	96
945	10756	2	0	0	4	4	96	96
946	10756	2	0	0	4	1	480	480
947	10757	2	0	0	4	3	97	97
948	10757	2	0	0	4	4	97	97
949	10757	2	0	0	4	1	485	485
950	10758	2	0	0	4	3	98	98
951	10758	2	0	0	4	4	98	98
952	10758	2	0	0	4	1	490	490
953	10759	2	0	0	4	3	99	99
954	10759	2	0	0	4	4	99	99
955	10759	2	0	0	4	1	495	495
956	10760	2	0	0	4	3	100	100
957	10760	2	0	0	4	4	100	100
958	10760	2	0	0	4	1	500	500
959	10761	2	0	0	4	3	101	101
960	10761	2	0	0	4	4	101	101
961	10761	2	0	0	4	1	505	505
962	10762	2	0	0	4	3	102	102
963	10762	2	0	0	4	4	102	102
964	10762	2	0	0	4	1	510	510
965	10763	2	0	0	4	3	103	103
966	10763	2	0	0	4	4	103	103
967	10763	2	0	0	4	1	515	515
968	10764	2	0	0	4	3	104	104
969	10764	2	0	0	4	4	104	104
970	10764	2	0	0	4	1	520	520
971	10765	2	0	0	4	3	105	105
972	10765	2	0	0	4	4	105	105
973	10765	2	0	0	4	1	525	525
974	10766	2	0	0	4	3	106	106
975	10766	2	0	0	4	4	106	106
976	10766	2	0	0	4	1	530	530
977	10767	2	0	0	4	3	107	107
978	10767	2	0	0	4	4	107	107
979	10767	2	0	0	4	1	535	535
980	10768	2	0	0	4	3	108	108
981	10768	2	0	0	4	4	108	108
982	10768	2	0	0	4	1	540	540
983	10769	2	0	0	4	3	109	109
984	10769	2	0	0	4	4	109	109
985	10769	2	0	0	4	1	545	545
986	10770	2	0	0	4	3	110	110
987	10770	2	0	0	4	4	110	110
988	10770	2	0	0	4	1	550	550
989	10771	2	0	0	4	3	111	111
990	10771	2	0	0	4	4	111	111
991	10771	2	0	0	4	1	555	555
992	10772	2	0	0	4	3	112	112
993	10772	2	0	0	4	4	112	112
994	10772	2	0	0	4	1	560	560
995	10773	2	0	0	4	3	113	113
996	10773	2	0	0	4	4	113	113
997	10773	2	0	0	4	1	565	565
998	10774	2	0	0	4	3	114	114
999	10774	2	0	0	4	4	114	114
1000	10774	2	0	0	4	1	570	570
1001	10775	2	0	0	4	3	115	115
1002	10775	2	0	0	4	4	115	115
1003	10775	2	0	0	4	1	575	575
1004	10776	2	0	0	4	3	116	116
1005	10776	2	0	0	4	4	116	116
1006	10776	2	0	0	4	1	580	580
1007	10777	2	0	0	4	3	117	117
1008	10777	2	0	0	4	4	117	117
1009	10777	2	0	0	4	1	585	585
1010	10778	2	0	0	4	3	118	118
1011	10778	2	0	0	4	4	118	118
1012	10778	2	0	0	4	1	590	590
1013	10779	2	0	0	4	3	119	119
1014	10779	2	0	0	4	4	119	119
1015	10779	2	0	0	4	1	595	595
1016	10780	2	0	0	4	3	120	120
1017	10780	2	0	0	4	4	120	120
1018	10780	2	0	0	4	1	600	600
1019	10781	0	0	0	1	3	9	15
1020	10782	0	0	0	2	3	16	27
1021	10783	0	0	0	1	3	9	15
1022	10784	0	0	0	2	3	16	27
1023	10785	0	0	0	2	3	16	27
1024	10786	0	0	0	3	3	28	33
1025	10787	0	0	0	3	21	93	110
1026	10788	0	0	0	3	23	93	110
1027	10789	0	0	0	3	25	93	110
1028	10790	0	0	0	1	3	12	18
1029	10791	0	0	0	2	3	19	30
1030	10792	0	0	0	1	3	12	18
1031	10793	0	0	0	2	3	19	30
1032	10794	0	0	0	2	3	19	30
1033	10795	0	0	0	3	3	34	39
1034	10796	0	0	0	3	21	113	130
1035	10797	0	0	0	3	23	113	130
1036	10798	0	0	0	3	25	113	130
1037	10799	0	0	0	3	3	28	33
1038	10800	1	120	180	4	3	120	120
1039	10800	1	120	180	4	4	120	120
1040	10800	1	600	900	4	1	600	600
1041	10801	2	0	0	4	3	120	120
1042	10801	2	0	0	4	4	120	120
1043	10801	2	0	0	4	1	600	600
1044	10802	2	0	0	4	3	120	120
1045	10802	2	0	0	4	4	120	120
1046	10802	2	0	0	4	1	600	600
1047	10803	2	0	0	4	3	121	121
1048	10803	2	0	0	4	4	121	121
1049	10803	2	0	0	4	1	605	605
1050	10804	2	0	0	4	3	122	122
1051	10804	2	0	0	4	4	122	122
1052	10804	2	0	0	4	1	610	610
1053	10805	2	0	0	4	3	123	123
1054	10805	2	0	0	4	4	123	123
1055	10805	2	0	0	4	1	615	615
1056	10806	2	0	0	4	3	124	124
1057	10806	2	0	0	4	4	124	124
1058	10806	2	0	0	4	1	620	620
1059	10807	2	0	0	4	3	125	125
1060	10807	2	0	0	4	4	125	125
1061	10807	2	0	0	4	1	625	625
1062	10808	2	0	0	4	3	126	126
1063	10808	2	0	0	4	4	126	126
1064	10808	2	0	0	4	1	630	630
1065	10809	2	0	0	4	3	127	127
1066	10809	2	0	0	4	4	127	127
1067	10809	2	0	0	4	1	635	635
1068	10810	2	0	0	4	3	128	128
1069	10810	2	0	0	4	4	128	128
1070	10810	2	0	0	4	1	640	640
1071	10811	2	0	0	4	3	129	129
1072	10811	2	0	0	4	4	129	129
1073	10811	2	0	0	4	1	645	645
1074	10812	2	0	0	4	3	130	130
1075	10812	2	0	0	4	4	130	130
1076	10812	2	0	0	4	1	650	650
1077	10813	2	0	0	4	3	131	131
1078	10813	2	0	0	4	4	131	131
1079	10813	2	0	0	4	1	655	655
1080	10814	2	0	0	4	3	132	132
1081	10814	2	0	0	4	4	132	132
1082	10814	2	0	0	4	1	660	660
1083	10815	2	0	0	4	3	133	133
1084	10815	2	0	0	4	4	133	133
1085	10815	2	0	0	4	1	665	665
1086	10816	2	0	0	4	3	134	134
1087	10816	2	0	0	4	4	134	134
1088	10816	2	0	0	4	1	670	670
1089	10817	2	0	0	4	3	135	135
1090	10817	2	0	0	4	4	135	135
1091	10817	2	0	0	4	1	675	675
1092	10818	2	0	0	4	3	136	136
1093	10818	2	0	0	4	4	136	136
1094	10818	2	0	0	4	1	680	680
1095	10819	2	0	0	4	3	137	137
1096	10819	2	0	0	4	4	137	137
1097	10819	2	0	0	4	1	685	685
1098	10820	2	0	0	4	3	138	138
1099	10820	2	0	0	4	4	138	138
1100	10820	2	0	0	4	1	690	690
1101	10821	2	0	0	4	3	139	139
1102	10821	2	0	0	4	4	139	139
1103	10821	2	0	0	4	1	695	695
1104	10822	2	0	0	4	3	140	140
1105	10822	2	0	0	4	4	140	140
1106	10822	2	0	0	4	1	700	700
1107	10823	2	0	0	4	3	141	141
1108	10823	2	0	0	4	4	141	141
1109	10823	2	0	0	4	1	705	705
1110	10824	2	0	0	4	3	142	142
1111	10824	2	0	0	4	4	142	142
1112	10824	2	0	0	4	1	710	710
1113	10825	2	0	0	4	3	143	143
1114	10825	2	0	0	4	4	143	143
1115	10825	2	0	0	4	1	715	715
1116	10826	2	0	0	4	3	144	144
1117	10826	2	0	0	4	4	144	144
1118	10826	2	0	0	4	1	720	720
1119	10827	2	0	0	4	3	145	145
1120	10827	2	0	0	4	4	145	145
1121	10827	2	0	0	4	1	725	725
1122	10828	2	0	0	4	3	146	146
1123	10828	2	0	0	4	4	146	146
1124	10828	2	0	0	4	1	730	730
1125	10829	2	0	0	4	3	147	147
1126	10829	2	0	0	4	4	147	147
1127	10829	2	0	0	4	1	735	735
1128	10830	2	0	0	4	3	148	148
1129	10830	2	0	0	4	4	148	148
1130	10830	2	0	0	4	1	740	740
1131	10831	2	0	0	4	3	149	149
1132	10831	2	0	0	4	4	149	149
1133	10831	2	0	0	4	1	745	745
1134	10832	2	0	0	4	3	150	150
1135	10832	2	0	0	4	4	150	150
1136	10832	2	0	0	4	1	750	750
1137	10833	2	0	0	4	3	151	151
1138	10833	2	0	0	4	4	151	151
1139	10833	2	0	0	4	1	755	755
1140	10834	2	0	0	4	3	152	152
1141	10834	2	0	0	4	4	152	152
1142	10834	2	0	0	4	1	760	760
1143	10835	2	0	0	4	3	153	153
1144	10835	2	0	0	4	4	153	153
1145	10835	2	0	0	4	1	765	765
1146	10836	2	0	0	4	3	154	154
1147	10836	2	0	0	4	4	154	154
1148	10836	2	0	0	4	1	770	770
1149	10837	2	0	0	4	3	155	155
1150	10837	2	0	0	4	4	155	155
1151	10837	2	0	0	4	1	775	775
1152	10838	2	0	0	4	3	156	156
1153	10838	2	0	0	4	4	156	156
1154	10838	2	0	0	4	1	780	780
1155	10839	2	0	0	4	3	157	157
1156	10839	2	0	0	4	4	157	157
1157	10839	2	0	0	4	1	785	785
1158	10840	2	0	0	4	3	158	158
1159	10840	2	0	0	4	4	158	158
1160	10840	2	0	0	4	1	790	790
1161	10841	2	0	0	4	3	159	159
1162	10841	2	0	0	4	4	159	159
1163	10841	2	0	0	4	1	795	795
1164	10842	2	0	0	4	3	160	160
1165	10842	2	0	0	4	4	160	160
1166	10842	2	0	0	4	1	800	800
1167	10843	2	0	0	4	3	161	161
1168	10843	2	0	0	4	4	161	161
1169	10843	2	0	0	4	1	805	805
1170	10844	2	0	0	4	3	162	162
1171	10844	2	0	0	4	4	162	162
1172	10844	2	0	0	4	1	810	810
1173	10845	2	0	0	4	3	163	163
1174	10845	2	0	0	4	4	163	163
1175	10845	2	0	0	4	1	815	815
1176	10846	2	0	0	4	3	164	164
1177	10846	2	0	0	4	4	164	164
1178	10846	2	0	0	4	1	820	820
1179	10847	2	0	0	4	3	165	165
1180	10847	2	0	0	4	4	165	165
1181	10847	2	0	0	4	1	825	825
1182	10848	2	0	0	4	3	166	166
1183	10848	2	0	0	4	4	166	166
1184	10848	2	0	0	4	1	830	830
1185	10849	2	0	0	4	3	167	167
1186	10849	2	0	0	4	4	167	167
1187	10849	2	0	0	4	1	835	835
1188	10850	2	0	0	4	3	168	168
1189	10850	2	0	0	4	4	168	168
1190	10850	2	0	0	4	1	840	840
1191	10851	2	0	0	4	3	169	169
1192	10851	2	0	0	4	4	169	169
1193	10851	2	0	0	4	1	845	845
1194	10852	2	0	0	4	3	170	170
1195	10852	2	0	0	4	4	170	170
1196	10852	2	0	0	4	1	850	850
1197	10853	2	0	0	4	3	171	171
1198	10853	2	0	0	4	4	171	171
1199	10853	2	0	0	4	1	855	855
1200	10854	2	0	0	4	3	172	172
1201	10854	2	0	0	4	4	172	172
1202	10854	2	0	0	4	1	860	860
1203	10855	2	0	0	4	3	173	173
1204	10855	2	0	0	4	4	173	173
1205	10855	2	0	0	4	1	865	865
1206	10856	2	0	0	4	3	174	174
1207	10856	2	0	0	4	4	174	174
1208	10856	2	0	0	4	1	870	870
1209	10857	2	0	0	4	3	175	175
1210	10857	2	0	0	4	4	175	175
1211	10857	2	0	0	4	1	875	875
1212	10858	2	0	0	4	3	176	176
1213	10858	2	0	0	4	4	176	176
1214	10858	2	0	0	4	1	880	880
1215	10859	2	0	0	4	3	177	177
1216	10859	2	0	0	4	4	177	177
1217	10859	2	0	0	4	1	885	885
1218	10860	2	0	0	4	3	178	178
1219	10860	2	0	0	4	4	178	178
1220	10860	2	0	0	4	1	890	890
1221	10861	2	0	0	4	3	179	179
1222	10861	2	0	0	4	4	179	179
1223	10861	2	0	0	4	1	895	895
1224	10862	2	0	0	4	3	180	180
1225	10862	2	0	0	4	4	180	180
1226	10862	2	0	0	4	1	900	900
1227	10863	0	0	0	1	3	15	21
1228	10864	0	0	0	2	3	22	36
1229	10865	0	0	0	1	3	15	21
1230	10866	0	0	0	2	3	22	36
1231	10867	0	0	0	2	3	22	36
1232	10868	0	0	0	3	3	40	45
1233	10869	0	0	0	3	21	133	150
1234	10870	0	0	0	3	23	133	150
1235	10871	0	0	0	3	25	133	150
1236	10872	0	0	0	3	3	28	33
1237	10873	1	180	240	4	3	180	180
1238	10873	1	180	240	4	4	180	180
1239	10873	1	900	1200	4	1	900	900
1240	10874	2	0	0	4	3	181	181
1241	10874	2	0	0	4	4	181	181
1242	10874	2	0	0	4	1	905	905
1243	10875	2	0	0	4	3	182	182
1244	10875	2	0	0	4	4	182	182
1245	10875	2	0	0	4	1	910	910
1246	10876	2	0	0	4	3	183	183
1247	10876	2	0	0	4	4	183	183
1248	10876	2	0	0	4	1	915	915
1249	10877	2	0	0	4	3	184	184
1250	10877	2	0	0	4	4	184	184
1251	10877	2	0	0	4	1	920	920
1252	10878	2	0	0	4	3	185	185
1253	10878	2	0	0	4	4	185	185
1254	10878	2	0	0	4	1	925	925
1255	10879	2	0	0	4	3	186	186
1256	10879	2	0	0	4	4	186	186
1257	10879	2	0	0	4	1	930	930
1258	10880	2	0	0	4	3	187	187
1259	10880	2	0	0	4	4	187	187
1260	10880	2	0	0	4	1	935	935
1261	10881	2	0	0	4	3	188	188
1262	10881	2	0	0	4	4	188	188
1263	10881	2	0	0	4	1	940	940
1264	10882	2	0	0	4	3	189	189
1265	10882	2	0	0	4	4	189	189
1266	10882	2	0	0	4	1	945	945
1267	10883	2	0	0	4	3	190	190
1268	10883	2	0	0	4	4	190	190
1269	10883	2	0	0	4	1	950	950
1270	10884	2	0	0	4	3	191	191
1271	10884	2	0	0	4	4	191	191
1272	10884	2	0	0	4	1	955	955
1273	10885	2	0	0	4	3	192	192
1274	10885	2	0	0	4	4	192	192
1275	10885	2	0	0	4	1	960	960
1276	10886	2	0	0	4	3	193	193
1277	10886	2	0	0	4	4	193	193
1278	10886	2	0	0	4	1	965	965
1279	10887	2	0	0	4	3	194	194
1280	10887	2	0	0	4	4	194	194
1281	10887	2	0	0	4	1	970	970
1282	10888	2	0	0	4	3	195	195
1283	10888	2	0	0	4	4	195	195
1284	10888	2	0	0	4	1	975	975
1285	10889	2	0	0	4	3	196	196
1286	10889	2	0	0	4	4	196	196
1287	10889	2	0	0	4	1	980	980
1288	10890	2	0	0	4	3	197	197
1289	10890	2	0	0	4	4	197	197
1290	10890	2	0	0	4	1	985	985
1291	10891	2	0	0	4	3	198	198
1292	10891	2	0	0	4	4	198	198
1293	10891	2	0	0	4	1	990	990
1294	10892	2	0	0	4	3	199	199
1295	10892	2	0	0	4	4	199	199
1296	10892	2	0	0	4	1	995	995
1297	10893	2	0	0	4	3	200	200
1298	10893	2	0	0	4	4	200	200
1299	10893	2	0	0	4	1	1000	1000
1300	10894	2	0	0	4	3	201	201
1301	10894	2	0	0	4	4	201	201
1302	10894	2	0	0	4	1	1005	1005
1303	10895	2	0	0	4	3	202	202
1304	10895	2	0	0	4	4	202	202
1305	10895	2	0	0	4	1	1010	1010
1306	10896	2	0	0	4	3	203	203
1307	10896	2	0	0	4	4	203	203
1308	10896	2	0	0	4	1	1015	1015
1309	10897	2	0	0	4	3	204	204
1310	10897	2	0	0	4	4	204	204
1311	10897	2	0	0	4	1	1020	1020
1312	10898	2	0	0	4	3	205	205
1313	10898	2	0	0	4	4	205	205
1314	10898	2	0	0	4	1	1025	1025
1315	10899	2	0	0	4	3	206	206
1316	10899	2	0	0	4	4	206	206
1317	10899	2	0	0	4	1	1030	1030
1318	10900	2	0	0	4	3	207	207
1319	10900	2	0	0	4	4	207	207
1320	10900	2	0	0	4	1	1035	1035
1321	10901	2	0	0	4	3	208	208
1322	10901	2	0	0	4	4	208	208
1323	10901	2	0	0	4	1	1040	1040
1324	10902	2	0	0	4	3	209	209
1325	10902	2	0	0	4	4	209	209
1326	10902	2	0	0	4	1	1045	1045
1327	10903	2	0	0	4	3	210	210
1328	10903	2	0	0	4	4	210	210
1329	10903	2	0	0	4	1	1050	1050
1330	10904	2	0	0	4	3	211	211
1331	10904	2	0	0	4	4	211	211
1332	10904	2	0	0	4	1	1055	1055
1333	10905	2	0	0	4	3	212	212
1334	10905	2	0	0	4	4	212	212
1335	10905	2	0	0	4	1	1060	1060
1336	10906	2	0	0	4	3	213	213
1337	10906	2	0	0	4	4	213	213
1338	10906	2	0	0	4	1	1065	1065
1339	10907	2	0	0	4	3	214	214
1340	10907	2	0	0	4	4	214	214
1341	10907	2	0	0	4	1	1070	1070
1342	10908	2	0	0	4	3	215	215
1343	10908	2	0	0	4	4	215	215
1344	10908	2	0	0	4	1	1075	1075
1345	10909	2	0	0	4	3	216	216
1346	10909	2	0	0	4	4	216	216
1347	10909	2	0	0	4	1	1080	1080
1348	10910	2	0	0	4	3	217	217
1349	10910	2	0	0	4	4	217	217
1350	10910	2	0	0	4	1	1085	1085
1351	10911	2	0	0	4	3	218	218
1352	10911	2	0	0	4	4	218	218
1353	10911	2	0	0	4	1	1090	1090
1354	10912	2	0	0	4	3	219	219
1355	10912	2	0	0	4	4	219	219
1356	10912	2	0	0	4	1	1095	1095
1357	10913	2	0	0	4	3	220	220
1358	10913	2	0	0	4	4	220	220
1359	10913	2	0	0	4	1	1100	1100
1360	10914	2	0	0	4	3	221	221
1361	10914	2	0	0	4	4	221	221
1362	10914	2	0	0	4	1	1105	1105
1363	10915	2	0	0	4	3	222	222
1364	10915	2	0	0	4	4	222	222
1365	10915	2	0	0	4	1	1110	1110
1366	10916	2	0	0	4	3	223	223
1367	10916	2	0	0	4	4	223	223
1368	10916	2	0	0	4	1	1115	1115
1369	10917	2	0	0	4	3	224	224
1370	10917	2	0	0	4	4	224	224
1371	10917	2	0	0	4	1	1120	1120
1372	10918	2	0	0	4	3	225	225
1373	10918	2	0	0	4	4	225	225
1374	10918	2	0	0	4	1	1125	1125
1375	10919	2	0	0	4	3	226	226
1376	10919	2	0	0	4	4	226	226
1377	10919	2	0	0	4	1	1130	1130
1378	10920	2	0	0	4	3	227	227
1379	10920	2	0	0	4	4	227	227
1380	10920	2	0	0	4	1	1135	1135
1381	10921	2	0	0	4	3	228	228
1382	10921	2	0	0	4	4	228	228
1383	10921	2	0	0	4	1	1140	1140
1384	10922	2	0	0	4	3	229	229
1385	10922	2	0	0	4	4	229	229
1386	10922	2	0	0	4	1	1145	1145
1387	10923	2	0	0	4	3	230	230
1388	10923	2	0	0	4	4	230	230
1389	10923	2	0	0	4	1	1150	1150
1390	10924	2	0	0	4	3	231	231
1391	10924	2	0	0	4	4	231	231
1392	10924	2	0	0	4	1	1155	1155
1393	10925	2	0	0	4	3	232	232
1394	10925	2	0	0	4	4	232	232
1395	10925	2	0	0	4	1	1160	1160
1396	10926	2	0	0	4	3	233	233
1397	10926	2	0	0	4	4	233	233
1398	10926	2	0	0	4	1	1165	1165
1399	10927	2	0	0	4	3	234	234
1400	10927	2	0	0	4	4	234	234
1401	10927	2	0	0	4	1	1170	1170
1402	10928	2	0	0	4	3	235	235
1403	10928	2	0	0	4	4	235	235
1404	10928	2	0	0	4	1	1175	1175
1405	10929	2	0	0	4	3	236	236
1406	10929	2	0	0	4	4	236	236
1407	10929	2	0	0	4	1	1180	1180
1408	10930	2	0	0	4	3	237	237
1409	10930	2	0	0	4	4	237	237
1410	10930	2	0	0	4	1	1185	1185
1411	10931	2	0	0	4	3	238	238
1412	10931	2	0	0	4	4	238	238
1413	10931	2	0	0	4	1	1190	1190
1414	10932	2	0	0	4	3	239	239
1415	10932	2	0	0	4	4	239	239
1416	10932	2	0	0	4	1	1195	1195
1417	10933	2	0	0	4	3	240	240
1418	10933	2	0	0	4	4	240	240
1419	10933	2	0	0	4	1	1200	1200
1420	10934	0	0	0	1	4	6	12
1421	10935	0	0	0	2	4	13	21
1422	10936	0	0	0	1	4	6	12
1423	10937	0	0	0	2	4	13	21
1424	10938	0	0	0	2	4	13	21
1425	10939	0	0	0	3	4	22	27
1426	10940	0	0	0	3	22	73	90
1427	10941	0	0	0	3	24	73	90
1428	10942	0	0	0	3	26	73	90
1429	10943	0	0	0	3	1	220	270
1430	10944	0	0	0	4	32	50	150
1431	10944	0	0	0	4	174	150	250
1432	10944	0	0	0	4	1	220	270
1433	10945	0	0	0	1	4	6	15
