流水	战宠	个性	权重
1144	pet_177	11405	122
1145	pet_177	11502	37
1146	pet_177	11503	127
1147	pet_177	11504	375
1148	pet_177	11505	210
1149	pet_177	11602	40
1150	pet_177	11603	136
1151	pet_177	11604	400
1152	pet_177	11605	224
1153	pet_177	11702	37
1154	pet_177	11703	127
1155	pet_177	11704	375
1156	pet_177	11705	210
1157	pet_177	11802	21
1158	pet_177	11803	74
1159	pet_177	11804	218
1160	pet_177	11805	122
1161	pet_177	11902	21
1162	pet_177	11903	74
1163	pet_177	11904	219
1164	pet_177	11905	122
1165	pet_179	10802	21
1166	pet_179	10803	74
1167	pet_179	10804	218
1168	pet_179	10805	122
1169	pet_179	10902	37
1170	pet_179	10903	127
1171	pet_179	10904	375
1172	pet_179	10905	210
1173	pet_179	11002	65
1174	pet_179	11003	221
1175	pet_179	11004	650
1176	pet_179	11005	364
1177	pet_179	11102	65
1178	pet_179	11103	221
1179	pet_179	11104	650
1180	pet_179	11105	364
1181	pet_179	11202	65
1182	pet_179	11203	221
1183	pet_179	11204	650
1184	pet_179	11205	364
1185	pet_179	11302	65
1186	pet_179	11303	221
1187	pet_179	11304	650
1188	pet_179	11305	364
1189	pet_179	11402	21
1190	pet_179	11403	74
1191	pet_179	11404	218
1192	pet_179	11405	122
1193	pet_179	11502	37
1194	pet_179	11503	127
1195	pet_179	11504	375
1196	pet_179	11505	210
1197	pet_179	11602	40
1198	pet_179	11603	136
1199	pet_179	11604	400
1200	pet_179	11605	224
1201	pet_179	11702	37
1202	pet_179	11703	127
1203	pet_179	11704	375
1204	pet_179	11705	210
1205	pet_179	11802	21
1206	pet_179	11803	74
1207	pet_179	11804	218
1208	pet_179	11805	122
1209	pet_179	11902	21
1210	pet_179	11903	74
1211	pet_179	11904	219
1212	pet_179	11905	122
1213	pet_181	10702	21
1214	pet_181	10703	74
1215	pet_181	10704	218
1216	pet_181	10705	122
1217	pet_181	10902	37
1218	pet_181	10903	127
1219	pet_181	10904	375
1220	pet_181	10905	210
1221	pet_181	11002	65
1222	pet_181	11003	221
1223	pet_181	11004	650
1224	pet_181	11005	364
1225	pet_181	11102	65
1226	pet_181	11103	221
1227	pet_181	11104	650
1228	pet_181	11105	364
1229	pet_181	11202	65
1230	pet_181	11203	221
1231	pet_181	11204	650
1232	pet_181	11205	364
1233	pet_181	11302	65
1234	pet_181	11303	221
1235	pet_181	11304	650
1236	pet_181	11305	364
1237	pet_181	11402	21
1238	pet_181	11403	74
1239	pet_181	11404	218
1240	pet_181	11405	122
1241	pet_181	11502	37
1242	pet_181	11503	127
1243	pet_181	11504	375
1244	pet_181	11505	210
1245	pet_181	11602	40
1246	pet_181	11603	136
1247	pet_181	11604	400
1248	pet_181	11605	224
1249	pet_181	11702	37
1250	pet_181	11703	127
1251	pet_181	11704	375
1252	pet_181	11705	210
1253	pet_181	11802	21
1254	pet_181	11803	74
1255	pet_181	11804	218
1256	pet_181	11805	122
1257	pet_181	11902	21
1258	pet_181	11903	74
1259	pet_181	11904	219
1260	pet_181	11905	122
1261	pet_183	10702	21
1262	pet_183	10703	74
1263	pet_183	10704	218
1264	pet_183	10705	122
1265	pet_183	10902	37
1266	pet_183	10903	127
1267	pet_183	10904	375
1268	pet_183	10905	210
1269	pet_183	11002	65
1270	pet_183	11003	221
1271	pet_183	11004	650
1272	pet_183	11005	364
1273	pet_183	11102	65
1274	pet_183	11103	221
1275	pet_183	11104	650
1276	pet_183	11105	364
1277	pet_183	11202	65
1278	pet_183	11203	221
1279	pet_183	11204	650
1280	pet_183	11205	364
1281	pet_183	11302	65
1282	pet_183	11303	221
1283	pet_183	11304	650
1284	pet_183	11305	364
1285	pet_183	11402	21
1286	pet_183	11403	74
1287	pet_183	11404	218
1288	pet_183	11405	122
1289	pet_183	11502	37
1290	pet_183	11503	127
1291	pet_183	11504	375
1292	pet_183	11505	210
1293	pet_183	11602	40
1294	pet_183	11603	136
1295	pet_183	11604	400
1296	pet_183	11605	224
1297	pet_183	11702	37
1298	pet_183	11703	127
1299	pet_183	11704	375
1300	pet_183	11705	210
1301	pet_183	11802	21
1302	pet_183	11803	74
1303	pet_183	11804	218
1304	pet_183	11805	122
1305	pet_183	11902	21
1306	pet_183	11903	74
1307	pet_183	11904	219
1308	pet_183	11905	122
1309	pet_185	10702	21
1310	pet_185	10703	74
1311	pet_185	10704	218
1312	pet_185	10705	122
1313	pet_185	10902	37
1314	pet_185	10903	127
1315	pet_185	10904	375
1316	pet_185	10905	210
1317	pet_185	11002	65
1318	pet_185	11003	221
1319	pet_185	11004	650
1320	pet_185	11005	364
1321	pet_185	11102	65
1322	pet_185	11103	221
1323	pet_185	11104	650
1324	pet_185	11105	364
1325	pet_185	11202	65
1326	pet_185	11203	221
1327	pet_185	11204	650
1328	pet_185	11205	364
1329	pet_185	11302	65
1330	pet_185	11303	221
1331	pet_185	11304	650
1332	pet_185	11305	364
1333	pet_185	11402	21
1334	pet_185	11403	74
1335	pet_185	11404	218
1336	pet_185	11405	122
1337	pet_185	11502	37
1338	pet_185	11503	127
1339	pet_185	11504	375
1340	pet_185	11505	210
1341	pet_185	11602	40
1342	pet_185	11603	136
1343	pet_185	11604	400
1344	pet_185	11605	224
1345	pet_185	11702	37
1346	pet_185	11703	127
1347	pet_185	11704	375
1348	pet_185	11705	210
1349	pet_185	11802	21
1350	pet_185	11803	74
1351	pet_185	11804	218
1352	pet_185	11805	122
1353	pet_185	11902	21
1354	pet_185	11903	74
1355	pet_185	11904	219
1356	pet_185	11905	122
1357	pet_187	10802	21
1358	pet_187	10803	74
1359	pet_187	10804	218
1360	pet_187	10805	122
1361	pet_187	10902	37
1362	pet_187	10903	127
1363	pet_187	10904	375
1364	pet_187	10905	210
1365	pet_187	11002	65
1366	pet_187	11003	221
1367	pet_187	11004	650
1368	pet_187	11005	364
1369	pet_187	11102	65
1370	pet_187	11103	221
1371	pet_187	11104	650
1372	pet_187	11105	364
1373	pet_187	11202	65
1374	pet_187	11203	221
1375	pet_187	11204	650
1376	pet_187	11205	364
1377	pet_187	11302	65
1378	pet_187	11303	221
1379	pet_187	11304	650
1380	pet_187	11305	364
1381	pet_187	11402	21
1382	pet_187	11403	74
1383	pet_187	11404	218
1384	pet_187	11405	122
1385	pet_187	11502	37
1386	pet_187	11503	127
1387	pet_187	11504	375
1388	pet_187	11505	210
1389	pet_187	11602	40
1390	pet_187	11603	136
1391	pet_187	11604	400
1392	pet_187	11605	224
1393	pet_187	11702	37
1394	pet_187	11703	127
1395	pet_187	11704	375
1396	pet_187	11705	210
1397	pet_187	11802	21
1398	pet_187	11803	74
1399	pet_187	11804	218
1400	pet_187	11805	122
1401	pet_187	11902	21
1402	pet_187	11903	74
1403	pet_187	11904	219
1404	pet_187	11905	122
1405	pet_188	10802	21
1406	pet_188	10803	74
1407	pet_188	10804	218
1408	pet_188	10805	122
1409	pet_188	10902	37
1410	pet_188	10903	127
1411	pet_188	10904	375
1412	pet_188	10905	210
1413	pet_188	11002	65
1414	pet_188	11003	221
1415	pet_188	11004	650
1416	pet_188	11005	364
1417	pet_188	11102	65
1418	pet_188	11103	221
1419	pet_188	11104	650
1420	pet_188	11105	364
1421	pet_188	11202	65
1422	pet_188	11203	221
1423	pet_188	11204	650
1424	pet_188	11205	364
1425	pet_188	11302	65
1426	pet_188	11303	221
1427	pet_188	11304	650
1428	pet_188	11305	364
1429	pet_188	11402	21
1430	pet_188	11403	74
1431	pet_188	11404	218
1432	pet_188	11405	122
1433	pet_188	11502	37
1434	pet_188	11503	127
1435	pet_188	11504	375
1436	pet_188	11505	210
1437	pet_188	11602	40
1438	pet_188	11603	136
1439	pet_188	11604	400
1440	pet_188	11605	224
1441	pet_188	11702	37
1442	pet_188	11703	127
1443	pet_188	11704	375
1444	pet_188	11705	210
1445	pet_188	11802	21
1446	pet_188	11803	74
1447	pet_188	11804	218
1448	pet_188	11805	122
1449	pet_188	11902	21
1450	pet_188	11903	74
1451	pet_188	11904	219
1452	pet_188	11905	122
1453	pet_190	10702	21
1454	pet_190	10703	74
1455	pet_190	10704	218
1456	pet_190	10705	122
1457	pet_190	10902	37
1458	pet_190	10903	127
1459	pet_190	10904	375
1460	pet_190	10905	210
1461	pet_190	11002	65
1462	pet_190	11003	221
1463	pet_190	11004	650
1464	pet_190	11005	364
1465	pet_190	11102	65
1466	pet_190	11103	221
1467	pet_190	11104	650
1468	pet_190	11105	364
1469	pet_190	11202	65
1470	pet_190	11203	221
1471	pet_190	11204	650
1472	pet_190	11205	364
1473	pet_190	11302	65
1474	pet_190	11303	221
1475	pet_190	11304	650
1476	pet_190	11305	364
1477	pet_190	11402	21
1478	pet_190	11403	74
1479	pet_190	11404	218
1480	pet_190	11405	122
1481	pet_190	11502	37
1482	pet_190	11503	127
1483	pet_190	11504	375
1484	pet_190	11505	210
1485	pet_190	11602	40
1486	pet_190	11603	136
1487	pet_190	11604	400
1488	pet_190	11605	224
1489	pet_190	11702	37
1490	pet_190	11703	127
1491	pet_190	11704	375
1492	pet_190	11705	210
1493	pet_190	11802	21
1494	pet_190	11803	74
1495	pet_190	11804	218
1496	pet_190	11805	122
1497	pet_190	11902	21
1498	pet_190	11903	74
1499	pet_190	11904	219
1500	pet_190	11905	122
1501	pet_192	10702	21
1502	pet_192	10703	74
1503	pet_192	10704	218
1504	pet_192	10705	122
1505	pet_192	10902	37
1506	pet_192	10903	127
1507	pet_192	10904	375
1508	pet_192	10905	210
1509	pet_192	11002	65
1510	pet_192	11003	221
1511	pet_192	11004	650
1512	pet_192	11005	364
1513	pet_192	11102	65
1514	pet_192	11103	221
1515	pet_192	11104	650
1516	pet_192	11105	364
1517	pet_192	11202	65
1518	pet_192	11203	221
1519	pet_192	11204	650
1520	pet_192	11205	364
1521	pet_192	11302	65
1522	pet_192	11303	221
1523	pet_192	11304	650
1524	pet_192	11305	364
1525	pet_192	11402	21
1526	pet_192	11403	74
1527	pet_192	11404	218
1528	pet_192	11405	122
1529	pet_192	11502	37
1530	pet_192	11503	127
1531	pet_192	11504	375
1532	pet_192	11505	210
1533	pet_192	11602	40
1534	pet_192	11603	136
1535	pet_192	11604	400
1536	pet_192	11605	224
1537	pet_192	11702	37
1538	pet_192	11703	127
1539	pet_192	11704	375
1540	pet_192	11705	210
1541	pet_192	11802	21
1542	pet_192	11803	74
1543	pet_192	11804	218
1544	pet_192	11805	122
1545	pet_192	11902	21
1546	pet_192	11903	74
1547	pet_192	11904	219
1548	pet_192	11905	122
1549	pet_194	10802	21
1550	pet_194	10803	74
1551	pet_194	10804	218
1552	pet_194	10805	122
1553	pet_194	10902	37
1554	pet_194	10903	127
1555	pet_194	10904	375
1556	pet_194	10905	210
1557	pet_194	11002	65
1558	pet_194	11003	221
1559	pet_194	11004	650
1560	pet_194	11005	364
1561	pet_194	11102	65
1562	pet_194	11103	221
1563	pet_194	11104	650
1564	pet_194	11105	364
1565	pet_194	11202	65
1566	pet_194	11203	221
1567	pet_194	11204	650
1568	pet_194	11205	364
1569	pet_194	11302	65
1570	pet_194	11303	221
1571	pet_194	11304	650
1572	pet_194	11305	364
1573	pet_194	11402	21
1574	pet_194	11403	74
1575	pet_194	11404	218
1576	pet_194	11405	122
1577	pet_194	11502	37
1578	pet_194	11503	127
1579	pet_194	11504	375
1580	pet_194	11505	210
1581	pet_194	11602	40
1582	pet_194	11603	136
1583	pet_194	11604	400
1584	pet_194	11605	224
1585	pet_194	11702	37
1586	pet_194	11703	127
1587	pet_194	11704	375
1588	pet_194	11705	210
1589	pet_194	11802	21
1590	pet_194	11803	74
1591	pet_194	11804	218
1592	pet_194	11805	122
1593	pet_194	11902	21
1594	pet_194	11903	74
1595	pet_194	11904	219
1596	pet_194	11905	122
1597	pet_196	10702	21
1598	pet_196	10703	74
1599	pet_196	10704	218
1600	pet_196	10705	122
1601	pet_196	10902	37
1602	pet_196	10903	127
1603	pet_196	10904	375
1604	pet_196	10905	210
1605	pet_196	11002	65
1606	pet_196	11003	221
1607	pet_196	11004	650
1608	pet_196	11005	364
1609	pet_196	11102	65
1610	pet_196	11103	221
1611	pet_196	11104	650
1612	pet_196	11105	364
1613	pet_196	11202	65
1614	pet_196	11203	221
1615	pet_196	11204	650
1616	pet_196	11205	364
1617	pet_196	11302	65
1618	pet_196	11303	221
1619	pet_196	11304	650
1620	pet_196	11305	364
1621	pet_196	11402	21
1622	pet_196	11403	74
1623	pet_196	11404	218
1624	pet_196	11405	122
1625	pet_196	11502	37
1626	pet_196	11503	127
1627	pet_196	11504	375
1628	pet_196	11505	210
1629	pet_196	11602	40
1630	pet_196	11603	136
1631	pet_196	11604	400
1632	pet_196	11605	224
1633	pet_196	11702	37
1634	pet_196	11703	127
1635	pet_196	11704	375
1636	pet_196	11705	210
1637	pet_196	11802	21
1638	pet_196	11803	74
1639	pet_196	11804	218
1640	pet_196	11805	122
1641	pet_196	11902	21
1642	pet_196	11903	74
1643	pet_196	11904	219
1644	pet_196	11905	122
1645	pet_198	10802	21
1646	pet_198	10803	74
1647	pet_198	10804	218
1648	pet_198	10805	122
1649	pet_198	10902	37
1650	pet_198	10903	127
1651	pet_198	10904	375
1652	pet_198	10905	210
1653	pet_198	11002	65
1654	pet_198	11003	221
1655	pet_198	11004	650
1656	pet_198	11005	364
1657	pet_198	11102	65
1658	pet_198	11103	221
1659	pet_198	11104	650
1660	pet_198	11105	364
1661	pet_198	11202	65
1662	pet_198	11203	221
1663	pet_198	11204	650
1664	pet_198	11205	364
1665	pet_198	11302	65
1666	pet_198	11303	221
1667	pet_198	11304	650
1668	pet_198	11305	364
1669	pet_198	11402	21
1670	pet_198	11403	74
1671	pet_198	11404	218
1672	pet_198	11405	122
1673	pet_198	11502	37
1674	pet_198	11503	127
1675	pet_198	11504	375
1676	pet_198	11505	210
1677	pet_198	11602	40
1678	pet_198	11603	136
1679	pet_198	11604	400
1680	pet_198	11605	224
1681	pet_198	11702	37
1682	pet_198	11703	127
1683	pet_198	11704	375
1684	pet_198	11705	210
1685	pet_198	11802	21
1686	pet_198	11803	74
1687	pet_198	11804	218
1688	pet_198	11805	122
1689	pet_198	11902	21
1690	pet_198	11903	74
1691	pet_198	11904	219
1692	pet_198	11905	122
1693	pet_200	10702	21
1694	pet_200	10703	74
1695	pet_200	10704	218
1696	pet_200	10705	122
1697	pet_200	10902	37
1698	pet_200	10903	127
1699	pet_200	10904	375
1700	pet_200	10905	210
1701	pet_200	11002	65
1702	pet_200	11003	221
1703	pet_200	11004	650
1704	pet_200	11005	364
1705	pet_200	11102	65
1706	pet_200	11103	221
1707	pet_200	11104	650
1708	pet_200	11105	364
1709	pet_200	11202	65
1710	pet_200	11203	221
1711	pet_200	11204	650
1712	pet_200	11205	364
1713	pet_200	11302	65
1714	pet_200	11303	221
1715	pet_200	11304	650
1716	pet_200	11305	364
1717	pet_200	11402	21
1718	pet_200	11403	74
1719	pet_200	11404	218
1720	pet_200	11405	122
1721	pet_200	11502	37
1722	pet_200	11503	127
1723	pet_200	11504	375
1724	pet_200	11505	210
1725	pet_200	11602	40
1726	pet_200	11603	136
1727	pet_200	11604	400
1728	pet_200	11605	224
1729	pet_200	11702	37
1730	pet_200	11703	127
1731	pet_200	11704	375
1732	pet_200	11705	210
1733	pet_200	11802	21
1734	pet_200	11803	74
1735	pet_200	11804	218
1736	pet_200	11805	122
1737	pet_200	11902	21
1738	pet_200	11903	74
1739	pet_200	11904	219
1740	pet_200	11905	122
1741	pet_202	10702	21
1742	pet_202	10703	74
1743	pet_202	10704	218
1744	pet_202	10705	122
1745	pet_202	10902	37
1746	pet_202	10903	127
1747	pet_202	10904	375
1748	pet_202	10905	210
1749	pet_202	11002	65
1750	pet_202	11003	221
1751	pet_202	11004	650
1752	pet_202	11005	364
1753	pet_202	11102	65
1754	pet_202	11103	221
1755	pet_202	11104	650
1756	pet_202	11105	364
1757	pet_202	11202	65
1758	pet_202	11203	221
1759	pet_202	11204	650
1760	pet_202	11205	364
1761	pet_202	11302	65
1762	pet_202	11303	221
1763	pet_202	11304	650
1764	pet_202	11305	364
1765	pet_202	11402	21
1766	pet_202	11403	74
1767	pet_202	11404	218
1768	pet_202	11405	122
1769	pet_202	11502	37
1770	pet_202	11503	127
1771	pet_202	11504	375
1772	pet_202	11505	210
1773	pet_202	11602	40
1774	pet_202	11603	136
1775	pet_202	11604	400
1776	pet_202	11605	224
1777	pet_202	11702	37
1778	pet_202	11703	127
1779	pet_202	11704	375
1780	pet_202	11705	210
1781	pet_202	11802	21
1782	pet_202	11803	74
1783	pet_202	11804	218
1784	pet_202	11805	122
1785	pet_202	11902	21
1786	pet_202	11903	74
1787	pet_202	11904	219
1788	pet_202	11905	122
1789	pet_325	10702	21
1790	pet_325	10703	74
1791	pet_325	10704	218
1792	pet_325	10705	122
1793	pet_325	10902	37
1794	pet_325	10903	127
1795	pet_325	10904	375
1796	pet_325	10905	210
1797	pet_325	11002	65
1798	pet_325	11003	221
1799	pet_325	11004	650
1800	pet_325	11005	364
1801	pet_325	11102	65
1802	pet_325	11103	221
1803	pet_325	11104	650
1804	pet_325	11105	364
1805	pet_325	11202	65
1806	pet_325	11203	221
1807	pet_325	11204	650
1808	pet_325	11205	364
1809	pet_325	11302	65
1810	pet_325	11303	221
1811	pet_325	11304	650
1812	pet_325	11305	364
1813	pet_325	11402	21
1814	pet_325	11403	74
1815	pet_325	11404	218
1816	pet_325	11405	122
1817	pet_325	11502	37
1818	pet_325	11503	127
1819	pet_325	11504	375
1820	pet_325	11505	210
1821	pet_325	11602	40
1822	pet_325	11603	136
1823	pet_325	11604	400
1824	pet_325	11605	224
1825	pet_325	11702	37
1826	pet_325	11703	127
1827	pet_325	11704	375
1828	pet_325	11705	210
1829	pet_325	11802	21
1830	pet_325	11803	74
1831	pet_325	11804	218
1832	pet_325	11805	122
1833	pet_325	11902	21
1834	pet_325	11903	74
1835	pet_325	11904	219
1836	pet_325	11905	122
1837	pet_327	10702	21
1838	pet_327	10703	74
1839	pet_327	10704	218
1840	pet_327	10705	122
1841	pet_327	10902	37
1842	pet_327	10903	127
1843	pet_327	10904	375
1844	pet_327	10905	210
1845	pet_327	11002	65
1846	pet_327	11003	221
1847	pet_327	11004	650
1848	pet_327	11005	364
1849	pet_327	11102	65
1850	pet_327	11103	221
1851	pet_327	11104	650
1852	pet_327	11105	364
1853	pet_327	11202	65
1854	pet_327	11203	221
1855	pet_327	11204	650
1856	pet_327	11205	364
1857	pet_327	11302	65
1858	pet_327	11303	221
1859	pet_327	11304	650
1860	pet_327	11305	364
1861	pet_327	11402	21
1862	pet_327	11403	74
1863	pet_327	11404	218
1864	pet_327	11405	122
1865	pet_327	11502	37
1866	pet_327	11503	127
1867	pet_327	11504	375
1868	pet_327	11505	210
1869	pet_327	11602	40
1870	pet_327	11603	136
1871	pet_327	11604	400
1872	pet_327	11605	224
1873	pet_327	11702	37
1874	pet_327	11703	127
1875	pet_327	11704	375
1876	pet_327	11705	210
1877	pet_327	11802	21
1878	pet_327	11803	74
1879	pet_327	11804	218
1880	pet_327	11805	122
1881	pet_327	11902	21
1882	pet_327	11903	74
1883	pet_327	11904	219
1884	pet_327	11905	122
1885	pet_331	10702	21
1886	pet_331	10703	74
1887	pet_331	10704	218
1888	pet_331	10705	122
1889	pet_331	10902	37
1890	pet_331	10903	127
1891	pet_331	10904	375
1892	pet_331	10905	210
1893	pet_331	11002	65
1894	pet_331	11003	221
1895	pet_331	11004	650
1896	pet_331	11005	364
1897	pet_331	11102	65
1898	pet_331	11103	221
1899	pet_331	11104	650
1900	pet_331	11105	364
1901	pet_331	11202	65
1902	pet_331	11203	221
1903	pet_331	11204	650
1904	pet_331	11205	364
1905	pet_331	11302	65
1906	pet_331	11303	221
1907	pet_331	11304	650
1908	pet_331	11305	364
1909	pet_331	11402	21
1910	pet_331	11403	74
1911	pet_331	11404	218
1912	pet_331	11405	122
1913	pet_331	11502	37
1914	pet_331	11503	127
1915	pet_331	11504	375
1916	pet_331	11505	210
1917	pet_331	11602	40
1918	pet_331	11603	136
1919	pet_331	11604	400
1920	pet_331	11605	224
1921	pet_331	11702	37
1922	pet_331	11703	127
1923	pet_331	11704	375
1924	pet_331	11705	210
1925	pet_331	11802	21
1926	pet_331	11803	74
1927	pet_331	11804	218
1928	pet_331	11805	122
1929	pet_331	11902	21
1930	pet_331	11903	74
1931	pet_331	11904	219
1932	pet_331	11905	122
1933	pet_307	10101	240
1934	pet_307	10801	52
1935	pet_307	10802	144
1936	pet_307	10803	229
1937	pet_307	10901	90
1938	pet_307	10902	247
1939	pet_307	10903	394
1940	pet_307	11001	156
1941	pet_307	11002	429
1942	pet_307	11003	683
1943	pet_307	11101	156
1944	pet_307	11102	429
1945	pet_307	11103	683
1946	pet_307	11201	156
1947	pet_307	11202	429
1948	pet_307	11203	683
1949	pet_307	11301	156
1950	pet_307	11302	429
1951	pet_307	11303	683
1952	pet_307	11401	52
1953	pet_307	11402	144
1954	pet_307	11403	229
1955	pet_307	11501	90
1956	pet_307	11502	247
1957	pet_307	11503	394
1958	pet_307	11601	96
1959	pet_307	11602	264
1960	pet_307	11603	420
1961	pet_307	11701	90
1962	pet_307	11702	247
1963	pet_307	11703	394
1964	pet_307	11801	52
1965	pet_307	11802	144
1966	pet_307	11803	229
1967	pet_307	11901	52
1968	pet_307	11902	144
1969	pet_307	11903	230
1970	pet_309	10101	240
1971	pet_309	10801	52
1972	pet_309	10802	144
1973	pet_309	10803	229
1974	pet_309	10901	90
1975	pet_309	10902	247
1976	pet_309	10903	394
1977	pet_309	11001	156
1978	pet_309	11002	429
1979	pet_309	11003	683
1980	pet_309	11101	156
1981	pet_309	11102	429
1982	pet_309	11103	683
1983	pet_309	11201	156
1984	pet_309	11202	429
1985	pet_309	11203	683
1986	pet_309	11301	156
1987	pet_309	11302	429
1988	pet_309	11303	683
1989	pet_309	11401	52
1990	pet_309	11402	144
1991	pet_309	11403	229
1992	pet_309	11501	90
1993	pet_309	11502	247
1994	pet_309	11503	394
1995	pet_309	11601	96
1996	pet_309	11602	264
1997	pet_309	11603	420
1998	pet_309	11701	90
1999	pet_309	11702	247
2000	pet_309	11703	394
2001	pet_309	11801	52
2002	pet_309	11802	144
2003	pet_309	11803	229
2004	pet_309	11901	52
2005	pet_309	11902	144
2006	pet_309	11903	230
2007	pet_310	10101	240
2008	pet_310	10801	52
2009	pet_310	10802	144
2010	pet_310	10803	229
2011	pet_310	10901	90
2012	pet_310	10902	247
2013	pet_310	10903	394
2014	pet_310	11001	156
2015	pet_310	11002	429
2016	pet_310	11003	683
2017	pet_310	11101	156
2018	pet_310	11102	429
2019	pet_310	11103	683
2020	pet_310	11201	156
2021	pet_310	11202	429
2022	pet_310	11203	683
2023	pet_310	11301	156
2024	pet_310	11302	429
2025	pet_310	11303	683
2026	pet_310	11401	52
2027	pet_310	11402	144
2028	pet_310	11403	229
2029	pet_310	11501	90
2030	pet_310	11502	247
2031	pet_310	11503	394
2032	pet_310	11601	96
2033	pet_310	11602	264
2034	pet_310	11603	420
2035	pet_310	11701	90
2036	pet_310	11702	247
2037	pet_310	11703	394
2038	pet_310	11801	52
2039	pet_310	11802	144
2040	pet_310	11803	229
2041	pet_310	11901	52
2042	pet_310	11902	144
2043	pet_310	11903	230
2044	pet_311	10401	240
2045	pet_311	10801	52
2046	pet_311	10802	144
2047	pet_311	10803	229
2048	pet_311	10901	90
2049	pet_311	10902	247
2050	pet_311	10903	394
2051	pet_311	11001	156
2052	pet_311	11002	429
2053	pet_311	11003	683
2054	pet_311	11101	156
2055	pet_311	11102	429
2056	pet_311	11103	683
2057	pet_311	11201	156
2058	pet_311	11202	429
2059	pet_311	11203	683
2060	pet_311	11301	156
2061	pet_311	11302	429
2062	pet_311	11303	683
2063	pet_311	11401	52
2064	pet_311	11402	144
2065	pet_311	11403	229
2066	pet_311	11501	90
2067	pet_311	11502	247
2068	pet_311	11503	394
2069	pet_311	11601	96
2070	pet_311	11602	264
2071	pet_311	11603	420
2072	pet_311	11701	90
2073	pet_311	11702	247
2074	pet_311	11703	394
2075	pet_311	11801	52
2076	pet_311	11802	144
2077	pet_311	11803	229
2078	pet_311	11901	52
2079	pet_311	11902	144
2080	pet_311	11903	230
2081	pet_313	10501	240
2082	pet_313	10801	52
2083	pet_313	10802	144
2084	pet_313	10803	229
2085	pet_313	10901	90
2086	pet_313	10902	247
2087	pet_313	10903	394
2088	pet_313	11001	156
2089	pet_313	11002	429
2090	pet_313	11003	683
2091	pet_313	11101	156
2092	pet_313	11102	429
2093	pet_313	11103	683
2094	pet_313	11201	156
2095	pet_313	11202	429
2096	pet_313	11203	683
2097	pet_313	11301	156
2098	pet_313	11302	429
2099	pet_313	11303	683
2100	pet_313	11401	52
2101	pet_313	11402	144
2102	pet_313	11403	229
2103	pet_313	11501	90
2104	pet_313	11502	247
2105	pet_313	11503	394
2106	pet_313	11601	96
2107	pet_313	11602	264
2108	pet_313	11603	420
2109	pet_313	11701	90
2110	pet_313	11702	247
2111	pet_313	11703	394
2112	pet_313	11801	52
2113	pet_313	11802	144
2114	pet_313	11803	229
2115	pet_313	11901	52
2116	pet_313	11902	144
2117	pet_313	11903	230
2118	pet_314	10501	240
2119	pet_314	10801	52
2120	pet_314	10802	144
2121	pet_314	10803	229
2122	pet_314	10901	90
2123	pet_314	10902	247
2124	pet_314	10903	394
2125	pet_314	11001	156
2126	pet_314	11002	429
2127	pet_314	11003	683
2128	pet_314	11101	156
2129	pet_314	11102	429
2130	pet_314	11103	683
2131	pet_314	11201	156
2132	pet_314	11202	429
2133	pet_314	11203	683
2134	pet_314	11301	156
2135	pet_314	11302	429
2136	pet_314	11303	683
2137	pet_314	11401	52
2138	pet_314	11402	144
2139	pet_314	11403	229
2140	pet_314	11501	90
2141	pet_314	11502	247
2142	pet_314	11503	394
2143	pet_314	11601	96
2144	pet_314	11602	264
2145	pet_314	11603	420
2146	pet_314	11701	90
2147	pet_314	11702	247
2148	pet_314	11703	394
2149	pet_314	11801	52
2150	pet_314	11802	144
2151	pet_314	11803	229
2152	pet_314	11901	52
2153	pet_314	11902	144
2154	pet_314	11903	230
2155	pet_315	10201	240
2156	pet_315	10701	52
2157	pet_315	10702	144
2158	pet_315	10703	229
2159	pet_315	10901	90
2160	pet_315	10902	247
2161	pet_315	10903	394
2162	pet_315	11001	156
2163	pet_315	11002	429
2164	pet_315	11003	683
2165	pet_315	11101	156
2166	pet_315	11102	429
2167	pet_315	11103	683
2168	pet_315	11201	156
2169	pet_315	11202	429
2170	pet_315	11203	683
2171	pet_315	11301	156
2172	pet_315	11302	429
2173	pet_315	11303	683
2174	pet_315	11401	52
2175	pet_315	11402	144
2176	pet_315	11403	229
2177	pet_315	11501	90
2178	pet_315	11502	247
2179	pet_315	11503	394
2180	pet_315	11601	96
2181	pet_315	11602	264
2182	pet_315	11603	420
2183	pet_315	11701	90
2184	pet_315	11702	247
2185	pet_315	11703	394
2186	pet_315	11801	52
2187	pet_315	11802	144
2188	pet_315	11803	229
2189	pet_315	11901	52
2190	pet_315	11902	144
2191	pet_315	11903	230
2192	pet_316	10201	240
2193	pet_316	10701	52
2194	pet_316	10702	144
2195	pet_316	10703	229
2196	pet_316	10901	90
2197	pet_316	10902	247
2198	pet_316	10903	394
2199	pet_316	11001	156
2200	pet_316	11002	429
2201	pet_316	11003	683
2202	pet_316	11101	156
2203	pet_316	11102	429
2204	pet_316	11103	683
2205	pet_316	11201	156
2206	pet_316	11202	429
2207	pet_316	11203	683
2208	pet_316	11301	156
2209	pet_316	11302	429
2210	pet_316	11303	683
2211	pet_316	11401	52
2212	pet_316	11402	144
2213	pet_316	11403	229
2214	pet_316	11501	90
2215	pet_316	11502	247
2216	pet_316	11503	394
2217	pet_316	11601	96
2218	pet_316	11602	264
