ID	图鉴	副本ID	技能名	技能描述	应对方式
330	0	1105	LilaijiaSkName_10	LilaijiaSkDes_10	LilaijiaSkSolution_10
331	0	1105	LilaijiaSkName_11	LilaijiaSkDes_11	LilaijiaSkSolution_11
332	0	1105	LilaijiaSkName_12	LilaijiaSkDes_12	LilaijiaSkSolution_12
333	0	1040	NSkName32408	NSKDes32408	NSKSolution32408
334	0	1040	NSkName32409	NSKDes32409	NSKSolution32409
335	0	1040	NSkName32401	NSKDes32401	NSKSolution32401
336	0	1040	NSkName32402	NSKDes32402	NSKSolution32402
337	0	1040	NSkName32405	NSKDes32405	NSKSolution32405
338	0	1041	NSkName32404	NSKDes32404	NSKSolution32404
339	0	1041	NSkName32407	NSKDes32407	NSKSolution32407
340	0	1040	NSkName32501	NSKDes32501	NSKSolution32501
341	0	1040	NSkName32502	NSKDes32502	NSKSolution32502
342	0	1040	NSkName32503	NSKDes32503	NSKSolution32503
343	0	1040	NSkName32504	NSKDes32504	NSKSolution32504
344	0	1040	NSkName32505	NSKDes32505	NSKSolution32505
345	0	1040	NSkName32506	NSKDes32506	NSKSolution32506
346	0	1040	NSkName32507	NSKDes32507	NSKSolution32507
347	0	1040	NSkName32508	NSKDes32508	NSKSolution32508
348	0	0	NSkName_szellpeak80_01	NSkDes_szellpeak80_01	NSkSolution_szellpeak80_01
349	0	0	NSkName_szellpeak80_02	NSkDes_szellpeak80_02	NSkSolution_szellpeak80_02
350	0	0	NSkName_szellpeak80_03	NSkDes_szellpeak80_03	NSkSolution_szellpeak80_03
351	0	0	NSkName_szellpeak80_04	NSkDes_szellpeak80_04	NSkSolution_szellpeak80_04
352	0	0	NSkName_szellpeak80_05	NSkDes_szellpeak80_05	NSkSolution_szellpeak80_05
353	0	0	NSkName_szellpeak80_06	NSkDes_szellpeak80_06	NSkSolution_szellpeak80_06
354	0	0	NSkName_szellpeak80_07	NSkDes_szellpeak80_07	NSkSolution_szellpeak80_07
355	0	0	NSkName_szellpeak80_08	NSkDes_szellpeak80_08	NSkSolution_szellpeak80_08
356	0	0	HSkName_szellpeak80_01	HSkDes_szellpeak80_01	HSkSolution_szellpeak80_01
357	0	0	HSkName_szellpeak80_02	HSkDes_szellpeak80_02	HSkSolution_szellpeak80_02
358	0	0	HSkName_szellpeak80_03	HSkDes_szellpeak80_03	HSkSolution_szellpeak80_03
359	0	0	HSkName_szellpeak80_04	HSkDes_szellpeak80_04	HSkSolution_szellpeak80_04
360	0	0	HSkName_szellpeak80_05	HSkDes_szellpeak80_05	HSkSolution_szellpeak80_05
361	0	0	HSkName_szellpeak80_06	HSkDes_szellpeak80_06	HSkSolution_szellpeak80_06
362	0	0	HSkName_szellpeak80_07	HSkDes_szellpeak80_07	HSkSolution_szellpeak80_07
363	0	0	HSkName_szellpeak80_08	HSkDes_szellpeak80_08	HSkSolution_szellpeak80_08
364	0	0	MSkName_szellpeak80_01	MSkDes_szellpeak80_01	MSkSolution_szellpeak80_01
365	0	0	MSkName_szellpeak80_02	MSkDes_szellpeak80_02	MSkSolution_szellpeak80_02
366	0	0	MSkName_szellpeak80_03	MSkDes_szellpeak80_03	MSkSolution_szellpeak80_03
367	0	0	MSkName_szellpeak80_04	MSkDes_szellpeak80_04	MSkSolution_szellpeak80_04
368	0	0	MSkName_szellpeak80_05	MSkDes_szellpeak80_05	MSkSolution_szellpeak80_05
369	0	0	MSkName_szellpeak80_06	MSkDes_szellpeak80_06	MSkSolution_szellpeak80_06
370	0	0	MSkName_szellpeak80_07	MSkDes_szellpeak80_07	MSkSolution_szellpeak80_07
371	0	0	MSkName_szellpeak80_08	MSkDes_szellpeak80_08	MSkSolution_szellpeak80_08
372	0	0	MSkName_szellpeak80_09	MSkDes_szellpeak80_09	MSkSolution_szellpeak80_09
373	0	1105	LilaijiaSkName_11	LilaijiaSkDes_13	LilaijiaSkSolution_13
374	0	1111	NSkName32901	NSKDes32901	NSKSolution32901
375	0	1111	NSkName32902	NSKDes32902	NSKSolution32902
376	0	1111	NSkName32903	NSKDes32903	NSKSolution32903
377	0	1111	NSkName32904	NSKDes32904	NSKSolution32904
378	0	1111	NSkName32905	NSKDes32905	NSKSolution32905
379	0	1111	NSkName32906	NSKDes32906	NSKSolution32906
380	0	1111	NSkName33001	NSKDes33001	NSKSolution33001
381	0	1111	NSkName33002	NSKDes33002	NSKSolution33002
382	0	1111	NSkName33003	NSKDes33003	NSKSolution33003
383	0	1111	NSkName33004	NSKDes33004	NSKSolution33004
384	0	1111	NSkName33005	NSKDes33005	NSKSolution33005
385	0	1111	NSkName33006	NSKDes33006	NSKSolution33006
386	0	1111	NSkName33007	NSKDes33007	NSKSolution33007
387	0	1111	NSkName33008	NSKDes33008	NSKSolution33008
388	0	1111	NSkName33009	NSKDes33009	NSKSolution33009
389	0	1111	NSkName33010	NSKDes33010	NSKSolution33010
390	0	1112	NSkName32901	NSKDes32901	NSKSolution32901
391	0	1112	NSkName32902	NSKDes32902	NSKSolution32902
392	0	1112	NSkName32903	NSKDes32903	NSKSolution32903
393	0	1112	NSkName32904	NSKDes32904	NSKSolution32904
394	0	1112	NSkName32905	NSKDes32905	NSKSolution32905
395	0	1112	NSkName32906	NSKDes32906	NSKSolution32906
396	0	1112	NSkName33001	NSKDes33001	NSKSolution33001
397	0	1112	NSkName33002	NSKDes33002	NSKSolution33002
398	0	1112	NSkName33003	NSKDes33003	NSKSolution33003
399	0	1112	NSkName33004	NSKDes33004	NSKSolution33004
400	0	1112	NSkName33005	NSKDes33005	NSKSolution33005
401	0	1112	NSkName33006	NSKDes33006	NSKSolution33006
402	0	1112	NSkName33007	NSKDes33007	NSKSolution33007
403	0	1112	NSkName33008	NSKDes33008	NSKSolution33008
404	0	1112	NSkName33009	NSKDes33009	NSKSolution33009
405	0	1112	NSkName33010	NSKDes33010	NSKSolution33010
406	0	1998	NSkName42001	NSKDes42001	NSKSolution42001
407	0	1998	NSkName42002	NSKDes42002	NSKSolution42002
408	0	1998	NSkName42003	NSKDes42003	NSKSolution42003
409	0	1998	NSkName42004	NSKDes42004	NSKSolution42004
410	0	1998	NSkName42005	NSKDes42005	NSKSolution42005
411	0	1998	NSkName42006	NSKDes42006	NSKSolution42006
412	0	1998	NSkName42007	NSKDes42007	NSKSolution42007
413	0	1998	NSkName42008	NSKDes42008	NSKSolution42008
414	0	1998	NSkName42009	NSKDes42009	NSKSolution42009
415	0	1113	NSkName33501	NSKDes33501	NSKSolution33501
416	0	1113	NSkName33502	NSKDes33502	NSKSolution33502
417	0	1113	NSkName33503	NSKDes33503	NSKSolution33503
418	0	1113	NSkName33504	NSKDes33504	NSKSolution33504
419	0	1113	NSkName33505	NSKDes33505	NSKSolution33505
420	0	1113	NSkName33506	NSKDes33506	NSKSolution33506
421	0	1113	NSkName33507	NSKDes33507	NSKSolution33507
422	0	1113	NSkName33601	NSKDes33601	NSKSolution33601
423	0	1113	NSkName33602	NSKDes33602	NSKSolution33602
424	0	1113	NSkName33603	NSKDes33603	NSKSolution33603
425	0	1113	NSkName33604	NSKDes33604	NSKSolution33604
426	0	1113	NSkName33605	NSKDes33605	NSKSolution33605
427	0	1113	NSkName33606	NSKDes33606	NSKSolution33606
428	0	1113	NSkName33607	NSKDes33607	NSKSolution33607
429	0	1113	NSkName33608	NSKDes33608	NSKSolution33608
430	0	1113	NSkName33609	NSKDes33609	NSKSolution33609
431	0	1272	NSkName200101_03	NSkDes200101_03	NSkSolution200101_03
432	0	1272	NSkName33701	NSKDes33701	NSKSolution33701
433	0	1272	NSkName200101_05	NSkDes200101_05	NSkSolution200101_05
434	0	1272	NSkName200101_07	NSkDes200101_07	NSkSolution200101_07
435	0	1272	NSkName33702	NSKDes33702	NSKSolution33702
436	0	1272	NSkName200101_10	NSkDes200101_10	NSkSolution200101_10
437	0	1272	NSkName200101_11	NSkDes200101_11	NSkSolution200101_11
438	0	1272	NSkName200101_13	NSkDes200101_13	NSkSolution200101_13
439	0	1272	NSkName_Kexi_Skill_01	NSkDes_Kexi_Skill_01	NSkSolution_Kexi_Skill_01
440	0	1272	NSkName_Kexi_Skill_02	NSkDes_Kexi_Skill_02	NSkSolution_Kexi_Skill_02
441	0	1272	NSkName33703	NSKDes33703	NSKSolution33703
442	0	1272	NSkName_Kexi_Skill_04	NSkDes_Kexi_Skill_04	NSkSolution_Kexi_Skill_04
443	0	1272	NSkName_Kexi_Skill_05	NSkDes_Kexi_Skill_05	NSkSolution_Kexi_Skill_05
444	0	1272	NSkName33704	NSKDes33704	NSKSolution33704
445	0	1272	NSkName_Kexi_Skill_07	NSkDes_Kexi_Skill_07	NSkSolution_Kexi_Skill_07
446	0	1273	NSkName200101_03	NSkDes200101_03	NSkSolution200101_03
447	0	1273	NSkName33701	NSKDes33701	NSKSolution33701
448	0	1273	NSkName200101_05	NSkDes200101_05	NSkSolution200101_05
449	0	1273	NSkName200101_07	NSkDes200101_07	NSkSolution200101_07
450	0	1273	NSkName33702	NSKDes33702	NSKSolution33702
451	0	1273	NSkName200101_10	NSkDes200101_10	NSkSolution200101_10
452	0	1273	NSkName200101_11	NSkDes200101_11	NSkSolution200101_11
453	0	1273	NSkName200101_13	NSkDes200101_13	NSkSolution200101_13
454	0	1273	NSkName_Kexi_Skill_01	NSkDes_Kexi_Skill_01	NSkSolution_Kexi_Skill_01
455	0	1273	NSkName_Kexi_Skill_02	NSkDes_Kexi_Skill_02	NSkSolution_Kexi_Skill_02
456	0	1273	NSkName33703	NSKDes33703	NSKSolution33703
457	0	1273	NSkName_Kexi_Skill_04	NSkDes_Kexi_Skill_04	NSkSolution_Kexi_Skill_04
458	0	1273	NSkName_Kexi_Skill_05	NSkDes_Kexi_Skill_05	NSkSolution_Kexi_Skill_05
459	0	1273	NSkName33704	NSKDes33704	NSKSolution33704
460	0	1273	NSkName_Kexi_Skill_07	NSkDes_Kexi_Skill_07	NSkSolution_Kexi_Skill_07
461	0	1274	HSkName100075_01	HSkDes100075_01	HSkSolution100075_01
462	0	1274	HSkName100075_02	HSkDes100075_02	HSkSolution100075_02
463	0	1274	HSkName100075_03	HSkDes100075_03	HSkSolution100075_03
464	0	1274	HSkName100075_04	HSkDes100075_04	HSkSolution100075_04
465	0	1274	HSkName100075_05	HSkDes100075_05	HSkSolution100075_05
466	0	1274	NSkName33705	NSKDes33705	NSKSolution33705
467	0	1274	NSkName33706	NSKDes33706	NSKSolution33706
468	0	1274	HSkName100077_01	HSkDes100077_01	HSkSolution100077_01
469	0	1274	HSkName100077_02	HSkDes100077_02	HSkSolution100077_02
470	0	1274	HSkName100077_03	HSkDes100077_03	HSkSolution100077_03
471	0	1274	HSkName100077_04	HSkDes100077_04	HSkSolution100077_04
472	0	1274	HSkName100077_06	HSkDes100077_06	HSkSolution100077_06
473	0	1274	HSkName100077_07	HSkDes100077_07	HSkSolution100077_07
474	0	1274	HSkName100077_08	HSkDes100077_08	HSkSolution100077_08
475	0	1274	HSkName100077_09	HSkDes100077_09	HSkSolution100077_09
476	0	1274	NSkName33707	NSKDes33707	NSKSolution33707
477	0	1274	NSkName33708	NSKDes33708	NSKSolution33708
478	0	1275	HSkName100075_01	HSkDes100075_01	HSkSolution100075_01
479	0	1275	HSkName100075_02	HSkDes100075_02	HSkSolution100075_02
480	0	1275	HSkName100075_03	HSkDes100075_03	HSkSolution100075_03
481	0	1275	HSkName100075_04	HSkDes100075_04	HSkSolution100075_04
482	0	1275	HSkName100075_05	HSkDes100075_05	HSkSolution100075_05
483	0	1275	NSkName33705	NSKDes33705	NSKSolution33705
484	0	1275	NSkName33706	NSKDes33706	NSKSolution33706
485	0	1275	HSkName100077_01	HSkDes100077_01	HSkSolution100077_01
486	0	1275	HSkName100077_02	HSkDes100077_02	HSkSolution100077_02
487	0	1275	HSkName100077_03	HSkDes100077_03	HSkSolution100077_03
488	0	1275	HSkName100077_04	HSkDes100077_04	HSkSolution100077_04
489	0	1275	HSkName100077_06	HSkDes100077_06	HSkSolution100077_06
490	0	1275	HSkName100077_07	HSkDes100077_07	HSkSolution100077_07
491	0	1275	HSkName100077_08	HSkDes100077_08	HSkSolution100077_08
492	0	1275	HSkName100077_09	HSkDes100077_09	HSkSolution100077_09
493	0	1275	NSkName33707	NSKDes33707	NSKSolution33707
494	0	1275	NSkName33708	NSKDes33708	NSKSolution33708
495	0	1091	NSkName33801	NSKDes33801	NSKSolution33801
496	0	1091	NSkName33802	NSKDes33802	NSKSolution33802
497	0	1093	NSkName33803	NSKDes33803	NSKSolution33803
498	0	1093	NSkName33804	NSKDes33804	NSKSolution33804
499	0	1093	NSkName33805	NSKDes33805	NSKSolution33805
500	0	1095	NSkName33806	NSKDes33806	NSKSolution33806
501	0	1095	NSkName33807	NSKDes33807	NSKSolution33807
502	0	1095	NSkName33808	NSKDes33808	NSKSolution33808
503	0	0	NSkName_szellpeak90_01	NSkDes_szellpeak90_01	NSkSolution_szellpeak90_01
504	0	0	NSkName_szellpeak90_02	NSkDes_szellpeak90_02	NSkSolution_szellpeak90_02
505	0	0	NSkName_szellpeak90_03	NSkDes_szellpeak90_03	NSkSolution_szellpeak90_03
506	0	0	NSkName_szellpeak90_04	NSkDes_szellpeak90_04	NSkSolution_szellpeak90_04
507	0	0	NSkName_szellpeak90_05	NSkDes_szellpeak90_05	NSkSolution_szellpeak90_05
508	0	0	NSkName_szellpeak90_06	NSkDes_szellpeak90_06	NSkSolution_szellpeak90_06
509	0	0	NSkName_szellpeak90_07	NSkDes_szellpeak90_07	NSkSolution_szellpeak90_07
510	0	0	HSkName_szellpeak90_01	HSkDes_szellpeak90_01	HSkSolution_szellpeak90_01
511	0	0	HSkName_szellpeak90_02	HSkDes_szellpeak90_02	HSkSolution_szellpeak90_02
512	0	0	HSkName_szellpeak90_03	HSkDes_szellpeak90_03	HSkSolution_szellpeak90_03
513	0	0	HSkName_szellpeak90_04	HSkDes_szellpeak90_04	HSkSolution_szellpeak90_04
514	0	0	HSkName_szellpeak90_05	HSkDes_szellpeak90_05	HSkSolution_szellpeak90_05
515	0	0	HSkName_szellpeak90_06	HSkDes_szellpeak90_06	HSkSolution_szellpeak90_06
516	0	0	HSkName_szellpeak90_07	HSkDes_szellpeak90_07	HSkSolution_szellpeak90_07
517	0	0	MSkName_szellpeak90_01	MSkDes_szellpeak90_01	MSkSolution_szellpeak90_01
518	0	0	MSkName_szellpeak90_02	MSkDes_szellpeak90_02	MSkSolution_szellpeak90_02
519	0	0	MSkName_szellpeak90_03	MSkDes_szellpeak90_03	MSkSolution_szellpeak90_03
520	0	0	MSkName_szellpeak90_04	MSkDes_szellpeak90_04	MSkSolution_szellpeak90_04
521	0	0	MSkName_szellpeak90_05	MSkDes_szellpeak90_05	MSkSolution_szellpeak90_05
522	0	0	MSkName_szellpeak90_06	MSkDes_szellpeak90_06	MSkSolution_szellpeak90_06
523	0	0	MSkName_szellpeak90_07	MSkDes_szellpeak90_07	MSkSolution_szellpeak90_07
524	0	0	NSkMonthpveName1276_1	NSKMonthpveDes1276_1	NSKMonthpveSolution1276_1
525	0	0	NSkMonthpveName1276_2	NSKMonthpveDes1276_2	NSKMonthpveSolution1276_2
526	0	0	NSkMonthpveName1276_3	NSKMonthpveDes1276_3	NSKMonthpveSolution1276_3
527	0	0	NSkMonthpveName1276_4	NSKMonthpveDes1276_4	NSKMonthpveSolution1276_4
528	0	0	NSkMonthpveName1276_5	NSKMonthpveDes1276_5	NSKMonthpveSolution1276_5
529	0	0	NSkMonthpveName1276_6	NSKMonthpveDes1276_6	NSKMonthpveSolution1276_6
530	0	0	NSkMonthpveName1276_7	NSKMonthpveDes1276_7	NSKMonthpveSolution1276_7
531	0	0	NSkMonthpveName1276_8	NSKMonthpveDes1276_8	NSKMonthpveSolution1276_8
532	0	0	NSkMonthpveName1276_9	NSKMonthpveDes1276_9	NSKMonthpveSolution1276_9
533	0	0	NSkMonthpveName1277_1	NSKMonthpveDes1277_1	NSKMonthpveSolution1277_1
534	0	0	NSkMonthpveName1277_2	NSKMonthpveDes1277_2	NSKMonthpveSolution1277_2
535	0	0	NSkMonthpveName1277_3	NSKMonthpveDes1277_3	NSKMonthpveSolution1277_3
536	0	0	NSkMonthpveName1277_4	NSKMonthpveDes1277_4	NSKMonthpveSolution1277_4
537	0	0	NSkMonthpveName1277_5	NSKMonthpveDes1277_5	NSKMonthpveSolution1277_5
538	0	0	NSkMonthpveName1277_6	NSKMonthpveDes1277_6	NSKMonthpveSolution1277_6
539	0	0	NSkMonthpveName1277_7	NSKMonthpveDes1277_7	NSKMonthpveSolution1277_7
540	0	0	NSkMonthpveName1277_8	NSKMonthpveDes1277_8	NSKMonthpveSolution1277_8
541	0	0	NSkMonthpveName1277_9	NSKMonthpveDes1277_9	NSKMonthpveSolution1277_9
542	0	0	NSkMonthpveName1277_10	NSKMonthpveDes1277_10	NSKMonthpveSolution1277_10
543	0	0	NSkMonthpveName1277_11	NSKMonthpveDes1277_11	NSKMonthpveSolution1277_11
