Key值	商店标签1	商店标签2	商品标签3	道具排序	是否珍品	商品ID	抽象ID	等级	显示等级	货币类型	指导价格	是否触发警戒提示	回收警戒线	低价警告警戒线	高价警告警戒线	复制警戒线	购买限制	生效地区,不填即为全部生效
60009031	7	6	12	13	0	item9307090430999	item9307090430999	90	81	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009032	7	6	13	14	0	item9308090430999	item9308090430999	90	81	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009033	7	6	14	15	0	item9309090430999	item9309090430999	90	81	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009034	7	6	15	16	0	item9310090430999	item9310090430999	90	81	2	100000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
62	0	5	15	16	0	item103010136001	item103010136001	0	1	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
63	0	5	16	17	0	item103010136101	item103010136101	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
64	0	5	17	18	0	item103010136111	item103010136111	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
65	0	5	18	19	0	item103010136201	item103010136201	0	1	2	2000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
66	0	5	19	20	0	item103010136301	item103010136301	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000091	1	5	0	1	0	unidfequip301020430006	unidfequip301020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000092	1	5	1	2	0	unidfequip301030430006	unidfequip301030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000093	1	5	2	3	0	unidfequip301040430006	unidfequip301040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000094	1	5	3	4	0	unidfequip302020430006	unidfequip302020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000095	1	5	4	5	0	unidfequip302030430006	unidfequip302030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000096	1	5	5	6	0	unidfequip302040430006	unidfequip302040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000097	1	5	6	7	0	unidfequip303020430006	unidfequip303020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000098	1	5	7	8	0	unidfequip303030430006	unidfequip303030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000099	1	5	8	9	0	unidfequip303040430006	unidfequip303040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000100	1	5	9	10	0	unidfequip304020430006	unidfequip304020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000101	1	5	10	11	0	unidfequip304030430006	unidfequip304030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000102	1	5	11	12	0	unidfequip304040430006	unidfequip304040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000103	1	5	12	13	0	unidfequip305020430006	unidfequip305020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000104	1	5	13	14	0	unidfequip305030430006	unidfequip305030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000105	1	5	14	15	0	unidfequip305040430006	unidfequip305040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000106	1	5	15	16	0	unidfequip306020430006	unidfequip306020430006	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000107	1	5	16	17	0	unidfequip306030430006	unidfequip306030430006	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000108	1	5	17	18	0	unidfequip306040430006	unidfequip306040430006	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001076	2	5	5	1	2	equip302030541006	3020305006	30	21	2	385000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001077	2	5	6	2	2	equip303030541006	3030305006	30	21	2	1081000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001078	2	5	7	3	2	equip304030541006	3040305006	30	21	2	513000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001079	2	5	8	4	2	equip305030541006	3050305006	30	21	2	513000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001080	2	5	9	5	2	equip306030541006	3060305006	30	21	2	2577000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001081	2	5	0	6	2	equip302040541006	3020405006	40	31	2	590000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001082	2	5	1	7	2	equip303040541006	3030405006	40	31	2	1730000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001083	2	5	2	8	2	equip304040541006	3040405006	40	31	2	780000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001084	2	5	3	9	2	equip305040541006	3050405006	40	31	2	780000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001085	2	5	4	10	2	equip306040541006	3060405006	40	31	2	3870000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
20000229	3	5	0	1	1	equip301030211006	3010302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000230	3	5	1	2	1	equip301040211006	3010402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000231	3	5	2	3	1	equip301050211006	3010502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000232	3	5	3	4	1	equip301060211006	3010602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000233	3	5	4	5	1	equip302030211006	3020302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000234	3	5	5	6	1	equip302040211006	3020402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000235	3	5	6	7	1	equip302050211006	3020502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000236	3	5	7	8	1	equip302060211006	3020602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000237	3	5	8	9	1	equip303030211006	3030302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000238	3	5	9	10	1	equip303040211006	3030402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000239	3	5	10	11	1	equip303050211006	3030502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000240	3	5	11	12	1	equip303060211006	3030602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000241	3	5	12	13	1	equip304030211006	3040302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000242	3	5	13	14	1	equip304040211006	3040402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000243	3	5	14	15	1	equip304050211006	3040502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000244	3	5	15	16	1	equip304060211006	3040602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000245	3	5	16	17	1	equip305030211006	3050302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000246	3	5	17	18	1	equip305040211006	3050402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000247	3	5	18	19	1	equip305050211006	3050502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000248	3	5	19	20	1	equip305060211006	3050602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000249	3	5	20	21	1	equip306030211006	3060302006	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000250	3	5	21	22	1	equip306040211006	3060402006	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000251	3	5	22	23	1	equip306050211006	3060502006	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000252	3	5	23	24	1	equip306060211006	3060602006	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000253	3	5	24	25	1	equip301070211006	3010702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000254	3	5	25	26	1	equip302070211006	3020702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000255	3	5	26	27	1	equip303070211006	3030702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000256	3	5	27	28	1	equip304070211006	3040702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000257	3	5	28	29	1	equip305070211006	3050702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000258	3	5	29	30	1	equip306070211006	3060702006	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000259	3	5	30	31	1	equip301080211006	3010802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000260	3	5	31	32	1	equip302080211006	3020802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000261	3	5	32	33	1	equip303080211006	3030802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000262	3	5	33	34	1	equip304080211006	3040802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000263	3	5	34	35	1	equip305080211006	3050802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000264	3	5	35	36	1	equip306080211006	3060802006	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000310	3	5	36	37	1	equip301090211006	3010902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000311	3	5	37	38	1	equip302090211006	3020902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000312	3	5	38	39	1	equip303090211006	3030902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000313	3	5	39	40	1	equip304090211006	3040902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000314	3	5	40	41	1	equip305090211006	3050902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000315	3	5	41	42	1	equip306090211006	3060902006	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000350	3	5	42	43	1	equip301100211006	3011002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000351	3	5	43	44	1	equip302100211006	3021002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000352	3	5	44	45	1	equip303100211006	3031002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000353	3	5	45	46	1	equip304100211006	3041002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000354	3	5	46	47	1	equip305100211006	3051002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000355	3	5	47	48	1	equip306100211006	3061002006	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000390	3	5	48	49	1	equip301110211006	3011102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000391	3	5	49	50	1	equip302110211006	3021102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000392	3	5	50	51	1	equip303110211006	3031102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000393	3	5	51	52	1	equip304110211006	3041102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000394	3	5	52	53	1	equip305110211006	3051102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000395	3	5	53	54	1	equip306110211006	3061102006	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
30000101	4	5	0	1	0	item170000101010	item170000101010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000102	4	5	1	7	0	item170000101020	item170000101020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000103	4	5	2	13	0	item170000101030	item170000101030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000104	4	5	3	19	0	item170000101040	item170000101040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000105	4	5	4	2	0	item170000102010	item170000102010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000106	4	5	5	8	0	item170000102020	item170000102020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000107	4	5	6	14	0	item170000102030	item170000102030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000108	4	5	7	20	0	item170000102040	item170000102040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000109	4	5	8	3	0	item170000103010	item170000103010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000110	4	5	9	9	0	item170000103020	item170000103020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000111	4	5	10	15	0	item170000103030	item170000103030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000112	4	5	11	21	0	item170000103040	item170000103040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000113	4	5	12	4	0	item170000104010	item170000104010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000114	4	5	13	10	0	item170000104020	item170000104020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000115	4	5	14	16	0	item170000104030	item170000104030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000116	4	5	15	22	0	item170000104040	item170000104040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000117	4	5	16	5	0	item170000105010	item170000105010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000118	4	5	17	11	0	item170000105020	item170000105020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000119	4	5	18	17	0	item170000105030	item170000105030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000123	4	5	19	23	0	item170000105040	item170000105040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000124	4	5	20	6	0	item170000106010	item170000106010	0	1	2	500	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000125	4	5	21	12	0	item170000106020	item170000106020	0	1	2	2000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000126	4	5	22	18	0	item170000106030	item170000106030	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000127	4	5	23	24	0	item170000106040	item170000106040	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001128	4	5	24	25	0	item170000108001	item170000108001	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001129	4	5	25	26	0	item170000108002	item170000108002	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001130	4	5	26	27	0	item170000108003	item170000108003	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001131	4	5	27	28	0	item170000108004	item170000108004	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001132	4	5	28	29	0	item170000108005	item170000108005	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001133	4	5	29	30	0	item170000108006	item170000108006	0	1	2	20000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30001134	4	5	30	31	0	item170000108007	item170000108007	0	1	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
