序列号	Npc编号	交互类型	优先级	参数	触发半径	自动弹出	交互框	交互框1图标	交互框2图标	交互框3图标	交互命名	交互框1定制化特效	交互框2定制化特效	交互框3定制化特效	交互框缩放比例	是否隐藏主界面其他显示
1033	mine_npc016	skillmine	2		3.000000	1	1	icon_caikuang			InteractiveLeach	0	0	0	0.000000	0
1037	mine_npc017	skillmine	2		3.000000	1	1	icon_caikuang			InteractiveLeach	0	0	0	0.000000	0
1038	mine_npc018	skillmine	2		3.000000	1	1	icon_caikuang			InteractiveLeach	0	0	0	0.000000	0
1014	collect_npc001	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1015	collect_npc002	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1016	collect_npc003	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1017	collect_npc004	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1018	collect_npc005	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1019	collect_npc006	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1020	collect_npc007	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1021	collect_npc008	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1022	collect_npc009	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1023	collect_npc010	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1024	collect_npc011	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveMedic	0	0	0	0.000000	0
1025	collect_npc012	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1026	collect_npc013	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1027	collect_npc014	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1034	collect_npc015	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1035	collect_npc016	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1039	collect_npc017	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1040	collect_npc018	skillcollect	2		3.000000	1	1	icon_caiji			InteractiveGather	0	0	0	0.000000	0
1028	npc_35004_timetrigger_01	collection	2		3.000000	1	1	icon_caiji			InteractiveDecontaminate	0	0	0	0.000000	0
1029	npc_35004_timetrigger_02	collection	2		3.000000	1	1	icon_caiji			InteractiveDecontaminate	0	0	0	0.000000	0
1030	npc_35005_statue_boss3	collection	2		3.000000	1	1	icon_caiji			InteractiveChallenge	0	0	0	0.000000	0
1031	npc_35005_statue_boss4	collection	2		3.000000	1	1	icon_caiji			InteractiveChallenge	0	0	0	0.000000	0
2001	npc_homland_housedoor	enterhlland	1		2.000000	1	1	icon_jinmen			InteractiveExit	0	0	0	0.000000	0
2002	npc_homland_landdoor	enterhlhouse	1		2.000000	1	1	icon_jinmen			InteractiveEnter	0	0	0	0.000000	0
2003	npc_homelane_door	talkbtn	1		2.000000	1	1	icon_jinmen			InteractiveEnter	0	0	0	0.000000	0
3001	meal_001	havemeal	1		3.000000	1	1	icon_jianqi			InteractiveEat	0	0	0	0.000000	0
3002	meal_002	havemeal	1		3.000000	1	1	icon_jianqi			InteractiveEat	0	0	0	0.000000	0
3003	meal_003	havemeal	1		3.000000	1	1	icon_jianqi			InteractiveEat	0	0	0	0.000000	0
4001	keypoint_crystal	collection	1		5.000000	1	1	icon_caiji			InteractiveDug	0	0	0	0.000000	0
5001	npc_battle_01	battlebuff	1	skill120009::buff_qte	50.000000	1	3			icon_battledef	InteractiveBattlebtn	0	0	41100039	0.000000	1
5002	npc_battle_qinling	battlebuff	1	skill120021_end::buff_qte	50.000000	1	3	icon_note	icon_note	icon_note	InteractiveBattlebtn2	0	0	0	0.000000	1
6001	apprentic_1001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6002	apprentic_1002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6003	apprentic_1003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6004	apprentic_1004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6005	apprentic_2001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6006	apprentic_2002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6007	apprentic_2003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6008	apprentic_2004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6009	apprentic_3001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6010	apprentic_3002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6011	apprentic_3003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6012	apprentic_3004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6013	apprentic_4001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6014	apprentic_4002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6015	apprentic_4003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6016	apprentic_4004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6017	apprentic_5001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6018	apprentic_5002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6019	apprentic_5003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6020	apprentic_5004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6021	apprentic_6001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6022	apprentic_6002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6023	apprentic_6003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6024	apprentic_6004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6025	apprentic_7001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6026	apprentic_7002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6027	apprentic_7003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6028	apprentic_7004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6029	apprentic_8001	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6030	apprentic_8002	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6031	apprentic_8003	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6032	apprentic_8004	gift	2		3.000000	1	1	btn_npc_present			InteractiveGiftbtn	0	0	0	0.000000	0
6033	npc_fishingground_040101	fish	1	10010401	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6034	npc_fishingground_040201	fish	1	10010402	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6035	npc_fishingground_050101	fish	1	10010501	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6036	npc_fishingground_050201	fish	1	10010502	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6038	npc_fishingground_060101	fish	1	10010601	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6039	npc_fishingground_060201	fish	1	10010602	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
6040	npc_fishingground_060301	fish	1	10010603	12.000000	1	1	icon_shangma			InteractiveFishing	0	0	0	0.000000	0
