流水	个人排行奖励
782	item250000000000,1;item100000000005,5
783	item250000000000,1;item100000000005,5
784	item250000000000,1;item100000000005,5
785	item250000000000,1;item100000000005,5
786	item250000000000,1;item100000000005,5
787	item250000000000,1;item100000000005,5
788	item250000000000,1;item100000000005,5
789	item250000000000,1;item100000000005,5
790	item250000000000,1;item100000000005,5
791	item250000000000,1;item100000000005,5
792	item250000000000,1;item100000000005,5
793	item250000000000,1;item100000000005,5
794	item250000000000,1;item100000000005,5
795	item250000000000,1;item100000000005,5
796	item250000000000,1;item100000000005,5
797	item250000000000,1;item100000000005,5
798	item250000000000,1;item100000000005,5
799	item250000000000,1;item100000000005,5
800	item250000000000,1;item100000000005,5
801	item250000000000,1;item100000000005,5
802	item250000000000,1;item100000000005,5
803	item250000000000,1;item100000000005,5
804	item250000000000,1;item100000000005,5
805	item250000000000,1;item100000000005,5
806	item250000000000,1;item100000000005,5
807	item250000000000,1;item100000000005,5
808	item250000000000,1;item100000000005,5
809	item250000000000,1;item100000000005,5
810	item250000000000,1;item100000000005,5
811	item250000000000,1;item100000000005,5
812	item250000000000,1;item100000000005,5
813	item250000000000,1;item100000000005,5
814	item250000000000,1;item100000000005,5
815	item250000000000,1;item100000000005,5
816	item250000000000,1;item100000000005,5
817	item250000000000,1;item100000000005,5
818	item250000000000,1;item100000000005,5
819	item250000000000,1;item100000000005,5
820	item250000000000,1;item100000000005,5
821	item250000000000,1;item100000000005,5
822	item250000000000,1;item100000000005,5
823	item250000000000,1;item100000000005,5
824	item250000000000,1;item100000000005,5
825	item250000000000,1;item100000000005,5
826	item250000000000,1;item100000000005,5
827	item250000000000,1;item100000000005,5
828	item250000000000,1;item100000000005,5
829	item250000000000,1;item100000000005,5
830	item250000000000,1;item100000000005,5
831	item250000000000,1;item100000000005,5
832	item250000000000,1;item100000000005,5
833	item250000000000,1;item100000000005,5
834	item250000000000,1;item100000000005,5
835	item250000000000,1;item100000000005,5
836	item250000000000,1;item100000000005,5
837	item250000000000,1;item100000000005,5
838	item250000000000,1;item100000000005,5
839	item250000000000,1;item100000000005,5
840	item250000000000,1;item100000000005,5
841	item250000000000,1;item100000000005,5
842	item250000000000,1;item100000000005,5
843	item250000000000,1;item100000000005,5
844	item250000000000,1;item100000000005,5
845	item250000000000,1;item100000000005,5
846	item250000000000,1;item100000000005,5
847	item250000000000,1;item100000000005,5
848	item250000000000,1;item100000000005,5
849	item250000000000,1;item100000000005,5
850	item250000000000,1;item100000000005,5
851	item250000000000,1;item100000000005,5
852	item250000000000,1;item100000000005,5
853	item250000000000,1;item100000000005,5
854	item250000000000,1;item100000000005,5
855	item250000000000,1;item100000000005,5
856	item250000000000,1;item100000000005,5
857	item250000000000,1;item100000000005,5
858	item250000000000,1;item100000000005,5
859	item250000000000,1;item100000000005,5
860	item250000000000,1;item100000000005,5
861	item250000000000,1;item100000000005,5
862	item250000000000,1;item100000000005,5
863	item250000000000,1;item100000000005,5
864	item250000000000,1;item100000000005,5
865	item250000000000,1;item100000000005,5
866	item250000000000,1;item100000000005,5
867	item250000000000,1;item100000000005,5
868	item250000000000,1;item100000000005,5
869	item250000000000,1;item100000000005,5
870	item250000000000,1;item100000000005,5
871	item250000000000,1;item100000000005,5
872	item250000000000,1;item100000000005,5
873	item250000000000,1;item100000000005,5
874	item250000000000,1;item100000000005,5
875	item250000000000,1;item100000000005,5
876	item250000000000,1;item100000000005,5
877	item250000000000,1;item100000000005,5
878	item250000000000,1;item100000000005,5
879	item250000000000,1;item100000000005,5
880	item250000000000,1;item100000000005,5
881	item250000000000,1;item100000000005,5
882	item250000000000,1;item100000000005,5
883	item250000000000,1;item100000000005,5
884	item250000000000,1;item100000000005,5
885	item250000000000,1;item100000000005,5
886	item250000000000,1;item100000000005,5
887	item250000000000,1;item100000000005,5
888	item250000000000,1;item100000000005,5
889	item250000000000,1;item100000000005,5
890	item250000000000,1;item100000000005,5
891	item250000000000,1;item100000000005,5
892	item250000000000,1;item100000000005,5
893	item250000000000,1;item100000000005,5
894	item250000000000,1;item100000000005,5
895	item250000000000,1;item100000000005,5
896	item250000000000,1;item100000000005,5
897	item250000000000,1;item100000000005,5
898	item250000000000,1;item100000000005,5
899	item250000000000,1;item100000000005,5
900	item250000000000,1;item100000000005,5
901	item250000000000,1;item100000000005,5
902	item250000000000,1;item100000000005,5
903	item250000000000,1;item100000000005,5
904	item250000000000,1;item100000000005,5
905	item250000000000,1;item100000000005,5
906	item250000000000,1;item100000000005,5
907	item250000000000,1;item100000000005,5
908	item250000000000,1;item100000000005,5
909	item250000000000,1;item100000000005,5
910	item250000000000,1;item100000000005,5
911	item250000000000,1;item100000000005,5
912	item250000000000,1;item100000000005,5
913	item250000000000,1;item100000000005,5
914	item250000000000,1;item100000000005,5
915	item250000000000,1;item100000000005,5
916	item250000000000,1;item100000000005,5
917	item250000000000,1;item100000000005,5
918	item250000000000,1;item100000000005,5
919	item250000000000,1;item100000000005,5
920	item250000000000,1;item100000000005,5
921	item250000000000,1;item100000000005,5
922	item250000000000,1;item100000000005,5
923	item250000000000,1;item100000000005,5
924	item250000000000,1;item100000000005,5
925	item250000000000,1;item100000000005,5
926	item250000000000,1;item100000000005,5
927	item250000000000,1;item100000000005,5
928	item250000000000,1;item100000000005,5
929	item250000000000,1;item100000000005,5
930	item250000000000,1;item100000000005,5
931	item250000000000,1;item100000000005,5
932	item250000000000,1;item100000000005,5
933	item250000000000,1;item100000000005,5
934	item250000000000,1;item100000000005,5
935	item250000000000,1;item100000000005,5
936	item250000000000,1;item100000000005,5
937	item250000000000,1;item100000000005,5
938	item250000000000,1;item100000000005,5
939	item250000000000,1;item100000000005,5
940	item250000000000,1;item100000000005,5
941	item250000000000,1;item100000000005,5
942	item250000000000,1;item100000000005,5
943	item250000000000,1;item100000000005,5
944	item250000000000,1;item100000000005,5
945	item250000000000,1;item100000000005,5
946	item250000000000,1;item100000000005,5
947	item250000000000,1;item100000000005,5
948	item250000000000,1;item100000000005,5
949	item250000000000,1;item100000000005,5
950	item250000000000,1;item100000000005,5
951	item250000000000,1;item100000000005,5
952	item250000000000,1;item100000000005,5
953	item250000000000,1;item100000000005,5
954	item250000000000,1;item100000000005,5
955	item250000000000,1;item100000000005,5
956	item250000000000,1;item100000000005,5
957	item250000000000,1;item100000000005,5
958	item250000000000,1;item100000000005,5
959	item250000000000,1;item100000000005,5
960	item250000000000,1;item100000000005,5
961	item250000000000,1;item100000000005,5
962	item250000000000,1;item100000000005,5
963	item250000000000,1;item100000000005,5
964	item250000000000,1;item100000000005,5
965	item250000000000,1;item100000000005,5
966	item250000000000,1;item100000000005,5
967	item250000000000,1;item100000000005,5
968	item250000000000,1;item100000000005,5
969	item250000000000,1;item100000000005,5
970	item250000000000,1;item100000000005,5
971	item250000000000,1;item100000000005,5
972	item250000000000,1;item100000000005,5
973	item250000000000,1;item100000000005,5
974	item250000000000,1;item100000000005,5
975	item250000000000,1;item100000000005,5
976	item250000000000,1;item100000000005,5
977	item250000000000,1;item100000000005,5
978	item250000000000,1;item100000000005,5
979	item250000000000,1;item100000000005,5
980	item250000000000,1;item100000000005,5
981	item250000000000,1;item100000000005,5
982	item250000000000,1;item100000000005,5
983	item250000000000,1;item100000000005,5
984	item250000000000,1;item100000000005,5
985	item250000000000,1;item100000000005,5
986	item250000000000,1;item100000000005,5
987	item250000000000,1;item100000000005,5
988	item250000000000,1;item100000000005,5
989	item250000000000,1;item100000000005,5
990	item250000000000,1;item100000000005,5
991	item250000000000,1;item100000000005,5
992	item250000000000,1;item100000000005,5
993	item250000000000,1;item100000000005,5
994	item250000000000,1;item100000000005,5
995	item250000000000,1;item100000000005,5
996	item250000000000,1;item100000000005,5
997	item250000000000,1;item100000000005,5
998	item250000000000,1;item100000000005,5
999	item250000000000,1;item100000000005,5
1000	item250000000000,1;item100000000005,5
