装备ID	类ID	默认装备名	使用职业限制	所属等级段	穿戴等级限制	装备部位	装备品质	物品等级	物品等级描述	装备潜力值	叠加数量	可拥有数量上限	整理权重	绑定道具ID	组ID	道具描述	默认道具Icon	装备预览图	交易锁定时间	分解产物	货币种类	货币公式类型	出售公式ID	背包标签	掉落表现	脚本	流程ID	属性值ID	拾取表现	男角穿戴装备后附加的特效id	女角穿戴装备后附加的特效id	套装ID	男性模型	女性模型	武器高模特效	武器低模特效	获取通知	获取途径	是否衣橱时装转换	转换的道具ID	男性装备道具Icon	女性性装备道具Icon	男性装备道具名字	女性性装备道具名字	稀有道具是否展示	未鉴定装备	判断稀有道具
equip302040432002	3020404002	EquipName_302040411002	2	40	40	2	3	478	2	50	1	9999	7000	0	0		equip_302040523002	equip_302040523002	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040432002	1	1		10204202			0	0	Notice_Receive_Item	1152;312;1712;1100;1101	0		equip_302040523002	equip_302040523002	EquipName_302040411002	EquipName_302040411002		unidfequip302040430002	0
equip302040432003	3020404003	EquipName_302040411003	3	40	40	2	3	478	2	50	1	9999	7000	0	0		equip_302040523007	equip_302040523007	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040432003	1	1		10204203			0	0	Notice_Receive_Item	1152;313;1713;1100;1101	0		equip_302040523007	equip_302040523003	EquipName_302040411003	EquipName_302040411003		unidfequip302040430003	0
equip302040432004	3020404004	EquipName_302040411004	4	40	40	2	3	478	2	50	1	9999	7000	0	0		equip_302040523008	equip_302040523008	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040432004	1	1		10204204			0	0	Notice_Receive_Item	1152;314;1714;1100;1101	0		equip_302040523008	equip_302040523004	EquipName_302040411004	EquipName_302040411004		unidfequip302040430004	0
equip302040432005	3020404005	EquipName_302040411005	5	40	40	2	3	478	2	50	1	9999	7000	0	0		equip_302040523005	equip_302040523005	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040432005	1	1		10204205			0	0	Notice_Receive_Item	1152;315;1715;1100;1101	0		equip_302040523005	equip_302040523005	EquipName_302040411005	EquipName_302040411005		unidfequip302040430005	0
equip302040432006	3020404006	EquipName_302040411006	6	40	40	2	3	478	2	50	1	9999	7000	0	0		equip_302050523006	equip_302050523006	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040432006	1	1		10204206			0	0	Notice_Receive_Item	1152;316;1730;1100;1101	0		equip_302050523006	equip_302050523006	EquipName_302040411006	EquipName_302040411006		unidfequip302040430006	0
equip302040433000	3020404000	EquipName_302040411000		40	40	2	3	504	3	50	1	9999	7000	0	0				604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1152;1101;1100	0				EquipName_302040411000	EquipName_302040411000			0
equip302040433001	3020404001	EquipName_302040411001	1	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302030111001	equip_302030111001	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433001	1	1		10204201			0	0	Notice_Receive_Item	1152;311;1711;1100;1101	0		equip_302030111001	equip_302030111001	EquipName_302040411001	EquipName_302040411001		unidfequip302040430001	0
equip302040433002	3020404002	EquipName_302040411002	2	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302040523002	equip_302040523002	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433002	1	1		10204202			0	0	Notice_Receive_Item	1152;312;1712;1100;1101	0		equip_302040523002	equip_302040523002	EquipName_302040411002	EquipName_302040411002		unidfequip302040430002	0
equip302040433003	3020404003	EquipName_302040411003	3	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302040523007	equip_302040523007	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433003	1	1		10204203			0	0	Notice_Receive_Item	1152;313;1713;1100;1101	0		equip_302040523007	equip_302040523003	EquipName_302040411003	EquipName_302040411003		unidfequip302040430003	0
equip302040433004	3020404004	EquipName_302040411004	4	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302040523008	equip_302040523008	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433004	1	1		10204204			0	0	Notice_Receive_Item	1152;314;1714;1100;1101	0		equip_302040523008	equip_302040523004	EquipName_302040411004	EquipName_302040411004		unidfequip302040430004	0
equip302040433005	3020404005	EquipName_302040411005	5	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302040523005	equip_302040523005	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433005	1	1		10204205			0	0	Notice_Receive_Item	1152;315;1715;1100;1101	0		equip_302040523005	equip_302040523005	EquipName_302040411005	EquipName_302040411005		unidfequip302040430005	0
equip302040433006	3020404006	EquipName_302040411006	6	40	40	2	3	504	3	50	1	9999	7000	0	0		equip_302050523006	equip_302050523006	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	109	EquipItem		302040433006	1	1		10204206			0	0	Notice_Receive_Item	1152;316;1730;1100;1101	0		equip_302050523006	equip_302050523006	EquipName_302040411006	EquipName_302040411006		unidfequip302040430006	0
equip302040541000	3020405000	EquipName_302040511000		40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541000			604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	65	0				EquipName_302040511000	EquipName_302040511000			1
equip302040541001	3020405001	EquipName_302040511001	1	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541001	equip_302020221001	equip_302020221001	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541001	1	1		10405401			0	0	Notice_Receive_Item	65	0		equip_302020221001	equip_302020221001	EquipName_302040511001	EquipName_302040511001			1
equip302040541002	3020405002	EquipName_302040511002	2	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541002	equip_302020221002	equip_302020221002	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541002	1	1		10405402	c002_head004_t1	c002_head004_t1	0	0	Notice_Receive_Item	65	48	item131000002331,1	equip_302020221002	equip_302020221002	EquipName_302040511002	EquipName_302040511002			1
equip302040541003	3020405003	EquipName_302040511003	3	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541003	equip_302020221007	equip_302020221007	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541003	1	1		10405403	c007_head006_t1	c003_head002_t1	0	0	Notice_Receive_Item	65	48	item131000003331,1	equip_302020221007	equip_302020221003	EquipName_302040511003	EquipName_302040511003			1
equip302040541004	3020405004	EquipName_302040511004	4	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541004	equip_302020221008	equip_302020221008	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541004	1	1		10405404	c008_head006_t1		0	0	Notice_Receive_Item	65	0		equip_302020221008	equip_302020221004	EquipName_302040511004	EquipName_302040511004			1
equip302040541005	3020405005	EquipName_302040511005	5	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541005	equip_302020221005	equip_302020221005	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541005	1	1		10405405			0	0	Notice_Receive_Item	65	0		equip_302020221005	equip_302020221005	EquipName_302040511005	EquipName_302040511005			1
equip302040541006	3020405006	EquipName_302040511006	6	40	40	2	4	675	3	60	1	9999	7000	0	0	EquipDes_302040541006	equip_302020221006	equip_302020221006	604800	item8103015110402,6;item8103015110407,18	1	2	8000	1	109	EquipItem		302040541006	1	1		10405406	c006_head006_t1	c006_head006_t1	0	0	Notice_Receive_Item	65	0		equip_302020221006	equip_302020221006	EquipName_302040511006	EquipName_302040511006			1
equip302050541000	3020505000	EquipName_302050511000		50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541000			604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	65	0				EquipName_302050511000	EquipName_302050511000			1
equip302050541001	3020505001	EquipName_302050511001	1	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541001	equip_302020221001	equip_302020221001	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541001	1	1		10405401			0	0	Notice_Receive_Item	65	0		equip_302020221001	equip_302020221001	EquipName_302050511001	EquipName_302050511001			1
equip302050541002	3020505002	EquipName_302050511002	2	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541002	equip_302020221002	equip_302020221002	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541002	1	1		10405402	c002_head004_t1	c002_head004_t1	0	0	Notice_Receive_Item	65	48	item131000002331,1	equip_302020221002	equip_302020221002	EquipName_302050511002	EquipName_302050511002			1
equip302050541003	3020505003	EquipName_302050511003	3	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541003	equip_302020221007	equip_302020221007	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541003	1	1		10405403	c007_head006_t1	c003_head002_t1	0	0	Notice_Receive_Item	65	48	item131000003331,1	equip_302020221007	equip_302020221003	EquipName_302050511003	EquipName_302050511003			1
equip302050541004	3020505004	EquipName_302050511004	4	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541004	equip_302020221008	equip_302020221008	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541004	1	1		10405404	c008_head006_t1		0	0	Notice_Receive_Item	65	0		equip_302020221008	equip_302020221004	EquipName_302050511004	EquipName_302050511004			1
equip302050541005	3020505005	EquipName_302050511005	5	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541005	equip_302020221005	equip_302020221005	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541005	1	1		10405405			0	0	Notice_Receive_Item	65	0		equip_302020221005	equip_302020221005	EquipName_302050511005	EquipName_302050511005			1
equip302050541006	3020505006	EquipName_302050511006	6	50	50	2	4	810	3	70	1	9999	7000	0	0	EquipDes_302050541006	equip_302020221006	equip_302020221006	604800	item8103015110402,10;item8103015110407,30;item8103015110303,9	1	2	10000	1	109	EquipItem		302050541006	1	1		10405406	c006_head006_t1	c006_head006_t1	0	0	Notice_Receive_Item	65	0		equip_302020221006	equip_302020221006	EquipName_302050511006	EquipName_302050511006			1
equip302060541000	3020605000	EquipName_302060511000		60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541000			604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	65	0				EquipName_302060511000	EquipName_302060511000			1
equip302060541001	3020605001	EquipName_302060511001	1	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541001	equip_302020221001	equip_302020221001	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541001	1	1		10405401			0	0	Notice_Receive_Item	65	0		equip_302020221001	equip_302020221001	EquipName_302060511001	EquipName_302060511001			1
equip302060541002	3020605002	EquipName_302060511002	2	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541002	equip_302020221002	equip_302020221002	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541002	1	1		10405402	c002_head004_t1	c002_head004_t1	0	0	Notice_Receive_Item	65	0		equip_302020221002	equip_302020221002	EquipName_302060511002	EquipName_302060511002			1
equip302060541003	3020605003	EquipName_302060511003	3	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541003	equip_302020221007	equip_302020221007	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541003	1	1		10405403	c007_head006_t1	c003_head002_t1	0	0	Notice_Receive_Item	65	48	item131000003331,1	equip_302020221007	equip_302020221003	EquipName_302060511003	EquipName_302060511003			1
equip302060541004	3020605004	EquipName_302060511004	4	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541004	equip_302020221008	equip_302020221008	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541004	1	1		10405404	c008_head006_t1		0	0	Notice_Receive_Item	65	0		equip_302020221008	equip_302020221004	EquipName_302060511004	EquipName_302060511004			1
equip302060541005	3020605005	EquipName_302060511005	5	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541005	equip_302020221005	equip_302020221005	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541005	1	1		10405405			0	0	Notice_Receive_Item	65	0		equip_302020221005	equip_302020221005	EquipName_302060511005	EquipName_302060511005			1
equip302060541006	3020605006	EquipName_302060511006	6	60	60	2	4	945	3	80	1	9999	7000	0	0	EquipDes_302060541006	equip_302020221006	equip_302020221006	604800	item8103015110402,18;item8103015110407,54;item8103015110303,30	1	2	12000	1	109	EquipItem		302060541006	1	1		10405406	c006_head006_t1	c006_head006_t1	0	0	Notice_Receive_Item	65	0		equip_302020221006	equip_302020221006	EquipName_302060511006	EquipName_302060511006			1
equip302050651000	3020506000	EquipName_302050611000		50	43	2	5	244	3	70	1	9999	7000	0	0				604800	item1000,150000;item8103010111007,4	1	2	12500	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item		0				EquipName_302050611000	EquipName_302050611000			0
equip302050651001	3020506001	EquipName_302050611001	1	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100001	equip_302001100001	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651001	1	1		0	c001_head001_t1	c001_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100001	equip_302001100001	EquipName_302050611001	EquipName_302050611001			0
equip302050651002	3020506002	EquipName_302050611002	2	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100002	equip_302001100002	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651002	1	1		0	c002_head001_t1	c002_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100002	equip_302001100002	EquipName_302050611002	EquipName_302050611002			0
equip302050651003	3020506003	EquipName_302050611003	3	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100007	equip_302001100007	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651003	1	1		0	c007_head001_t1	c003_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100007	equip_302001100003	EquipName_302050611003	EquipName_302050611003			0
equip302050651004	3020506004	EquipName_302050611004	4	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100008	equip_302001100008	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651004	1	1		0	c008_head001_t1	c004_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100008	equip_302001100004	EquipName_302050611004	EquipName_302050611004			0
equip302050651005	3020506005	EquipName_302050611005	5	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100005	equip_302001100005	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651005	1	1		0	c005_head001_t1	c005_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100005	equip_302001100005	EquipName_302050611005	EquipName_302050611005			0
equip302050651006	3020506006	EquipName_302050611006	6	50	43	2	5	244	3	70	1	9999	7000	0	0		equip_302001100006	equip_302001100006	604800	item1000,150000;item8103010111007,4	1	2	12500	1	109	EquipItem		302050651006	1	1		0	c006_head001_t1	c006_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100006	equip_302001100006	EquipName_302050611006	EquipName_302050611006			0
equip302060651000	3020606000	EquipName_302060611000		60	53	2	5	244	3	80	1	9999	7000	0	0				604800	item1000,200000;item8103010111007,5	1	2	15000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item		0				EquipName_302060611000	EquipName_302060611000			0
equip302060651001	3020606001	EquipName_302060611001	1	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100001	equip_302001100001	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651001	1	1		0	c001_head001_t1	c001_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100001	equip_302001100001	EquipName_302060611001	EquipName_302060611001			0
equip302060651002	3020606002	EquipName_302060611002	2	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100002	equip_302001100002	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651002	1	1		0	c002_head001_t1	c002_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100002	equip_302001100002	EquipName_302060611002	EquipName_302060611002			0
equip302060651003	3020606003	EquipName_302060611003	3	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100007	equip_302001100007	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651003	1	1		0	c007_head001_t1	c003_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100007	equip_302001100003	EquipName_302060611003	EquipName_302060611003			0
equip302060651004	3020606004	EquipName_302060611004	4	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100008	equip_302001100008	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651004	1	1		0	c008_head001_t1	c004_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100008	equip_302001100004	EquipName_302060611004	EquipName_302060611004			0
equip302060651005	3020606005	EquipName_302060611005	5	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100005	equip_302001100005	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651005	1	1		0	c005_head001_t1	c005_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100005	equip_302001100005	EquipName_302060611005	EquipName_302060611005			0
equip302060651006	3020606006	EquipName_302060611006	6	60	53	2	5	244	3	80	1	9999	7000	0	0		equip_302001100006	equip_302001100006	604800	item1000,200000;item8103010111007,5	1	2	15000	1	109	EquipItem		302060651006	1	1		0	c006_head001_t1	c006_head001_t1	0	0	Notice_Receive_Item		0		equip_302001100006	equip_302001100006	EquipName_302060611006	EquipName_302060611006			0
equip303001011000	3030010000	EquipName_303001011000		1	1	3	1	18	1	0	1	9999	7000	0	0				604800	item1000,100	1	2	100	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	2003	0				EquipName_303001011000	EquipName_303001011000			0
equip303001011001	3030010001	EquipName_303001011001	1	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100001	equip_303001100001	604800	item1000,100	1	2	100	1	110	EquipItem		303001011001	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100001	equip_303001100001	EquipName_303001011001	EquipName_303001011001			0
equip303001011002	3030010002	EquipName_303001011002	2	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100002	equip_303001100002	604800	item1000,100	1	2	100	1	110	EquipItem		303001011002	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100002	equip_303001100002	EquipName_303001011002	EquipName_303001011002			0
equip303001011003	3030010003	EquipName_303001011003	3	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100007	equip_303001100007	604800	item1000,100	1	2	100	1	110	EquipItem		303001011003	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100007	equip_303001100003	EquipName_303001011003	EquipName_303001011003			0
equip303001011004	3030010004	EquipName_303001011004	4	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100008	equip_303001100008	604800	item1000,100	1	2	100	1	110	EquipItem		303001011004	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100008	equip_303001100004	EquipName_303001011004	EquipName_303001011004			0
equip303001011005	3030010005	EquipName_303001011005	5	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100005	equip_303001100005	604800	item1000,100	1	2	100	1	110	EquipItem		303001011005	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100005	equip_303001100005	EquipName_303001011005	EquipName_303001011005			0
equip303001011006	3030010006	EquipName_303001011006	6	1	1	3	1	18	1	0	1	9999	7000	0	0		equip_303001100006	equip_303001100006	604800	item1000,100	1	2	100	1	110	EquipItem		303001011006	0			0			0	0	Notice_Receive_Item	2003	0		equip_303001100006	equip_303001100006	EquipName_303001011006	EquipName_303001011006			0
equip303010111000	3030101000	EquipName_303010111000		10	5	3	2	36	1	0	1	9999	7000	0	0				604800	item1000,500	1	2	500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1000	0				EquipName_303010111000	EquipName_303010111000			0
equip303010111001	3030101001	EquipName_303010111001	1	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100001	equip_303001100001	604800	item1000,500	1	2	500	1	110	EquipItem		303010111001	0			0			0	0	Notice_Receive_Item	1000	0		equip_303051111001	equip_303051111001	EquipName_303010111001	EquipName_303010111001		unidfequip303010110001	0
equip303010111002	3030101002	EquipName_303010111002	2	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100002	equip_303001100002	604800	item1000,500	1	2	500	1	110	EquipItem		303010111002	0			0			0	0	Notice_Receive_Item	1000	0		equip_303031111002	equip_303031111002	EquipName_303010111002	EquipName_303010111002		unidfequip303010110002	0
equip303010111003	3030101003	EquipName_303010111003	3	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100007	equip_303001100007	604800	item1000,500	1	2	500	1	110	EquipItem		303010111003	0			0			0	0	Notice_Receive_Item	1000	0		equip_303021421007	equip_303021421003	EquipName_303010111003	EquipName_303010111003		unidfequip303010110003	0
equip303010111004	3030101004	EquipName_303010111004	4	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100008	equip_303001100008	604800	item1000,500	1	2	500	1	110	EquipItem		303010111004	0			0			0	0	Notice_Receive_Item	1000	0		equip_303021421008	equip_303021421004	EquipName_303010111004	EquipName_303010111004		unidfequip303010110004	0
equip303010111005	3030101005	EquipName_303010111005	5	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100005	equip_303001100005	604800	item1000,500	1	2	500	1	110	EquipItem		303010111005	0			0			0	0	Notice_Receive_Item	1000	0		equip_303031111005	equip_303031111005	EquipName_303010111005	EquipName_303010111005		unidfequip303010110005	0
equip303010111006	3030101006	EquipName_303010111006	6	10	5	3	2	36	1	0	1	9999	7000	0	0		equip_303001100006	equip_303001100006	604800	item1000,500	1	2	500	1	110	EquipItem		303010111006	0			0			0	0	Notice_Receive_Item	1000	0		equip_303031111006	equip_303031111006	EquipName_303010111006	EquipName_303010111006		unidfequip303010110006	0
equip303030211000	3030302000	EquipName_303030211000		30	23	3	1	79	1	40	1	9999	7000	0	0				604800	item1000,1500	1	2	1500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_303030211000	EquipName_303030211000			0
equip303030211001	3030302001	EquipName_303030211001	1	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303050523001	equip_303050523001	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211001	0			0			0	0	Notice_Receive_Item	1	0		equip_303050523001	equip_303050523001	EquipName_303030211001	EquipName_303030211001		unidfequip303030210001	0
equip303030211002	3030302002	EquipName_303030211002	2	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303030111002	equip_303030111002	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211002	0			0			0	0	Notice_Receive_Item	1	0		equip_303030111002	equip_303030111002	EquipName_303030211002	EquipName_303030211002		unidfequip303030210002	0
equip303030211003	3030302003	EquipName_303030211003	3	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303020421007	equip_303020421007	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211003	0			0			0	0	Notice_Receive_Item	1	0		equip_303020421007	equip_303020421003	EquipName_303030211003	EquipName_303030211003		unidfequip303030210003	0
equip303030211004	3030302004	EquipName_303030211004	4	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303020421008	equip_303020421008	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211004	0			0			0	0	Notice_Receive_Item	1	0		equip_303020421008	equip_303020421004	EquipName_303030211004	EquipName_303030211004		unidfequip303030210004	0
equip303030211005	3030302005	EquipName_303030211005	5	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303030111005	equip_303030111005	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211005	0			0			0	0	Notice_Receive_Item	1	0		equip_303030111005	equip_303030111005	EquipName_303030211005	EquipName_303030211005		unidfequip303030210005	0
equip303030211006	3030302006	EquipName_303030211006	6	30	23	3	1	79	1	40	1	9999	7000	0	0		equip_303040523006	equip_303040523006	604800	item1000,1500	1	2	1500	1	110	EquipItem		303030211006	0			0			0	0	Notice_Receive_Item	1	0		equip_303040523006	equip_303040523006	EquipName_303030211006	EquipName_303030211006		unidfequip303030210006	0
equip303030221000	3030302000	EquipName_303030211000		30	23	3	2	158	1	40	1	9999	7000	0	0				604800	item1000,3000	1	2	3000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_303030211000	EquipName_303030211000			0
equip303030221001	3030302001	EquipName_303030211001	1	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303050523001	equip_303050523001	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221001	0			0			0	0	Notice_Receive_Item	1	0		equip_303050523001	equip_303050523001	EquipName_303030211001	EquipName_303030211001		unidfequip303030220001	0
equip303030221002	3030302002	EquipName_303030211002	2	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303030111002	equip_303030111002	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221002	0			0			0	0	Notice_Receive_Item	1	0		equip_303030111002	equip_303030111002	EquipName_303030211002	EquipName_303030211002		unidfequip303030220002	0
equip303030221003	3030302003	EquipName_303030211003	3	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303020421007	equip_303020421007	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221003	0			0			0	0	Notice_Receive_Item	1	0		equip_303020421007	equip_303020421003	EquipName_303030211003	EquipName_303030211003		unidfequip303030220003	0
equip303030221004	3030302004	EquipName_303030211004	4	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303020421008	equip_303020421008	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221004	0			0			0	0	Notice_Receive_Item	1	0		equip_303020421008	equip_303020421004	EquipName_303030211004	EquipName_303030211004		unidfequip303030220004	0
equip303030221005	3030302005	EquipName_303030211005	5	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303030111005	equip_303030111005	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221005	0			0			0	0	Notice_Receive_Item	1	0		equip_303030111005	equip_303030111005	EquipName_303030211005	EquipName_303030211005		unidfequip303030220005	0
equip303030221006	3030302006	EquipName_303030211006	6	30	23	3	2	158	1	40	1	9999	7000	0	0		equip_303040523006	equip_303040523006	604800	item1000,3000	1	2	3000	1	110	EquipItem		303030221006	0			0			0	0	Notice_Receive_Item	1	0		equip_303040523006	equip_303040523006	EquipName_303030211006	EquipName_303030211006		unidfequip303030220006	0
equip303030231000	3030302000	EquipName_303030211000		30	23	3	3	178	1	40	1	9999	7000	0	0				604800	item1000,4500	1	2	4500	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1	0				EquipName_303030211000	EquipName_303030211000			0
