流水id	npc编号	品阶等级	当前品阶星级	属性ID	进阶消耗材料	进阶消耗银币	升阶所需玩家等级限制
326	soldier_npc_10014	5	5	1300000049	item105000000033,60;item105000000034,30	1,33750000	61
327	soldier_npc_10015	1	1	1300000025			1
328	soldier_npc_10015	1	2	1300000026	item105000000030,6	1,15000	1
329	soldier_npc_10015	1	3	1300000027	item105000000030,12	1,30000	1
330	soldier_npc_10015	1	4	1300000028	item105000000030,18	1,45000	1
331	soldier_npc_10015	1	5	1300000029	item105000000030,27	1,60000	1
332	soldier_npc_10015	2	1	1300000030	item105000000030,36;item105000000031,6	1,75000	21
333	soldier_npc_10015	2	2	1300000031	item105000000030,42;item105000000031,12	1,150000	21
334	soldier_npc_10015	2	3	1300000032	item105000000030,48;item105000000031,18	1,300000	21
335	soldier_npc_10015	2	4	1300000033	item105000000030,54;item105000000031,24	1,450000	21
336	soldier_npc_10015	2	5	1300000034	item105000000030,60;item105000000031,30	1,600000	21
337	soldier_npc_10015	3	1	1300000035	item105000000031,36;item105000000032,6	1,750000	31
338	soldier_npc_10015	3	2	1300000036	item105000000031,42;item105000000032,12	1,1500000	31
339	soldier_npc_10015	3	3	1300000037	item105000000031,48;item105000000032,18	1,3000000	31
340	soldier_npc_10015	3	4	1300000038	item105000000031,54;item105000000032,24	1,4500000	31
341	soldier_npc_10015	3	5	1300000039	item105000000031,60;item105000000032,30	1,6000000	31
342	soldier_npc_10015	4	1	1300000040	item105000000032,36;item105000000033,6	1,7500000	41
343	soldier_npc_10015	4	2	1300000041	item105000000032,42;item105000000033,12	1,9375000	41
344	soldier_npc_10015	4	3	1300000042	item105000000032,48;item105000000033,18	1,11250000	41
345	soldier_npc_10015	4	4	1300000043	item105000000032,54;item105000000033,24	1,13125000	41
346	soldier_npc_10015	4	5	1300000044	item105000000032,60;item105000000033,30	1,15000000	41
347	soldier_npc_10015	5	1	1300000045	item105000000033,36;item105000000034,6	1,18750000	61
348	soldier_npc_10015	5	2	1300000046	item105000000033,42;item105000000034,12	1,22500000	61
349	soldier_npc_10015	5	3	1300000047	item105000000033,48;item105000000034,18	1,26250000	61
350	soldier_npc_10015	5	4	1300000048	item105000000033,54;item105000000034,24	1,30000000	61
351	soldier_npc_10015	5	5	1300000049	item105000000033,60;item105000000034,30	1,33750000	61
352	soldier_npc_10016	1	1	1300000050			1
353	soldier_npc_10016	1	2	1300000051	item105000000030,10	1,20000	1
354	soldier_npc_10016	1	3	1300000052	item105000000030,20	1,40000	1
355	soldier_npc_10016	1	4	1300000053	item105000000030,35	1,60000	1
356	soldier_npc_10016	1	5	1300000054	item105000000030,50	1,80000	1
357	soldier_npc_10016	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
358	soldier_npc_10016	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
359	soldier_npc_10016	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
360	soldier_npc_10016	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
361	soldier_npc_10016	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
362	soldier_npc_10016	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
363	soldier_npc_10016	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
364	soldier_npc_10016	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
365	soldier_npc_10016	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
366	soldier_npc_10016	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
367	soldier_npc_10016	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
368	soldier_npc_10016	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
369	soldier_npc_10016	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
370	soldier_npc_10016	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
371	soldier_npc_10016	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
372	soldier_npc_10016	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
373	soldier_npc_10016	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
374	soldier_npc_10016	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
375	soldier_npc_10016	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
376	soldier_npc_10016	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
377	soldier_npc_10017	1	1	1300000050			1
378	soldier_npc_10017	1	2	1300000051	item105000000030,10	1,20000	1
379	soldier_npc_10017	1	3	1300000052	item105000000030,20	1,40000	1
380	soldier_npc_10017	1	4	1300000053	item105000000030,35	1,60000	1
381	soldier_npc_10017	1	5	1300000054	item105000000030,50	1,80000	1
382	soldier_npc_10017	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
383	soldier_npc_10017	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
384	soldier_npc_10017	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
385	soldier_npc_10017	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
386	soldier_npc_10017	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
387	soldier_npc_10017	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
388	soldier_npc_10017	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
389	soldier_npc_10017	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
390	soldier_npc_10017	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
391	soldier_npc_10017	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
392	soldier_npc_10017	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
393	soldier_npc_10017	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
394	soldier_npc_10017	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
395	soldier_npc_10017	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
396	soldier_npc_10017	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
397	soldier_npc_10017	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
398	soldier_npc_10017	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
399	soldier_npc_10017	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
400	soldier_npc_10017	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
401	soldier_npc_10017	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
402	soldier_npc_10018	1	1	1300000050			1
403	soldier_npc_10018	1	2	1300000051	item105000000030,10	1,20000	1
404	soldier_npc_10018	1	3	1300000052	item105000000030,20	1,40000	1
405	soldier_npc_10018	1	4	1300000053	item105000000030,35	1,60000	1
406	soldier_npc_10018	1	5	1300000054	item105000000030,50	1,80000	1
407	soldier_npc_10018	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
408	soldier_npc_10018	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
409	soldier_npc_10018	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
410	soldier_npc_10018	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
411	soldier_npc_10018	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
412	soldier_npc_10018	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
413	soldier_npc_10018	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
414	soldier_npc_10018	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
415	soldier_npc_10018	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
416	soldier_npc_10018	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
417	soldier_npc_10018	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
418	soldier_npc_10018	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
419	soldier_npc_10018	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
420	soldier_npc_10018	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
421	soldier_npc_10018	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
422	soldier_npc_10018	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
423	soldier_npc_10018	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
424	soldier_npc_10018	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
425	soldier_npc_10018	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
426	soldier_npc_10018	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
427	soldier_npc_10019	1	1	1300000050			1
428	soldier_npc_10019	1	2	1300000051	item105000000030,10	1,20000	1
429	soldier_npc_10019	1	3	1300000052	item105000000030,20	1,40000	1
430	soldier_npc_10019	1	4	1300000053	item105000000030,35	1,60000	1
431	soldier_npc_10019	1	5	1300000054	item105000000030,50	1,80000	1
432	soldier_npc_10019	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
433	soldier_npc_10019	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
434	soldier_npc_10019	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
435	soldier_npc_10019	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
436	soldier_npc_10019	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
437	soldier_npc_10019	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
438	soldier_npc_10019	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
439	soldier_npc_10019	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
440	soldier_npc_10019	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
441	soldier_npc_10019	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
442	soldier_npc_10019	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
443	soldier_npc_10019	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
444	soldier_npc_10019	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
445	soldier_npc_10019	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
446	soldier_npc_10019	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
447	soldier_npc_10019	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
448	soldier_npc_10019	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
449	soldier_npc_10019	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
450	soldier_npc_10019	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
451	soldier_npc_10019	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
452	soldier_npc_10020	1	1	1300000050			1
453	soldier_npc_10020	1	2	1300000051	item105000000030,10	1,20000	1
454	soldier_npc_10020	1	3	1300000052	item105000000030,20	1,40000	1
455	soldier_npc_10020	1	4	1300000053	item105000000030,35	1,60000	1
456	soldier_npc_10020	1	5	1300000054	item105000000030,50	1,80000	1
457	soldier_npc_10020	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
458	soldier_npc_10020	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
459	soldier_npc_10020	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
460	soldier_npc_10020	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
461	soldier_npc_10020	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
462	soldier_npc_10020	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
463	soldier_npc_10020	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
464	soldier_npc_10020	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
465	soldier_npc_10020	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
466	soldier_npc_10020	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
467	soldier_npc_10020	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
468	soldier_npc_10020	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
469	soldier_npc_10020	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
470	soldier_npc_10020	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
471	soldier_npc_10020	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
472	soldier_npc_10020	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
473	soldier_npc_10020	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
474	soldier_npc_10020	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
475	soldier_npc_10020	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
476	soldier_npc_10020	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
477	soldier_npc_10021	1	1	1300000050			1
478	soldier_npc_10021	1	2	1300000051	item105000000030,10	1,20000	1
479	soldier_npc_10021	1	3	1300000052	item105000000030,20	1,40000	1
480	soldier_npc_10021	1	4	1300000053	item105000000030,35	1,60000	1
481	soldier_npc_10021	1	5	1300000054	item105000000030,50	1,80000	1
482	soldier_npc_10021	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
483	soldier_npc_10021	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
484	soldier_npc_10021	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
485	soldier_npc_10021	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
486	soldier_npc_10021	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
487	soldier_npc_10021	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
488	soldier_npc_10021	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
489	soldier_npc_10021	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
490	soldier_npc_10021	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
491	soldier_npc_10021	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
492	soldier_npc_10021	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
493	soldier_npc_10021	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
494	soldier_npc_10021	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
495	soldier_npc_10021	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
496	soldier_npc_10021	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
497	soldier_npc_10021	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
498	soldier_npc_10021	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
499	soldier_npc_10021	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
500	soldier_npc_10021	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
501	soldier_npc_10021	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
502	soldier_npc_10022	1	1	1300000050			1
503	soldier_npc_10022	1	2	1300000051	item105000000030,10	1,20000	1
504	soldier_npc_10022	1	3	1300000052	item105000000030,20	1,40000	1
505	soldier_npc_10022	1	4	1300000053	item105000000030,35	1,60000	1
506	soldier_npc_10022	1	5	1300000054	item105000000030,50	1,80000	1
507	soldier_npc_10022	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
508	soldier_npc_10022	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
509	soldier_npc_10022	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
510	soldier_npc_10022	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
511	soldier_npc_10022	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
512	soldier_npc_10022	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
513	soldier_npc_10022	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
514	soldier_npc_10022	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
515	soldier_npc_10022	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
516	soldier_npc_10022	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
517	soldier_npc_10022	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
518	soldier_npc_10022	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
519	soldier_npc_10022	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
520	soldier_npc_10022	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
521	soldier_npc_10022	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
522	soldier_npc_10022	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
523	soldier_npc_10022	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
524	soldier_npc_10022	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
525	soldier_npc_10022	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
526	soldier_npc_10022	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
527	soldier_npc_10023	1	1	1300000050			1
528	soldier_npc_10023	1	2	1300000051	item105000000030,10	1,20000	1
529	soldier_npc_10023	1	3	1300000052	item105000000030,20	1,40000	1
530	soldier_npc_10023	1	4	1300000053	item105000000030,35	1,60000	1
531	soldier_npc_10023	1	5	1300000054	item105000000030,50	1,80000	1
532	soldier_npc_10023	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
533	soldier_npc_10023	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
534	soldier_npc_10023	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
535	soldier_npc_10023	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
536	soldier_npc_10023	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
537	soldier_npc_10023	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
538	soldier_npc_10023	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
539	soldier_npc_10023	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
540	soldier_npc_10023	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
541	soldier_npc_10023	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
542	soldier_npc_10023	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
543	soldier_npc_10023	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
544	soldier_npc_10023	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
545	soldier_npc_10023	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
546	soldier_npc_10023	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
547	soldier_npc_10023	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
548	soldier_npc_10023	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
549	soldier_npc_10023	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
550	soldier_npc_10023	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
551	soldier_npc_10023	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
552	soldier_npc_10024	1	1	1300000050			1
553	soldier_npc_10024	1	2	1300000051	item105000000030,10	1,20000	1
554	soldier_npc_10024	1	3	1300000052	item105000000030,20	1,40000	1
555	soldier_npc_10024	1	4	1300000053	item105000000030,35	1,60000	1
556	soldier_npc_10024	1	5	1300000054	item105000000030,50	1,80000	1
557	soldier_npc_10024	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
558	soldier_npc_10024	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
559	soldier_npc_10024	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
560	soldier_npc_10024	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
561	soldier_npc_10024	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
562	soldier_npc_10024	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
563	soldier_npc_10024	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
564	soldier_npc_10024	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
565	soldier_npc_10024	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
566	soldier_npc_10024	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
567	soldier_npc_10024	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
568	soldier_npc_10024	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
569	soldier_npc_10024	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
570	soldier_npc_10024	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
571	soldier_npc_10024	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
572	soldier_npc_10024	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
573	soldier_npc_10024	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
574	soldier_npc_10024	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
575	soldier_npc_10024	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
576	soldier_npc_10024	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
577	soldier_npc_10025	1	1	1300000050			1
578	soldier_npc_10025	1	2	1300000051	item105000000030,10	1,20000	1
579	soldier_npc_10025	1	3	1300000052	item105000000030,20	1,40000	1
580	soldier_npc_10025	1	4	1300000053	item105000000030,35	1,60000	1
581	soldier_npc_10025	1	5	1300000054	item105000000030,50	1,80000	1
582	soldier_npc_10025	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
583	soldier_npc_10025	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
584	soldier_npc_10025	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
585	soldier_npc_10025	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
586	soldier_npc_10025	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
587	soldier_npc_10025	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
588	soldier_npc_10025	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
589	soldier_npc_10025	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
590	soldier_npc_10025	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
591	soldier_npc_10025	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
592	soldier_npc_10025	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
593	soldier_npc_10025	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
594	soldier_npc_10025	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
595	soldier_npc_10025	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
596	soldier_npc_10025	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
597	soldier_npc_10025	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
598	soldier_npc_10025	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
599	soldier_npc_10025	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
600	soldier_npc_10025	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
601	soldier_npc_10025	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
602	soldier_npc_10026	1	1	1300000050			1
603	soldier_npc_10026	1	2	1300000051	item105000000030,10	1,20000	1
604	soldier_npc_10026	1	3	1300000052	item105000000030,20	1,40000	1
605	soldier_npc_10026	1	4	1300000053	item105000000030,35	1,60000	1
606	soldier_npc_10026	1	5	1300000054	item105000000030,50	1,80000	1
607	soldier_npc_10026	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
608	soldier_npc_10026	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
609	soldier_npc_10026	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
610	soldier_npc_10026	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
611	soldier_npc_10026	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
612	soldier_npc_10026	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
613	soldier_npc_10026	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
614	soldier_npc_10026	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
615	soldier_npc_10026	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
616	soldier_npc_10026	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
617	soldier_npc_10026	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
618	soldier_npc_10026	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
619	soldier_npc_10026	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
620	soldier_npc_10026	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
621	soldier_npc_10026	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
622	soldier_npc_10026	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
623	soldier_npc_10026	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
624	soldier_npc_10026	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
625	soldier_npc_10026	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
626	soldier_npc_10026	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
627	soldier_npc_10027	1	1	1300000050			1
628	soldier_npc_10027	1	2	1300000051	item105000000030,10	1,20000	1
629	soldier_npc_10027	1	3	1300000052	item105000000030,20	1,40000	1
630	soldier_npc_10027	1	4	1300000053	item105000000030,35	1,60000	1
631	soldier_npc_10027	1	5	1300000054	item105000000030,50	1,80000	1
632	soldier_npc_10027	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
633	soldier_npc_10027	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
634	soldier_npc_10027	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
635	soldier_npc_10027	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
636	soldier_npc_10027	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
637	soldier_npc_10027	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
638	soldier_npc_10027	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
639	soldier_npc_10027	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
640	soldier_npc_10027	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
641	soldier_npc_10027	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
642	soldier_npc_10027	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
643	soldier_npc_10027	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
644	soldier_npc_10027	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
645	soldier_npc_10027	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
646	soldier_npc_10027	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
647	soldier_npc_10027	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
648	soldier_npc_10027	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
649	soldier_npc_10027	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
650	soldier_npc_10027	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
651	soldier_npc_10027	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
652	soldier_npc_10028	1	1	1300000050			1
653	soldier_npc_10028	1	2	1300000051	item105000000030,10	1,20000	1
