主任务ID	主任务类型	任务二级分类	任务组	任务等级	主角等级	等级上限	限制职业	接取场景	接取NPC	接取坐标	触发范围	互斥任务	前置任务	前置任务组合类型	自动接取任务关联	判断进度条显示	鎏光特效显示	脚本接口	是否可放弃	显示图片	标题	内容	故事	任务难度	任务完成时间检查条件	世界任务内容	探索ID	副本任务标识
1751230	10	0	0	0	20	110		0			0			0	1	0		task/task1751230.lua	1		AcceptTaskName1751230	AcceptTaskContent1751230	AcceptTaskStory1751230	-1			0	0
1751240	10	0	0	0	20	110		0			0			0	1	0		task/task1751240.lua	1		AcceptTaskName1751240	AcceptTaskContent1751240	AcceptTaskStory1751240	-1			0	0
1751250	10	0	0	0	20	110		0			0			0	1	0		task/task1751250.lua	1		AcceptTaskName1751250	AcceptTaskContent1751250	AcceptTaskStory1751250	-1			0	0
1751260	10	0	0	0	20	110		0			0			0	1	0		task/task1751260.lua	1		AcceptTaskName1751260	AcceptTaskContent1751260	AcceptTaskStory1751260	-1			0	0
1751270	10	0	0	0	20	110		0			0			0	1	0		task/task1751270.lua	1		AcceptTaskName1751270	AcceptTaskContent1751270	AcceptTaskStory1751270	-1			0	0
1751280	10	0	0	0	20	110		0			0			0	1	0		task/task1751280.lua	1		AcceptTaskName1751280	AcceptTaskContent1751280	AcceptTaskStory1751280	-1			0	0
1751290	10	0	0	0	20	110		0			0			0	1	0		task/task1751290.lua	1		AcceptTaskName1751290	AcceptTaskContent1751290	AcceptTaskStory1751290	-1			0	0
1751300	10	0	0	0	20	110		0			0			0	1	0		task/task1751300.lua	1		AcceptTaskName1751300	AcceptTaskContent1751300	AcceptTaskStory1751300	-1			0	0
1751310	10	0	0	0	20	110		0			0			0	1	0		task/task1751310.lua	1		AcceptTaskName1751310	AcceptTaskContent1751310	AcceptTaskStory1751310	-1			0	0
1751320	10	0	0	0	20	110		0			0			0	1	0		task/task1751320.lua	1		AcceptTaskName1751320	AcceptTaskContent1751320	AcceptTaskStory1751320	-1			0	0
1751330	10	0	0	0	20	110		0			0			0	1	0		task/task1751330.lua	1		AcceptTaskName1751330	AcceptTaskContent1751330	AcceptTaskStory1751330	-1			0	0
1751340	10	0	0	0	20	110		0			0			0	1	0		task/task1751340.lua	1		AcceptTaskName1751340	AcceptTaskContent1751340	AcceptTaskStory1751340	-1			0	0
1751350	10	0	0	0	20	110		0			0			0	1	0		task/task1751350.lua	1		AcceptTaskName1751350	AcceptTaskContent1751350	AcceptTaskStory1751350	-1			0	0
1751360	10	0	0	0	20	110		0			0			0	1	0		task/task1751360.lua	1		AcceptTaskName1751360	AcceptTaskContent1751360	AcceptTaskStory1751360	-1			0	0
1751370	10	0	0	0	20	110		0			0			0	1	0		task/task1751370.lua	1		AcceptTaskName1751370	AcceptTaskContent1751370	AcceptTaskStory1751370	-1			0	0
1751380	10	0	0	0	20	110		0			0			0	1	0		task/task1751380.lua	1		AcceptTaskName1751380	AcceptTaskContent1751380	AcceptTaskStory1751380	-1			0	0
1751390	10	0	0	0	20	110		0			0			0	1	0		task/task1751390.lua	1		AcceptTaskName1751390	AcceptTaskContent1751390	AcceptTaskStory1751390	-1			0	0
1751400	10	0	0	0	20	110		0			0			0	1	0		task/task1751400.lua	1		AcceptTaskName1751400	AcceptTaskContent1751400	AcceptTaskStory1751400	-1			0	0
1751410	10	0	0	0	20	110		0			0			0	1	0		task/task1751410.lua	1		AcceptTaskName1751410	AcceptTaskContent1751410	AcceptTaskStory1751410	-1			0	0
1751420	10	0	0	0	20	110		0			0			0	1	0		task/task1751420.lua	1		AcceptTaskName1751420	AcceptTaskContent1751420	AcceptTaskStory1751420	-1			0	0
1751430	10	0	0	0	20	110		0			0			0	1	0		task/task1751430.lua	1		AcceptTaskName1751430	AcceptTaskContent1751430	AcceptTaskStory1751430	-1			0	0
1751440	10	0	0	0	20	110		0			0			0	1	0		task/task1751440.lua	1		AcceptTaskName1751440	AcceptTaskContent1751440	AcceptTaskStory1751440	-1			0	0
1751450	10	0	0	0	20	110		0			0			0	1	0		task/task1751450.lua	1		AcceptTaskName1751450	AcceptTaskContent1751450	AcceptTaskStory1751450	-1			0	0
1751460	10	0	0	0	20	110		0			0			0	1	0		task/task1751460.lua	1		AcceptTaskName1751460	AcceptTaskContent1751460	AcceptTaskStory1751460	-1			0	0
1751470	10	0	0	0	20	110		0			0			0	1	0		task/task1751470.lua	1		AcceptTaskName1751470	AcceptTaskContent1751470	AcceptTaskStory1751470	-1			0	0
1751480	10	0	0	0	20	110		0			0			0	1	0		task/task1751480.lua	1		AcceptTaskName1751480	AcceptTaskContent1751480	AcceptTaskStory1751480	-1			0	0
1761010	10	0	0	0	20	110		0			0			0	1	0		task/task1761010.lua	1		AcceptTaskName1761010	AcceptTaskContent1761010	AcceptTaskStory1761010	-1			0	0
1761020	10	0	0	0	20	110		0			0			0	1	0		task/task1761020.lua	1		AcceptTaskName1761020	AcceptTaskContent1761020	AcceptTaskStory1761020	-1			0	0
1761030	10	0	0	0	20	110		0			0			0	1	0		task/task1761030.lua	1		AcceptTaskName1761030	AcceptTaskContent1761030	AcceptTaskStory1761030	-1			0	0
1761040	10	0	0	0	20	110		0			0			0	1	0		task/task1761040.lua	1		AcceptTaskName1761040	AcceptTaskContent1761040	AcceptTaskStory1761040	-1			0	0
1761050	10	0	0	0	20	110		0			0			0	1	0		task/task1761050.lua	1		AcceptTaskName1761050	AcceptTaskContent1761050	AcceptTaskStory1761050	-1			0	0
1761060	10	0	0	0	20	110		0			0			0	1	0		task/task1761060.lua	1		AcceptTaskName1761060	AcceptTaskContent1761060	AcceptTaskStory1761060	-1			0	0
1761070	10	0	0	0	20	110		0			0			0	1	0		task/task1761070.lua	1		AcceptTaskName1761070	AcceptTaskContent1761070	AcceptTaskStory1761070	-1			0	0
1761080	10	0	0	0	20	110		0			0			0	1	0		task/task1761080.lua	1		AcceptTaskName1761080	AcceptTaskContent1761080	AcceptTaskStory1761080	-1			0	0
1761090	10	0	0	0	20	110		0			0			0	1	0		task/task1761090.lua	1		AcceptTaskName1761090	AcceptTaskContent1761090	AcceptTaskStory1761090	-1			0	0
1761100	10	0	0	0	20	110		0			0			0	1	0		task/task1761100.lua	1		AcceptTaskName1761100	AcceptTaskContent1761100	AcceptTaskStory1761100	-1			0	0
1762010	10	0	0	0	20	110		0			0			0	1	0		task/task1762010.lua	1		AcceptTaskName1761010	AcceptTaskContent1761010	AcceptTaskStory1761010	-1			0	0
1762020	10	0	0	0	20	110		0			0			0	1	0		task/task1762020.lua	1		AcceptTaskName1761020	AcceptTaskContent1761020	AcceptTaskStory1761020	-1			0	0
1762030	10	0	0	0	20	110		0			0			0	1	0		task/task1762030.lua	1		AcceptTaskName1761030	AcceptTaskContent1761030	AcceptTaskStory1761030	-1			0	0
1762040	10	0	0	0	20	110		0			0			0	1	0		task/task1762040.lua	1		AcceptTaskName1761040	AcceptTaskContent1761040	AcceptTaskStory1761040	-1			0	0
1762050	10	0	0	0	20	110		0			0			0	1	0		task/task1762050.lua	1		AcceptTaskName1761050	AcceptTaskContent1761050	AcceptTaskStory1761050	-1			0	0
1762060	10	0	0	0	20	110		0			0			0	1	0		task/task1762060.lua	1		AcceptTaskName1761060	AcceptTaskContent1761060	AcceptTaskStory1761060	-1			0	0
1762070	10	0	0	0	20	110		0			0			0	1	0		task/task1762070.lua	1		AcceptTaskName1761070	AcceptTaskContent1761070	AcceptTaskStory1761070	-1			0	0
1762080	10	0	0	0	20	110		0			0			0	1	0		task/task1762080.lua	1		AcceptTaskName1761080	AcceptTaskContent1761080	AcceptTaskStory1761080	-1			0	0
1762090	10	0	0	0	20	110		0			0			0	1	0		task/task1762090.lua	1		AcceptTaskName1761090	AcceptTaskContent1761090	AcceptTaskStory1761090	-1			0	0
1762100	10	0	0	0	20	110		0			0			0	1	0		task/task1762100.lua	1		AcceptTaskName1761100	AcceptTaskContent1761100	AcceptTaskStory1761100	-1			0	0
1763010	10	0	0	0	20	110		0			0			0	1	0		task/task1763010.lua	1		AcceptTaskName1761010	AcceptTaskContent1761010	AcceptTaskStory1761010	-1			0	0
1763020	10	0	0	0	20	110		0			0			0	1	0		task/task1763020.lua	1		AcceptTaskName1761020	AcceptTaskContent1761020	AcceptTaskStory1761020	-1			0	0
1763030	10	0	0	0	20	110		0			0			0	1	0		task/task1763030.lua	1		AcceptTaskName1761030	AcceptTaskContent1761030	AcceptTaskStory1761030	-1			0	0
1763040	10	0	0	0	20	110		0			0			0	1	0		task/task1763040.lua	1		AcceptTaskName1761040	AcceptTaskContent1761040	AcceptTaskStory1761040	-1			0	0
1763050	10	0	0	0	20	110		0			0			0	1	0		task/task1763050.lua	1		AcceptTaskName1761050	AcceptTaskContent1761050	AcceptTaskStory1761050	-1			0	0
1763060	10	0	0	0	20	110		0			0			0	1	0		task/task1763060.lua	1		AcceptTaskName1761060	AcceptTaskContent1761060	AcceptTaskStory1761060	-1			0	0
1763070	10	0	0	0	20	110		0			0			0	1	0		task/task1763070.lua	1		AcceptTaskName1761070	AcceptTaskContent1761070	AcceptTaskStory1761070	-1			0	0
1763080	10	0	0	0	20	110		0			0			0	1	0		task/task1763080.lua	1		AcceptTaskName1761080	AcceptTaskContent1761080	AcceptTaskStory1761080	-1			0	0
1763090	10	0	0	0	20	110		0			0			0	1	0		task/task1763090.lua	1		AcceptTaskName1761090	AcceptTaskContent1761090	AcceptTaskStory1761090	-1			0	0
1763100	10	0	0	0	20	110		0			0			0	1	0		task/task1763100.lua	1		AcceptTaskName1761100	AcceptTaskContent1761100	AcceptTaskStory1761100	-1			0	0
1764010	10	0	0	0	20	110		0			0			0	1	0		task/task1764010.lua	1		AcceptTaskName1761010	AcceptTaskContent1761010	AcceptTaskStory1761010	-1			0	0
1764020	10	0	0	0	20	110		0			0			0	1	0		task/task1764020.lua	1		AcceptTaskName1761020	AcceptTaskContent1761020	AcceptTaskStory1761020	-1			0	0
1764030	10	0	0	0	20	110		0			0			0	1	0		task/task1764030.lua	1		AcceptTaskName1761030	AcceptTaskContent1761030	AcceptTaskStory1761030	-1			0	0
1764040	10	0	0	0	20	110		0			0			0	1	0		task/task1764040.lua	1		AcceptTaskName1761040	AcceptTaskContent1761040	AcceptTaskStory1761040	-1			0	0
1764050	10	0	0	0	20	110		0			0			0	1	0		task/task1764050.lua	1		AcceptTaskName1761050	AcceptTaskContent1761050	AcceptTaskStory1761050	-1			0	0
1764060	10	0	0	0	20	110		0			0			0	1	0		task/task1764060.lua	1		AcceptTaskName1761060	AcceptTaskContent1761060	AcceptTaskStory1761060	-1			0	0
1764070	10	0	0	0	20	110		0			0			0	1	0		task/task1764070.lua	1		AcceptTaskName1761070	AcceptTaskContent1761070	AcceptTaskStory1761070	-1			0	0
1764080	10	0	0	0	20	110		0			0			0	1	0		task/task1764080.lua	1		AcceptTaskName1761080	AcceptTaskContent1761080	AcceptTaskStory1761080	-1			0	0
1764090	10	0	0	0	20	110		0			0			0	1	0		task/task1764090.lua	1		AcceptTaskName1761090	AcceptTaskContent1761090	AcceptTaskStory1761090	-1			0	0
1764100	10	0	0	0	20	110		0			0			0	1	0		task/task1764100.lua	1		AcceptTaskName1761100	AcceptTaskContent1761100	AcceptTaskStory1761100	-1			0	0
1765010	10	0	0	0	20	110		0			0			0	1	0		task/task1765010.lua	1		AcceptTaskName1761010	AcceptTaskContent1761010	AcceptTaskStory1761010	-1			0	0
1765020	10	0	0	0	20	110		0			0			0	1	0		task/task1765020.lua	1		AcceptTaskName1761020	AcceptTaskContent1761020	AcceptTaskStory1761020	-1			0	0
1765030	10	0	0	0	20	110		0			0			0	1	0		task/task1765030.lua	1		AcceptTaskName1761030	AcceptTaskContent1761030	AcceptTaskStory1761030	-1			0	0
1765040	10	0	0	0	20	110		0			0			0	1	0		task/task1765040.lua	1		AcceptTaskName1761040	AcceptTaskContent1761040	AcceptTaskStory1761040	-1			0	0
1765050	10	0	0	0	20	110		0			0			0	1	0		task/task1765050.lua	1		AcceptTaskName1761050	AcceptTaskContent1761050	AcceptTaskStory1761050	-1			0	0
1765060	10	0	0	0	20	110		0			0			0	1	0		task/task1765060.lua	1		AcceptTaskName1761060	AcceptTaskContent1761060	AcceptTaskStory1761060	-1			0	0
1765070	10	0	0	0	20	110		0			0			0	1	0		task/task1765070.lua	1		AcceptTaskName1761070	AcceptTaskContent1761070	AcceptTaskStory1761070	-1			0	0
1765080	10	0	0	0	20	110		0			0			0	1	0		task/task1765080.lua	1		AcceptTaskName1761080	AcceptTaskContent1761080	AcceptTaskStory1761080	-1			0	0
1765090	10	0	0	0	20	110		0			0			0	1	0		task/task1765090.lua	1		AcceptTaskName1761090	AcceptTaskContent1761090	AcceptTaskStory1761090	-1			0	0
1765100	10	0	0	0	20	110		0			0			0	1	0		task/task1765100.lua	1		AcceptTaskName1761100	AcceptTaskContent1761100	AcceptTaskStory1761100	-1			0	0
1771010	10	0	0	0	20	110		0			0			0	1	0		task/task1771010.lua	1		AcceptTaskName1771010	AcceptTaskContent1771010	AcceptTaskStory1771010	-1			0	0
1771020	10	0	0	0	20	110		0			0			0	1	0		task/task1771020.lua	1		AcceptTaskName1771020	AcceptTaskContent1771020	AcceptTaskStory1771020	-1			0	0
1771030	10	0	0	0	20	110		0			0			0	1	0		task/task1771030.lua	1		AcceptTaskName1771030	AcceptTaskContent1771030	AcceptTaskStory1771030	-1			0	0
1771040	10	0	0	0	20	110		0			0			0	1	0		task/task1771040.lua	1		AcceptTaskName1771040	AcceptTaskContent1771040	AcceptTaskStory1771040	-1			0	0
1771050	10	0	0	0	20	110		0			0			0	1	0		task/task1771050.lua	1		AcceptTaskName1771050	AcceptTaskContent1771050	AcceptTaskStory1771050	-1			0	0
1771060	10	0	0	0	20	110		0			0			0	1	0		task/task1771060.lua	1		AcceptTaskName1771060	AcceptTaskContent1771060	AcceptTaskStory1771060	-1			0	0
1771070	10	0	0	0	20	110		0			0			0	1	0		task/task1771070.lua	1		AcceptTaskName1771070	AcceptTaskContent1771070	AcceptTaskStory1771070	-1			0	0
1771080	10	0	0	0	20	110		0			0			0	1	0		task/task1771080.lua	1		AcceptTaskName1771080	AcceptTaskContent1771080	AcceptTaskStory1771080	-1			0	0
1771090	10	0	0	0	20	110		0			0			0	1	0		task/task1771090.lua	1		AcceptTaskName1771090	AcceptTaskContent1771090	AcceptTaskStory1771090	-1			0	0
1771100	10	0	0	0	20	110		0			0			0	1	0		task/task1771100.lua	1		AcceptTaskName1771010	AcceptTaskContent1771100	AcceptTaskStory1771100	-1			0	0
1771110	10	0	0	0	20	110		0			0			0	1	0		task/task1771110.lua	1		AcceptTaskName1771020	AcceptTaskContent1771110	AcceptTaskStory1771110	-1			0	0
1771120	10	0	0	0	20	110		0			0			0	1	0		task/task1771120.lua	1		AcceptTaskName1771030	AcceptTaskContent1771120	AcceptTaskStory1771120	-1			0	0
1771130	10	0	0	0	20	110		0			0			0	1	0		task/task1771130.lua	1		AcceptTaskName1771040	AcceptTaskContent1771130	AcceptTaskStory1771130	-1			0	0
1771140	10	0	0	0	20	110		0			0			0	1	0		task/task1771140.lua	1		AcceptTaskName1771050	AcceptTaskContent1771140	AcceptTaskStory1771140	-1			0	0
1771150	10	0	0	0	20	110		0			0			0	1	0		task/task1771150.lua	1		AcceptTaskName1771060	AcceptTaskContent1771150	AcceptTaskStory1771150	-1			0	0
1771160	10	0	0	0	20	110		0			0			0	1	0		task/task1771160.lua	1		AcceptTaskName1771070	AcceptTaskContent1771160	AcceptTaskStory1771160	-1			0	0
1771170	10	0	0	0	20	110		0			0			0	1	0		task/task1771170.lua	1		AcceptTaskName1771080	AcceptTaskContent1771170	AcceptTaskStory1771170	-1			0	0
1781010	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781010	AcceptTaskContent1781010	AcceptTaskStory1781010	-1			0	0
1781020	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781020	AcceptTaskContent1781020	AcceptTaskStory1781020	-1			0	0
1781030	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781030	AcceptTaskContent1781030	AcceptTaskStory1781030	-1			0	0
1781040	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781040	AcceptTaskContent1781040	AcceptTaskStory1781040	-1			0	0
1781050	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781050	AcceptTaskContent1781050	AcceptTaskStory1781050	-1			0	0
1781060	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781060	AcceptTaskContent1781060	AcceptTaskStory1781060	-1			0	0
1781070	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781070	AcceptTaskContent1781070	AcceptTaskStory1781070	-1			0	0
1781080	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781080	AcceptTaskContent1781080	AcceptTaskStory1781080	-1			0	0
1781090	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781090	AcceptTaskContent1781090	AcceptTaskStory1781090	-1			0	0
1781100	10	0	0	0	20	110		0			0			0	1	0			1		AcceptTaskName1781100	AcceptTaskContent1781100	AcceptTaskStory1781100	-1			0	0
2010000	12	0	0	-1	1	110		2	npc_10077	-29.5,3.9,36.1	0			0	0	0		task/task2010000.lua	1		AcceptTaskName2010000	AcceptTaskContent2010000	AcceptTaskStory2010000	-1			0	0
2010010	12	0	0	-1	1	110		6		0.9,1.0,53.1	0			0	1	0		task/task2010010.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010020	12	0	0	-1	1	110		6		4.4,-0.1,-13.9	0			0	1	0		task/task2010020.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010030	12	0	0	-1	1	110		6		-23.9,0.1,-21.7	0			0	1	0		task/task2010030.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010040	12	0	0	-1	1	110		6		-10.6,0.0,-12.0	0			0	1	0		task/task2010040.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010050	12	0	0	-1	1	110		6		-14.6,0.2,0	0			0	1	0		task/task2010050.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010060	12	0	0	-1	1	110		6		-31.9,0.8,-27.7	0			0	1	0		task/task2010060.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010070	12	0	0	-1	1	110		6		23.8,0.1,19.9	0			0	1	0		task/task2010070.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010080	12	0	0	-1	1	110		6		8.6,0.5,51.7	0			0	1	0		task/task2010080.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010090	12	0	0	-1	1	110		6		-60.5,3.1,72	0			0	1	0		task/task2010090.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010100	12	0	0	-1	1	110		6		-79.2,0.1,28.3	0			0	1	0		task/task2010100.lua	1		AcceptTaskName2010010	AcceptTaskContent2010010	AcceptTaskStory2010010	-1			0	0
2010210	12	0	0	-1	1	110		1		-46.5,-4.3,-52.6	0			0	1	0		task/task2010210.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010220	12	0	0	-1	1	110		1		-36.4,4.9,-12	0			0	1	0		task/task2010220.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010230	12	0	0	-1	1	110		1		-43.5,-2.9,15.9	0			0	1	0		task/task2010230.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010240	12	0	0	-1	1	110		1		-19.2,-0.5,51.9	0			0	1	0		task/task2010240.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010250	12	0	0	-1	1	110		1		-7.3,-0.4,37.8	0			0	1	0		task/task2010250.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010260	12	0	0	-1	1	110		1		17.6,-0.4,33.9	0			0	1	0		task/task2010260.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010270	12	0	0	-1	1	110		1		51.1,4.1,46.4	0			0	1	0		task/task2010270.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010280	12	0	0	-1	1	110		1		35.0,-0.4,1.4	0			0	1	0		task/task2010280.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010290	12	0	0	-1	1	110		1		29.8,-5.1,-51.3	0			0	1	0		task/task2010290.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010300	12	0	0	-1	1	110		1		-18.4,-5.0,-43.9	0			0	1	0		task/task2010300.lua	1		AcceptTaskName2010210	AcceptTaskContent2010210	AcceptTaskStory2010210	-1			0	0
2010410	12	0	0	-1	1	110		3		-18,0.2,-7.4	0			0	1	0		task/task2010410.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010420	12	0	0	-1	1	110		3		-23.7,0.2,-32.5	0			0	1	0		task/task2010420.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010430	12	0	0	-1	1	110		3		-13.4,0.3,-51.4	0			0	1	0		task/task2010430.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010440	12	0	0	-1	1	110		3		0.9,0.2,-22.3	0			0	1	0		task/task2010440.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010450	12	0	0	-1	1	110		3		17,2.8,-54.6	0			0	1	0		task/task2010450.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010460	12	0	0	-1	1	110		3		48.6,0.1,6.5	0			0	1	0		task/task2010460.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010470	12	0	0	-1	1	110		3		38.7,0.1,16.8	0			0	1	0		task/task2010470.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010480	12	0	0	-1	1	110		3		33.4,0.2,33.7	0			0	1	0		task/task2010480.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010490	12	0	0	-1	1	110		3		21.8,0.2,36.8	0			0	1	0		task/task2010490.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010500	12	0	0	-1	1	110		3		-4.4,0.2,33.5	0			0	1	0		task/task2010500.lua	1		AcceptTaskName2010410	AcceptTaskContent2010410	AcceptTaskStory2010410	-1			0	0
2010610	12	0	0	-1	1	110		4		63.6,5.5,15.6	0			0	1	0		task/task2010610.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010620	12	0	0	-1	1	110		4		75.3,5.5,0.8	0			0	1	0		task/task2010620.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010630	12	0	0	-1	1	110		4		29.1,4.8,-44.4	0			0	1	0		task/task2010630.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010640	12	0	0	-1	1	110		4		10.3,4.8,-52.1	0			0	1	0		task/task2010640.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010650	12	0	0	-1	1	110		4		-18.9,3.9,-45.4	0			0	1	0		task/task2010650.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010660	12	0	0	-1	1	110		4		-48.7,3.3,-39.5	0			0	1	0		task/task2010660.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010670	12	0	0	-1	1	110		4		-56.5,2.3,0.2	0			0	1	0		task/task2010670.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010680	12	0	0	-1	1	110		4		-46.8,10.8,-78.8	0			0	1	0		task/task2010680.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010690	12	0	0	-1	1	110		4		-85.2,12.2,-63.3	0			0	1	0		task/task2010690.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010700	12	0	0	-1	1	110		4		-35,5.7,-59	0			0	1	0		task/task2010700.lua	1		AcceptTaskName2010610	AcceptTaskContent2010610	AcceptTaskStory2010610	-1			0	0
2010810	12	0	0	-1	1	110		5		-65,6.7,50.2	0			0	1	0		task/task2010810.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010820	12	0	0	-1	1	110		5		-36.5,4.5,36.9	0			0	1	0		task/task2010820.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010830	12	0	0	-1	1	110		5		-5.6,3.8,24.7	0			0	1	0		task/task2010830.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010840	12	0	0	-1	1	110		5		4.7,3.9,35.6	0			0	1	0		task/task2010840.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010850	12	0	0	-1	1	110		5		19.2,4.4,14.1	0			0	1	0		task/task2010850.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010860	12	0	0	-1	1	110		5		7.4,4.4,-2.7	0			0	1	0		task/task2010860.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010870	12	0	0	-1	1	110		5		24.2,4.4,-8.5	0			0	1	0		task/task2010870.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010880	12	0	0	-1	1	110		5		46.4,5.5,13.3	0			0	1	0		task/task2010880.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010890	12	0	0	-1	1	110		5		6,4.4,-44	0			0	1	0		task/task2010890.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
2010900	12	0	0	-1	1	110		5		-10.1,4.4,-59.8	0			0	1	0		task/task2010900.lua	1		AcceptTaskName2010810	AcceptTaskContent2010810	AcceptTaskStory2010810	-1			0	0
3010010	15	0	0	-1	1	110		0			0			0	0	0			0		AcceptTaskName3010010	AcceptTaskContent3010010	AcceptTaskStory3010010	-1			0	0
300010	5	0	0	-1	21	110		2	npc_crack	-2.5, -1.2, 7.0	0			0	0	0		task/task300010.lua	1		AcceptTaskName300010	AcceptTaskContent300010	AcceptTaskStory300010	0			0	0
310010	11	0	0	-1	40	110		2	npc_trial	-0.8, 0.0, 4.6	0			0	0	0		task/task310010.lua	1		AcceptTaskName310010	AcceptTaskContent310010	AcceptTaskStory310010	0			0	0
310020	11	0	0	-1	40	110		2	npc_trial	-0.8, 0.0, 4.6	0			0	0	0		task/task310020.lua	1		AcceptTaskName310020	AcceptTaskContent310020	AcceptTaskStory310020	0			0	0
