编号	类型	图纸ID	图纸数量	分组标签	排序	合成道具	合成数量	合成需求货币	货币数量	需求材料1	材料1数量	材料1等级	需求材料2	材料2数量	材料2等级	需求材料3	材料3数量	材料3等级	需求材料4	材料4数量	材料4等级	需求材料5	材料5数量	材料5等级
9306060530003	6		0	4	336	equip306060541003	1	1	300000	equip306050541003	1	3	item103015110406	2	1	item103015110407	48	1	item103015110303	15	1	item108100103052	16	1
9301060530004	6		0	4	337	equip301060541004	1	1	300000	equip301050541004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060651004	6		0	4	338	equip301060651004	1	1	300000	equip301050651004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060652004	6		0	4	339	equip301060652004	1	1	300000	equip301050652004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060653004	6		0	4	340	equip301060653004	1	1	300000	equip301050653004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060654004	6		0	4	341	equip301060654004	1	1	300000	equip301050654004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060655004	6		0	4	342	equip301060655004	1	1	300000	equip301050655004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060656004	6		0	4	343	equip301060656004	1	1	300000	equip301050656004	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9302060530004	6		0	4	344	equip302060541004	1	1	300000	equip302050541004	1	3	item103015110402	8	1	item103015110407	24	1	item103015110303	21	1	item108100103052	32	1
9303060530004	6		0	4	345	equip303060541004	1	1	300000	equip303050541004	1	3	item103015110403	6	1	item103015110407	40	1	item103015110302	21	1	item108100103152	24	1
9304060530004	6		0	4	346	equip304060541004	1	1	300000	equip304050541004	1	3	item103015110404	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9305060530004	6		0	4	347	equip305060541004	1	1	300000	equip305050541004	1	3	item103015110405	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9306060530004	6		0	4	348	equip306060541004	1	1	300000	equip306050541004	1	3	item103015110406	2	1	item103015110407	48	1	item103015110303	15	1	item108100103052	16	1
9301060530005	6		0	4	349	equip301060541005	1	1	300000	equip301050541005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060651005	6		0	4	350	equip301060651005	1	1	300000	equip301050651005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060652005	6		0	4	351	equip301060652005	1	1	300000	equip301050652005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060653005	6		0	4	352	equip301060653005	1	1	300000	equip301050653005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060654005	6		0	4	353	equip301060654005	1	1	300000	equip301050654005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060655005	6		0	4	354	equip301060655005	1	1	300000	equip301050655005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060656005	6		0	4	355	equip301060656005	1	1	300000	equip301050656005	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9302060530005	6		0	4	356	equip302060541005	1	1	300000	equip302050541005	1	3	item103015110402	8	1	item103015110407	24	1	item103015110303	21	1	item108100103052	32	1
9303060530005	6		0	4	357	equip303060541005	1	1	300000	equip303050541005	1	3	item103015110403	6	1	item103015110407	40	1	item103015110302	21	1	item108100103152	24	1
9304060530005	6		0	4	358	equip304060541005	1	1	300000	equip304050541005	1	3	item103015110404	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9305060530005	6		0	4	359	equip305060541005	1	1	300000	equip305050541005	1	3	item103015110405	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9306060530005	6		0	4	360	equip306060541005	1	1	300000	equip306050541005	1	3	item103015110406	2	1	item103015110407	48	1	item103015110303	15	1	item108100103052	16	1
9301060530006	6		0	4	361	equip301060541006	1	1	300000	equip301050541006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060651006	6		0	4	362	equip301060651006	1	1	300000	equip301050651006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060652006	6		0	4	363	equip301060652006	1	1	300000	equip301050652006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060653006	6		0	4	364	equip301060653006	1	1	300000	equip301050653006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060654006	6		0	4	365	equip301060654006	1	1	300000	equip301050654006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060655006	6		0	4	366	equip301060655006	1	1	300000	equip301050655006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9301060656006	6		0	4	367	equip301060656006	1	1	300000	equip301050656006	1	3	item103015110401	20	1	item103015110302	60	1	item108100103152	80	1		0	0
9302060530006	6		0	4	368	equip302060541006	1	1	300000	equip302050541006	1	3	item103015110402	8	1	item103015110407	24	1	item103015110303	21	1	item108100103052	32	1
9303060530006	6		0	4	369	equip303060541006	1	1	300000	equip303050541006	1	3	item103015110403	6	1	item103015110407	40	1	item103015110302	21	1	item108100103152	24	1
9304060530006	6		0	4	370	equip304060541006	1	1	300000	equip304050541006	1	3	item103015110404	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9305060530006	6		0	4	371	equip305060541006	1	1	300000	equip305050541006	1	3	item103015110405	8	1	item103015110407	32	1	item103015110303	30	1	item108100103052	32	1
9306060530006	6		0	4	372	equip306060541006	1	1	300000	equip306050541006	1	3	item103015110406	2	1	item103015110407	48	1	item103015110303	15	1	item108100103052	16	1
9301070443001	6		0	5	401	equip301070541001	1	1	400000	equip301060541001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651001	6		0	5	402	equip301070651001	1	1	400000	equip301060651001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652001	6		0	5	403	equip301070652001	1	1	400000	equip301060652001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653001	6		0	5	404	equip301070653001	1	1	400000	equip301060653001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654001	6		0	5	405	equip301070654001	1	1	400000	equip301060654001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655001	6		0	5	406	equip301070655001	1	1	400000	equip301060655001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656001	6		0	5	407	equip301070656001	1	1	400000	equip301060656001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443001	6		0	5	408	equip302070541001	1	1	400000	equip302060541001	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443001	6		0	5	409	equip303070541001	1	1	400000	equip303060541001	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443001	6		0	5	410	equip304070541001	1	1	400000	equip304060541001	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443001	6		0	5	411	equip305070541001	1	1	400000	equip305060541001	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443001	6		0	5	412	equip306070541001	1	1	400000	equip306060541001	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301070443002	6		0	5	413	equip301070541002	1	1	400000	equip301060541002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651002	6		0	5	414	equip301070651002	1	1	400000	equip301060651002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652002	6		0	5	415	equip301070652002	1	1	400000	equip301060652002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653002	6		0	5	416	equip301070653002	1	1	400000	equip301060653002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654002	6		0	5	417	equip301070654002	1	1	400000	equip301060654002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655002	6		0	5	418	equip301070655002	1	1	400000	equip301060655002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656002	6		0	5	419	equip301070656002	1	1	400000	equip301060656002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443002	6		0	5	420	equip302070541002	1	1	400000	equip302060541002	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443002	6		0	5	421	equip303070541002	1	1	400000	equip303060541002	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443002	6		0	5	422	equip304070541002	1	1	400000	equip304060541002	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443002	6		0	5	423	equip305070541002	1	1	400000	equip305060541002	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443002	6		0	5	424	equip306070541002	1	1	400000	equip306060541002	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301070443003	6		0	5	425	equip301070541003	1	1	400000	equip301060541003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651003	6		0	5	426	equip301070651003	1	1	400000	equip301060651003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652003	6		0	5	427	equip301070652003	1	1	400000	equip301060652003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653003	6		0	5	428	equip301070653003	1	1	400000	equip301060653003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654003	6		0	5	429	equip301070654003	1	1	400000	equip301060654003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655003	6		0	5	430	equip301070655003	1	1	400000	equip301060655003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656003	6		0	5	431	equip301070656003	1	1	400000	equip301060656003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443003	6		0	5	432	equip302070541003	1	1	400000	equip302060541003	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443003	6		0	5	433	equip303070541003	1	1	400000	equip303060541003	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443003	6		0	5	434	equip304070541003	1	1	400000	equip304060541003	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443003	6		0	5	435	equip305070541003	1	1	400000	equip305060541003	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443003	6		0	5	436	equip306070541003	1	1	400000	equip306060541003	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301070443004	6		0	5	437	equip301070541004	1	1	400000	equip301060541004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651004	6		0	5	438	equip301070651004	1	1	400000	equip301060651004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652004	6		0	5	439	equip301070652004	1	1	400000	equip301060652004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653004	6		0	5	440	equip301070653004	1	1	400000	equip301060653004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654004	6		0	5	441	equip301070654004	1	1	400000	equip301060654004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655004	6		0	5	442	equip301070655004	1	1	400000	equip301060655004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656004	6		0	5	443	equip301070656004	1	1	400000	equip301060656004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443004	6		0	5	444	equip302070541004	1	1	400000	equip302060541004	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443004	6		0	5	445	equip303070541004	1	1	400000	equip303060541004	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443004	6		0	5	446	equip304070541004	1	1	400000	equip304060541004	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443004	6		0	5	447	equip305070541004	1	1	400000	equip305060541004	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443004	6		0	5	448	equip306070541004	1	1	400000	equip306060541004	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301070443005	6		0	5	449	equip301070541005	1	1	400000	equip301060541005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651005	6		0	5	450	equip301070651005	1	1	400000	equip301060651005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652005	6		0	5	451	equip301070652005	1	1	400000	equip301060652005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653005	6		0	5	452	equip301070653005	1	1	400000	equip301060653005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654005	6		0	5	453	equip301070654005	1	1	400000	equip301060654005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655005	6		0	5	454	equip301070655005	1	1	400000	equip301060655005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656005	6		0	5	455	equip301070656005	1	1	400000	equip301060656005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443005	6		0	5	456	equip302070541005	1	1	400000	equip302060541005	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443005	6		0	5	457	equip303070541005	1	1	400000	equip303060541005	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443005	6		0	5	458	equip304070541005	1	1	400000	equip304060541005	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443005	6		0	5	459	equip305070541005	1	1	400000	equip305060541005	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443005	6		0	5	460	equip306070541005	1	1	400000	equip306060541005	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301070443006	6		0	5	461	equip301070541006	1	1	400000	equip301060541006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070651006	6		0	5	462	equip301070651006	1	1	400000	equip301060651006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070652006	6		0	5	463	equip301070652006	1	1	400000	equip301060652006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070653006	6		0	5	464	equip301070653006	1	1	400000	equip301060653006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070654006	6		0	5	465	equip301070654006	1	1	400000	equip301060654006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070655006	6		0	5	466	equip301070655006	1	1	400000	equip301060655006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301070656006	6		0	5	467	equip301070656006	1	1	400000	equip301060656006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302070443006	6		0	5	468	equip302070541006	1	1	400000	equip302060541006	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303070443006	6		0	5	469	equip303070541006	1	1	400000	equip303060541006	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304070443006	6		0	5	470	equip304070541006	1	1	400000	equip304060541006	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305070443006	6		0	5	471	equip305070541006	1	1	400000	equip305060541006	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306070443006	6		0	5	472	equip306070541006	1	1	400000	equip306060541006	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443001	6		0	6	501	equip301080541001	1	1	600000	equip301070541001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651001	6		0	6	502	equip301080651001	1	1	600000	equip301070651001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652001	6		0	6	503	equip301080652001	1	1	600000	equip301070652001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653001	6		0	6	504	equip301080653001	1	1	600000	equip301070653001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654001	6		0	6	505	equip301080654001	1	1	600000	equip301070654001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655001	6		0	6	506	equip301080655001	1	1	600000	equip301070655001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656001	6		0	6	507	equip301080656001	1	1	600000	equip301070656001	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443001	6		0	6	508	equip302080541001	1	1	600000	equip302070541001	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443001	6		0	6	509	equip303080541001	1	1	600000	equip303070541001	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443001	6		0	6	510	equip304080541001	1	1	600000	equip304070541001	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443001	6		0	6	511	equip305080541001	1	1	600000	equip305070541001	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443001	6		0	6	512	equip306080541001	1	1	600000	equip306070541001	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443002	6		0	6	513	equip301080541002	1	1	600000	equip301070541002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651002	6		0	6	514	equip301080651002	1	1	600000	equip301070651002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652002	6		0	6	515	equip301080652002	1	1	600000	equip301070652002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653002	6		0	6	516	equip301080653002	1	1	600000	equip301070653002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654002	6		0	6	517	equip301080654002	1	1	600000	equip301070654002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655002	6		0	6	518	equip301080655002	1	1	600000	equip301070655002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656002	6		0	6	519	equip301080656002	1	1	600000	equip301070656002	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443002	6		0	6	520	equip302080541002	1	1	600000	equip302070541002	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443002	6		0	6	521	equip303080541002	1	1	600000	equip303070541002	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443002	6		0	6	522	equip304080541002	1	1	600000	equip304070541002	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443002	6		0	6	523	equip305080541002	1	1	600000	equip305070541002	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443002	6		0	6	524	equip306080541002	1	1	600000	equip306070541002	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443003	6		0	6	525	equip301080541003	1	1	600000	equip301070541003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651003	6		0	6	526	equip301080651003	1	1	600000	equip301070651003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652003	6		0	6	527	equip301080652003	1	1	600000	equip301070652003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653003	6		0	6	528	equip301080653003	1	1	600000	equip301070653003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654003	6		0	6	529	equip301080654003	1	1	600000	equip301070654003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655003	6		0	6	530	equip301080655003	1	1	600000	equip301070655003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656003	6		0	6	531	equip301080656003	1	1	600000	equip301070656003	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443003	6		0	6	532	equip302080541003	1	1	600000	equip302070541003	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443003	6		0	6	533	equip303080541003	1	1	600000	equip303070541003	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443003	6		0	6	534	equip304080541003	1	1	600000	equip304070541003	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443003	6		0	6	535	equip305080541003	1	1	600000	equip305070541003	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443003	6		0	6	536	equip306080541003	1	1	600000	equip306070541003	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443004	6		0	6	537	equip301080541004	1	1	600000	equip301070541004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651004	6		0	6	538	equip301080651004	1	1	600000	equip301070651004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652004	6		0	6	539	equip301080652004	1	1	600000	equip301070652004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653004	6		0	6	540	equip301080653004	1	1	600000	equip301070653004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654004	6		0	6	541	equip301080654004	1	1	600000	equip301070654004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655004	6		0	6	542	equip301080655004	1	1	600000	equip301070655004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656004	6		0	6	543	equip301080656004	1	1	600000	equip301070656004	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443004	6		0	6	544	equip302080541004	1	1	600000	equip302070541004	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443004	6		0	6	545	equip303080541004	1	1	600000	equip303070541004	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443004	6		0	6	546	equip304080541004	1	1	600000	equip304070541004	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443004	6		0	6	547	equip305080541004	1	1	600000	equip305070541004	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443004	6		0	6	548	equip306080541004	1	1	600000	equip306070541004	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443005	6		0	6	549	equip301080541005	1	1	600000	equip301070541005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651005	6		0	6	550	equip301080651005	1	1	600000	equip301070651005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652005	6		0	6	551	equip301080652005	1	1	600000	equip301070652005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653005	6		0	6	552	equip301080653005	1	1	600000	equip301070653005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654005	6		0	6	553	equip301080654005	1	1	600000	equip301070654005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655005	6		0	6	554	equip301080655005	1	1	600000	equip301070655005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656005	6		0	6	555	equip301080656005	1	1	600000	equip301070656005	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443005	6		0	6	556	equip302080541005	1	1	600000	equip302070541005	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443005	6		0	6	557	equip303080541005	1	1	600000	equip303070541005	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443005	6		0	6	558	equip304080541005	1	1	600000	equip304070541005	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443005	6		0	6	559	equip305080541005	1	1	600000	equip305070541005	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443005	6		0	6	560	equip306080541005	1	1	600000	equip306070541005	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301080443006	6		0	6	561	equip301080541006	1	1	600000	equip301070541006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080651006	6		0	6	562	equip301080651006	1	1	600000	equip301070651006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080652006	6		0	6	563	equip301080652006	1	1	600000	equip301070652006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080653006	6		0	6	564	equip301080653006	1	1	600000	equip301070653006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080654006	6		0	6	565	equip301080654006	1	1	600000	equip301070654006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080655006	6		0	6	566	equip301080655006	1	1	600000	equip301070655006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9301080656006	6		0	6	567	equip301080656006	1	1	600000	equip301070656006	1	3	item103015110401	20	1	item103015110415	30	1	item103015110417	1	1		0	0
9302080443006	6		0	6	568	equip302080541006	1	1	600000	equip302070541006	1	3	item103015110402	8	1	item103015110407	24	1	item103015110416	10	1	item103015110417	1	1
9303080443006	6		0	6	569	equip303080541006	1	1	600000	equip303070541006	1	3	item103015110403	6	1	item103015110407	40	1	item103015110415	10	1	item103015110417	1	1
9304080443006	6		0	6	570	equip304080541006	1	1	600000	equip304070541006	1	3	item103015110404	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9305080443006	6		0	6	571	equip305080541006	1	1	600000	equip305070541006	1	3	item103015110405	8	1	item103015110407	32	1	item103015110416	15	1	item103015110417	1	1
9306080443006	6		0	6	572	equip306080541006	1	1	600000	equip306070541006	1	3	item103015110406	2	1	item103015110407	48	1	item103015110416	8	1	item103015110417	1	1
9301090443001	6		0	7	601	equip301090541001	1	1	600000	equip301080541001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651001	6		0	7	602	equip301090651001	1	1	600000	equip301080651001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
