特效编号	特效分类	特效优先级	对象绑点	对象的对象绑点	缩放方式	缩放比例	持续特效资源	持续特效时间	特效消失方式	特效消失开始时间点	旋转角偏移	是否使用固定旋转角偏移	固定旋转角偏移	偏移位置	是否头顶UI特效	是否普攻特效	持续特效是否循环播放	链接方式	自适应屏幕尺寸缩放	特效音效	阵营变色特效
10033	1	100	0	0	0		jewel_inlay_ok	1.500000	0	0.000000								0	0		0
10034	1	100	0	0	0		jewel_replace_ok	1.500000	0	0.000000								0	0		0
10035	1	100	0	0	0		jewel_chose_atk	10000.000000	0	0.000000							1	0	0		0
10036	1	100	0	0	0		jewel_chose_def	10000.000000	0	0.000000							1	0	0		0
10037	1	100	0	0	0		jewel_chose_spt	10000.000000	0	0.000000							1	0	0		0
10038	1	100	0	0	0		jewel_experience_up	10000.000000	0	0.000000							1	0	0		0
10039	1	100	0	0	0		jewel_experience_max	2.000000	0	0.000000								0	0		0
10040	1	100	0	0	0		jewel_levelup	1.500000	0	0.000000								0	0		0
10041	1	100	0	0	0		magictransfer_energy_fly	2.000000	0	0.000000								0	0		0
10042	1	100	0	0	0		magictransfer_magic_replace	1.500000	0	0.000000								0	0		0
10043	1	100	0	0	0		magictransfer_eff	1.000000	0	0.000000								0	0		0
10044	1	100	0	0	0		toppk_vs	10000.000000	0	0.000000							1	0	0		0
10045	1	100	0	0	0		toppk_vscut	1.500000	0	0.000000								0	0		0
10046	1	100	0	0	0		pk_win	10000.000000	0	0.000000							1	0	0		0
10047	1	100	0	0	0		pk_def	10000.000000	0	0.000000							1	0	0		0
10048	1	100	0	0	0		effect_box	10000.000000	0	0.000000							1	0	0		0
10049	1	100	0	0	0		blueprint_flow_blue	10000.000000	0	0.000000							1	0	0		0
10050	1	100	0	0	0		blueprint_flow_purple	10000.000000	0	0.000000							1	0	0		0
10051	1	100	0	0	0		blueprint_flow_gold	10000.000000	0	0.000000							1	0	0		0
10052	1	100	0	0	0		blueprint_flow_orange	10000.000000	0	0.000000							1	0	0		0
10053	1	100	0	0	0		patachallenge_success	10000.000000	0	0.000000							1	0	0		0
10054	1	100	0	0	0		patachallenge_end	10000.000000	0	0.000000							1	0	0		0
10055	1	100	0	0	0		patachallenge_fail	10000.000000	0	0.000000							1	0	0		0
10056	1	100	0	0	0		mijing_perfect	10000.000000	0	0.000000							1	0	0		0
10057	1	100	0	0	0		task_clear	10000.000000	0	0.000000							1	0	0		0
10058	1	100	0	0	0		task_failed	10000.000000	0	0.000000							1	0	0		0
10059	1	100	0	0	0		effect_evolve	1.200000	0	0.000000								0	0		0
10060	1	100	0	0	0		effect_fairy	10000.000000	0	0.000000							1	0	0		0
10061	1	100	0	0	0		skillslots_unlock	3.000000	0	0.000000								0	0		0
10062	1	100	0	0	0		skill_levelup	3.000000	0	0.000000								0	0		0
10063	1	100	0	0	0		talent_levelup	3.000000	0	0.000000								0	0		0
10064	1	100	0	0	0		skill_cdrecover	99999.000000	0	0.000000								0	0		0
10065	1	100	0	0	0		ui_dapaoeffect	10000.000000	0	0.000000							1	0	0		0
10066	1	100	0	0	0		effect_chixu	10000.000000	0	0.000000							1	0	0		0
10067	1	100	0	0	0		effect_damijing_tuowei	10000.000000	0	0.000000							1	0	0		0
10068	1	100	0	0	0	0.9,1,1	effect_damijing_liuguang	0.500000	0	0.000000								0	0		0
10069	1	100	0	0	0		effect_damijing_baodian	0.500000	0	0.000000								0	0		0
10070	1	100	0	0	0		jiaodou_num_appear	2.000000	0	0.000000								0	0		0
10071	1	100	0	0	0		signin_chose_green	10000.000000	0	0.000000							1	0	0		0
10072	1	100	0	0	0		signin_chose_blue	10000.000000	0	0.000000							1	0	0		0
10073	1	100	0	0	0		wish_uieffect	10000.000000	0	0.000000							1	0	0		0
10074	1	100	0	0	0		sighin_success	1.000000	0	0.000000								0	0		0
10075	1	100	0	0	0		signin_bg	10000.000000	0	0.000000							1	0	0		0
10076	1	100	0	0	0		interaction_shine	0.400000	0	0.000000								0	0		0
10077	1	100	0	0	0		guild_redpocket_glow	10000.000000	0	0.000000							1	0	0		0
10079	1	100	0	0	0		effect_test_newfunction	1.500000	0	0.000000								0	0		0
10081	1	100	0	0	0		effect_test_world	1.500000	0	0.000000								0	0		0
10082	1	100	0	0	0		answer_firework	3.000000	0	0.000000								0	0		0
10083	1	100	0	0	0		effect_qiyubiaozhi1	1.000000	0	0.000000								0	0		0
10084	1	100	0	0	0		effect_qiyu_sweep	2.000000	0	0.000000								0	0		0
10085	1	100	0	0	0		effect_niao	10000.000000	0	0.000000								0	0		0
10086	1	100	0	0	0		effect_baoxiang	10000.000000	0	0.000000								0	0		0
10087	1	100	0	0	0		effect_baoxiang_lizi	10000.000000	0	0.000000								0	0		0
10088	1	100	0	0	0		effect_qiyu_npc	10000.000000	0	0.000000							1	0	0		0
10089	1	100	0	0	0		effect_qiyu_guaiwu	1.000000	0	0.000000								0	0		0
10090	1	100	0	0	0		effect_xinging	10000.000000	0	0.000000								0	0		0
10091	1	100	0	0	1	0.75,0.75,0.75	mission_collect	99999.000000	0	0.000000							1	0	0		0
10092	1	100	0	0	0		anchao_appear	3.500000	0	0.000000								0	0		0
10093	1	100	0	0	0		effect_btn_huodong	10000.000000	0	0.000000							1	0	0		0
10094	1	100	0	0	0		juese_lizi	10000.000000	0	0.000000							1	0	0		0
10095	1	100	0	0	0		ui_line	10000.000000	0	0.000000							1	0	0		0
10096	1	100	0	0	0		uibg_effect	10000.000000	0	0.000000							1	0	0		0
10097	1	100	0	0	0		jinglian_cornerglow	1.000000	0	0.000000								0	0		0
10098	1	100	0	0	0		effect_lifeglow	1.000000	0	0.000000								0	0		0
10099	1	100	0	0	0		redpocket_open	1.000000	0	0.000000								0	0		0
10100	1	100	0	0	0		jewel_bgatk	10000.000000	0	0.000000							1	0	0		0
10101	1	100	0	0	0		jewel_bgdef	10000.000000	0	0.000000							1	0	0		0
10102	1	100	0	0	0		jewel_bgsup	10000.000000	0	0.000000							1	0	0		0
10103	1	100	0	0	0		book_unlock	1.000000	0	0.000000								0	0		0
10104	1	100	0	0	0		skillicon_use	1.000000	0	0.000000								0	0		0
10105	1	100	0	0	0		comonui_click	1000000.000000	0	0.000000								0	0		0
10106	1	100	0	0	0		login_dandelion	6.000000	0	0.000000								0	0		0
10107	1	100	0	0	0		effect_zhaohuan	1.500000	0	0.000000								0	0		0
10108	1	100	0	0	0		effect_likai	10000.000000	0	0.000000							1	0	0		0
10109	1	100	0	0	0		skill_levelup	1.000000	0	0.000000								0	0		0
10110	1	100	0	0	0		effect_yxzltx	10000.000000	0	0.000000								0	0		0
10111	1	100	0	0	0		soulstone_spirit_1	1.000000	0	0.000000								0	0		0
10112	1	100	0	0	0		soulstone_spirit	1.000000	0	0.000000								0	0		0
10113	1	100	0	0	0		effect_zhandouli	1.500000	0	0.000000								0	0		0
10114	1	100	0	0	0		effect_yichub	2.500000	0	0.000000								0	0		0
10115	1	100	0	0	0		effect_yichu	10000.000000	0	0.000000								0	0		0
10116	1	100	0	0	0		ui_shizhuang_1	10000.000000	0	0.000000								0	0		0
10117	1	100	0	0	0		ui_shizhuang_2	10000.000000	0	0.000000								0	0		0
10118	1	100	0	0	0		ui_shizhuang_3	1.000000	0	0.000000								0	0		0
10119	1	100	0	0	0		effect_chongzhi_1	10000.000000	0	0.000000							1	0	0		0
10120	1	100	0	0	0		effect_chongzhi_2	10000.000000	0	0.000000							1	0	0		0
10121	1	100	0	0	0		effect_chongzhi_3	10000.000000	0	0.000000							1	0	0		0
10122	1	100	0	0	0		effect_chongzhi_4	10000.000000	0	0.000000							1	0	0		0
10123	1	100	0	0	0		effect_juhe	0.600000	0	0.000000								0	0		0
10124	1	100	0	0	0		effect_vip_kira	10000.000000	0	0.000000								0	0		0
10125	1	100	0	0	0		skill_trigger	10000.000000	0	0.000000							1	0	0		0
10126	1	100	0	0	0		effect_ranwulan_zi	10000.000000	0	0.000000							1	0	0		0
10127	1	100	0	0	0		effect_ranwulan_jing	10000.000000	0	0.000000							1	0	0		0
10128	1	100	0	0	0		effui_vipletter	0.800000	0	0.000000								0	0		0
10129	1	100	0	0	0			0.000000	0	0.000000								0	0		0
10130	1	100	0	0	0		effui_box_glow	10000.000000	0	0.000000							1	0	0		0
10131	1	100	0	0	0		effui_box_glow_1	1.500000	0	0.000000								0	0		0
10132	1	100	0	0	0		effect_test_task	1.500000	0	0.000000								0	0		0
10133	1	100	0	0	0		effect_test_task	1.500000	0	0.000000								0	0		0
10134	1	100	0	0	0		effect_test_stamp	1.000000	0	0.000000							1	0	0		0
10135	1	100	0	0	0		eff_ui_talent_open	1.500000	0	0.000000								0	0		0
10136	1	100	0	0	0		eff_ui_favorable_impression	10000.000000	0	0.000000								0	0		0
10137	1	100	0	0	0		eff_ui_fishing_perfect	1.000000	0	0.000000								0	0		0
10138	1	100	0	0	0		eff_ui_fishing_common	1.000000	0	0.000000								0	0		0
10139	1	100	0	0	0		eff_ui_fishing_perfect_water	2.000000	0	0.000000								0	0		0
10140	1	100	0	0	0		eff_bzcg	2.000000	0	0.000000								0	0		0
10141	1	100	0	0	0		eff_ui_shenmishangdian	10000.000000	0	0.000000							1	0	0		0
10142	1	100	0	0	0		eff_ui_tree_adventure_big	1.000000	0	0.000000								0	0		0
10143	1	100	0	0	0		eff_ui_tree_adventure_glow	10000.000000	0	0.000000								0	0		0
10144	1	100	0	0	0		eff_ui_tree_adventure_small	1.000000	0	0.000000								0	0		0
10145	1	100	0	0	0		eff_ui_gift	10000.000000	0	0.000000							1	0	0		0
10146	1	100	0	0	0		eff_ui_shouchong	10000.000000	0	0.000000				0,-0.00067,0			1	0	0		0
10147	1	100	0	0	0		eff_ui_fuli_jijin	10000.000000	0	0.000000							1	0	0		0
10148	1	100	0	0	0		eff_ui_qiandao_liuguang	10000.000000	0	0.000000							1	0	0		0
10149	1	100	0	0	0		eff_ui_fuli_liuguang	4.000000	0	0.000000							1	0	0		0
10150	1	100	0	0	0			0.000000	0	0.000000								0	0		0
10151	1	100	0	0	0		eff_ui_taluopai_buff	10000.000000	0	0.000000							1	0	0		0
10152	1	100	0	0	0		eff_ui_taluopai_star	1.000000	0	0.000000								0	0		0
10153	1	100	0	0	0		eff_ui_fanpai	1.000000	0	0.000000								0	0		0
10154	1	100	0	0	0		eff_ui_saoguang_big	1.000000	0	0.000000								0	0		0
10156	1	100	6	0	0		eff_ui_dianzhan	1.000000	0	0.000000								0	0		0
10157	1	100	0	0	0		eff_ui_taluopai_divination	10000.000000	0	0.000000							1	0	0		0
10158	1	100	0	0	0		effect_juqing_star_blue	10000.000000	0	0.000000							1	0	0		0
10159	1	100	0	0	0		effect_juese_jingsheng	1.000000	0	0.000000								0	0		0
10160	1	100	0	0	0		effect_juese_jingsheng_big	3.000000	0	0.000000								0	0		0
10161	1	100	0	0	0		eff_ui_touxian_jingsheng	1.000000	0	0.000000								0	0		0
10162	1	100	0	0	0		eff_juqing_yanhua	3.000000	0	0.000000								0	0		0
10163	1	100	0	0	0		effect_horoscope_zuhe_j	10000.000000	0	0.000000							1	0	0		0
10164	1	100	0	0	0		effect_horoscope_zuhe_d	9.000000	0	0.000000								0	0		0
10165	1	100	0	0	0		eff_ui_cuilian_huiju	10000.000000	0	0.000000							1	0	0		0
10166	1	100	0	0	0		eff_ui_cuilian_baofa	1.500000	0	0.000000								0	0		0
10167	1	100	0	0	0		eff_ui_cuilian_huoyan	10000.000000	0	0.000000							1	0	0		0
10168	1	100	0	0	0		effect_juqing_star_blue2	10000.000000	0	0.000000							1	0	0		0
10169	1	100	0	0	0		effect_horoscope_12xz_5	10000.000000	0	0.000000							1	0	0		0
10170	1	100	0	0	0		eff_ui_xingzuoyunshi_1	10000.000000	0	0.000000								0	0		0
10171	1	100	0	0	0		eff_ui_xingzuoyunshi_2	10000.000000	0	0.000000								0	0		0
10172	1	100	0	0	0		eff_ui_xingzuoyunshi_3	1.000000	0	0.000000								0	0		0
10173	1	100	0	0	0			0.000000	0	0.000000								0	0		0
10174	1	100	0	0	0		npc025_idle02	10000.000000	0	0.000000								0	0		0
10175	1	100	0	0	0		eff_liuxingyu	5.000000	0	0.000000								0	0		0
10176	1	100	0	0	0		eff_ui_yiji	10000.000000	0	0.000000								0	0		0
10177	1	100	0	0	0		effect_horoscope_hexin_bd	10000.000000	0	0.000000							1	0	0		0
10178	1	100	0	0	0		eff_ui_liuyi	1.500000	0	0.000000								0	0		0
10179	1	100	0	0	0		effect_bbt	10000.000000	0	0.000000							1	0	0		0
10180	1	100	0	0	0		eff_ui_star_1	3.000000	0	0.000000								0	0		0
10181	1	100	0	0	0		eff_ui_star_2	2.000000	0	0.000000								0	0		0
10182	1	100	0	0	0		eff_ui_star_3	10000.000000	0	0.000000							1	0	0		0
10183	1	100	0	0	0		eff_ui_star_6	1.500000	0	0.000000								0	0		0
10184	1	100	0	0	0		eff_ui_star_4	1.000000	0	0.000000								0	0		0
10185	1	100	0	0	0		eff_ui_star_5	10000.000000	0	0.000000							1	0	0		0
10186	1	100	0	0	0		eff_ui_btn_fixdteam	1.000000	0	0.000000								0	0		0
10187	1	100	0	0	0		eff_ui_zhongxiajie_1	3.000000	0	0.000000								0	0		0
10188	1	100	0	0	0		eff_ui_friend_gift_1	1.500000	0	0.000000								0	0		0
10189	1	100	0	0	0		eff_yanhua_1	2.500000	0	0.000000								0	0	0,438	0
10190	1	100	0	0	0		eff_yanhua_2	2.500000	0	0.000000								0	0	0,438	0
10191	1	100	0	0	0		eff_yanhua_3	2.500000	0	0.000000								0	0	0,438	0
10192	1	100	0	0	0		eff_yanhua_1	10.000000	0	0.000000							1	0	0	0,438	0
10193	1	100	0	0	0		eff_yanhuaji_ring_1	10000.000000	0	0.000000							1	0	0		0
10194	16	100	0	0	0		eff_pinmu_fengsha	2.500000	0	0.000000								0	0		0
10195	16	100	0	0	0		eff_pinmu_guangban	1.500000	0	0.000000								0	0		0
10196	16	100	0	0	0		eff_pinmu_shuye_1	4.000000	0	0.000000								0	0		0
10197	16	100	0	0	0		eff_pinmu_shuye_2	4.000000	0	0.000000								0	0		0
10198	16	100	0	0	0		eff_s35003_start_2	2.000000	0	0.000000								0	0		0
10199	16	100	0	0	0		eff_s35003_start_1	0.500000	0	0.000000								0	0		0
10200	16	100	0	0	0		eff_xiayu	10000.000000	0	0.000000							1	0	0		0
10201	1	100	0	0	0		eff_shaiershengdian_1	2.000000	0	0.000000								0	0	0,438	0
10202	16	100	0	0	0		eff_pinmu_fengye	4.000000	0	0.000000								0	0		0
10203	16	100	0	0	0		eff_pinmu_star	7.000000	0	0.000000								0	0		0
10204	16	100	0	0	0		eff_pinmu_yangguang	10000.000000	0	0.000000								0	0		0
10205	1	100	0	0	0		eff_light_ju	10000.000000	0	0.000000								0	0		0
10206	16	100	0	0	0		eff_pinmu_shanguang	9.000000	0	0.000000								0	0		0
10207	1	100	0	0	0		eff_ui_xinglian_huodong	10000.000000	0	0.000000							1	0	0		0
10208	1	100	0	0	0		eff_ui_xinglian_dengji	10000.000000	0	0.000000							1	0	0		0
10209	1	100	0	0	0		eff_ui_xinglian_teshujiangli	10000.000000	0	0.000000							1	0	0		0
10210	1	100	0	0	0		eff_ui_qiandao_liuguang	10000.000000	0	0.000000							1	0	0		0
10211	1	100	0	0	0		effect_damijing_tuowei	10000.000000	0	0.000000							1	0	0		0
10212	1	100	0	0	0		eff_ui_xinglian_xiaoshi	1.000000	0	0.000000								0	0		0
10213	1	100	0	0	0		eff_yanhuaji_ring_1	10000.000000	0	0.000000							1	0	0		0
10214	1	100	0	0	0		eff_ui_dianfeng_loading	10000.000000	0	0.000000							1	0	0		0
10215	16	100	0	0	0		eff_ui_pingmu_huoshan	7.000000	0	0.000000								0	0		0
10216	1	100	0	0	0		dazaojie_diji_1	10000.000000	0	0.000000								0	0		0
10217	1	100	0	0	0		dazaojie_diji_2	10000.000000	0	0.000000								0	0		0
10218	1	100	0	0	0		dazaojie_gaoji_2	10000.000000	0	0.000000								0	0		0
10219	1	100	0	0	0		dazaojie_gaoji_1	10000.000000	0	0.000000								0	0		0
10220	1	100	0	0	0		eff_kongmingdeng	18.000000	0	0.000000								0	0		0
10221	1	100	0	0	0		eff_kongmingdeng	18.000000	0	0.000000							1	0	0		0
10222	1	100	0	0	0		eff_yanhuaji_ring_1	10000.000000	0	0.000000							1	0	0		0
10223	1	100	0	0	0		gonghuilianshai_shibai	10000.000000	0	0.000000								0	0		0
10224	1	100	0	0	0		gonghuilianshia_shengli	10000.000000	0	0.000000								0	0		0
10225	1	100	0	0	1	2,2,2	huazhuangwuhui_ring_yellow	10000.000000	0	0.000000							1	0	0		0
10226	1	100	0	0	1	2.2,2.2,2.2	huazhuangwuhui_ring_red	10000.000000	0	0.000000							1	0	0		0
10227	1	100	0	0	1	2.2,2.2,2.2	huazhuangwuhui_ring_blue	10000.000000	0	0.000000							1	0	0		0
10228	1	100	0	0	0		phallowskilllvup_ui_eff	2.000000	0	0.000000								0	0		0
10229	1	100	0	0	0		gonghuishengqi_ui_5	10000.000000	0	0.000000							1	0	0		0
10230	1	100	0	0	0		dropeffect_003	999.000000	0	0.000000							1	0	0		0
10231	1	100	0	0	0		eff_ui_star_1	3.000000	0	0.000000								0	0		0
10232	1	100	0	0	0		phallowlvup_ui_eff	1.300000	0	0.000000								0	0		0
10233	1	100	0	0	0		eff_ui_star_1	3.000000	0	0.000000								0	0		0
10234	1	100	0	0	1	0.8,0.8,0.8	gonghuishengqi_ui_1	10000.000000	0	0.000000								0	0		0
10235	1	100	0	0	1	0.8,0.8,0.8	gonghuishengqi_ui_2	10000.000000	0	0.000000								0	0		0
10236	1	100	0	0	1	0.8,0.8,0.8	gonghuishengqi_ui_3	10000.000000	0	0.000000								0	0		0
10237	1	100	0	0	1	0.8,0.8,0.8	gonghuishengqi_ui_4	10000.000000	0	0.000000								0	0		0
10238	1	100	0	0	1	0.8,0.8,0.8	gonghuishengqi_ui_5	10000.000000	0	0.000000								0	0		0
10239	1	100	0	0	0		guoqinghuodong_ui_tuji	10000.000000	0	0.000000							1	0	0		0
10240	1	100	0	0	0		eff_gq_yinxinye	10000.000000	0	0.000000								0	0		0
10241	1	100	0	0	0		eff_gq_beiguang	10000.000000	0	0.000000								0	0		0
10242	1	100	0	0	0		eff_ui_xkjgd	10000.000000	0	0.000000								0	0		0
10243	1	100	0	0	0		wedding_screenballoon_01	4.000000	0	0.000000								0	0		0
10244	1	100	0	0	0		wedding_screencracker_01	3.000000	0	0.000000								0	0		0
10245	1	100	0	0	0		wedding_screenfirework_01	3.500000	0	0.000000								0	0		0
10246	1	100	0	0	0		wedding_screenflower_01	5.000000	0	0.000000								0	0		0
10247	1	100	0	0	0		eff_ui_hzwh	10000.000000	0	0.000000								0	0		0
10248	1	100	0	0	0		forging_open_q5	999.000000	0	0.000000								0	0		0
10249	1	100	0	0	0		eff_ui_xingzuoyunshi_3	1.000000	0	0.000000								0	0		0
10250	1	100	0	0	0		eff_ui_xingzuoyunshi_3	1.000000	0	0.000000								0	0		0
10251	1	100	0	0	0		effui_vipcardlevelup1	1.600000	0	0.000000								0	0		0
10252	1	100	0	0	0		eff_chudong_wenquan	10000.000000	0	0.000000								0	0		0
10253	1	100	0	0	0		eff_pinmu_piaoxue1	10000.000000	0	0.000000								0	0		0
10254	1	100	0	0	0		eff_pinmu_piaoxue2	10000.000000	0	0.000000								0	0		0
10255	1	100	0	0	0		eff_pinmu_baofengxue	10000.000000	0	0.000000								0	0		0
10256	1	100	0	0	0		eff_pinmu_xinnianqiqiu	10000.000000	0	0.000000								0	0		0
10257	1	100	0	0	0		eff_pinmu_xinniancaidai	10000.000000	0	0.000000								0	0		0
10258	1	100	0	0	0		eff_kanjiajie_nengliang	10000.000000	0	0.000000								0	0		0
10259	1	100	0	0	0		eff_kanjiajie_biankuang	10000.000000	0	0.000000								0	0		0
10260	1	100	0	0	0		eff_ui_fuli_jijin	10000.000000	0	0.000000								0	0		0
10261	1	100	0	0	0		effect_chongzhi_4	10000.000000	0	0.000000								0	0		0
10262	16	100	0	0	0		eff_pinmu_shanguang	3.000000	0	0.000000								0	0		0
10263	1	100	0	0	1	1,1,1	activity_christmascard_01	10000.000000	0	0.000000								0	0		0
10264	1	100	0	0	1		eff_ui_gnhd_wzq	10000.000000	0	0.000000								0	0		0
10265	1	100	0	0	0		eff_yanhuaji_ring_1	10000.000000	0	0.000000							1	0	0		0
10266	1	100	0	0	0		activity_christmascard_02	10000.000000	0	0.000000							1	0	0		0
10267	1	100	0	0	0		chenghaoditu_right	10000.000000	0	0.000000								0	0		0
10268	1	100	0	0	0		chenghaoditu_left	10000.000000	0	0.000000								0	0		0
10269	1	100	0	0	0		xnxys_yinghua	5.000000	0	0.000000							1	0	0		0
10270	1	100	0	0	0		xnxys_baodian	2.000000	0	0.000000								0	0		0
10271	1	100	0	0	0		awl_qiehuan_yewan	7.000000	0	0.000000								0	0		0
10272	1	100	0	0	0		awl_qiehuan_baitian	7.000000	0	0.000000								0	0		0
10273	1	100	0	0	0		eff_ui_xingzuoyunshi_3	1.000000	0	0.000000								0	0		0
10274	1	100	0	0	0		xingzhizi_nengliangtiao_big	10000.000000	0	0.000000								0	0		0
10275	1	100	0	0	0		xingzhizi_nengliangtiao_ small	10000.000000	0	0.000000								0	0		0
10276	1	100	0	0	0		xingzhizi_nengliangtiao_anniu	10000.000000	0	0.000000								0	0		0
10277	1	999	0	0	0		xingzhizi_xingkong	10000.000000	0	0.000000								0	0		0
10278	1	100	0	0	1	1.6,1.6,1.6	uidonghua_huodongmianban	10000.000000	0	0.000000								0	0		0
10279	1	100	0	0	0		effect_juqing_star_blue1	10000.000000	0	0.000000				0,1,0			1	0	0		0
10280	1	100	0	0	0		click_skillicon	10000.000000	0	0.000000								0	0		0
10281	1	100	0	0	0		starchild_furyfull	1.000000	0	0.000000								0	0		0
10282	1	100	0	0	0		starchild_transform_ready	10000.000000	0	0.000000								0	0		0
10283	1	100	0	0	0		phallowlvup_ui_eff	1.300000	0	0.000000								0	0		0
10284	1	100	0	0	0		starchild_wheels_levelup	1.000000	0	0.000000								0	0		0
10285	1	100	0	0	0		skill_levelup	3.000000	0	0.000000								0	0		0
10286	1	100	0	0	1		uihuodong_yinghua	10000.000000	0	0.000000								0	0		0
10287	1	100	0	0	1		huodong_touzi1	10000.000000	0	0.000000							1	0	0		0
10288	1	100	0	0	0		digroad_digeffect	0.700000	0	0.000000								0	0		0
10289	1	100	0	0	0		digroad_dreamgezi1	1.000000	0	0.000000								0	0		0
10290	1	100	0	0	0		digroad_pintu1	1.000000	0	0.000000								0	0		0
10291	1	100	0	0	0		digroad_pintu2	1.000000	0	0.000000								0	0		0
10292	1	100	0	0	0		digroad_stairs1	1.000000	0	0.000000								0	0		0
10293	1	100	0	0	0		lightgame_lightning	1.000000	0	0.000000								0	0		0
10294	1	100	0	0	0		lightgame_aperture	10000.000000	0	0.000000								0	0		0
10295	1	100	0	0	0		wedding_screencracker_01	3.000000	0	0.000000								0	0		0
10296	1	100	0	0	0		effect_chongzhi_4	10000.000000	0	0.000000							1	0	0		0
10297	1	100	0	0	0		chenghaoditu_yu_you	10000.000000	0	0.000000								0	0		0
10298	1	100	0	0	0		chenghaoditu_yu_zuo	10000.000000	0	0.000000								0	0		0
10299	1	100	0	0	0		deccd_skillicon	10000.000000	0	0.000000								0	0		0
10300	16	100	0	0	0		eff_pinmu_star2	10000.000000	0	0.000000							1	0	0		0
10301	1	100	0	0	0		UI_bing	10000.000000	0	0.000000							1	0	0		0
10302	1	100	0	0	0		UI_huo	10000.000000	0	0.000000							1	0	0		0
10303	1	100	0	0	0		UI_duantiao	10000.000000	0	0.000000							1	0	0		0
10304	1	100	0	0	0		UI_changtiao	10000.000000	0	0.000000							1	0	0		0
10305	1	100	0	0	0		UI_guanjun	10000.000000	0	0.000000							1	0	0		0
10306	1	100	0	0	0		UI_guangyun1	10000.000000	0	0.000000							1	0	0		0
10307	1	100	0	0	0		jiantou_lan	10000.000000	0	0.000000							1	0	0		0
10308	1	100	0	0	0		jiantou_hong	10000.000000	0	0.000000							1	0	0		0
10309	1	100	0	0	0		UI_guangyun	10000.000000	0	0.000000							1	0	0		0
10310	1	100	0	0	0		effect_test_leveup	1.500000	0	0.000000								0	0		0
10311	1	100	0	0	0		baoxiang	1.500000	0	0.000000								0	0		0
10312	1	100	0	0	0		qiandai	1.500000	0	0.000000								0	0		0
10313	1	100	0	0	0		shijian	1.500000	0	0.000000								0	0		0
10314	1	100	0	0	0		UI_huoyan1	10000.000000	0	0.000000							1	0	0		0
10315	1	100	0	0	0		UI_huoyan	10000.000000	0	0.000000							1	0	0		0
10316	1	100	0	0	0		dw_rabbit	10000.000000	0	0.000000							1	0	0		0
10317	1	100	0	0	0		eff_gq_beiguang_1	10000.000000	0	0.000000								0	0		0
10318	1	100	0	0	0		eff_ui_xinglian_teshujiangli	10000.000000	0	0.000000							1	0	0		0
10319	1	100	0	0	0		eff_ui_qiandao_liuguang	10000.000000	0	0.000000							1	0	0		0
10320	1	100	0	0	1	0.3,0.3,0.3	ui_ditubiaodian_guang	10000.000000	0	0.000000							1	0	0		0
10321	1	100	0	0	0		effui_soulstone_get	2.600000	0	0.000000								0	0		0
10322	1	100	0	0	0		equipget_eff01	1.000000	0	0.000000								0	0		0
10323	1	100	0	0	0		xingzhu_baodian_hudie	2.000000	0	0.000000								0	0		0
10324	1	100	0	0	1		ui_bossicon_eff001	10000.000000	0	0.000000							1	0	0		0
10325	1	100	0	0	0		ui_zone_like	1.300000	0	0.000000								0	0		0
10326	1	100	0	0	0		c005_skill02_flash02_ex01	1.000000	0	0.000000								0	0		0
10327	1	100	0	0	0		ui_shuiqiu_1	10000.000000	0	0.000000							1	0	0		0
10328	1	100	0	0	0		ui_shuiqiu	10000.000000	0	0.000000							1	0	0		0
10329	1	100	0	0	0		ui_expback_effect_003	1.000000	0	0.000000							1	0	0		0
10330	1	100	0	0	0		ui_expback_effect_004	2.000000	0	0.000000								0	0		0
10331	5	200	0	0	0		StarPrayLineEffect	10000.000000	0	0.000000							1	0	0		0
10332	1	200	0	0	0		20022_fog	10000.000000	0	0.000000							1	0	0		0
10333	1	999	0	0	0		20023_holylight	10000.000000	0	0.000000							1	0	0		0
10334	1	999	0	0	0		20023_holylight_blue	10000.000000	0	0.000000							1	0	0		0
10335	1	999	0	0	0		20023_holylight_green	10000.000000	0	0.000000							1	0	0		0
10336	1	999	0	0	0		20023_aoe	1.000000	0	0.000000								0	0		0
10337	1	999	0	0	1	2,2,2	20024_eff_yan	4.600000	0	0.000000				0,26,-100				0	0		0
10338	1	100	0	0	0		badge_holeupgrade_eff001	1.900000	0	0.000000								0	0		0
10339	1	999	0	0	0		effect_thunder_1113	10000.000000	0	0.000000							1	0	0		0
10340	1	100	0	0	0		hlwchenghaoditu_right	10000.000000	0	0.000000								0	0		0
10341	1	100	0	0	0		hlwchenghaoditu_left	10000.000000	0	0.000000								0	0		0
10342	1	100	0	0	1	0.7,0.7,0.7	eff_fairyadvanced	10000.000000	0	0.000000				0,0.1,0			1	0	0		0
10343	1	100	0	0	0		eff_talent_levelup	3.000000	0	0.000000								0	0		0
10344	1	100	0	0	0		chenghaoditu_xinghun_l	10000.000000	0	0.000000								0	0		0
10345	1	100	0	0	0		chenghaoditu_xinghun_r	10000.000000	0	0.000000								0	0		0
10346	1	100	0	0	0		sdxt_tx_001	10000.000000	0	0.000000								0	0		0
10347	1	100	0	0	0		sdxt_tx_002	10000.000000	0	0.000000								0	0		0
10348	1	100	0	0	0		skill_levelup	10000.000000	0	0.000000								0	0		0
10349	1	100	0	0	0		eff_contract_yh2	10000.000000	0	0.000000								0	0		0
10350	1	100	0	0	0		eff_contract_yh3	10000.000000	0	0.000000								0	0		0
