NPC编号	对象类型	名称	头像	描述	精灵品质	动作集	模型编号	魔灵蛋裂开模型	圆柱高度	圆柱半径	UI界面模型倍数	UI界面模型位置	UI界面模型角度	场景模型倍数	属性值ID	常驻美术特效	奔跑音效	重生魔灵	原型魔灵	孵化时间	升级每点经验价格	可骑乘人数	骑乘动作集	骑乘玩家名字偏移	AI信息	交互培养经验	动作ID	种族编号	续费途径	家园战宠停留时间	家园战宠移动数组	进阶组
egg_1087	EggPetNpc	name_egg_1087	g701_portrait05	Des_egg_1087	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1088	EggPetNpc	name_egg_1088	g701_portrait05	Des_egg_1088	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1089	EggPetNpc	name_egg_1089	g701_portrait05	Des_egg_1089	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1090	EggPetNpc	name_egg_1090	g701_portrait05	Des_egg_1090	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1091	EggPetNpc	name_egg_1091	g701_portrait05	Des_egg_1091	3	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1092	EggPetNpc	name_egg_1092	g701_portrait05	Des_egg_1092	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1093	EggPetNpc	name_egg_1093	g701_portrait04	Des_egg_1093	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					28800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1094	EggPetNpc	name_egg_1094	g701_portrait05	Des_egg_1094	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1095	EggPetNpc	name_egg_1095	g701_portrait05	Des_egg_1095	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1096	EggPetNpc	name_egg_1096	g701_portrait05	Des_egg_1096	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1097	EggPetNpc	name_egg_1097	g701_portrait06	Des_egg_1097	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1098	EggPetNpc	name_egg_1098	g701_portrait05	Des_egg_1098	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1099	EggPetNpc	name_egg_1099	g701_portrait05	Des_egg_1099	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1100	EggPetNpc	name_egg_1100	g701_portrait05	Des_egg_1100	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2001	EggPetNpc	name_egg_2001	g701_portrait05	Des_egg_2001	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2002	EggPetNpc	name_egg_2002	g046_portrait05	Des_egg_2002	3	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2003	EggPetNpc	name_egg_2003	g047_portrait05	Des_egg_2003	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2004	EggPetNpc	name_egg_2004	g701_portrait05	Des_egg_2004	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2005	EggPetNpc	name_egg_2005	g701_portrait05	Des_egg_2005	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2006	EggPetNpc	name_egg_2006	g701_portrait05	Des_egg_2006	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2007	EggPetNpc	name_egg_2007	g701_portrait05	Des_egg_2007	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2008	EggPetNpc	name_egg_2008	g701_portrait05	Des_egg_2008	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2009	EggPetNpc	name_egg_2009	g701_portrait05	Des_egg_2009	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2010	EggPetNpc	name_egg_2010	g701_portrait05	Des_egg_2010	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2011	EggPetNpc	name_egg_2011	g701_portrait05	Des_egg_2011	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2012	EggPetNpc	name_egg_2012	g701_portrait05	Des_egg_2012	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2013	EggPetNpc	name_egg_2013	g701_portrait05	Des_egg_2013	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2014	EggPetNpc	name_egg_2014	g701_portrait05	Des_egg_2014	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2015	EggPetNpc	name_egg_2015	g701_portrait05	Des_egg_2015	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2016	EggPetNpc	name_egg_2016	g701_portrait05	Des_egg_2016	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2017	EggPetNpc	name_egg_2017	g701_portrait05	Des_egg_2017	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2018	EggPetNpc	name_egg_2018	g701_portrait05	Des_egg_2018	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2019	EggPetNpc	name_egg_2019	g701_portrait05	Des_egg_2019	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2020	EggPetNpc	name_egg_2020	g701_portrait04	Des_egg_2020	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2021	EggPetNpc	name_egg_2021	g701_portrait05	Des_egg_2021	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2022	EggPetNpc	name_egg_2022	g701_portrait05	Des_egg_2022	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2023	EggPetNpc	name_egg_2023	g701_portrait05	Des_egg_2023	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2024	EggPetNpc	name_egg_2024	g701_portrait05	Des_egg_2024	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2025	EggPetNpc	name_egg_2025	g701_portrait05	Des_egg_2025	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2026	EggPetNpc	name_egg_2026	g701_portrait05	Des_egg_2026	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2027	EggPetNpc	name_egg_2027	g701_portrait05	Des_egg_2027	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2028	EggPetNpc	name_egg_2028	g701_portrait05	Des_egg_2028	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2029	EggPetNpc	name_egg_2029	g701_portrait05	Des_egg_2029	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2030	EggPetNpc	name_egg_2030	g701_portrait05	Des_egg_2030	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2031	EggPetNpc	name_egg_2031	g701_portrait05	Des_egg_2031	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2032	EggPetNpc	name_egg_2032	g701_portrait05	Des_egg_2032	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2033	EggPetNpc	name_egg_2033	g701_portrait05	Des_egg_2033	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2034	EggPetNpc	name_egg_2034	g701_portrait05	Des_egg_2034	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2035	EggPetNpc	name_egg_2035	g701_portrait05	Des_egg_2035	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2036	EggPetNpc	name_egg_2036	g701_portrait05	Des_egg_2036	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2037	EggPetNpc	name_egg_2037	g701_portrait05	Des_egg_2037	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2038	EggPetNpc	name_egg_2038	g701_portrait05	Des_egg_2038	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2039	EggPetNpc	name_egg_2039	g701_portrait05	Des_egg_2039	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2040	EggPetNpc	name_egg_2040	g701_portrait05	Des_egg_2040	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2041	EggPetNpc	name_egg_2041	g701_portrait05	Des_egg_2041	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2042	EggPetNpc	name_egg_2042	g701_portrait05	Des_egg_2042	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2043	EggPetNpc	name_egg_2043	g701_portrait05	Des_egg_2043	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2044	EggPetNpc	name_egg_2044	g701_portrait05	Des_egg_2044	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2045	EggPetNpc	name_egg_2045	g701_portrait05	Des_egg_2045	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2046	EggPetNpc	name_egg_2046	g701_portrait05	Des_egg_2046	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2501	EggPetNpc	name_egg_2501	g048_portrait05	Des_egg_2501	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2502	EggPetNpc	name_egg_2502	g048_portrait05	Des_egg_2502	5	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2503	EggPetNpc	name_egg_2503	g048_portrait05	Des_egg_2503	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2504	EggPetNpc	name_egg_2504	g048_portrait05	Des_egg_2504	5	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2505	EggPetNpc	name_egg_2505	g048_portrait05	Des_egg_2505	5	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2506	EggPetNpc	name_egg_2506	g048_portrait05	Des_egg_2506	5	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2507	EggPetNpc	name_egg_2507	g048_portrait05	Des_egg_2507	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2508	EggPetNpc	name_egg_2508	g048_portrait05	Des_egg_2508	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2509	EggPetNpc	name_egg_2509	g048_portrait05	Des_egg_2509	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2510	EggPetNpc	name_egg_2510	g048_portrait05	Des_egg_2510	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2511	EggPetNpc	name_egg_2511	g048_portrait05	Des_egg_2511	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2512	EggPetNpc	name_egg_2512	g048_portrait05	Des_egg_2512	5	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2513	EggPetNpc	name_egg_2513	g048_portrait05	Des_egg_2513	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2514	EggPetNpc	name_egg_2514	g048_portrait05	Des_egg_2514	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2515	EggPetNpc	name_egg_2515	g048_portrait05	Des_egg_2515	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2516	EggPetNpc	name_egg_2516	g048_portrait05	Des_egg_2516	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2517	EggPetNpc	name_egg_2517	g701_portrait04	Des_egg_2517	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2518	EggPetNpc	name_egg_2518	g048_portrait05	Des_egg_2518	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2519	EggPetNpc	name_egg_2519	g048_portrait05	Des_egg_2519	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2520	EggPetNpc	name_egg_2520	g048_portrait05	Des_egg_2520	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2521	EggPetNpc	name_egg_2521	g048_portrait05	Des_egg_2521	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2522	EggPetNpc	name_egg_2522	g048_portrait05	Des_egg_2522	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2523	EggPetNpc	name_egg_2523	g048_portrait05	Des_egg_2523	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2524	EggPetNpc	name_egg_2524	g048_portrait05	Des_egg_2524	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2525	EggPetNpc	name_egg_2525	g048_portrait05	Des_egg_2525	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2526	EggPetNpc	name_egg_2526	g048_portrait05	Des_egg_2526	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2527	EggPetNpc	name_egg_2527	g048_portrait05	Des_egg_2527	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2528	EggPetNpc	name_egg_2528	g048_portrait05	Des_egg_2528	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2529	EggPetNpc	name_egg_2529	g048_portrait05	Des_egg_2529	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2530	EggPetNpc	name_egg_2530	g048_portrait05	Des_egg_2530	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2531	EggPetNpc	name_egg_2531	g048_portrait05	Des_egg_2531	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_2532	EggPetNpc	name_egg_2532	g701_portrait04	Des_egg_2532	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2533	EggPetNpc	name_egg_2533	g701_portrait04	Des_egg_2533	4	27	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_2534	EggPetNpc	name_egg_2534	g048_portrait05	Des_egg_2534	5	27	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
