ID	所属组合图鉴ID	星级	消耗	获得属性	获得巅峰点	增加评分
549	20000040	4	103016,1;103017,1;103018,1;103019,1;103020,1;103021,1	54,1;56,1;58,1;60,1	18	16
550	20000040	5	103016,1;103017,1;103018,1;103019,1;103020,1;103021,1	54,1;56,1;58,1;60,1	18	16
551	20000041	1	103009,1;103022,1;103027,1	4,6;1,60	9	30
552	20000041	2	103009,1;103022,1;103027,1	4,4;1,40	9	20
553	20000041	3	103009,1;103022,1;103027,1	4,4;1,40	9	20
554	20000041	4	103009,1;103022,1;103027,1	4,2;1,20	9	10
555	20000041	5	103009,1;103022,1;103027,1	4,2;1,20	9	10
556	20000042	1	103033,1;103034,1;103009,1	3,6;1,60	9	30
557	20000042	2	103033,1;103034,1;103009,1	3,4;1,40	9	20
558	20000042	3	103033,1;103034,1;103009,1	3,4;1,40	9	20
559	20000042	4	103033,1;103034,1;103009,1	3,2;1,20	9	10
560	20000042	5	103033,1;103034,1;103009,1	3,2;1,20	9	10
561	20000043	1	103014,1;103032,1;103028,1;103030,1;103031,1;103015,1	76,15;70,15;69,15;80,15	18	60
562	20000043	2	103014,1;103032,1;103028,1;103030,1;103031,1;103015,1	76,10;70,10;69,10;80,10	18	40
563	20000043	3	103014,1;103032,1;103028,1;103030,1;103031,1;103015,1	76,10;70,10;69,10;80,10	18	40
564	20000043	4	103014,1;103032,1;103028,1;103030,1;103031,1;103015,1	76,5;70,5;69,5;80,5	18	20
565	20000043	5	103014,1;103032,1;103028,1;103030,1;103031,1;103015,1	76,5;70,5;69,5;80,5	18	20
566	20000044	1	103010,1;103011,1	3,4;4,4	6	18
567	20000044	2	103010,1;103011,1	3,2;4,2	6	12
568	20000044	3	103010,1;103011,1	3,2;4,2	6	12
569	20000044	4	103010,1;103011,1	3,1;4,1	6	6
570	20000044	5	103010,1;103011,1	3,1;4,1	6	6
571	20000045	1	103023,1;103010,1;103011,1;103015,1	26,18;24,18;21,18	12	41
572	20000045	2	103023,1;103010,1;103011,1;103015,1	26,12;24,12;21,12	12	27
573	20000045	3	103023,1;103010,1;103011,1;103015,1	26,12;24,12;21,12	12	27
574	20000045	4	103023,1;103010,1;103011,1;103015,1	26,6;24,6;21,6	12	14
575	20000045	5	103023,1;103010,1;103011,1;103015,1	26,6;24,6;21,6	12	14
576	20000046	1	103030,1;103014,1	54,2;64,2	6	18
577	20000046	2	103030,1;103014,1	54,1;64,1	6	12
578	20000046	3	103030,1;103014,1	54,1;64,1	6	12
579	20000046	4	103030,1;103014,1	54,1;64,1	6	6
580	20000046	5	103030,1;103014,1	54,1;64,1	6	6
581	20000047	1	103012,1;103026,1	13,6;11,6	6	18
582	20000047	2	103012,1;103026,1	13,4;11,4	6	12
583	20000047	3	103012,1;103026,1	13,4;11,4	6	12
584	20000047	4	103012,1;103026,1	13,2;11,2	6	6
585	20000047	5	103012,1;103026,1	13,2;11,2	6	6
586	20000048	1	103033,1;103022,1	131,9;132,9	6	18
587	20000048	2	103033,1;103022,1	131,6;132,6	6	12
588	20000048	3	103033,1;103022,1	131,6;132,6	6	12
589	20000048	4	103033,1;103022,1	131,3;132,3	6	6
590	20000048	5	103033,1;103022,1	131,3;132,3	6	6
591	20000049	1	103035,1	3,5	3	12
592	20000049	2	103035,1	3,3	3	8
593	20000049	3	103035,1	3,3	3	8
594	20000049	4	103035,1	3,2	3	4
595	20000049	5	103035,1	3,2	3	4
596	20000050	1	103036,1	4,5	3	12
597	20000050	2	103036,1	4,3	3	8
598	20000050	3	103036,1	4,3	3	8
599	20000050	4	103036,1	4,2	3	4
600	20000050	5	103036,1	4,2	3	4
601	20000051	1	103037,1	1,48	3	12
602	20000051	2	103037,1	1,32	3	8
603	20000051	3	103037,1	1,32	3	8
604	20000051	4	103037,1	1,16	3	4
605	20000051	5	103037,1	1,16	3	4
606	20000052	1	103038,1	3,5	3	12
607	20000052	2	103038,1	3,3	3	8
608	20000052	3	103038,1	3,3	3	8
609	20000052	4	103038,1	3,2	3	4
610	20000052	5	103038,1	3,2	3	4
611	20000053	1	103039,1	4,5	3	12
612	20000053	2	103039,1	4,3	3	8
613	20000053	3	103039,1	4,3	3	8
614	20000053	4	103039,1	4,2	3	4
615	20000053	5	103039,1	4,2	3	4
616	20000054	1	103040,1	1,48	3	12
617	20000054	2	103040,1	1,32	3	8
618	20000054	3	103040,1	1,32	3	8
619	20000054	4	103040,1	1,16	3	4
620	20000054	5	103040,1	1,16	3	4
621	20000055	1	103041,1	3,5	3	12
622	20000055	2	103041,1	3,3	3	8
623	20000055	3	103041,1	3,3	3	8
624	20000055	4	103041,1	3,2	3	4
625	20000055	5	103041,1	3,2	3	4
626	20000056	1	103042,1	4,5	3	12
627	20000056	2	103042,1	4,3	3	8
628	20000056	3	103042,1	4,3	3	8
629	20000056	4	103042,1	4,2	3	4
630	20000056	5	103042,1	4,2	3	4
631	20000057	1	103044,1	1,48	3	12
632	20000057	2	103044,1	1,32	3	8
633	20000057	3	103044,1	1,32	3	8
634	20000057	4	103044,1	1,16	3	4
635	20000057	5	103044,1	1,16	3	4
636	20000058	1	103043,1	3,5	3	12
637	20000058	2	103043,1	3,3	3	8
638	20000058	3	103043,1	3,3	3	8
639	20000058	4	103043,1	3,2	3	4
640	20000058	5	103043,1	3,2	3	4
641	20000059	1	103035,1;103036,1;103039,1	11,6;13,6;12,6	9	27
642	20000059	2	103035,1;103036,1;103039,1	11,4;13,4;12,4	9	18
643	20000059	3	103035,1;103036,1;103039,1	11,4;13,4;12,4	9	18
644	20000059	4	103035,1;103036,1;103039,1	11,2;13,2;12,2	9	9
645	20000059	5	103035,1;103036,1;103039,1	11,2;13,2;12,2	9	9
646	20000060	1	103041,1;103042,1	1,60;3,2	6	21
647	20000060	2	103041,1;103042,1	1,40;3,2	6	14
648	20000060	3	103041,1;103042,1	1,40;3,2	6	14
649	20000060	4	103041,1;103042,1	1,20;3,1	6	7
650	20000060	5	103041,1;103042,1	1,20;3,1	6	7
651	20000061	1	103038,1;103039,1	21,15;22,9	6	18
652	20000061	2	103038,1;103039,1	21,10;22,6	6	12
653	20000061	3	103038,1;103039,1	21,10;22,6	6	12
654	20000061	4	103038,1;103039,1	21,5;22,3	6	6
655	20000061	5	103038,1;103039,1	21,5;22,3	6	6
656	20000062	1	103041,1;103042,1	23,9;24,15	6	18
657	20000062	2	103041,1;103042,1	23,6;24,10	6	12
658	20000062	3	103041,1;103042,1	23,6;24,10	6	12
659	20000062	4	103041,1;103042,1	23,3;24,5	6	6
660	20000062	5	103041,1;103042,1	23,3;24,5	6	6
661	20000063	1	103038,1;103039,1;103040,1	25,12;26,12;1,36	9	27
662	20000063	2	103038,1;103039,1;103040,1	25,8;26,8;1,24	9	18
663	20000063	3	103038,1;103039,1;103040,1	25,8;26,8;1,24	9	18
664	20000063	4	103038,1;103039,1;103040,1	25,4;26,4;1,12	9	9
665	20000063	5	103038,1;103039,1;103040,1	25,4;26,4;1,12	9	9
666	20000064	1	103040,1;103041,1;103042,1	3,2;4,2;1,60	9	27
667	20000064	2	103040,1;103041,1;103042,1	3,2;4,2;1,40	9	18
668	20000064	3	103040,1;103041,1;103042,1	3,2;4,2;1,40	9	18
669	20000064	4	103040,1;103041,1;103042,1	3,1;4,1;1,20	9	9
670	20000064	5	103040,1;103041,1;103042,1	3,1;4,1;1,20	9	9
671	20000065	1	103039,1;103041,1;103042,1	76,6;70,6;69,6;80,6	9	24
672	20000065	2	103039,1;103041,1;103042,1	76,4;70,4;69,4;80,4	9	16
673	20000065	3	103039,1;103041,1;103042,1	76,4;70,4;69,4;80,4	9	16
674	20000065	4	103039,1;103041,1;103042,1	76,2;70,2;69,2;80,2	9	8
675	20000065	5	103039,1;103041,1;103042,1	76,2;70,2;69,2;80,2	9	8
676	20000066	1	103035,1;103038,1	54,2;58,2	6	24
677	20000066	2	103035,1;103038,1	54,2;58,2	6	16
678	20000066	3	103035,1;103038,1	54,2;58,2	6	16
679	20000066	4	103035,1;103038,1	54,1;58,1	6	8
680	20000066	5	103035,1;103038,1	54,1;58,1	6	8
681	20000067	1	103035,1;103036,1	56,2;64,2	6	24
682	20000067	2	103035,1;103036,1	56,2;64,2	6	16
683	20000067	3	103035,1;103036,1	56,2;64,2	6	16
684	20000067	4	103035,1;103036,1	56,1;64,1	6	8
685	20000067	5	103035,1;103036,1	56,1;64,1	6	8
686	20000068	1	103044,1;103015,1	131,9;132,9	6	18
687	20000068	2	103044,1;103015,1	131,6;132,6	6	12
688	20000068	3	103044,1;103015,1	131,6;132,6	6	12
689	20000068	4	103044,1;103015,1	131,3;132,3	6	6
690	20000068	5	103044,1;103015,1	131,3;132,3	6	6
691	30000001	1	104001,1	1,96	5	24
692	30000001	2	104001,1	1,64	5	16
693	30000001	3	104001,1	1,64	5	16
694	30000001	4	104001,1	1,32	5	8
695	30000001	5	104001,1	1,32	5	8
696	30000002	1	104002,1	112,24	5	24
697	30000002	2	104002,1	112,16	5	16
698	30000002	3	104002,1	112,16	5	16
699	30000002	4	104002,1	112,8	5	8
700	30000002	5	104002,1	112,8	5	8
701	30000003	1	104003,1	3,10	5	24
702	30000003	2	104003,1	3,6	5	16
703	30000003	3	104003,1	3,6	5	16
704	30000003	4	104003,1	3,3	5	8
705	30000003	5	104003,1	3,3	5	8
706	30000004	1	104004,1	4,10	5	24
707	30000004	2	104004,1	4,6	5	16
708	30000004	3	104004,1	4,6	5	16
709	30000004	4	104004,1	4,3	5	8
710	30000004	5	104004,1	4,3	5	8
711	30000005	1	104005,1	4,10	5	24
712	30000005	2	104005,1	4,6	5	16
713	30000005	3	104005,1	4,6	5	16
714	30000005	4	104005,1	4,3	5	8
715	30000005	5	104005,1	4,3	5	8
716	30000006	1	104006,1	3,10	5	24
717	30000006	2	104006,1	3,6	5	16
718	30000006	3	104006,1	3,6	5	16
719	30000006	4	104006,1	3,3	5	8
720	30000006	5	104006,1	3,3	5	8
721	30000007	1	104017,1	1,96	5	24
722	30000007	2	104017,1	1,64	5	16
723	30000007	3	104017,1	1,64	5	16
724	30000007	4	104017,1	1,32	5	8
725	30000007	5	104017,1	1,32	5	8
726	30000008	1	104007,1	4,10	5	24
727	30000008	2	104007,1	4,6	5	16
728	30000008	3	104007,1	4,6	5	16
729	30000008	4	104007,1	4,3	5	8
730	30000008	5	104007,1	4,3	5	8
731	30000009	1	104018,1	1,96	5	24
732	30000009	2	104018,1	1,64	5	16
733	30000009	3	104018,1	1,64	5	16
734	30000009	4	104018,1	1,32	5	8
735	30000009	5	104018,1	1,32	5	8
736	30000010	1	104019,1	3,10	5	24
737	30000010	2	104019,1	3,6	5	16
738	30000010	3	104019,1	3,6	5	16
739	30000010	4	104019,1	3,3	5	8
740	30000010	5	104019,1	3,3	5	8
741	30000011	1	104020,1	1,96	5	24
742	30000011	2	104020,1	1,64	5	16
743	30000011	3	104020,1	1,64	5	16
744	30000011	4	104020,1	1,32	5	8
745	30000011	5	104020,1	1,32	5	8
746	30000012	1	104021,1	3,10	5	24
747	30000012	2	104021,1	3,6	5	16
748	30000012	3	104021,1	3,6	5	16
749	30000012	4	104021,1	3,3	5	8
750	30000012	5	104021,1	3,3	5	8
751	30000013	1	104022,1	4,10	5	24
752	30000013	2	104022,1	4,6	5	16
753	30000013	3	104022,1	4,6	5	16
754	30000013	4	104022,1	4,3	5	8
755	30000013	5	104022,1	4,3	5	8
756	30000014	1	104023,1	1,96	5	24
757	30000014	2	104023,1	1,64	5	16
758	30000014	3	104023,1	1,64	5	16
759	30000014	4	104023,1	1,32	5	8
760	30000014	5	104023,1	1,32	5	8
761	30000015	1	104024,1	1,96	5	24
762	30000015	2	104024,1	1,64	5	16
763	30000015	3	104024,1	1,64	5	16
764	30000015	4	104024,1	1,32	5	8
765	30000015	5	104024,1	1,32	5	8
766	30000016	1	104025,1	3,10	5	24
767	30000016	2	104025,1	3,6	5	16
768	30000016	3	104025,1	3,6	5	16
769	30000016	4	104025,1	3,3	5	8
770	30000016	5	104025,1	3,3	5	8
771	30000017	1	104012,1	4,10	5	24
772	30000017	2	104012,1	4,6	5	16
773	30000017	3	104012,1	4,6	5	16
774	30000017	4	104012,1	4,3	5	8
775	30000017	5	104012,1	4,3	5	8
776	30000018	1	104026,1	4,10	5	24
777	30000018	2	104026,1	4,6	5	16
778	30000018	3	104026,1	4,6	5	16
779	30000018	4	104026,1	4,3	5	8
780	30000018	5	104026,1	4,3	5	8
781	30000019	1	104027,1	1,96	5	24
782	30000019	2	104027,1	1,64	5	16
783	30000019	3	104027,1	1,64	5	16
784	30000019	4	104027,1	1,32	5	8
785	30000019	5	104027,1	1,32	5	8
786	30000020	1	104013,1	1,96	5	24
787	30000020	2	104013,1	1,64	5	16
788	30000020	3	104013,1	1,64	5	16
789	30000020	4	104013,1	1,32	5	8
790	30000020	5	104013,1	1,32	5	8
791	30000021	1	104014,1	4,10	5	24
792	30000021	2	104014,1	4,6	5	16
793	30000021	3	104014,1	4,6	5	16
794	30000021	4	104014,1	4,3	5	8
795	30000021	5	104014,1	4,3	5	8
796	30000022	1	104028,1	3,10	5	24
797	30000022	2	104028,1	3,6	5	16
798	30000022	3	104028,1	3,6	5	16
799	30000022	4	104028,1	3,3	5	8
800	30000022	5	104028,1	3,3	5	8
801	30000023	1	104029,1	1,96	5	24
802	30000023	2	104029,1	1,64	5	16
803	30000023	3	104029,1	1,64	5	16
804	30000023	4	104029,1	1,32	5	8
805	30000023	5	104029,1	1,32	5	8
806	30000024	1	104015,1	1,96	5	24
807	30000024	2	104015,1	1,64	5	16
808	30000024	3	104015,1	1,64	5	16
809	30000024	4	104015,1	1,32	5	8
810	30000024	5	104015,1	1,32	5	8
811	30000025	1	104016,1	3,10	5	24
812	30000025	2	104016,1	3,6	5	16
813	30000025	3	104016,1	3,6	5	16
814	30000025	4	104016,1	3,3	5	8
815	30000025	5	104016,1	3,3	5	8
816	30000026	1	104030,1	4,10	5	24
817	30000026	2	104030,1	4,6	5	16
818	30000026	3	104030,1	4,6	5	16
819	30000026	4	104030,1	4,3	5	8
820	30000026	5	104030,1	4,3	5	8
821	30000027	1	104008,1	3,10	5	24
822	30000027	2	104008,1	3,6	5	16
823	30000027	3	104008,1	3,6	5	16
824	30000027	4	104008,1	3,3	5	8
825	30000027	5	104008,1	3,3	5	8
826	30000028	1	104009,1	1,96	5	24
827	30000028	2	104009,1	1,64	5	16
828	30000028	3	104009,1	1,64	5	16
829	30000028	4	104009,1	1,32	5	8
830	30000028	5	104009,1	1,32	5	8
831	30000029	1	104010,1	4,10	5	24
832	30000029	2	104010,1	4,6	5	16
833	30000029	3	104010,1	4,6	5	16
834	30000029	4	104010,1	4,3	5	8
835	30000029	5	104010,1	4,3	5	8
836	30000030	1	104011,1	1,96	5	24
837	30000030	2	104011,1	1,64	5	16
838	30000030	3	104011,1	1,64	5	16
839	30000030	4	104011,1	1,32	5	8
840	30000030	5	104011,1	1,32	5	8
841	30000031	1	104031,1	1,96	5	24
842	30000031	2	104031,1	1,64	5	16
843	30000031	3	104031,1	1,64	5	16
844	30000031	4	104031,1	1,32	5	8
845	30000031	5	104031,1	1,32	5	8
846	30000032	1	104028,1;104030,1	32,18;33,18	10	36
847	30000032	2	104028,1;104030,1	32,12;33,12	10	24
848	30000032	3	104028,1;104030,1	32,12;33,12	10	24
849	30000032	4	104028,1;104030,1	32,6;33,6	10	12
850	30000032	5	104028,1;104030,1	32,6;33,6	10	12
851	30000033	1	104001,1;104002,1;104003,1;104004,1;104005,1;104006,1	67,21;83,21;66,21;79,21;75,21	30	105
852	30000033	2	104001,1;104002,1;104003,1;104004,1;104005,1;104006,1	67,14;83,14;66,14;79,14;75,14	30	70
853	30000033	3	104001,1;104002,1;104003,1;104004,1;104005,1;104006,1	67,14;83,14;66,14;79,14;75,14	30	70
854	30000033	4	104001,1;104002,1;104003,1;104004,1;104005,1;104006,1	67,7;83,7;66,7;79,7;75,7	30	35
855	30000033	5	104001,1;104002,1;104003,1;104004,1;104005,1;104006,1	67,7;83,7;66,7;79,7;75,7	30	35
856	30000034	1	104017,1;104007,1;104019,1;104020,1;104021,1;104022,1	70,21;84,21;69,21;80,21;76,21	30	105
857	30000034	2	104017,1;104007,1;104019,1;104020,1;104021,1;104022,1	70,14;84,14;69,14;80,14;76,14	30	70
858	30000034	3	104017,1;104007,1;104019,1;104020,1;104021,1;104022,1	70,14;84,14;69,14;80,14;76,14	30	70
859	30000034	4	104017,1;104007,1;104019,1;104020,1;104021,1;104022,1	70,7;84,7;69,7;80,7;76,7	30	35
860	30000034	5	104017,1;104007,1;104019,1;104020,1;104021,1;104022,1	70,7;84,7;69,7;80,7;76,7	30	35
861	30000035	1	104019,1;104018,1	21,24;1,60	10	33
862	30000035	2	104019,1;104018,1	21,16;1,40	10	22
863	30000035	3	104019,1;104018,1	21,16;1,40	10	22
864	30000035	4	104019,1;104018,1	21,8;1,20	10	11
865	30000035	5	104019,1;104018,1	21,8;1,20	10	11
866	30000036	1	104026,1;104025,1;104024,1	4,11;13,15	15	50
867	30000036	2	104026,1;104025,1;104024,1	4,7;13,10	15	33
868	30000036	3	104026,1;104025,1;104024,1	4,7;13,10	15	33
869	30000036	4	104026,1;104025,1;104024,1	4,4;13,5	15	17
870	30000036	5	104026,1;104025,1;104024,1	4,4;13,5	15	17
871	30000037	1	104016,1;104015,1	3,7;4,7	10	33
872	30000037	2	104016,1;104015,1	3,4;4,4	10	22
873	30000037	3	104016,1;104015,1	3,4;4,4	10	22
874	30000037	4	104016,1;104015,1	3,2;4,2	10	11
875	30000037	5	104016,1;104015,1	3,2;4,2	10	11
876	30000038	1	104026,1;104025,1;104024,1;104016,1;104015,1	133,30;137,30;141,30	25	90
877	30000038	2	104026,1;104025,1;104024,1;104016,1;104015,1	133,20;137,20;141,20	25	60
878	30000038	3	104026,1;104025,1;104024,1;104016,1;104015,1	133,20;137,20;141,20	25	60
879	30000038	4	104026,1;104025,1;104024,1;104016,1;104015,1	133,10;137,10;141,10	25	30
880	30000038	5	104026,1;104025,1;104024,1;104016,1;104015,1	133,10;137,10;141,10	25	30
881	30000039	1	104014,1;104013,1;104027,1;104012,1;104023,1	139,23;143,23;131,23;135,23	25	91
882	30000039	2	104014,1;104013,1;104027,1;104012,1;104023,1	139,15;143,15;131,15;135,15	25	61
883	30000039	3	104014,1;104013,1;104027,1;104012,1;104023,1	139,15;143,15;131,15;135,15	25	61
884	30000039	4	104014,1;104013,1;104027,1;104012,1;104023,1	139,8;143,8;131,8;135,8	25	30
885	30000039	5	104014,1;104013,1;104027,1;104012,1;104023,1	139,8;143,8;131,8;135,8	25	30
886	30000040	1	104009,1;104010,1	173,30;174,30	10	36
887	30000040	2	104009,1;104010,1	173,20;174,20	10	24
888	30000040	3	104009,1;104010,1	173,20;174,20	10	24
889	30000040	4	104009,1;104010,1	173,10;174,10	10	12
890	30000040	5	104009,1;104010,1	173,10;174,10	10	12
891	30000041	1	104009,1;104031,1	175,24;132,15	10	33
892	30000041	2	104009,1;104031,1	175,16;132,10	10	22
893	30000041	3	104009,1;104031,1	175,16;132,10	10	22
894	30000041	4	104009,1;104031,1	175,8;132,5	10	11
895	30000041	5	104009,1;104031,1	175,8;132,5	10	11
896	30000042	1	104009,1;104007,1;104020,1;104021,1	1,180;34,12;35,12	20	69
897	30000042	2	104009,1;104007,1;104020,1;104021,1	1,120;34,8;35,8	20	46
898	30000042	3	104009,1;104007,1;104020,1;104021,1	1,120;34,8;35,8	20	46
899	30000042	4	104009,1;104007,1;104020,1;104021,1	1,60;34,4;35,4	20	23
900	30000042	5	104009,1;104007,1;104020,1;104021,1	1,60;34,4;35,4	20	23
901	30000043	1	104010,1;104031,1	3,7;1,72	10	36
902	30000043	2	104010,1;104031,1	3,5;1,48	10	24
903	30000043	3	104010,1;104031,1	3,5;1,48	10	24
904	30000043	4	104010,1;104031,1	3,2;1,24	10	12
905	30000043	5	104010,1;104031,1	3,2;1,24	10	12
906	30000044	1	104014,1;104013,1;104012,1	1,108;11,15	15	50
907	30000044	2	104014,1;104013,1;104012,1	1,72;11,10	15	33
908	30000044	3	104014,1;104013,1;104012,1	1,72;11,10	15	33
909	30000044	4	104014,1;104013,1;104012,1	1,36;11,5	15	17
910	30000044	5	104014,1;104013,1;104012,1	1,36;11,5	15	17
911	30000045	1	104011,1;104009,1;104029,1	26,36;24,36	15	54
912	30000045	2	104011,1;104009,1;104029,1	26,24;24,24	15	36
913	30000045	3	104011,1;104009,1;104029,1	26,24;24,24	15	36
914	30000045	4	104011,1;104009,1;104029,1	26,12;24,12	15	18
915	30000045	5	104011,1;104009,1;104029,1	26,12;24,12	15	18
916	30000046	1	104011,1;104009,1	51,36	10	36
917	30000046	2	104011,1;104009,1	51,24	10	24
918	30000046	3	104011,1;104009,1	51,24	10	24
919	30000046	4	104011,1;104009,1	51,12	10	12
920	30000046	5	104011,1;104009,1	51,12	10	12
921	30000047	1	104008,1;104029,1;104028,1;104030,1	30,18;31,18;32,18;33,18	20	72
922	30000047	2	104008,1;104029,1;104028,1;104030,1	30,12;31,12;32,12;33,12	20	48
923	30000047	3	104008,1;104029,1;104028,1;104030,1	30,12;31,12;32,12;33,12	20	48
924	30000047	4	104008,1;104029,1;104028,1;104030,1	30,6;31,6;32,6;33,6	20	24
925	30000047	5	104008,1;104029,1;104028,1;104030,1	30,6;31,6;32,6;33,6	20	24
926	30000048	1	104008,1;104023,1	131,18;132,18	10	36
927	30000048	2	104008,1;104023,1	131,12;132,12	10	24
928	30000048	3	104008,1;104023,1	131,12;132,12	10	24
929	30000048	4	104008,1;104023,1	131,6;132,6	10	12
930	30000048	5	104008,1;104023,1	131,6;132,6	10	12
931	30000049	1	104032,1	1,96	5	24
932	30000049	2	104032,1	1,64	5	16
933	30000049	3	104032,1	1,64	5	16
934	30000049	4	104032,1	1,32	5	8
935	30000049	5	104032,1	1,32	5	8
936	30000050	1	104026,1;104010,1;104023,1;104032,1	131,36;153,36	20	72
937	30000050	2	104026,1;104010,1;104023,1;104032,1	131,24;153,24	20	48
938	30000050	3	104026,1;104010,1;104023,1;104032,1	131,24;153,24	20	48
939	30000050	4	104026,1;104010,1;104023,1;104032,1	131,12;153,12	20	24
940	30000050	5	104026,1;104010,1;104023,1;104032,1	131,12;153,12	20	24
941	30000051	1	104032,1;104018,1	1,72;3,7	10	36
942	30000051	2	104032,1;104018,1	1,48;3,5	10	24
943	30000051	3	104032,1;104018,1	1,48;3,5	10	24
944	30000051	4	104032,1;104018,1	1,24;3,2	10	12
945	30000051	5	104032,1;104018,1	1,24;3,2	10	12
946	30000052	1	104033,1	24,30	5	23
947	30000052	2	104033,1	24,20	5	15
948	30000052	3	104033,1	24,20	5	15
949	30000052	4	104033,1	24,10	5	8
950	30000052	5	104033,1	24,10	5	8
951	30000053	1	104034,1	23,30	5	23
952	30000053	2	104034,1	23,20	5	15
953	30000053	3	104034,1	23,20	5	15
954	30000053	4	104034,1	23,10	5	8
955	30000053	5	104034,1	23,10	5	8
956	30000054	1	104035,1	21,30	5	23
957	30000054	2	104035,1	21,20	5	15
958	30000054	3	104035,1	21,20	5	15
959	30000054	4	104035,1	21,10	5	8
960	30000054	5	104035,1	21,10	5	8
961	30000055	1	104036,1	25,30	5	23
962	30000055	2	104036,1	25,20	5	15
963	30000055	3	104036,1	25,20	5	15
964	30000055	4	104036,1	25,10	5	8
965	30000055	5	104036,1	25,10	5	8
966	30000056	1	104037,1	22,30	5	23
967	30000056	2	104037,1	22,20	5	15
968	30000056	3	104037,1	22,20	5	15
969	30000056	4	104037,1	22,10	5	8
970	30000056	5	104037,1	22,10	5	8
971	30000057	1	104038,1	26,30	5	23
972	30000057	2	104038,1	26,20	5	15
973	30000057	3	104038,1	26,20	5	15
974	30000057	4	104038,1	26,10	5	8
975	30000057	5	104038,1	26,10	5	8
976	30000058	1	104039,1	3,10	5	24
977	30000058	2	104039,1	3,6	5	16
978	30000058	3	104039,1	3,6	5	16
979	30000058	4	104039,1	3,3	5	8
980	30000058	5	104039,1	3,3	5	8
981	30000059	1	104040,1	3,10	5	24
982	30000059	2	104040,1	3,6	5	16
983	30000059	3	104040,1	3,6	5	16
984	30000059	4	104040,1	3,3	5	8
985	30000059	5	104040,1	3,3	5	8
986	30000060	1	104033,1;104034,1;104035,1;104039,1	67,15;83,15;66,15;79,15;75,15	20	75
987	30000060	2	104033,1;104034,1;104035,1;104039,1	67,10;83,10;66,10;79,10;75,10	20	50
988	30000060	3	104033,1;104034,1;104035,1;104039,1	67,10;83,10;66,10;79,10;75,10	20	50
989	30000060	4	104033,1;104034,1;104035,1;104039,1	67,5;83,5;66,5;79,5;75,5	20	25
990	30000060	5	104033,1;104034,1;104035,1;104039,1	67,5;83,5;66,5;79,5;75,5	20	25
991	30000061	1	104036,1;104037,1;104038,1;104040,1	70,15;84,15;69,15;80,15;76,15	20	75
992	30000061	2	104036,1;104037,1;104038,1;104040,1	70,10;84,10;69,10;80,10;76,10	20	50
993	30000061	3	104036,1;104037,1;104038,1;104040,1	70,10;84,10;69,10;80,10;76,10	20	50
994	30000061	4	104036,1;104037,1;104038,1;104040,1	70,5;84,5;69,5;80,5;76,5	20	25
995	30000061	5	104036,1;104037,1;104038,1;104040,1	70,5;84,5;69,5;80,5;76,5	20	25
996	30000062	1	104037,1;104040,1	173,30;174,30	10	36
997	30000062	2	104037,1;104040,1	173,20;174,20	10	24
998	30000062	3	104037,1;104040,1	173,20;174,20	10	24
999	30000062	4	104037,1;104040,1	173,10;174,10	10	12
1000	30000062	5	104037,1;104040,1	173,10;174,10	10	12
1001	30000063	1	104033,1;104034,1	51,36	10	36
1002	30000063	2	104033,1;104034,1	51,24	10	24
1003	30000063	3	104033,1;104034,1	51,24	10	24
1004	30000063	4	104033,1;104034,1	51,12	10	12
1005	30000063	5	104033,1;104034,1	51,12	10	12
1006	30000064	1	104033,1;104034,1;104035,1	1,120;24,36	15	57
1007	30000064	2	104033,1;104034,1;104035,1	1,80;24,24	15	38
1008	30000064	3	104033,1;104034,1;104035,1	1,80;24,24	15	38
1009	30000064	4	104033,1;104034,1;104035,1	1,40;24,12	15	19
1010	30000064	5	104033,1;104034,1;104035,1	1,40;24,12	15	19
1011	30000065	1	104035,1;104038,1;104040,1	133,24;137,24;141,24	15	72
1012	30000065	2	104035,1;104038,1;104040,1	133,16;137,16;141,16	15	48
1013	30000065	3	104035,1;104038,1;104040,1	133,16;137,16;141,16	15	48
1014	30000065	4	104035,1;104038,1;104040,1	133,8;137,8;141,8	15	24
1015	30000065	5	104035,1;104038,1;104040,1	133,8;137,8;141,8	15	24
1016	30000066	1	104037,1;104038,1;104039,1;104040,1	30,12;31,24;32,12;33,24	20	72
1017	30000066	2	104037,1;104038,1;104039,1;104040,1	30,8;31,16;32,8;33,16	20	48
1018	30000066	3	104037,1;104038,1;104039,1;104040,1	30,8;31,16;32,8;33,16	20	48
1019	30000066	4	104037,1;104038,1;104039,1;104040,1	30,4;31,8;32,4;33,8	20	24
1020	30000066	5	104037,1;104038,1;104039,1;104040,1	30,4;31,8;32,4;33,8	20	24
1021	30000067	1	104034,1;104035,1;104036,1	3,3;4,3;1,180	15	60
1022	30000067	2	104034,1;104035,1;104036,1	3,2;4,2;1,120	15	40
1023	30000067	3	104034,1;104035,1;104036,1	3,2;4,2;1,120	15	40
1024	30000067	4	104034,1;104035,1;104036,1	3,1;4,1;1,60	15	20
1025	30000067	5	104034,1;104035,1;104036,1	3,1;4,1;1,60	15	20
1026	30000068	1	104041,1	1,96	5	24
1027	30000068	2	104041,1	1,64	5	16
1028	30000068	3	104041,1	1,64	5	16
1029	30000068	4	104041,1	1,32	5	8
1030	30000068	5	104041,1	1,32	5	8
1031	30000069	1	104007,1;104010,1;104032,1;104041,1	67,15;83,15;66,15;79,15	20	60
