音效编号	主体	播放时长	延迟	权重	组别	背景音乐音量缩放	背景音乐优先级	背景音乐段落循环	背景音乐段落循环
4717	event:/Soldier/sound_skill_401302	0.000000	0.000000	0	0	0.000000	0		
4718	event:/Soldier/sound_skill_401303	0.000000	0.000000	0	0	0.000000	0		
4719	event:/Soldier/sound_skill_401304	0.000000	0.000000	0	0	0.000000	0		
4720	event:/Soldier/sound_skill_401305	0.000000	0.000000	0	0	0.000000	0		
4721	event:/Soldier/sound_skill_400500	0.000000	0.000000	0	0	0.000000	0		
4722	event:/Soldier/sound_skill_400501	0.000000	0.000000	0	0	0.000000	0		
4723	event:/Soldier/sound_skill_400502	0.000000	0.000000	0	0	0.000000	0		
4724	event:/Soldier/sound_skill_400503	0.000000	0.000000	0	0	0.000000	0		
4725	event:/Soldier/sound_skill_400504	0.000000	0.000000	0	0	0.000000	0		
4726	event:/Soldier/sound_skill_400505	0.000000	0.000000	0	0	0.000000	0		
4727	event:/Soldier/sound_skill_400700	0.000000	0.000000	0	0	0.000000	0		
4728	event:/Soldier/sound_skill_400701	0.000000	0.000000	0	0	0.000000	0		
4729	event:/Soldier/sound_skill_400703	0.000000	0.000000	0	0	0.000000	0		
4730	event:/Soldier/sound_skill_400705	0.000000	0.000000	0	0	0.000000	0		
4731	event:/Soldier/sound_skill_401400	0.000000	0.000000	0	0	0.000000	0		
4732	event:/Soldier/sound_skill_401401	0.000000	0.000000	0	0	0.000000	0		
4733	event:/Soldier/sound_skill_401402	0.000000	0.000000	0	0	0.000000	0		
4734	event:/Soldier/sound_skill_401403	0.000000	0.000000	0	0	0.000000	0		
4735	event:/Soldier/sound_skill_401405	0.000000	0.000000	0	0	0.000000	0		
5001	event:/Npc/10002_od_01	0.000000	0.000000	0	4000	0.000000	0		
5002	event:/Npc/10002_at_01	0.000000	0.000000	0	4000	0.000000	0		
5003	event:/Npc/10002_st_01	0.000000	0.000000	0	4000	0.000000	0		
5004	event:/Npc/10003_od_01	0.000000	0.000000	0	4000	0.000000	0		
5005	event:/Npc/10003_at_01	0.000000	0.000000	0	4000	0.000000	0		
5006	event:/Npc/10003_st_01	0.000000	0.000000	0	4000	0.000000	0		
5007	event:/Npc/10005_od_01	0.000000	0.000000	0	4000	0.000000	0		
5008	event:/Npc/10005_at_01	0.000000	0.000000	0	4000	0.000000	0		
5009	event:/Npc/10005_st_01	0.000000	0.000000	0	4000	0.000000	0		
5010	event:/Npc/10006_od_01	0.000000	0.000000	0	4000	0.000000	0		
5011	event:/Npc/10006_at_01	0.000000	0.000000	0	4000	0.000000	0		
5012	event:/Npc/10006_st_01	0.000000	0.000000	0	4000	0.000000	0		
5013	event:/Npc/10007_od_01	0.000000	0.000000	0	4000	0.000000	0		
5014	event:/Npc/10007_at_01	0.000000	0.000000	0	4000	0.000000	0		
5015	event:/Npc/10007_st_01	0.000000	0.000000	0	4000	0.000000	0		
5016	event:/Npc/10012_od_01	0.000000	0.000000	0	4000	0.000000	0		
5017	event:/Npc/10014_od_01	0.000000	0.000000	0	4000	0.000000	0		
5018	event:/Npc/10015_od_01	0.000000	0.000000	0	4000	0.000000	0		
5019	event:/Npc/10016_od_01	0.000000	0.000000	0	4000	0.000000	0		
5020	event:/Npc/10019_od_01	0.000000	0.000000	0	4000	0.000000	0		
5021	event:/Npc/10019_at_01	0.000000	0.000000	0	4000	0.000000	0		
5022	event:/Npc/10019_st_01	0.000000	0.000000	0	4000	0.000000	0		
5023	event:/Npc/10020_od_01	0.000000	0.000000	0	4000	0.000000	0		
5024	event:/Npc/10020_at_01	0.000000	0.000000	0	4000	0.000000	0		
5025	event:/Npc/10020_st_01	0.000000	0.000000	0	4000	0.000000	0		
5026	event:/Npc/10022_od_01	0.000000	0.000000	0	4000	0.000000	0		
5027	event:/Npc/10022_at_01	0.000000	0.000000	0	4000	0.000000	0		
5028	event:/Npc/10022_st_01	0.000000	0.000000	0	4000	0.000000	0		
5029	event:/Npc/10023_od_01	0.000000	0.000000	0	4000	0.000000	0		
5030	event:/Npc/10023_at_01	0.000000	0.000000	0	4000	0.000000	0		
5031	event:/Npc/10023_st_01	0.000000	0.000000	0	4000	0.000000	0		
5032	event:/Npc/10024_od_01	0.000000	0.000000	0	4000	0.000000	0		
5033	event:/Npc/10024_at_01	0.000000	0.000000	0	4000	0.000000	0		
5034	event:/Npc/10024_st_01	0.000000	0.000000	0	4000	0.000000	0		
5035	event:/Npc/10025_od_01	0.000000	0.000000	0	4000	0.000000	0		
5036	event:/Npc/10025_at_01	0.000000	0.000000	0	4000	0.000000	0		
5037	event:/Npc/10025_st_01	0.000000	0.000000	0	4000	0.000000	0		
5038	event:/Npc/10032_od_01	0.000000	0.000000	0	4000	0.000000	0		
5039	event:/Npc/10032_at_01	0.000000	0.000000	0	4000	0.000000	0		
5040	event:/Npc/10032_st_01	0.000000	0.000000	0	4000	0.000000	0		
5041	event:/Npc/10033_od_01	0.000000	0.000000	0	4000	0.000000	0		
5042	event:/Npc/10033_at_01	0.000000	0.000000	0	4000	0.000000	0		
5043	event:/Npc/10033_st_01	0.000000	0.000000	0	4000	0.000000	0		
5044	event:/Npc/10034_od_01	0.000000	0.000000	0	4000	0.000000	0		
5045	event:/Npc/10034_at_01	0.000000	0.000000	0	4000	0.000000	0		
5046	event:/Npc/10034_st_01	0.000000	0.000000	0	4000	0.000000	0		
5047	event:/Npc/10035_od_01	0.000000	0.000000	0	4000	0.000000	0		
5048	event:/Npc/10035_at_01	0.000000	0.000000	0	4000	0.000000	0		
5049	event:/Npc/10035_st_01	0.000000	0.000000	0	4000	0.000000	0		
5050	event:/Npc/10036_od_01	0.000000	0.000000	0	4000	0.000000	0		
5051	event:/Npc/10036_at_01	0.000000	0.000000	0	4000	0.000000	0		
5052	event:/Npc/10036_st_01	0.000000	0.000000	0	4000	0.000000	0		
5053	event:/Npc/10037_od_01	0.000000	0.000000	0	4000	0.000000	0		
5054	event:/Npc/10037_at_01	0.000000	0.000000	0	4000	0.000000	0		
5055	event:/Npc/10037_st_01	0.000000	0.000000	0	4000	0.000000	0		
5056	event:/Npc/10038_od_01	0.000000	0.000000	0	4000	0.000000	0		
5057	event:/Npc/10038_at_01	0.000000	0.000000	0	4000	0.000000	0		
5058	event:/Npc/10038_st_01	0.000000	0.000000	0	4000	0.000000	0		
5059	event:/Npc/10039_od_01	0.000000	0.000000	0	4000	0.000000	0		
5060	event:/Npc/10039_at_01	0.000000	0.000000	0	4000	0.000000	0		
5061	event:/Npc/10039_st_01	0.000000	0.000000	0	4000	0.000000	0		
5062	event:/Npc/10040_od_01	0.000000	0.000000	0	4000	0.000000	0		
5063	event:/Npc/10040_at_01	0.000000	0.000000	0	4000	0.000000	0		
5064	event:/Npc/10040_st_01	0.000000	0.000000	0	4000	0.000000	0		
5065	event:/Npc/10041_od_01	0.000000	0.000000	0	4000	0.000000	0		
5066	event:/Npc/10041_at_01	0.000000	0.000000	0	4000	0.000000	0		
5067	event:/Npc/10041_st_01	0.000000	0.000000	0	4000	0.000000	0		
5068	event:/Npc/10042_od_01	0.000000	0.000000	0	4000	0.000000	0		
5069	event:/Npc/10042_at_01	0.000000	0.000000	0	4000	0.000000	0		
5070	event:/Npc/10042_st_01	0.000000	0.000000	0	4000	0.000000	0		
5071	event:/Npc/10044_od_01	0.000000	0.000000	0	4000	0.000000	0		
5072	event:/Npc/10044_at_01	0.000000	0.000000	0	4000	0.000000	0		
5073	event:/Npc/10044_st_01	0.000000	0.000000	0	4000	0.000000	0		
5074	event:/Npc/10045_od_01	0.000000	0.000000	0	4000	0.000000	0		
5075	event:/Npc/10045_at_01	0.000000	0.000000	0	4000	0.000000	0		
5076	event:/Npc/10045_st_01	0.000000	0.000000	0	4000	0.000000	0		
5077	event:/Npc/10046_od_01	0.000000	0.000000	0	4000	0.000000	0		
5078	event:/Npc/10046_at_01	0.000000	0.000000	0	4000	0.000000	0		
5079	event:/Npc/10046_st_01	0.000000	0.000000	0	4000	0.000000	0		
5080	event:/Npc/10051_od_01	0.000000	0.000000	0	4000	0.000000	0		
5081	event:/Npc/10051_at_01	0.000000	0.000000	0	4000	0.000000	0		
5082	event:/Npc/10051_st_01	0.000000	0.000000	0	4000	0.000000	0		
5083	event:/Npc/10055_od_01	0.000000	0.000000	0	4000	0.000000	0		
5084	event:/Npc/10055_at_01	0.000000	0.000000	0	4000	0.000000	0		
5085	event:/Npc/10055_st_01	0.000000	0.000000	0	4000	0.000000	0		
5086	event:/Npc/10056_od_01	0.000000	0.000000	0	4000	0.000000	0		
5087	event:/Npc/10058_od_01	0.000000	0.000000	0	4000	0.000000	0		
5088	event:/Npc/10058_at_01	0.000000	0.000000	0	4000	0.000000	0		
5089	event:/Npc/10058_st_01	0.000000	0.000000	0	4000	0.000000	0		
5090	event:/Npc/10059_od_01	0.000000	0.000000	0	4000	0.000000	0		
5091	event:/Npc/10059_at_01	0.000000	0.000000	0	4000	0.000000	0		
5092	event:/Npc/10059_st_01	0.000000	0.000000	0	4000	0.000000	0		
5093	event:/Npc/10060_od_01	0.000000	0.000000	0	4000	0.000000	0		
5094	event:/Npc/10063_od_01	0.000000	0.000000	0	4000	0.000000	0		
5095	event:/Npc/10063_at_01	0.000000	0.000000	0	4000	0.000000	0		
5096	event:/Npc/10063_st_01	0.000000	0.000000	0	4000	0.000000	0		
5097	event:/Npc/10064_od_01	0.000000	0.000000	0	4000	0.000000	0		
5098	event:/Npc/10064_at_01	0.000000	0.000000	0	4000	0.000000	0		
5099	event:/Npc/10064_st_01	0.000000	0.000000	0	4000	0.000000	0		
5100	event:/Npc/10065_od_01	0.000000	0.000000	0	4000	0.000000	0		
5101	event:/Npc/10065_at_01	0.000000	0.000000	0	4000	0.000000	0		
5102	event:/Npc/10065_st_01	0.000000	0.000000	0	4000	0.000000	0		
5103	event:/Npc/10066_od_01	0.000000	0.000000	0	4000	0.000000	0		
5104	event:/Npc/10066_at_01	0.000000	0.000000	0	4000	0.000000	0		
5105	event:/Npc/10066_st_01	0.000000	0.000000	0	4000	0.000000	0		
5106	event:/Npc/10067_od_01	0.000000	0.000000	0	4000	0.000000	0		
5107	event:/Npc/10067_at_01	0.000000	0.000000	0	4000	0.000000	0		
5108	event:/Npc/10067_st_01	0.000000	0.000000	0	4000	0.000000	0		
5109	event:/Npc/10068_od_01	0.000000	0.000000	0	4000	0.000000	0		
5110	event:/Npc/10068_at_01	0.000000	0.000000	0	4000	0.000000	0		
5111	event:/Npc/10068_st_01	0.000000	0.000000	0	4000	0.000000	0		
5112	event:/Npc/10069_od_01	0.000000	0.000000	0	4000	0.000000	0		
5113	event:/Npc/10069_at_01	0.000000	0.000000	0	4000	0.000000	0		
5114	event:/Npc/10069_st_01	0.000000	0.000000	0	4000	0.000000	0		
5115	event:/Npc/10070_od_01	0.000000	0.000000	0	4000	0.000000	0		
5116	event:/Npc/10070_at_01	0.000000	0.000000	0	4000	0.000000	0		
5117	event:/Npc/10070_st_01	0.000000	0.000000	0	4000	0.000000	0		
5118	event:/Npc/10071_od_01	0.000000	0.000000	0	4000	0.000000	0		
5119	event:/Npc/10071_at_01	0.000000	0.000000	0	4000	0.000000	0		
5120	event:/Npc/10071_st_01	0.000000	0.000000	0	4000	0.000000	0		
5121	event:/Npc/10072_od_01	0.000000	0.000000	0	4000	0.000000	0		
5122	event:/Npc/10072_at_01	0.000000	0.000000	0	4000	0.000000	0		
5123	event:/Npc/10072_st_01	0.000000	0.000000	0	4000	0.000000	0		
5124	event:/Npc/10073_od_01	0.000000	0.000000	0	4000	0.000000	0		
5125	event:/Npc/10073_at_01	0.000000	0.000000	0	4000	0.000000	0		
5126	event:/Npc/10073_st_01	0.000000	0.000000	0	4000	0.000000	0		
5127	event:/Npc/10074_od_01	0.000000	0.000000	0	4000	0.000000	0		
5128	event:/Npc/10074_at_01	0.000000	0.000000	0	4000	0.000000	0		
5129	event:/Npc/10074_st_01	0.000000	0.000000	0	4000	0.000000	0		
5130	event:/Npc/b901_ae_01	0.000000	0.000000	0	4000	0.000000	0		
5131	event:/Npc/b901_rg_01	0.000000	0.000000	0	4000	0.000000	0		
5132	event:/Npc/b901_bt_01	0.000000	0.000000	0	4000	0.000000	0		
5133	event:/Npc1/faust_001	0.000000	0.000000	0	4000	0.000000	0		
5134	event:/Npc1/faust_002	0.000000	0.000000	0	4000	0.000000	0		
5135	event:/Npc1/faust_003	0.000000	0.000000	0	4000	0.000000	0		
5136	event:/Npc1/faust_004_1	0.000000	0.000000	0	4000	0.000000	0		
5137	event:/Npc1/faust_005_1	0.000000	0.000000	0	4000	0.000000	0		
5138	event:/Npc1/faust_006	0.000000	0.000000	0	4000	0.000000	0		
5139	event:/Npc1/faust_007	0.000000	0.000000	0	4000	0.000000	0		
5140	event:/Npc1/faust_008	0.000000	0.000000	0	4000	0.000000	0		
5141	event:/Npc1/faust_009	0.000000	0.000000	0	4000	0.000000	0		
5142	event:/Npc1/faust_010_1	0.000000	0.000000	0	4000	0.000000	0		
5143	event:/Npc1/faust_011	0.000000	0.000000	0	4000	0.000000	0		
5144	event:/Npc1/faust_012	0.000000	0.000000	0	4000	0.000000	0		
5145	event:/Npc1/faust_013_1	0.000000	0.000000	0	4000	0.000000	0		
5146	event:/Npc1/emilio_001	0.000000	0.000000	0	4000	0.000000	0		
5147	event:/Npc1/emilio_002	0.000000	0.000000	0	4000	0.000000	0		
5148	event:/Npc1/emilio_003	0.000000	0.000000	0	4000	0.000000	0		
5149	event:/Npc1/emilio_004	0.000000	0.000000	0	4000	0.000000	0		
5150	event:/Npc1/emilio_005	0.000000	0.000000	0	4000	0.000000	0		
5151	event:/Npc1/emilio_006	0.000000	0.000000	0	4000	0.000000	0		
5152	event:/Npc1/zahzah_001_1	0.000000	0.000000	0	4000	0.000000	0		
5153	event:/Npc1/zahzah_002	0.000000	0.000000	0	4000	0.000000	0		
5154	event:/Npc1/zahzah_003_1	0.000000	0.000000	0	4000	0.000000	0		
5155	event:/Npc1/varto_001	0.000000	0.000000	0	4000	0.000000	0		
5156	event:/Npc1/varto_002	0.000000	0.000000	0	4000	0.000000	0		
5157	event:/Npc1/parodi_001	0.000000	0.000000	0	4000	0.000000	0		
5158	event:/Npc1/parodi_002	0.000000	0.000000	0	4000	0.000000	0		
5159	event:/Npc1/parodi_003	0.000000	0.000000	0	4000	0.000000	0		
5160	event:/Npc1/princess_001	0.000000	0.000000	0	4000	0.000000	0		
5161	event:/Npc1/princess_002	0.000000	0.000000	0	4000	0.000000	0		
5162	event:/Npc1/princess_003	0.000000	0.000000	0	4000	0.000000	0		
5163	event:/Npc1/princess_004	0.000000	0.000000	0	4000	0.000000	0		
5164	event:/Npc1/princess_005	0.000000	0.000000	0	4000	0.000000	0		
5165	event:/Npc1/princess_006	0.000000	0.000000	0	4000	0.000000	0		
5166	event:/Npc1/chancellor_001	0.000000	0.000000	0	4000	0.000000	0		
5167	event:/Npc1/chancellor_002	0.000000	0.000000	0	4000	0.000000	0		
5168	event:/Npc1/chancellor_003	0.000000	0.000000	0	4000	0.000000	0		
5169	event:/Npc1/fishChief_001	0.000000	0.000000	0	4000	0.000000	0		
5170	event:/Npc1/fishChief_002	0.000000	0.000000	0	4000	0.000000	0		
5171	event:/Npc1/fishChief_003	0.000000	0.000000	0	4000	0.000000	0		
5172	event:/Npc1/longLongke_001	0.000000	0.000000	0	4000	0.000000	0		
5173	event:/Npc1/longLongke_002	0.000000	0.000000	0	4000	0.000000	0		
5174	event:/Npc1/irabelle_001	0.000000	0.000000	0	4000	0.000000	0		
5175	event:/Npc1/irabelle_002	0.000000	0.000000	0	4000	0.000000	0		
5176	event:/Npc1/irabelle_003	0.000000	0.000000	0	4000	0.000000	0		
5177	event:/Npc1/irabelle_004	0.000000	0.000000	0	4000	0.000000	0		
5181	event:/Npc1/tuaman_001	0.000000	0.000000	0	4000	0.000000	0		
5182	event:/Npc1/tuaman_002	0.000000	0.000000	0	4000	0.000000	0		
5183	event:/Npc1/tuaman_003	0.000000	0.000000	0	4000	0.000000	0		
5184	event:/Npc1/iantara_001	0.000000	0.000000	0	4000	0.000000	0		
5185	event:/Npc1/iantara_002	0.000000	0.000000	0	4000	0.000000	0		
5186	event:/Npc1/iantara_003	0.000000	0.000000	0	4000	0.000000	0		
5189	event:/Task4/tips101000201	0.000000	0.000000	0	0	0.000000	0		
5190	event:/Task4/tips101000202	0.000000	0.000000	0	0	0.000000	0		
5191	event:/Task4/tips101000401	0.000000	0.000000	0	0	0.000000	0		
5192	event:/Task1/dup1150_001	0.000000	0.000000	0	0	0.000000	0		
5193	event:/Task4/dup1150_002	0.000000	0.000000	0	0	0.000000	0		
5194	event:/Task4/dup1150_003	0.000000	0.000000	0	0	0.000000	0		
5195	event:/Task4/dup1150_004	0.000000	0.000000	0	0	0.000000	0		
5196	event:/Task4/dup1150_005	0.000000	0.000000	0	0	0.000000	0		
5197	event:/Task4/dup1150_006	0.000000	0.000000	0	0	0.000000	0		
5198	event:/Task4/dup1150_007	0.000000	0.000000	0	0	0.000000	0		
5199	event:/Task4/tips101001102	0.000000	0.000000	0	0	0.000000	0		
5200	event:/Task4/tips101001202	0.000000	0.000000	0	0	0.000000	0		
5201	event:/Animation3/xs_jg_1	0.000000	0.000000	0	4000	0.000000	0		
5202	event:/Animation3/xs_jg_2	0.000000	0.000000	0	4000	0.000000	0		
5203	event:/Animation3/xs_ms_1	0.000000	0.000000	0	4000	0.000000	0		
5204	event:/Animation3/xs_ms_2	0.000000	0.000000	0	4000	0.000000	0		
5205	event:/Animation3/xs_ms_3	0.000000	0.000000	0	4000	0.000000	0		
5206	event:/Animation3/xs_ms_6	0.000000	0.000000	0	4000	0.000000	0		
5207	event:/Animation3/xs_ms_7	0.000000	0.000000	0	4000	0.000000	0		
5208	event:/Animation3/xs_ms_8	0.000000	0.000000	0	4000	0.000000	0		
5209	event:/Animation3/xs_ms_11	0.000000	0.000000	0	4000	0.000000	0		
5210	event:/Animation3/xs_ms_12	0.000000	0.000000	0	4000	0.000000	0		
5211	event:/Animation3/xs_msdxqt_1	0.000000	0.000000	0	0	0.000000	0		
5212	event:/Animation3/xs_zs_7	0.000000	0.000000	0	0	0.000000	0		
5213	event:/Animation3/xs_zs_8	0.000000	0.000000	0	0	0.000000	0		
5214	event:/Animation3/xs_boss_2	0.000000	0.000000	0	0	0.000000	0		
5216	event:/Animation3/xs_zs_4	0.000000	0.000000	0	0	0.000000	0		
5217	event:/Animation3/xs_tips_1	0.000000	0.000000	0	0	0.000000	0		
5218	event:/Animation3/xs_ms_18	0.000000	0.000000	0	0	0.000000	0		
5219	event:/Animation3/s0m002_001	0.000000	0.000000	0	0	0.000000	0		
5220	event:/Animation3/s0m002_002	0.000000	0.000000	0	0	0.000000	0		
5221	event:/Animation3/s0m005_001	0.000000	0.000000	0	0	0.000000	0		
5222	event:/Animation3/s0m005_002	0.000000	0.000000	0	0	0.000000	0		
5223	event:/Animation3/s0m005_003	0.000000	0.000000	0	0	0.000000	0		
5224	event:/Animation3/s0m005_004	0.000000	0.000000	0	0	0.000000	0		
5225	event:/Animation3/s0m005_005	0.000000	0.000000	0	0	0.000000	0		
5226	event:/Animation3/s0m005_006_1	0.000000	0.000000	0	0	0.000000	0		
5227	event:/Animation3/s0m011_005	0.000000	0.000000	0	0	0.000000	0		
5228	event:/Animation3/s0m013_001	0.000000	0.000000	0	0	0.000000	0		
5229	event:/Animation3/xs_tam_1	0.000000	0.000000	0	0	0.000000	0		
5230	event:/Animation3/xs_tam_4	0.000000	0.000000	0	0	0.000000	0		
5231	event:/Animation3/xs_tam_5	0.000000	0.000000	0	0	0.000000	0		
5232	event:/Animation3/xs_dxz_1	0.000000	0.000000	0	0	0.000000	0		
5233	event:/Animation3/s1m014_1	0.000000	0.000000	0	4000	0.000000	0		
5234	event:/Animation3/s1m014_2	0.000000	0.000000	0	4000	0.000000	0		
5235	event:/Animation3/s1m051_1	0.000000	0.000000	0	4000	0.000000	0		
5236	event:/Animation3/s1m051_2	0.000000	0.000000	0	4000	0.000000	0		
5237	event:/Animation3/s1m052_1	0.000000	0.000000	0	4000	0.000000	0		
5238	event:/Animation3/s1m053_1	0.000000	0.000000	0	4000	0.000000	0		
5239	event:/Animation3/s2m051_1	0.000000	0.000000	0	4000	0.000000	0		
5240	event:/Task2/task0_01_1	0.000000	0.000000	0	4000	0.000000	0		
5241	event:/Task2/task0_02_2	0.000000	0.000000	0	4000	0.000000	0		
5242	event:/Task2/task0_02_3	0.000000	0.000000	0	4000	0.000000	0		
5243	event:/Task2/task0_02_4	0.000000	0.000000	0	4000	0.000000	0		
5244	event:/Animation2/s1m034_4_1	0.000000	0.000000	0	0	0.000000	0		
5245	event:/Animation2/s1m034_4_2	0.000000	0.000000	0	0	0.000000	0		
5246	event:/Animation2/s1m037_1	0.000000	0.000000	0	0	0.000000	0		
5247	event:/Animation2/s1m037_3	0.000000	0.000000	0	0	0.000000	0		
5248	event:/Animation2/s1m039_1	0.000000	0.000000	0	0	0.000000	0		
5249	event:/Animation2/s1m039_3	0.000000	0.000000	0	0	0.000000	0		
5250	event:/Animation2/s1m041_1	0.000000	0.000000	0	0	0.000000	0		
10001	event:/BossSkill/sound_b004_atk01	0.000000	0.000000	0	0	0.000000	0		
10002	event:/BossSkill/sound_b004_skill01_1	0.000000	0.000000	0	10002	0.000000	0		
10003	event:/BossSkill/sound_b004_skill01_2	0.000000	0.000000	0	10002	0.000000	0		
10004	event:/BossSkill/sound_b004_skill02_1	0.000000	0.000000	0	10004	0.000000	0		
10005	event:/BossSkill/sound_b004_skill02_2	0.000000	0.000000	0	10004	0.000000	0		
10006	event:/BossSkill/sound_b004_skill04_1	0.000000	0.000000	0	10006	0.000000	0		
10007	event:/BossSkill/sound_b004_skill04_2	0.000000	2.200000	0	0	0.000000	0		
10008	event:/BossSkill/sound_b004_skill04_3	0.000000	0.000000	0	10006	0.000000	0		
10009	event:/BossSkill/sound_b004_skill05_1	0.000000	0.000000	0	10009	0.000000	0		
10010	event:/BossSkill/sound_b004_skill05_2	0.000000	0.000000	0	10009	0.000000	0		
10011	event:/BossSkill/sound_b004_skill002_1	0.000000	2.500000	0	10011	0.000000	0		
10012	event:/BossSkill/sound_b004_skill002_2	0.000000	0.000000	0	10011	0.000000	0		
10013	event:/BossSkill/sound_b004_fury01	0.000000	0.800000	0	0	0.000000	0		
10101	event:/BossSkill/sound_b003_atk02	0.000000	0.000000	0	0	0.000000	0		
10102	event:/BossSkill/sound_b003_atk03	0.000000	0.000000	0	0	0.000000	0		
10103	event:/BossSkill/sound_b003_skill01_1	0.000000	0.000000	0	10103	0.000000	0		
10104	event:/BossSkill/sound_b003_skill01_2	0.000000	0.000000	0	10103	0.000000	0		
10105	event:/BossSkill/sound_b003_skill02_1	0.000000	0.000000	0	10105	0.000000	0		
10106	event:/BossSkill/sound_b003_skill02_2	0.000000	0.000000	0	10105	0.000000	0		
10107	event:/BossSkill/sound_b003_skill03_1	0.000000	0.000000	0	10107	0.000000	0		
10108	event:/BossSkill/sound_b003_skill03_2	0.000000	0.000000	0	10107	0.000000	0		
10109	event:/BossSkill/sound_b003_skill04	0.000000	0.000000	0	0	0.000000	0		
10110	event:/BossSkill/sound_b003_fury01	0.000000	0.000000	0	0	0.000000	0		
10201	event:/BossSkill/sound_b001_atk01	0.000000	0.000000	0	0	0.000000	0		
10202	event:/BossSkill/sound_b001_skill01	0.000000	0.000000	0	0	0.000000	0		
10203	event:/BossSkill/sound_b001_skill02_1	0.000000	0.000000	0	10203	0.000000	0		
10204	event:/BossSkill/sound_b001_skill02_2	0.000000	0.000000	0	10203	0.000000	0		
10205	event:/BossSkill/sound_b001_skill03_1	0.000000	0.000000	0	10205	0.000000	0		
10206	event:/BossSkill/sound_b001_skill03_2	0.000000	0.000000	0	10205	0.000000	0		
10207	event:/BossSkill/sound_b001_skill04_1	0.000000	0.000000	0	10207	0.000000	0		
10208	event:/BossSkill/sound_b001_skill04_2	0.000000	0.000000	0	10207	0.000000	0		
10209	event:/BossSkill/sound_b001_skill05_1	0.000000	0.000000	0	10209	0.000000	0		
10210	event:/BossSkill/sound_b001_skill05_2	0.000000	0.000000	0	10209	0.000000	0		
10211	event:/BossSkill/sound_b001_skill06_1	0.000000	0.000000	0	10211	0.000000	0		
10212	event:/BossSkill/sound_b001_skill06_2	0.000000	0.000000	0	10211	0.000000	0		
10213	event:/BossSkill/sound_b001_skill07_1	0.000000	0.000000	0	10213	0.000000	0		
10214	event:/BossSkill/sound_b001_skill07_2	0.000000	0.000000	0	10213	0.000000	0		
10215	event:/BossSkill/sound_b001_skill001_1	0.000000	0.000000	0	10215	0.000000	0		
10216	event:/BossSkill/sound_b001_skill001_2	0.000000	0.000000	0	10215	0.000000	0		
10301	event:/BossSkill/sound_b012_atk01	0.000000	0.000000	0	0	0.000000	0		
10302	event:/BossSkill/sound_b012_skill01_1	0.000000	0.000000	0	10302	0.000000	0		
10303	event:/BossSkill/sound_b012_skill01_2	0.000000	0.000000	0	10302	0.000000	0		
10304	event:/BossSkill/sound_b012_skill02_1	0.000000	0.000000	0	10304	0.000000	0		
10305	event:/BossSkill/sound_b012_skill02_2	0.000000	0.000000	0	10304	0.000000	0		
10306	event:/BossSkill/sound_b012_skill03_1	0.000000	0.000000	0	10306	0.000000	0		
10307	event:/BossSkill/sound_b012_skill03_2	0.000000	1.500000	0	10306	0.000000	0		
10308	event:/BossSkill/sound_b012_skill07	0.000000	0.000000	0	0	0.000000	0		
10309	event:/BossSkill/sound_b012_fury01	0.000000	0.000000	0	0	0.000000	0		
10310	event:/BossSkill/sound_b008_atk01	0.000000	0.000000	0	0	0.000000	0		
10311	event:/BossSkill/sound_b008_skill01_1	0.000000	0.000000	0	10311	0.000000	0		
10312	event:/BossSkill/sound_b008_skill01_2	0.000000	0.000000	0	10311	0.000000	0		
10313	event:/BossSkill/sound_b008_skill02	0.000000	0.000000	0	0	0.000000	0		
10314	event:/BossSkill/sound_b008_skill03	0.000000	0.000000	0	0	0.000000	0		
10315	event:/BossSkill/sound_b008_fury01_1	0.000000	0.000000	0	10315	0.000000	0		
10316	event:/BossSkill/sound_b008_fury01_2	0.000000	0.000000	0	10315	0.000000	0		
10317	event:/BossSkill/sound_b009_atk01	0.000000	0.000000	0	0	0.000000	0		
10318	event:/BossSkill/sound_b009_skill01_1	0.000000	0.000000	0	10318	0.000000	0		
10319	event:/BossSkill/sound_b009_skill01_2	0.000000	0.000000	0	10318	0.000000	0		
10320	event:/BossSkill/sound_b009_skill01_3	0.000000	0.000000	0	10318	0.000000	0		
10321	event:/BossSkill/sound_b009_skill02_1	0.000000	0.000000	0	10321	0.000000	0		
10322	event:/BossSkill/sound_b009_skill02_2	0.000000	0.000000	0	10321	0.000000	0		
10323	event:/BossSkill/sound_b009_skill02_3	0.000000	0.000000	0	10321	0.000000	0		
10324	event:/BossSkill/sound_b009_skill03_1	0.000000	0.000000	0	10324	0.000000	0		
10325	event:/BossSkill/sound_b009_skill03_2	0.000000	0.000000	0	10324	0.000000	0		
10326	event:/BossSkill/sound_b009_fury01_1	0.000000	0.000000	0	10326	0.000000	0		
10332	event:/BossSkill/sound_b009_fury01_2	0.000000	0.000000	0	10326	0.000000	0		
10327	event:/BossSkill/sound_b007_atk01	0.000000	0.000000	0	0	0.000000	0		
10328	event:/BossSkill/sound_b007_skill02_1	0.000000	0.000000	0	10328	0.000000	0		
10329	event:/BossSkill/sound_b007_skill02_2	0.000000	0.000000	0	10328	0.000000	0		
10330	event:/BossSkill/sound_b007_skill03_1	0.000000	0.000000	0	10330	0.000000	0		
10331	event:/BossSkill/sound_b007_skill03_2	0.000000	0.000000	0	10330	0.000000	0		
10333	event:/Skill/skill_p013mu001	0.000000	0.000000	0	0	0.000000	0		
