编号	解锁	显示ID	排序	类型	可视等级	解锁条件	特殊条件参数	奖励冒险币	增加属性	介绍	出现场景	坐标	UI界面模型倍数	UI界面模型位置	捕捉怪物	怪物情报分析	征服之路组合	装备套装分类	爱好解锁条件类型	爱好解锁参数	爱好道具	海报链接	小传解锁条件类型	小传解锁参数	小传内容	获取魔灵的道具	普通副本名	普通首领技能	英雄副本名	英雄首领技能	地区渠道号	冒险点数
402076	equip301060651004	equip301060651004	421	4	1	4		0					0.000000					99	0													0
402077	equip301060652004	equip301060652004	422	4	1	4		0					0.000000					99	0													0
402078	equip301060653004	equip301060653004	423	4	1	4		0					0.000000					99	0													0
402079	equip301060654004	equip301060654004	424	4	1	4		0					0.000000					99	0													0
402080	equip301060655004	equip301060655004	425	4	1	4		0					0.000000					99	0													0
402276	equip301060656004	equip301060656004	426	4	1	4		0					0.000000					99	0													0
402081	equip301060651005	equip301060651005	427	4	1	4		0					0.000000					99	0													0
402082	equip301060652005	equip301060652005	428	4	1	4		0					0.000000					99	0													0
402083	equip301060653005	equip301060653005	429	4	1	4		0					0.000000					99	0													0
402084	equip301060654005	equip301060654005	430	4	1	4		0					0.000000					99	0													0
402085	equip301060655005	equip301060655005	431	4	1	4		0					0.000000					99	0													0
402277	equip301060656005	equip301060656005	432	4	1	4		0					0.000000					99	0													0
402086	equip301060651006	equip301060651006	433	4	1	4		0					0.000000					99	0													0
402087	equip301060652006	equip301060652006	434	4	1	4		0					0.000000					99	0													0
402088	equip301060653006	equip301060653006	435	4	1	4		0					0.000000					99	0													0
402089	equip301060654006	equip301060654006	436	4	1	4		0					0.000000					99	0													0
402090	equip301060655006	equip301060655006	437	4	1	4		0					0.000000					99	0													0
402278	equip301060656006	equip301060656006	438	4	1	4		0					0.000000					99	0													0
400851	3010704001	equip301070443001	439	4	1	4		0					0.000000					101	0													0
400852	3010704002	equip301070443002	440	4	1	4		0					0.000000					102	0													0
400853	3010704003	equip301070443003	441	4	1	4		0					0.000000					103	0													0
400854	3010704004	equip301070443004	442	4	1	4		0					0.000000					104	0													0
400855	3010704005	equip301070443005	443	4	1	4		0					0.000000					105	0													0
401006	3010704006	equip301070443006	444	4	1	4		0					0.000000					106	0													0
400856	3020704001	equip302070443001	445	4	1	4		0					0.000000					101	0													0
400857	3020704002	equip302070443002	446	4	1	4		0					0.000000					102	0													0
400858	3020704003	equip302070443003	447	4	1	4		0					0.000000					103	0													0
400859	3020704004	equip302070443004	448	4	1	4		0					0.000000					104	0													0
400860	3020704005	equip302070443005	449	4	1	4		0					0.000000					105	0													0
401007	3020704006	equip302070443006	450	4	1	4		0					0.000000					106	0													0
400861	3030704001	equip303070443001	451	4	1	4		0					0.000000					101	0													0
400862	3030704002	equip303070443002	452	4	1	4		0					0.000000					102	0													0
400863	3030704003	equip303070443003	453	4	1	4		0					0.000000					103	0													0
400864	3030704004	equip303070443004	454	4	1	4		0					0.000000					104	0													0
400865	3030704005	equip303070443005	455	4	1	4		0					0.000000					105	0													0
401008	3030704006	equip303070443006	456	4	1	4		0					0.000000					106	0													0
400866	3040704001	equip304070443001	457	4	1	4		0					0.000000					101	0													0
400867	3040704002	equip304070443002	458	4	1	4		0					0.000000					102	0													0
400868	3040704003	equip304070443003	459	4	1	4		0					0.000000					103	0													0
400869	3040704004	equip304070443004	460	4	1	4		0					0.000000					104	0													0
400870	3040704005	equip304070443005	461	4	1	4		0					0.000000					105	0													0
401009	3040704006	equip304070443006	462	4	1	4		0					0.000000					106	0													0
400871	3050704001	equip305070443001	463	4	1	4		0					0.000000					101	0													0
400872	3050704002	equip305070443002	464	4	1	4		0					0.000000					102	0													0
400873	3050704003	equip305070443003	465	4	1	4		0					0.000000					103	0													0
400874	3050704004	equip305070443004	466	4	1	4		0					0.000000					104	0													0
400875	3050704005	equip305070443005	467	4	1	4		0					0.000000					105	0													0
401010	3050704006	equip305070443006	468	4	1	4		0					0.000000					106	0													0
400876	3060704001	equip306070443001	469	4	1	4		0					0.000000					101	0													0
400877	3060704002	equip306070443002	470	4	1	4		0					0.000000					102	0													0
400878	3060704003	equip306070443003	471	4	1	4		0					0.000000					103	0													0
400879	3060704004	equip306070443004	472	4	1	4		0					0.000000					104	0													0
400880	3060704005	equip306070443005	473	4	1	4		0					0.000000					105	0													0
401011	3060704006	equip306070443006	474	4	1	4		0					0.000000					106	0													0
400881	3010705001	equip301070541001	475	4	1	4		0					0.000000					111	0													0
400882	3010705002	equip301070541002	476	4	1	4		0					0.000000					112	0													0
400883	3010705003	equip301070541003	477	4	1	4		0					0.000000					113	0													0
400884	3010705004	equip301070541004	478	4	1	4		0					0.000000					114	0													0
400885	3010705005	equip301070541005	479	4	1	4		0					0.000000					115	0													0
401012	3010705006	equip301070541006	480	4	1	4		0					0.000000					116	0													0
400886	3020705001	equip302070541001	481	4	1	4		0					0.000000					111	0													0
400887	3020705002	equip302070541002	482	4	1	4		0					0.000000					112	0													0
400888	3020705003	equip302070541003	483	4	1	4		0					0.000000					113	0													0
400889	3020705004	equip302070541004	484	4	1	4		0					0.000000					114	0													0
400890	3020705005	equip302070541005	485	4	1	4		0					0.000000					115	0													0
401013	3020705006	equip302070541006	486	4	1	4		0					0.000000					116	0													0
400891	3030705001	equip303070541001	487	4	1	4		0					0.000000					111	0													0
400892	3030705002	equip303070541002	488	4	1	4		0					0.000000					112	0													0
400893	3030705003	equip303070541003	489	4	1	4		0					0.000000					113	0													0
400894	3030705004	equip303070541004	490	4	1	4		0					0.000000					114	0													0
400895	3030705005	equip303070541005	491	4	1	4		0					0.000000					115	0													0
401014	3030705006	equip303070541006	492	4	1	4		0					0.000000					116	0													0
400896	3040705001	equip304070541001	493	4	1	4		0					0.000000					111	0													0
400897	3040705002	equip304070541002	494	4	1	4		0					0.000000					112	0													0
400898	3040705003	equip304070541003	495	4	1	4		0					0.000000					113	0													0
400899	3040705004	equip304070541004	496	4	1	4		0					0.000000					114	0													0
400900	3040705005	equip304070541005	497	4	1	4		0					0.000000					115	0													0
401015	3040705006	equip304070541006	498	4	1	4		0					0.000000					116	0													0
400901	3050705001	equip305070541001	499	4	1	4		0					0.000000					111	0													0
400902	3050705002	equip305070541002	500	4	1	4		0					0.000000					112	0													0
400903	3050705003	equip305070541003	501	4	1	4		0					0.000000					113	0													0
400904	3050705004	equip305070541004	502	4	1	4		0					0.000000					114	0													0
400905	3050705005	equip305070541005	503	4	1	4		0					0.000000					115	0													0
401016	3050705006	equip305070541006	504	4	1	4		0					0.000000					116	0													0
400906	3060705001	equip306070541001	505	4	1	4		0					0.000000					111	0													0
400907	3060705002	equip306070541002	506	4	1	4		0					0.000000					112	0													0
400908	3060705003	equip306070541003	507	4	1	4		0					0.000000					113	0													0
400909	3060705004	equip306070541004	508	4	1	4		0					0.000000					114	0													0
400910	3060705005	equip306070541005	509	4	1	4		0					0.000000					115	0													0
401017	3060705006	equip306070541006	510	4	1	4		0					0.000000					116	0													0
402091	equip301070651001	equip301070651001	511	4	1	4		0					0.000000					119	0													0
402092	equip301070652001	equip301070652001	512	4	1	4		0					0.000000					119	0													0
402093	equip301070653001	equip301070653001	513	4	1	4		0					0.000000					119	0													0
402094	equip301070654001	equip301070654001	514	4	1	4		0					0.000000					119	0													0
402095	equip301070655001	equip301070655001	515	4	1	4		0					0.000000					119	0													0
402279	equip301070656001	equip301070656001	516	4	1	4		0					0.000000					119	0													0
402096	equip301070651002	equip301070651002	517	4	1	4		0					0.000000					119	0													0
402097	equip301070652002	equip301070652002	518	4	1	4		0					0.000000					119	0													0
402098	equip301070653002	equip301070653002	519	4	1	4		0					0.000000					119	0													0
402099	equip301070654002	equip301070654002	520	4	1	4		0					0.000000					119	0													0
402100	equip301070655002	equip301070655002	521	4	1	4		0					0.000000					119	0													0
402280	equip301070656002	equip301070656002	522	4	1	4		0					0.000000					119	0													0
402101	equip301070651003	equip301070651003	523	4	1	4		0					0.000000					119	0													0
402102	equip301070652003	equip301070652003	524	4	1	4		0					0.000000					119	0													0
402103	equip301070653003	equip301070653003	525	4	1	4		0					0.000000					119	0													0
402104	equip301070654003	equip301070654003	526	4	1	4		0					0.000000					119	0													0
402105	equip301070655003	equip301070655003	527	4	1	4		0					0.000000					119	0													0
402281	equip301070656003	equip301070656003	528	4	1	4		0					0.000000					119	0													0
402106	equip301070651004	equip301070651004	529	4	1	4		0					0.000000					119	0													0
402107	equip301070652004	equip301070652004	530	4	1	4		0					0.000000					119	0													0
402108	equip301070653004	equip301070653004	531	4	1	4		0					0.000000					119	0													0
402109	equip301070654004	equip301070654004	532	4	1	4		0					0.000000					119	0													0
402110	equip301070655004	equip301070655004	533	4	1	4		0					0.000000					119	0													0
402282	equip301070656004	equip301070656004	534	4	1	4		0					0.000000					119	0													0
402111	equip301070651005	equip301070651005	535	4	1	4		0					0.000000					119	0													0
402112	equip301070652005	equip301070652005	536	4	1	4		0					0.000000					119	0													0
402113	equip301070653005	equip301070653005	537	4	1	4		0					0.000000					119	0													0
402114	equip301070654005	equip301070654005	538	4	1	4		0					0.000000					119	0													0
402115	equip301070655005	equip301070655005	539	4	1	4		0					0.000000					119	0													0
402283	equip301070656005	equip301070656005	540	4	1	4		0					0.000000					119	0													0
402116	equip301070651006	equip301070651006	541	4	1	4		0					0.000000					119	0													0
402117	equip301070652006	equip301070652006	542	4	1	4		0					0.000000					119	0													0
402118	equip301070653006	equip301070653006	543	4	1	4		0					0.000000					119	0													0
402119	equip301070654006	equip301070654006	544	4	1	4		0					0.000000					119	0													0
402120	equip301070655006	equip301070655006	545	4	1	4		0					0.000000					119	0													0
402284	equip301070656006	equip301070656006	546	4	1	4		0					0.000000					119	0													0
401021	3010804001	equip301080443001	547	4	1	4		0					0.000000					121	0													0
401022	3010804002	equip301080443002	548	4	1	4		0					0.000000					122	0													0
401023	3010804003	equip301080443003	549	4	1	4		0					0.000000					123	0													0
401024	3010804004	equip301080443004	550	4	1	4		0					0.000000					124	0													0
401025	3010804005	equip301080443005	551	4	1	4		0					0.000000					125	0													0
401026	3010804006	equip301080443006	552	4	1	4		0					0.000000					126	0													0
401031	3020804001	equip302080443001	553	4	1	4		0					0.000000					121	0													0
401032	3020804002	equip302080443002	554	4	1	4		0					0.000000					122	0													0
401033	3020804003	equip302080443003	555	4	1	4		0					0.000000					123	0													0
401034	3020804004	equip302080443004	556	4	1	4		0					0.000000					124	0													0
401035	3020804005	equip302080443005	557	4	1	4		0					0.000000					125	0													0
401036	3020804006	equip302080443006	558	4	1	4		0					0.000000					126	0													0
401041	3030804001	equip303080443001	559	4	1	4		0					0.000000					121	0													0
401042	3030804002	equip303080443002	560	4	1	4		0					0.000000					122	0													0
401043	3030804003	equip303080443003	561	4	1	4		0					0.000000					123	0													0
401044	3030804004	equip303080443004	562	4	1	4		0					0.000000					124	0													0
401045	3030804005	equip303080443005	563	4	1	4		0					0.000000					125	0													0
401046	3030804006	equip303080443006	564	4	1	4		0					0.000000					126	0													0
401051	3040804001	equip304080443001	565	4	1	4		0					0.000000					121	0													0
401052	3040804002	equip304080443002	566	4	1	4		0					0.000000					122	0													0
401053	3040804003	equip304080443003	567	4	1	4		0					0.000000					123	0													0
401054	3040804004	equip304080443004	568	4	1	4		0					0.000000					124	0													0
401055	3040804005	equip304080443005	569	4	1	4		0					0.000000					125	0													0
401056	3040804006	equip304080443006	570	4	1	4		0					0.000000					126	0													0
401061	3050804001	equip305080443001	571	4	1	4		0					0.000000					121	0													0
401062	3050804002	equip305080443002	572	4	1	4		0					0.000000					122	0													0
401063	3050804003	equip305080443003	573	4	1	4		0					0.000000					123	0													0
401064	3050804004	equip305080443004	574	4	1	4		0					0.000000					124	0													0
401065	3050804005	equip305080443005	575	4	1	4		0					0.000000					125	0													0
401066	3050804006	equip305080443006	576	4	1	4		0					0.000000					126	0													0
401071	3060804001	equip306080443001	577	4	1	4		0					0.000000					121	0													0
401072	3060804002	equip306080443002	578	4	1	4		0					0.000000					122	0													0
401073	3060804003	equip306080443003	579	4	1	4		0					0.000000					123	0													0
401074	3060804004	equip306080443004	580	4	1	4		0					0.000000					124	0													0
401075	3060804005	equip306080443005	581	4	1	4		0					0.000000					125	0													0
401076	3060804006	equip306080443006	582	4	1	4		0					0.000000					126	0													0
401081	3010805001	equip301080541001	583	4	1	4		0					0.000000					131	0													0
401082	3010805002	equip301080541002	584	4	1	4		0					0.000000					132	0													0
401083	3010805003	equip301080541003	585	4	1	4		0					0.000000					133	0													0
401084	3010805004	equip301080541004	586	4	1	4		0					0.000000					134	0													0
401085	3010805005	equip301080541005	587	4	1	4		0					0.000000					135	0													0
401086	3010805006	equip301080541006	588	4	1	4		0					0.000000					136	0													0
401091	3020805001	equip302080541001	589	4	1	4		0					0.000000					131	0													0
401092	3020805002	equip302080541002	590	4	1	4		0					0.000000					132	0													0
401093	3020805003	equip302080541003	591	4	1	4		0					0.000000					133	0													0
401094	3020805004	equip302080541004	592	4	1	4		0					0.000000					134	0													0
401095	3020805005	equip302080541005	593	4	1	4		0					0.000000					135	0													0
401096	3020805006	equip302080541006	594	4	1	4		0					0.000000					136	0													0
401101	3030805001	equip303080541001	595	4	1	4		0					0.000000					131	0													0
401102	3030805002	equip303080541002	596	4	1	4		0					0.000000					132	0													0
401103	3030805003	equip303080541003	597	4	1	4		0					0.000000					133	0													0
401104	3030805004	equip303080541004	598	4	1	4		0					0.000000					134	0													0
401105	3030805005	equip303080541005	599	4	1	4		0					0.000000					135	0													0
401106	3030805006	equip303080541006	600	4	1	4		0					0.000000					136	0													0
401111	3040805001	equip304080541001	601	4	1	4		0					0.000000					131	0													0
401112	3040805002	equip304080541002	602	4	1	4		0					0.000000					132	0													0
401113	3040805003	equip304080541003	603	4	1	4		0					0.000000					133	0													0
401114	3040805004	equip304080541004	604	4	1	4		0					0.000000					134	0													0
401115	3040805005	equip304080541005	605	4	1	4		0					0.000000					135	0													0
401116	3040805006	equip304080541006	606	4	1	4		0					0.000000					136	0													0
401121	3050805001	equip305080541001	607	4	1	4		0					0.000000					131	0													0
401122	3050805002	equip305080541002	608	4	1	4		0					0.000000					132	0													0
401123	3050805003	equip305080541003	609	4	1	4		0					0.000000					133	0													0
401124	3050805004	equip305080541004	610	4	1	4		0					0.000000					134	0													0
401125	3050805005	equip305080541005	611	4	1	4		0					0.000000					135	0													0
401126	3050805006	equip305080541006	612	4	1	4		0					0.000000					136	0													0
401131	3060805001	equip306080541001	613	4	1	4		0					0.000000					131	0													0
401132	3060805002	equip306080541002	614	4	1	4		0					0.000000					132	0													0
401133	3060805003	equip306080541003	615	4	1	4		0					0.000000					133	0													0
401134	3060805004	equip306080541004	616	4	1	4		0					0.000000					134	0													0
401135	3060805005	equip306080541005	617	4	1	4		0					0.000000					135	0													0
401136	3060805006	equip306080541006	618	4	1	4		0					0.000000					136	0													0
402121	equip301080651001	equip301080651001	619	4	1	4		0					0.000000					139	0													0
402122	equip301080652001	equip301080652001	620	4	1	4		0					0.000000					139	0													0
402123	equip301080653001	equip301080653001	621	4	1	4		0					0.000000					139	0													0
402124	equip301080654001	equip301080654001	622	4	1	4		0					0.000000					139	0													0
402125	equip301080655001	equip301080655001	623	4	1	4		0					0.000000					139	0													0
402285	equip301080656001	equip301080656001	624	4	1	4		0					0.000000					139	0													0
402126	equip301080651002	equip301080651002	625	4	1	4		0					0.000000					139	0													0
402127	equip301080652002	equip301080652002	626	4	1	4		0					0.000000					139	0													0
402128	equip301080653002	equip301080653002	627	4	1	4		0					0.000000					139	0													0
402129	equip301080654002	equip301080654002	628	4	1	4		0					0.000000					139	0													0
402130	equip301080655002	equip301080655002	629	4	1	4		0					0.000000					139	0													0
402286	equip301080656002	equip301080656002	630	4	1	4		0					0.000000					139	0													0
402131	equip301080651003	equip301080651003	631	4	1	4		0					0.000000					139	0													0
402132	equip301080652003	equip301080652003	632	4	1	4		0					0.000000					139	0													0
402133	equip301080653003	equip301080653003	633	4	1	4		0					0.000000					139	0													0
402134	equip301080654003	equip301080654003	634	4	1	4		0					0.000000					139	0													0
402135	equip301080655003	equip301080655003	635	4	1	4		0					0.000000					139	0													0
402287	equip301080656003	equip301080656003	636	4	1	4		0					0.000000					139	0													0
402136	equip301080651004	equip301080651004	637	4	1	4		0					0.000000					139	0													0
402137	equip301080652004	equip301080652004	638	4	1	4		0					0.000000					139	0													0
402138	equip301080653004	equip301080653004	639	4	1	4		0					0.000000					139	0													0
402139	equip301080654004	equip301080654004	640	4	1	4		0					0.000000					139	0													0
402140	equip301080655004	equip301080655004	641	4	1	4		0					0.000000					139	0													0
402288	equip301080656004	equip301080656004	642	4	1	4		0					0.000000					139	0													0
402141	equip301080651005	equip301080651005	643	4	1	4		0					0.000000					139	0													0
402142	equip301080652005	equip301080652005	644	4	1	4		0					0.000000					139	0													0
402143	equip301080653005	equip301080653005	645	4	1	4		0					0.000000					139	0													0
402144	equip301080654005	equip301080654005	646	4	1	4		0					0.000000					139	0													0
402145	equip301080655005	equip301080655005	647	4	1	4		0					0.000000					139	0													0
402289	equip301080656005	equip301080656005	648	4	1	4		0					0.000000					139	0													0
402146	equip301080651006	equip301080651006	649	4	1	4		0					0.000000					139	0													0
402147	equip301080652006	equip301080652006	650	4	1	4		0					0.000000					139	0													0
402148	equip301080653006	equip301080653006	651	4	1	4		0					0.000000					139	0													0
402149	equip301080654006	equip301080654006	652	4	1	4		0					0.000000					139	0													0
402150	equip301080655006	equip301080655006	653	4	1	4		0					0.000000					139	0													0
402290	equip301080656006	equip301080656006	654	4	1	4		0					0.000000					139	0													0
401201	3010904001	equip301090443001	655	4	1	4		0					0.000000					140	0													0
401202	3010904002	equip301090443002	656	4	1	4		0					0.000000					141	0													0
401203	3010904003	equip301090443003	657	4	1	4		0					0.000000					142	0													0
401204	3010904004	equip301090443004	658	4	1	4		0					0.000000					143	0													0
401205	3010904005	equip301090443005	659	4	1	4		0					0.000000					144	0													0
401206	3010904006	equip301090443006	660	4	1	4		0					0.000000					145	0													0
401207	3020904001	equip302090443001	661	4	1	4		0					0.000000					140	0													0
401208	3020904002	equip302090443002	662	4	1	4		0					0.000000					141	0													0
401209	3020904003	equip302090443003	663	4	1	4		0					0.000000					142	0													0
401210	3020904004	equip302090443004	664	4	1	4		0					0.000000					143	0													0
401211	3020904005	equip302090443005	665	4	1	4		0					0.000000					144	0													0
401212	3020904006	equip302090443006	666	4	1	4		0					0.000000					145	0													0
401213	3030904001	equip303090443001	667	4	1	4		0					0.000000					140	0													0
401214	3030904002	equip303090443002	668	4	1	4		0					0.000000					141	0													0
401215	3030904003	equip303090443003	669	4	1	4		0					0.000000					142	0													0
401216	3030904004	equip303090443004	670	4	1	4		0					0.000000					143	0													0
401217	3030904005	equip303090443005	671	4	1	4		0					0.000000					144	0													0
401218	3030904006	equip303090443006	672	4	1	4		0					0.000000					145	0													0
401219	3040904001	equip304090443001	673	4	1	4		0					0.000000					140	0													0
401220	3040904002	equip304090443002	674	4	1	4		0					0.000000					141	0													0
401221	3040904003	equip304090443003	675	4	1	4		0					0.000000					142	0													0
401222	3040904004	equip304090443004	676	4	1	4		0					0.000000					143	0													0
401223	3040904005	equip304090443005	677	4	1	4		0					0.000000					144	0													0
401224	3040904006	equip304090443006	678	4	1	4		0					0.000000					145	0													0
401225	3050904001	equip305090443001	679	4	1	4		0					0.000000					140	0													0
401226	3050904002	equip305090443002	680	4	1	4		0					0.000000					141	0													0
401227	3050904003	equip305090443003	681	4	1	4		0					0.000000					142	0													0
401228	3050904004	equip305090443004	682	4	1	4		0					0.000000					143	0													0
401229	3050904005	equip305090443005	683	4	1	4		0					0.000000					144	0													0
401230	3050904006	equip305090443006	684	4	1	4		0					0.000000					145	0													0
401231	3060904001	equip306090443001	685	4	1	4		0					0.000000					140	0													0
401232	3060904002	equip306090443002	686	4	1	4		0					0.000000					141	0													0
401233	3060904003	equip306090443003	687	4	1	4		0					0.000000					142	0													0
401234	3060904004	equip306090443004	688	4	1	4		0					0.000000					143	0													0
401235	3060904005	equip306090443005	689	4	1	4		0					0.000000					144	0													0
401236	3060904006	equip306090443006	690	4	1	4		0					0.000000					145	0													0
401237	3010905001	equip301090541001	691	4	1	4		0					0.000000					150	0													0
401238	3010905002	equip301090541002	692	4	1	4		0					0.000000					151	0													0
401239	3010905003	equip301090541003	693	4	1	4		0					0.000000					152	0													0
401240	3010905004	equip301090541004	694	4	1	4		0					0.000000					153	0													0
401241	3010905005	equip301090541005	695	4	1	4		0					0.000000					154	0													0
401242	3010905006	equip301090541006	696	4	1	4		0					0.000000					155	0													0
401243	3020905001	equip302090541001	697	4	1	4		0					0.000000					150	0													0
401244	3020905002	equip302090541002	698	4	1	4		0					0.000000					151	0													0
401245	3020905003	equip302090541003	699	4	1	4		0					0.000000					152	0													0
401246	3020905004	equip302090541004	700	4	1	4		0					0.000000					153	0													0
401247	3020905005	equip302090541005	701	4	1	4		0					0.000000					154	0													0
401248	3020905006	equip302090541006	702	4	1	4		0					0.000000					155	0													0
401301	3030905001	equip303090541001	703	4	1	4		0					0.000000					150	0													0
401302	3030905002	equip303090541002	704	4	1	4		0					0.000000					151	0													0
401303	3030905003	equip303090541003	705	4	1	4		0					0.000000					152	0													0
401304	3030905004	equip303090541004	706	4	1	4		0					0.000000					153	0													0
401305	3030905005	equip303090541005	707	4	1	4		0					0.000000					154	0													0
401306	3030905006	equip303090541006	708	4	1	4		0					0.000000					155	0													0
401307	3040905001	equip304090541001	709	4	1	4		0					0.000000					150	0													0
401308	3040905002	equip304090541002	710	4	1	4		0					0.000000					151	0													0
401309	3040905003	equip304090541003	711	4	1	4		0					0.000000					152	0													0
401310	3040905004	equip304090541004	712	4	1	4		0					0.000000					153	0													0
401311	3040905005	equip304090541005	713	4	1	4		0					0.000000					154	0													0
401312	3040905006	equip304090541006	714	4	1	4		0					0.000000					155	0													0
401313	3050905001	equip305090541001	715	4	1	4		0					0.000000					150	0													0
401314	3050905002	equip305090541002	716	4	1	4		0					0.000000					151	0													0
401315	3050905003	equip305090541003	717	4	1	4		0					0.000000					152	0													0
401316	3050905004	equip305090541004	718	4	1	4		0					0.000000					153	0													0
401317	3050905005	equip305090541005	719	4	1	4		0					0.000000					154	0													0
401318	3050905006	equip305090541006	720	4	1	4		0					0.000000					155	0													0
401319	3060905001	equip306090541001	721	4	1	4		0					0.000000					150	0													0
401320	3060905002	equip306090541002	722	4	1	4		0					0.000000					151	0													0
401321	3060905003	equip306090541003	723	4	1	4		0					0.000000					152	0													0
401322	3060905004	equip306090541004	724	4	1	4		0					0.000000					153	0													0
401323	3060905005	equip306090541005	725	4	1	4		0					0.000000					154	0													0
401324	3060905006	equip306090541006	726	4	1	4		0					0.000000					155	0													0
401325	3011004001	equip301100443001	727	4	1	4		0					0.000000					160	0													0
401326	3011004002	equip301100443002	728	4	1	4		0					0.000000					161	0													0
401327	3011004003	equip301100443003	729	4	1	4		0					0.000000					162	0													0
401328	3011004004	equip301100443004	730	4	1	4		0					0.000000					163	0													0
401329	3011004005	equip301100443005	731	4	1	4		0					0.000000					164	0													0
401330	3011004006	equip301100443006	732	4	1	4		0					0.000000					165	0													0
401331	3021004001	equip302100443001	733	4	1	4		0					0.000000					160	0													0
401332	3021004002	equip302100443002	734	4	1	4		0					0.000000					161	0													0
401333	3021004003	equip302100443003	735	4	1	4		0					0.000000					162	0													0
401334	3021004004	equip302100443004	736	4	1	4		0					0.000000					163	0													0
401335	3021004005	equip302100443005	737	4	1	4		0					0.000000					164	0													0
401336	3021004006	equip302100443006	738	4	1	4		0					0.000000					165	0													0
401337	3031004001	equip303100443001	739	4	1	4		0					0.000000					160	0													0
401338	3031004002	equip303100443002	740	4	1	4		0					0.000000					161	0													0
401339	3031004003	equip303100443003	741	4	1	4		0					0.000000					162	0													0
401340	3031004004	equip303100443004	742	4	1	4		0					0.000000					163	0													0
401341	3031004005	equip303100443005	743	4	1	4		0					0.000000					164	0													0
401342	3031004006	equip303100443006	744	4	1	4		0					0.000000					165	0													0
401343	3041004001	equip304100443001	745	4	1	4		0					0.000000					160	0													0
401344	3041004002	equip304100443002	746	4	1	4		0					0.000000					161	0													0
401345	3041004003	equip304100443003	747	4	1	4		0					0.000000					162	0													0
401346	3041004004	equip304100443004	748	4	1	4		0					0.000000					163	0													0
401347	3041004005	equip304100443005	749	4	1	4		0					0.000000					164	0													0
401348	3041004006	equip304100443006	750	4	1	4		0					0.000000					165	0													0
401349	3051004001	equip305100443001	751	4	1	4		0					0.000000					160	0													0
401350	3051004002	equip305100443002	752	4	1	4		0					0.000000					161	0													0
401351	3051004003	equip305100443003	753	4	1	4		0					0.000000					162	0													0
401352	3051004004	equip305100443004	754	4	1	4		0					0.000000					163	0													0
401353	3051004005	equip305100443005	755	4	1	4		0					0.000000					164	0													0
401354	3051004006	equip305100443006	756	4	1	4		0					0.000000					165	0													0
401355	3061004001	equip306100443001	757	4	1	4		0					0.000000					160	0													0
401356	3061004002	equip306100443002	758	4	1	4		0					0.000000					161	0													0
401357	3061004003	equip306100443003	759	4	1	4		0					0.000000					162	0													0
401358	3061004004	equip306100443004	760	4	1	4		0					0.000000					163	0													0
401359	3061004005	equip306100443005	761	4	1	4		0					0.000000					164	0													0
401360	3061004006	equip306100443006	762	4	1	4		0					0.000000					165	0													0
401361	3011005001	equip301100541001	763	4	1	4		0					0.000000					170	0													0
401362	3011005002	equip301100541002	764	4	1	4		0					0.000000					171	0													0
401363	3011005003	equip301100541003	765	4	1	4		0					0.000000					172	0													0
401364	3011005004	equip301100541004	766	4	1	4		0					0.000000					173	0													0
401365	3011005005	equip301100541005	767	4	1	4		0					0.000000					174	0													0
401366	3011005006	equip301100541006	768	4	1	4		0					0.000000					175	0													0
401367	3021005001	equip302100541001	769	4	1	4		0					0.000000					170	0													0
401368	3021005002	equip302100541002	770	4	1	4		0					0.000000					171	0													0
401369	3021005003	equip302100541003	771	4	1	4		0					0.000000					172	0													0
401370	3021005004	equip302100541004	772	4	1	4		0					0.000000					173	0													0
401371	3021005005	equip302100541005	773	4	1	4		0					0.000000					174	0													0
401372	3021005006	equip302100541006	774	4	1	4		0					0.000000					175	0													0
401373	3031005001	equip303100541001	775	4	1	4		0					0.000000					170	0													0
401374	3031005002	equip303100541002	776	4	1	4		0					0.000000					171	0													0
401375	3031005003	equip303100541003	777	4	1	4		0					0.000000					172	0													0
401376	3031005004	equip303100541004	778	4	1	4		0					0.000000					173	0													0
401377	3031005005	equip303100541005	779	4	1	4		0					0.000000					174	0													0
401378	3031005006	equip303100541006	780	4	1	4		0					0.000000					175	0													0
401379	3041005001	equip304100541001	781	4	1	4		0					0.000000					170	0													0
401380	3041005002	equip304100541002	782	4	1	4		0					0.000000					171	0													0
401381	3041005003	equip304100541003	783	4	1	4		0					0.000000					172	0													0
401382	3041005004	equip304100541004	784	4	1	4		0					0.000000					173	0													0
401383	3041005005	equip304100541005	785	4	1	4		0					0.000000					174	0													0
401384	3041005006	equip304100541006	786	4	1	4		0					0.000000					175	0													0
401385	3051005001	equip305100541001	787	4	1	4		0					0.000000					170	0													0
401386	3051005002	equip305100541002	788	4	1	4		0					0.000000					171	0													0
401387	3051005003	equip305100541003	789	4	1	4		0					0.000000					172	0													0
401388	3051005004	equip305100541004	790	4	1	4		0					0.000000					173	0													0
401389	3051005005	equip305100541005	791	4	1	4		0					0.000000					174	0													0
401390	3051005006	equip305100541006	792	4	1	4		0					0.000000					175	0													0
401391	3061005001	equip306100541001	793	4	1	4		0					0.000000					170	0													0
401392	3061005002	equip306100541002	794	4	1	4		0					0.000000					171	0													0
401393	3061005003	equip306100541003	795	4	1	4		0					0.000000					172	0													0
401394	3061005004	equip306100541004	796	4	1	4		0					0.000000					173	0													0
401395	3061005005	equip306100541005	797	4	1	4		0					0.000000					174	0													0
